,2021-04-20
3699,1325064548584361984
3700,1366582929334300677
3701,1329305095784185858
3702,1342843095147139072
3703,1196085378496815105
3704,1379150658
3705,1251341917612204032
3706,1334947362037370881
3707,309627253
3708,1304962029074051073
3709,1358111021353766913
3710,1370921181222555651
3711,2347761318
3712,1310776233165111297
3713,4690909873
3714,1010931304383287296
3715,835907173246971904
3716,1198443130053283842
3717,1345059162783240193
3718,1359995032393031680
3719,1319816928676868096
3720,863928191613677568
3721,1364073529247821828
3722,1362349352258166787
3723,2318430181
3724,715893054
3725,1360380623966228480
3726,1172713293837787136
3727,954350457765421057
3728,1353320392916570120
3729,1310338856865030144
3730,1360215099030392832
3731,1282005460443230208
3732,1171463683735605251
3733,1274387622161342466
3734,294601801
3735,1264079475832061952
3736,803978064082321408
3737,1368882191216742402
3738,846772447500230656
3739,937637451278909440
3740,1279644112396967936
3741,1280459999123083264
3742,1354404406481960964
3743,1366494032155795462
3744,1369669848846848000
3745,1353696407329202178
3746,1361323511189368834
3747,1368453984013324288
3748,1361669298347859969
3749,4622257572
3750,1044899104382304256
3751,1327187956344311809
3752,1370300450918912000
3753,847317008
3754,1303552512385978368
3755,1041854916195536896
3756,863002419331977216
3757,1368903483114598406
3758,1314010684775043072
3759,3009241899
3760,1327173282261450753
3761,1367644461946208258
3762,1359469404568780806
3763,3224003534
3764,1076732200005980160
3765,1367464879762771971
3766,1270911649965150208
3767,1370266233497559041
3768,1115534038750715904
3769,2879970175
3770,871343353874350080
3771,1370394912470962178
3772,1146990882358362112
3773,1346290551100993543
3774,1367702954908688386
3775,1364560657320869889
3776,1363482673495220227
3777,1120305439810277376
3778,1261525082578366466
3779,1358637576458887169
3780,1305623724108910592
3781,1364193362710990848
3782,1344692516378062850
3783,1369149238693613571
3784,2781924734
3785,990153087963680768
3786,1331499564524683266
3787,1365964789063688192
3788,305947378
3789,1101240700409126912
3790,1038135471207903232
3791,1367660953358139392
3792,1362119694350749702
3793,3309874224
3794,3187161400
3795,1360096601289625601
3796,1303899368206905347
3797,1275299717035855872
3798,1263768867765022722
3799,1360934948073476097
3800,1261742530200305669
3801,944077534076968960
3802,856861717023703040
3803,1369337640072384516
3804,1258217519040458752
3805,16539644
3806,1367657265348579328
3807,1366422050693259269
3808,2443714826
3809,1366057030134489099
3810,1025879435466035200
3811,1625239508
3812,1346670024103084032
3813,481703001
3814,1335720390677577728
3815,1357614341516791809
3816,1304110691192766470
3817,594555797
3818,1352078696878796802
3819,1368716863354511360
3820,1304890365833433088
3821,1360055211113418759
3822,1358768570222530564
3823,763205721177530368
3824,1331853294034059264
3825,1146589603
3826,1242018749202350080
3827,991719948706721792
3828,1357765595836473350
3829,1335559537533865984
3830,995790407391895552
3831,1330098134802894848
3832,705458240822185984
3833,959372827433431040
3834,1053729428524609536
3835,1364412143207018496
3836,1280956373862252544
3837,805234406977699841
3838,1259387983796436993
3839,1049908600435564544
3840,1346447738637053954
3841,1352966334133334016
3842,1255312771245359105
3843,1223128415919841281
3844,1336844797135339520
3845,1360050823993073667
3846,1913548357
3847,1358814865909968896
3848,1269850678110744576
3849,1237713747503800320
3850,1255770936134918145
3851,1288073560410304512
3852,1241092562032656388
3853,1362001807182942209
3854,496041086
3855,262463294
3856,90789858
3857,1214043205542395905
3858,1369970504728080384
3859,1014842544327278592
3860,918802690448035842
3861,1148239641612439552
3862,831518278937886720
3863,1171227036
3864,573237387
3865,1365310241320001545
3866,1148240241129451520
3867,1337454508448759808
3868,1245299041912500224
3869,1218422849481801728
3870,1216246444341911552
3871,1321861055794982915
3872,1350531987380043777
3873,1358616945898057731
3874,1370555816588185602
3875,1359204380466049026
3876,1282707294917206016
3877,1360523370291318786
3878,1352980478756851712
3879,1305368933948506112
3880,1231538640859193344
3881,1289921559583367170
3882,1370632042317180931
3883,1360419400344428550
3884,1287560568283381761
3885,1148241891936223232
3886,1370281598164275200
3887,1370587245703438337
3888,1278970048263024640
3889,1218409685130211328
3890,380477206
3891,1210317268669698048
3892,1275104637138296832
3893,1328947587177701378
3894,799545565398896640
3895,1370729782695010308
3896,980998938558791680
3897,1247756171680698370
3898,1300849522264793088
3899,1019521092
3900,1289166445411094528
3901,252013126
3902,1360470125799854080
3903,1362916821372973059
3904,1364497100533231634
3905,1369685191539658758
3906,1302161711382683655
3907,607431234
3908,1311466909892669441
3909,1245180541986467846
3910,1330479086163017733
3911,1369729051896676352
3912,597077837
3913,3246319182
3914,1364961562834964484
3915,1346477119807791110
3916,1370740215439007747
3917,3588231437
3918,1249530765622177792
3919,1487617152
3920,850700382250688513
3921,1344716768309248005
3922,1348115175925116930
3923,1362769507153027091
3924,1362856234412503043
3925,924315370403565569
3926,1365234510376263680
3927,809457479155224576
3928,1360754610260959234
3929,1271764140843917314
3930,1359849296569327616
3931,1331963339992227842
3932,1335973186953854977
3933,1349240610054496256
3934,1132397783577780224
3935,1350766325262557186
3936,1050355696816902145
3937,898130796254343168
3938,1359657829750083584
3939,1352846449340342272
3940,1353365201354022917
3941,1309127935442513920
3942,1320126983775252482
3943,1339929994030501894
3944,1358775911731126274
3945,1356468732831223808
3946,1172863229506142208
3947,1342494609578971136
3948,1113891850421592064
3949,1442909347
3950,1089559925909405697
3951,1313423737065095169
3952,1298607957391810562
3953,1342561885057499136
3954,1334208008159703046
3955,1297505048323211265
3956,1293718327181729792
3957,1342505312176066560
3958,1356533463432581120
3959,1302532635558731776
3960,1307306286627733504
3961,1365695986350387200
3962,1321702088418549761
3963,1174165592883859456
3964,908333631244062720
3965,971426310416297984
3966,1353488866963951616
3967,911505234
3968,1346335665902899201
3969,1082258852735840256
3970,1371042178865188864
3971,1336349273298911234
3972,2360498965
3973,1152557347484516352
3974,1324331301856423938
3975,1339826680198619137
3976,1348533089211830276
3977,1113800271350521861
3978,1303230756714471424
3979,1267374711853297664
3980,834628041515036673
3981,728329860716859392
3982,1721380825
3983,1360111346960896000
3984,1343887286946025473
3985,1115903949322772480
3986,1361074223184187394
3987,1084030182225113088
3988,712737463
3989,1363430770136653825
3990,1364076660287361031
3991,1364368290529779713
3992,1360928402115502083
3993,1342681146304286721
3994,988379516262207488
3995,1294307482911666176
3996,1261263277318782978
3997,1360511867706171392
3998,1370765939810131976
3999,1367845486745427968
4000,1122777061322399744
4001,938551652629565441
4002,1155322898191507456
4003,1360480182818144267
4004,1335729867648712706
4005,1183326739373518848
4006,1317445362798358530
4007,1366265636985335810
4008,2352875485
4009,1181778748489625600
4010,1325492516511051781
4011,1367151685857021966
4012,1368086414357786628
4013,902970111862071296
4014,1360130565840662532
4015,817887975065284608
4016,1315179570438438912
4017,1364830183790809095
4018,1352275592025137153
4019,1329998328143044610
4020,1334152219248062465
4021,1092926212358365184
4022,1370226363915857921
4023,1014873587604512768
4024,896459815
4025,1270992388547203072
4026,1166339808064458754
4027,1875205573
4028,2162048250
4029,601152183
4030,1178668090294300674
4031,1064941323323461632
4032,2700832195
4033,1359865601389326342
4034,1360335589405384707
4035,1313765025471852550
4036,1357222609054650373
4037,1362202048737906691
4038,975725659527041024
4039,1369825595610202115
4040,1369136627121987586
4041,1257450542856454144
4042,1125783203703181314
4043,1334638554039762946
4044,1309904370365018112
4045,1342870029306527744
4046,274383998
4047,1360934305652826114
4048,1204492155617562625
4049,1338130561928372224
4050,1036437133110603776
4051,703124159677616132
4052,1355015320642015232
4053,1313795778054221824
4054,1370976617892175872
4055,1102444139889614849
4056,997108213546807296
4057,1640526680
4058,2364979938
4059,1365371785168834560
4060,1309814270910017537
4061,1291321242348171265
4062,1357260090286374914
4063,1308429106212532225
4064,326538170
4065,1369554690367762434
4066,2347307676
4067,1143193018436149248
4068,1356654499264221184
4069,2926645046
4070,1316707593545342976
4071,1342459739502874624
4072,1360223913330896900
4073,1367663624362229765
4074,1355891063555121158
4075,1332725062122622976
4076,1357491303236337664
4077,1364534011549257731
4078,1357605020301103104
4079,1122502752104398849
4080,1192790842647252992
4081,1370185262685245444
4082,1338799284095836160
4083,1359924023304462339
4084,1277571485016551424
4085,1360051319306817537
4086,2352201576
4087,1364081478779379717
4088,1249216304558387200
4089,1242250326696030209
4090,1337320702219698183
4091,1325954520451411969
4092,1323899433180753921
4093,1368052596829646848
4094,1875968372
4095,1083838366871740419
4096,1343075310443499523
4097,817310386160443393
4098,1239238417931739136
4099,1265356058836393984
4100,1264957927275630595
4101,1289089191775617025
4102,1344160603531669506
4103,1355355436887642114
4104,1304815151145611264
4105,1361328210697277442
4106,1143473561610227713
4107,1370729551924391939
4108,1370272141887770629
4109,1367490317478461451
4110,152821925
4111,1295643920043347968
4112,4841556184
4113,1363036900064337921
4114,1369319716637057026
4115,1347581681461456896
4116,1195716622515916800
4117,1287991029056958465
4118,124816474
4119,992355023584546817
4120,1216345535411412992
4121,1367558518815879169
4122,1364453835343728641
4123,2938187305
4124,2352560766
4125,1139388210377658369
4126,1334883452932354051
4127,933928181114986496
4128,791631676602322944
4129,1242598743871913984
4130,1290166593302003714
4131,1251666005547290626
4132,1368430020121694210
4133,1348610714311688192
4134,1359866357953662979
4135,919778950661881857
4136,1124744125327204354
4137,1278900062836289539
4138,1359163041624031246
4139,1091727175
4140,1347768363070603266
4141,368113099
4142,1284319811267248128
4143,1364963542781337613
4144,2352206689
4145,1254427227610943488
4146,1107802014568701952
4147,1271677758691663872
4148,1305032618929422336
4149,1369474651043209216
4150,1115931855860035584
4151,1001372722784452608
4152,896189333761400832
4153,1320736113309351938
4154,1365970836176334853
4155,1340655217092653056
4156,1344475778986037251
4157,4843834394
4158,2352234019
4159,1368171572675158020
4160,1318399741940559872
4161,1364177491888201733
4162,614170659
4163,1353275491768266752
4164,1365205321321508864
4165,1178494705811640320
4166,367566851
4167,1359845414917185539
4168,977581901564100615
4169,1356546287160578049
4170,1149335897462042624
4171,1336892507238481921
4172,1370714352634892294
4173,371248855
4174,1333230819838554114
4175,1368848041474625539
4176,1338807063644753921
4177,1393443336
4178,1366294975152070657
4179,849866867913089024
4180,1111662204242137090
4181,1363773502327689217
4182,1349881536326189057
4183,899290091864039425
4184,1204997908489109504
4185,2779351992
4186,1359126548071161857
4187,1311845982192058368
4188,1351721323773390849
4189,1295226030894899200
4190,1281076777721507840
4191,1358074290696978432
4192,1300060762048667650
4193,2348877872
4194,1205798845461876737
4195,1355751266538819586
4196,795491809
4197,1255909450218700801
4198,1010193679770779648
4199,493792413
4200,1739658145
4201,1361776800439947271
4202,1210858147994189825
4203,1360491310738792448
4204,1056482192899985408
4205,1015317581215993856
4206,1126479954282041344
4207,1172497479197065216
4208,1347874945582264320
4209,1360082340681109504
4210,1293027712517496837
4211,1369429928375095325
4212,1369873765690085376
4213,26397703
4214,1360981428800942081
4215,854978874030997504
4216,1361870097132888066
4217,1138993323203411970
4218,1301718519231381507
4219,103149170
4220,1369624907139588097
4221,1357300915716333570
4222,1355650943790895106
4223,1364433186726449152
4224,1159757238694633474
4225,1303597568056676355
4226,1354850349018796034
4227,1342066927900880896
4228,152760507
4229,1370568559756156929
4230,1365015121051799552
4231,1326713000430989312
4232,1317049915248238599
4233,1370267788254748673
4234,842250915784478720
4235,1213488898673795073
4236,1360001189987770370
4237,1356951787694039040
4238,1293452014043590656
4239,1345375675071352834
4240,865556135289380869
4241,1369824088055672833
4242,1323665169092759552
4243,1249613395575226368
4244,1357245420083154945
4245,1362663528650301441
4246,3291237398
4247,1247246427266285569
4248,1358541974001704962
4249,1349647906370842624
4250,113419429
4251,1369606286740844545
4252,1360539896453107713
4253,1364594532105342976
4254,1369991127210762240
4255,1359872521022050308
4256,1364122883610447873
4257,1126929068975202304
4258,1188621146717085696
4259,1359314101999079426
4260,1335750494958972934
4261,1364752337416249345
4262,1319268115729899521
4263,836790151
4264,1317079463159492608
4265,1338833943760568322
4266,905450280925282305
4267,1536844105
4268,979557559
4269,862006197926461440
4270,1354542225150021633
4271,1052972251018973185
4272,1361289096698548228
4273,4494883279
4274,2347564345
4275,1025473428130652160
4276,1363324027398356995
4277,1279552335799128065
4278,1303571270466826240
4279,1357491535256772613
4280,1158253458425729026
4281,1361306787152941069
4282,1112875976512364544
4283,1330829960638996481
4284,1181126424062648320
4285,1244852757330137088
4286,753026367235567616
4287,3096044227
4288,722026255
4289,1359898273583165442
4290,1317116993997205506
4291,1266223008160468993
4292,1348863021259517952
4293,1314948627601661952
4294,1272481731736559616
4295,730843412702867456
4296,965454097452122112
4297,1097867418913964032
4298,1365213265622523906
4299,1355726655872880643
4300,1358210155142287363
4301,1304370335702118401
4302,1359426977568989185
4303,919490782091812864
4304,1322836923887480832
4305,1358549071816888323
4306,1358439441933586433
4307,1307308522464395265
4308,1366968739325874180
4309,1147312047735971842
4310,1319204204611731457
4311,1293025588991520769
4312,1365293591870930944
4313,1358075313389850625
4314,1360197755386220547
4315,1366747303101440005
4316,751874223677722624
4317,1280028095030784000
4318,1345681219975954434
4319,1351139213429903363
4320,704990940
4321,2424705086
4322,1271876870615646208
4323,1344218390215364611
4324,1369875561762328578
4325,1254049333449613313
4326,3302990318
4327,1365997803772600321
4328,1319947612582080513
4329,1332694318046277635
4330,1351538257675264004
4331,1307486872982056961
4332,1365294840695508993
4333,1335568853632368643
4334,1360458891759292417
4335,1304716051385430016
4336,1335935961658576897
4337,1361175726951555077
4338,1360610454247075843
4339,1356553096105656320
4340,1368195416647364612
4341,705424493200719872
4342,1289638977297739778
4343,1044539051167035397
4344,42844307
4345,1274389551708962822
4346,1354280893309849600
4347,1339076462926647297
4348,1207691765815369733
4349,1287065181621612548
4350,1363435868443222017
4351,1264109524274667522
4352,840474600924364800
4353,1328753420795252737
4354,1293170237827776517
4355,3042456452
4356,1342158841933254656
4357,1253153709720133632
4358,1309933478624940033
4359,1240204126694158338
4360,819599606
4361,1361364417485565954
4362,1307256758969094144
4363,1356117847043305475
4364,1356973279517401088
4365,1352874088709058561
4366,1106593567047204865
4367,1299527209061761024
4368,523739171
4369,1370954427725541379
4370,1272189343700930560
4371,887565584
4372,4069888693
4373,1272404267777720325
4374,1367367838965534722
4375,1369689700676509697
4376,1152159942675030016
4377,1335408066188099595
4378,1367755285767585792
4379,1323582019943747584
4380,1365211057967439875
4381,1356811811769577472
4382,1370655061630619655
4383,1358542757887844354
4384,1064187197929209857
4385,1312850612183207937
4386,1335090489742254080
4387,1354966433831202817
4388,159443022
4389,1370993968557793280
4390,1178342020080750593
4391,1082589493071368192
4392,181578594
4393,757378737780432896
4394,69193574
4395,1246108631243935744
4396,132097541
4397,979899517620244480
4398,1481817019
4399,38620531
4400,947493488609804289
4401,1203330691796275201
4402,790154095
4403,1298649745431441409
4404,902525416153518080
4405,1367358681168424961
4406,930469670653775877
4407,1361906473308098564
4408,210863491
4409,1364628271384592390
4410,961287986
4411,1680830778
4412,1370250018699968514
4413,596200910
4414,1366888885704404995
4415,1342034999546142720
4416,908759359571857409
4417,1370771681795567622
4418,29573364
4419,1367453510208417792
4420,1367954180812529668
4421,1196810637797707776
4422,1363249568066985984
4423,702398639184936960
4424,1239236189397364739
4425,1369303343529664518
4426,1365318887802249219
4427,1370712489332203522
4428,1359168028244652036
4429,4215495975
4430,1223604242
4431,970346115836055553
4432,1151915940268953601
4433,1370634101108174851
4434,1274663324647591936
4435,1357760491708428295
4436,1337494869355319296
4437,1366494226247282689
4438,1242959287690895367
4439,1348026781215895557
4440,1327224098741760003
4441,883995405691871233
4442,2356072185
4443,20141073
4444,1345855956928909314
4445,1210483848112492544
4446,1736558858
4447,3094556847
4448,15368613
4449,1369987737693130754
4450,961618683624816640
4451,1364763192765857792
4452,2391384178
4453,963533983400251394
4454,1241443786347155459
4455,712193274535133184
4456,4405510342
4457,707303502419091456
4458,2254257920
4459,1361251666926821379
4460,355326980
4461,944767910928637952
4462,97014095
4463,1362713406080495617
4464,1062566912
4465,1370239515806343176
4466,73826803
4467,1362052590977114113
4468,957731620181762048
4469,32474780
4470,567315935
4471,470107422
4472,1355085667483721730
4473,959823739016896515
4474,19324289
4475,1369723093330100224
4476,1364526870579011590
4477,1370037513486794760
4478,1369613684000120832
4479,1363738485530632194
4480,1351200609496690692
4481,1367399148358623234
4482,1363191096151470082
4483,756538789414203392
4484,97661332
4485,1079468652
4486,1241092292439654402
4487,894447775986962433
4488,1249087034230104065
4489,1345395758170779648
4490,1369960186979483648
4491,1476024572
4492,74128624
4493,1357325867396038664
4494,184010765
4495,1275410850
4496,719279101782134785
4497,1241361630048456706
4498,890145117302030336
4499,822589412534087680
4500,914584315727695872
4501,2270878297
4502,1031697274596773888
4503,3648580035
4504,1238030056225755136
4505,2388911582
4506,1330574787274563587
4507,1362465980732104708
4508,1205460899890372608
4509,1368964780720021518
4510,1368840098272395264
4511,929673540915417089
4512,1367194399323611144
4513,1369724323284549645
4514,953728994758840320
4515,1369726084967583744
4516,1009066587746381825
4517,1369532398858248194
4518,1369681561063485440
4519,1369680542245871616
4520,1362445044322459649
4521,781902447375712256
4522,1363657324896743427
4523,1368093466849337345
4524,1311533118805995521
4525,631761639
4526,1002190790066622464
4527,1369397742477467653
4528,958687987323240448
4529,3431237145
4530,1366654151229272066
4531,1368220049966850051
4532,36615598
4533,1350401432831320064
4534,95019942
4535,1293804700576481280
4536,951191017209909248
4537,1359030797970395138
4538,1330646661073416193
4539,1869985748
4540,395195653
4541,64933119
4542,27204386
4543,1359435829354106883
4544,311150127
4545,1319704175899541504
4546,29376227
4547,1123839501791629312
4548,825247949382963200
4549,1369450884866904071
4550,820977744741801984
4551,1709908555
4552,1359115296678817800
4553,1302354417941913603
4554,1598418403
4555,802963400322060288
4556,1264965949964328963
4557,119487206
4558,2764912143
4559,1356204402869235718
4560,1495308272
4561,1285952638476062720
4562,147324979
4563,84549536
4564,1335054845695365120
4565,1297882716747100163
4566,1369277390673895426
4567,1134707271672291331
4568,1341113912884744192
4569,1366352261681737728
4570,953746445290614784
4571,40191819
4572,1007540659690004480
4573,2758247700
4574,1348580318014545920
4575,1115557081619292160
4576,1317551492266627072
4577,76143108
4578,1369100779273953280
4579,1362190707188883457
4580,1369043181497704452
4581,1301153095
4582,598692436
4583,939956553112784898
4584,1031831846227771393
4585,1032290656763473920
4586,69007965
4587,1363511979764305920
4588,1256480689
4589,89109887
4590,160480111
4591,885859353361874944
4592,1207298103046496256
4593,1368946591797805060
4594,786957847
4595,3039848427
4596,1361157337667358724
4597,1362100580555116544
4598,2868812703
4599,917031180645564416
4600,1350652114490458113
4601,1125842343893110784
4602,52090298
4603,1574411
4604,1104401048259698688
4605,1368848922031104003
4606,1339506625288265732
4607,39698005
4608,314882612
4609,1139370187587641345
4610,951940504085811200
4611,818881393077927938
4612,1266860303469277185
4613,35816998
4614,784130935436480512
4615,334177188
4616,1362501778072363010
4617,902821343263162370
4618,889167900715737088
4619,1113918446109114373
4620,1368634861507014664
4621,43886709
4622,1363081959656873986
4623,1368655132502687751
4624,1368643431300530178
4625,3302864674
4626,1368631410442067968
4627,1367741472653545473
4628,831190352
4629,1242173143134896133
4630,1368611833662214149
4631,15473750
4632,227001517
4633,30186191
4634,1244280615731691524
4635,1320510614301790210
4636,1251833691598278657
4637,1368215659721670660
4638,249533798
4639,2909296323
4640,1368516718797217793
4641,1191101561486954499
4642,118837924
4643,2222530676
4644,1367047961235120128
4645,1362110906243645442
4646,454261296
4647,1050121213564076035
4648,1364378851997077508
4649,1242479335547850755
4650,1243223678386651137
4651,1353336179631009792
4652,1239560919702802434
4653,1354597293274652675
4654,1367260936399183877
4655,390176645
4656,1363570933089398784
4657,1367793356114436096
4658,1359860701448306690
4659,2194999161
4660,1365439953543438337
4661,852884727770075137
4662,1712257544
4663,1363988118488154113
4664,1090017642
4665,1330632769622274049
4666,1364178781821353984
4667,22541819
4668,1356679474155241476
4669,1347196915620855815
4670,1318168838601662467
4671,1354949452751122434
4672,733995264176984064
4673,1336379229076942853
4674,1310821399456407554
4675,1446406994
4676,1003301898269659137
4677,1357494764074057729
4678,1368218726819061764
4679,1368202101520793600
4680,3419329563
4681,2335745209
4682,793932108901314560
4683,764057645208702976
4684,370829898
4685,1368200814154637319
4686,1161769576016822279
4687,1360421374192459776
4688,1102185198
4689,1366400940262236163
4690,18123173
4691,1368171965333319682
4692,1140881425765425152
4693,516233811
4694,947199680542334978
4695,1361367317217746945
4696,703924005
4697,1368078627133300736
4698,1152179111932174336
4699,1340222502459506689
4700,1192447172316282881
4701,4914204807
4702,1191474042433396743
4703,152292554
4704,1346876569428455426
4705,1364167689523130375
4706,1367723085864914946
4707,41221293
4708,1367877884023468033
4709,964296434
4710,1267067275
4711,1275341383126126593
4712,598090764
4713,1019104183461478400
4714,393389917
4715,124068898
4716,1151491219
4717,2887028568
4718,588265298
4719,364800116
4720,1330927752099323906
4721,27967442
4722,1357760846148042756
4723,841197387313950720
4724,372997766
4725,151914185
4726,19541378
4727,2155448480
4728,217153189
4729,1345870514041085956
4730,767096322
4731,1095620715573903360
4732,1288185563774951424
4733,1597796137
4734,34624304
4735,1363699863968342019
4736,1363530386526117889
4737,185081709
4738,1334015056304951296
4739,829678445210673152
4740,2387890926
4741,3592058593
4742,177274419
4743,762953878946054144
4744,1327969693941051392
4745,220781011
4746,1360941548771409921
4747,172292200
4748,739870521647607809
4749,1362143853428498433
4750,1367417507506774019
4751,1388537077
4752,1365656843389972482
4753,1354848423112019971
4754,1065412314013335552
4755,1141613655974391808
4756,773093320075739136
4757,1358687380451053569
4758,115567738
4759,1200462335871045633
4760,4383503234
4761,1367142641960321024
4762,14602969
4763,1089045963161980928
4764,1365835572187701249
4765,1364411285337686019
4766,888560694903398407
4767,908817886021550080
4768,1260957190535421953
4769,1344376761996505088
4770,1195735856
4771,1129085314310582272
4772,1324371248416235521
4773,1245799212815712258
4774,2557305697
4775,1360158044382896134
4776,373074454
4777,1259134497762787329
4778,1367066153357508616
4779,1358427167898632196
4780,3291519783
4781,1356988338801176578
4782,938911287031095298
4783,1440320646
4784,2986510744
4785,704192542930247680
4786,468109563
4787,1366776237922861056
4788,774983550
4789,1367074257029758978
4790,1339967218000523265
4791,107416775
4792,1315803154982735872
4793,1032165206
4794,767704937279131648
4795,998094682369482752
4796,1364662597073649668
4797,19075680
4798,1310794917199982593
4799,1307383624761774081
4800,1257976864045518849
4801,1105749083279376384
4802,1368769004
4803,1366947646473195531
4804,1365291395834130437
4805,1362922325549662213
4806,35577270
4807,331082027
4808,3743637252
4809,577354537
4810,243024868
4811,1362680999822454787
4812,1361271888425734144
4813,1346844558404022273
4814,1334877258671157248
4815,1418935188
4816,1309099821630976007
4817,76434824
4818,330746312
4819,923194878850404352
4820,1344226521570021376
4821,69280568
4822,913149649296482310
4823,1333044789009412098
4824,212247235
4825,238065523
4826,42061797
4827,1320453747307327488
4828,1344021807058313218
4829,1137469115923402752
4830,1366744264504410112
4831,2589668040
4832,319041339
4833,1355036248424009732
4834,1088344918311919616
4835,1361965406907416577
4836,834906717595054080
4837,1277133705773895680
4838,1366358013439856641
4839,1308141053514592256
4840,1362123552414195718
4841,1361589460891295748
4842,608135186
4843,823522288674947073
4844,1077880600906919936
4845,4722541472
4846,1267455918981230593
4847,1343002849769181184
4848,1029430189049212928
4849,728750960646959104
4850,20700101
4851,1366530361782583303
4852,1362315186724433920
4853,1357824302226280449
4854,1211069089818431488
4855,358231724
4856,20978665
4857,1347309244673089536
4858,1364690947007795204
4859,754606310
4860,1363109468804943872
4861,1349376303728914432
4862,633397027
4863,2364911530
4864,1365857672726126594
4865,4873374879
4866,789172532
4867,38519889
4868,1365575511527874561
4869,1366308904586608645
4870,895566337090740224
4871,1350023662028673025
4872,1325403329753714688
4873,30001218
4874,1097766211499290625
4875,243034982
4876,1176544149446758401
4877,2985634106
4878,17804303
4879,1358841541402517505
4880,26884586
4881,1366288098351583232
4882,361910408
4883,2569433180
4884,3825701607
4885,4799368647
4886,1365690389919858689
4887,2395149847
4888,3190174418
4889,1137811154837938176
4890,1362235083160125442
4891,1330553494261075968
4892,1366101820972691457
4893,863765882090262529
4894,2950111193
4895,1361494378884268032
4896,935585898342862853
4897,1361573106008141824
4898,2525813211
4899,3074994538
4900,1360606442324041728
4901,1360845734875066369
4902,1355623061408636935
4903,1363818696192458753
4904,252775029
4905,908076389475258373
4906,942395157953032193
4907,1358612094103420929
4908,1008619976578797573
4909,3549214395
4910,1325161860195373057
4911,940057606923493376
4912,1345206728275714048
4913,481517339
4914,949732989927415808
4915,1131328540299923457
4916,1211178687267135488
4917,1360086732339871744
4918,189567941
4919,1360632418898698252
4920,1337333008907563008
4921,215754982
4922,86168634
4923,1115565399704317953
4924,28063575
4925,1353209912340455425
4926,146409797
4927,1364753326617677827
4928,2147778896
4929,179466197
4930,1363956060458016768
4931,1248784572352991236
4932,1365382498763616260
4933,1128219788612739072
4934,1022785056509714432
4935,703138445787426816
4936,1287776524779663360
4937,2742113757
4938,1342978703832326150
4939,1283789107802636288
4940,25148546
4941,1258145422834630658
4942,26897290
4943,1227624730770972673
4944,1325371168988262401
4945,1365346135183925249
4946,955313820548952064
4947,945105891333943296
4948,1326484304835260416
4949,1364886830458503169
4950,77498815
4951,2585608226
4952,55519076
4953,563329437
4954,1015309266243203072
4955,1365305906913808384
4956,1102591358
4957,2418223339
4958,2509651254
4959,3298404376
4960,459353966
4961,885519314832551937
4962,270401156
4963,31104664
4964,1143297049
4965,1382880852
4966,1024726398
4967,1359111109467381764
4968,1052436276308312076
4969,925170499633549312
4970,949236947838558208
4971,1349117070529744897
4972,2348680771
4973,1356624337084776452
4974,1358217188570636289
4975,1361590268278026241
4976,1365118186329374723
4977,955437876883476480
4978,863624208705888257
4979,1333448053903265792
4980,1363336636667473921
4981,1365053866119737344
4982,86286540
4983,46515147
4984,714971689
4985,1357380921452867589
4986,1345827235652128770
4987,1365026925039804423
4988,129171736
4989,1218535739312476160
4990,1364603471106871298
4991,1086647889554800641
4992,1354335350576082944
4993,1167145552510935042
4994,189475318
4995,1318906098628308992
4996,1364987790929321985
4997,965914406289723397
4998,1241284006701867008
4999,903358657286504448
5000,113697495
5001,969577879
5002,774714615225655297
5003,1357242923683901441
5004,1354805514027188230
5005,112746380
5006,113665481
5007,1359446015087173633
5008,814913716936380416
5009,1220475604547657729
5010,1231192717788577793
5011,1363749333405868033
5012,943294240427204608
5013,1364578880678481924
5014,1359943864962985990
5015,872040982577131520
5016,2481780948
5017,2476917234
5018,1358663228767764482
5019,3589535421
5020,147134221
5021,4780693218
5022,780791694040051712
5023,1364772054743085058
5024,1596768830
5025,2482586309
5026,1020829212712882177
5027,1110630976386850817
5028,1322885877085970433
5029,1324712559778385920
5030,931847779009392640
5031,100416015
5032,1240345522663194624
5033,763412565565341696
5034,1349002684360253440
5035,2865938461
5036,1256744745155604482
5037,4775844699
5038,476870208
5039,268389735
5040,36026393
5041,1243873883972931584
5042,953536243744366593
5043,949438409885483008
5044,1355100350001381378
5045,1354379367141531649
5046,2337090139
5047,1364639938566848515
5048,235239533
5049,1364151587355193344
5050,2414262236
5051,2864347061
5052,1229745128090284032
5053,821788230748143618
5054,1151585668403011584
5055,1354482184808243200
5056,1364649401898139649
5057,1243093706191917056
5058,1364647102974996481
5059,1218254960
5060,1351695749231374338
5061,2985856643
5062,557004347
5063,1364631378923384832
5064,386210282
5065,1340265886310141952
5066,1358813230412550146
5067,1184875263580102658
5068,2340236046
5069,954235863604527104
5070,2891576665
5071,525750964
5072,1092930650137653248
5073,1200689156638302208
5074,1006198309923389440
5075,2559996098
5076,3343949812
5077,811287017116102660
5078,479422175
5079,1364559355442565125
5080,1360863181657137153
5081,1227277319036755968
5082,110719561
5083,1361687223452774401
5084,1364540874999357448
5085,1343668765645484036
5086,1355648172455034880
5087,1362836731981135885
5088,950734224721575937
5089,1238276005418217473
5090,1364517586164015106
5091,3380360080
5092,1235564296706367488
5093,1357386196431892484
