,date,nbMnId,nbOtherId,fundDFI,mnDFI,mnDFILocked,otherDFI,foundationDFI,lmDFI,tokenDFI,erc20DFI,burnedDFI,circDFI,totalDFI,maxDFI,DFIprice,tradingVolume,marketCap,marketCapRank,blocksLeft,bCorrectValues,nbMNlocked5,nbMNlocked10,vaultsDFI,bittrexDFIValue
0,2022-10-09 09:39:06.739738,12530,72132,27907070.8246715,197972995.0241256,81040000,52240652.507861935,0,141500789.71167228,63334909.824180365,8630000.00001,314258102.8619814,597838997.0115187,912097099.8735,1200000000,0.66969,1935458.76179744,400366797.908644,100,0,True,830,3222,25212579.118997056,
