,DFIPrices,DFIPricesBittrex,Time,commission,customRewards,idTokenA,idTokenB,reserveA,reserveA/reserveB,reserveB,reserveB/reserveA,symbol,totalLiquidity,rewardLoanPct
112,2.41,2.4034,2021-10-23 20:44:00.236054,0.002,,3.0,0.0,5526101.45452793,2.43147756,2272733.88555777,0.41127255,USDT-DFI,3534641.3728399,
113,9.7323404461531,,2021-10-23 20:44:00.236054,0.002,,7.0,0.0,2393851.41120399,9.84407361,243176.91084763,0.10158396,DOGE-DFI,750690.67112493,
114,0.0123532728484289,,2021-10-23 20:44:00.236054,0.002,,9.0,0.0,18801.07527232,0.01247894,1506623.37538768,80.13495789,LTC-DFI,164813.05608893,
115,0.0038721079691516,,2021-10-23 20:44:00.236054,0.002,,11.0,0.0,2744.59132729,0.00389206,705176.17658686,256.93303391,BCH-DFI,43664.6782682,
116,2.4103422686021414,,2021-10-23 20:44:00.236054,0.002,,13.0,0.0,3026993.17884033,2.43034705,1245498.32234622,0.41146386,USDC-DFI,1923708.0198975,
117,0.00059152,,2021-10-23 20:45:00.784058,0.002,,1.0,0.0,7854.38183458,0.00059704,13155425.44978782,1674.91544552,ETH-DFI,321265.23228247,
118,3.961e-05,3.919e-05,2021-10-23 20:45:00.784058,0.002,,2.0,0.0,2326.23920241,3.967e-05,58637405.18555355,25206.95426541,BTC-DFI,369302.72158792,
119,2.42,2.4034,2021-10-23 20:45:00.784058,0.002,,3.0,0.0,5526101.45452793,2.43147756,2272733.88555777,0.41127255,USDT-DFI,3534641.3728399,
120,9.770592937718526,,2021-10-23 20:45:00.784058,0.002,,7.0,0.0,2393851.41120399,9.84407361,243176.91084763,0.10158396,DOGE-DFI,750690.67112493,
121,0.0124045312419908,,2021-10-23 20:45:00.784058,0.002,,9.0,0.0,18801.07527232,0.01247894,1506623.37538768,80.13495789,LTC-DFI,164813.05608893,
122,0.0038838067725886,,2021-10-23 20:45:00.784058,0.002,,11.0,0.0,2744.59132729,0.00389206,705176.17658686,256.93303391,BCH-DFI,43664.6782682,
123,2.42034368880381,,2021-10-23 20:45:00.784058,0.002,,13.0,0.0,3026993.17884033,2.43034705,1245498.32234622,0.41146386,USDC-DFI,1923708.0198975,
124,0.00059152,,2021-10-23 20:46:00.142019,0.002,,1.0,0.0,7854.38183458,0.00059704,13155425.44978782,1674.91544552,ETH-DFI,321265.23228247,
125,3.961e-05,3.919e-05,2021-10-23 20:46:00.142019,0.002,,2.0,0.0,2326.23943854,3.967e-05,58637384.61162869,25206.94286243,BTC-DFI,369302.67554257,
