,ownerAuthAddress,operatorAuthAddress,creationHeight,resignHeight,resignTx,banTx,state,mintedBlocks,ownerIsMine,operatorIsMine,localMasternode,targetMultiplier
fb6e0508850ef8bc6840e0f25bb92e5dae206cb9a3b1c769df38784b7f63f735,8bhbCj22xkF2zTKUeRdvmfaM49VQxAdfo9,8GQ4NbVjjXyJZaz3kb4NtEVF3SEabeg7VP,688874,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,9
1c169d74bc56e0f39421c8c9621850f532ca3fe2115bf0a352d85ec69ef9f0b6,8SnPWNyiyAtJ8SEQNFFVP81ovdMHGnx2KH,8MXd7ja9z6Jzzx6mQWYrSpUHKNTqQkPKpf,688871,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,6
b9aa704624d79ae7f3916a74be223d854dee6607a3405b571b6b305853f1fc76,8YVEuxLz8YqjzwGTg5cz22MH7RWcgUBkRr,8KVAWnzj5Z1Kv1EVLd6zkYs9RQVDPaiGyB,688870,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,8
0dfdace94ece182172e192b1fa35c9e00f5a891259e8ffdebc6903a793c0d18b,8PNJbc17kb88VVNiS2yrnfFtHTFaEpmshq,8Tz6DDL3Y9r5z54PFrNx8LDJ6p6CekEB6R,688868,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,37,False,False,False,16
024f016762b3f2f06e976d5d0a9871bb5dfc2addc32e631c2e5749f1105ceafe,8L5oEYJ5vqFaT7bXp78FELZfM7jTmVFZij,8JhXSSDjRF9kYT8aADkVGHJ9c1inofbSvt,688865,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,37,False,False,False,4
26ade345b352dac176d29ccea22e940232a58be800e77f9745d930ac7f98ea30,8anekJeySB1VrZCNcQdgcCneFAXjQYz13K,8UZ4fRsDEcYUM5vNaBNLAcEwSVG3GADj1t,688860,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,47,False,False,False,1
b5cc501ec66746c9242517818be2c0eee6445d35daa09159659a1779effff192,8GNyBuZWAnk5ZP2SBCrUtyVEkuskVWiVKF,8PEx5nMiPjLZcF3j3jq1H2BvKs7JFP8t6c,688855,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,37,False,False,False,23
758d60627a52add443ff0c055bcbd91034e8de42dcccfbdd29cfaf42a9a817b5,8Rx4Db9iSDSTe3fWhtk4y24fnc2w5rcxa3,8Ky7qd6q6C52iyqEFKdJ5gzz9oVW8cNNen,688854,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,38,False,False,False,4
916ed97b9bb21216a1c16a25327dcc909aebfff20c00ef25e8cb60baac7a0515,8JcWVkuWoD3qnPPTHVg4mNarNw9BtAhxTu,8UGyPH89JPEakUa7Ui9pb5c5ppP5haxozG,688854,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,37,False,False,False,7
775d3f28da216df47744156682c8317e092172b318a43cc00c0aa17c18d42cac,8PCfhbMcqyhBF29EZqw6F2dFubwTwfRvhW,8L9F6YWR8GgtZooSBJYR5adVQu4RtZCQnP,688854,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,41,False,False,False,9
7bbc086eaaf5a4fecd6df0664f488c4486a344e7f0c7157877b65a6b62caed5b,8YuxdwhuQqQs4WVTnFE5qLPXKGzvFA9Fd1,8QSLtizRu3ovD1VggN63QVpZW48o5hS4sH,688854,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,39,False,False,False,10
f3c66fc4939bdb0e164b8c5b3c7ff484aa778517de4d6d0fde9354637a2b81d7,8LT8Ued8iiM6z1K4CZAoHLQGV1UqWyMcKv,8bf5mE2umkb4VRJbbkeE948MRqjfWFQgVp,688853,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,39,False,False,False,2
495df9db9c29fa42ce4634dcea87b10f79cb56e857547f5a428b124e30148e40,8aH1J7b1HVbrEJNzt5vLognrzhYKwaaGwu,8TNnCHgW1t9wgzFwdYM68EWFueded9NuGa,688853,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,46,False,False,False,5
49b1d1a3f3362050fc3e2ee793b85f6d5fb9a9e8c7585d6e7b42ecdffb202c38,8RtpnLJmU4qC15aXvX1Fgiz2oYAhGSdxkL,8S9f3h8KBGRYUzwGwCv7rj9ecrATy1Vgky,688852,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,45,False,False,False,8
f46efe180c87e8deb1d51f01ee5e010c695e6c20373a685c0035ae107d3b1bc8,8ZtpjRroqXcDcfTAbNdyT6WHydsyaWcYBi,8Hmpy4J3VyoyvzPzEp3XUAmPrHnaAyC1th,688838,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,12
df04629e103871d46dcbd31ac8c20c9bad4d27b5565856b89df70b71f30c73d9,8FjR1C7o6Biph7gd7nV1Gy4kyZ1nxpyr3o,8e6Ba5imHpSWuRjap7Z3bZnYC4TvvJkN5A,688831,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,41,False,False,False,11
e4b6bf6703909600f7b148719d1613900a80e5ffdf9151ac40f60533fcb362d1,8NT6ta1LMXAxcfHPDoACe11xmvk6oTKpcR,8TdK7Fq2xfac3tj1SwQSrZAPkJ1WYAbvg9,688826,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,41,False,False,False,7
9e6f48c0c6d1bf19196782019cbcf638929fa404791bba188fa53e74ea6f2e34,8Yo66VHY9C2d89GFRgiVczY9inYhnG3V9R,8Yg6fiva9KxQY2VGcJioYe6s6aRVK1Y6JJ,688821,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,44,False,False,False,10
0a45352b5132f285867bacb990e659e78b093ecdbf572359c89a84e385034c77,8NdvQuK7Bb7MQuWDqo5sU1GPbK5KHQ9GpR,8cEpMFdgPogCzU9Kk3AbUzjSVKDQiCpwXE,688819,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,2
3afba38a4bb35ff24803b0c991f042f4cc09477731063bd14fe87f03a458e795,8PTeNRWcc4QXbLQC5YENHNgHjkavouHXyp,8dH49XTdAqFv47SX319Pk39BnpBSBo35Nv,688815,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,44,False,False,False,6
957166eb758474e6b10ac0a780bb40df04a54ac2d0a550df9c409ae27998a299,8QJj1V7V6X4T7a1jikGyQL3fhwSUWfho6m,8PSnPAbM7G1SdsCmpBDcQoMMDDnt6zkGDG,688814,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,39,False,False,False,4
8b02f6f87866a507e189028803d3f8795b2507822029a592b50e759fbcadafc4,8W5hsnmcc12AoBYhAuYLph1ZXBAsDBPMxj,8ZJi2hM3LBYyVoELq5oc4ADnvBi7MWr4uC,688812,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,39,False,False,False,8
c2e0a7b4065710390bc21f02e5e6c659c0811de25c717570e6ed44715d6c2474,8PFoKoVHVbjqzfnFfb52NbHen8JGbMZ3nj,8NmnT5T3NkQFuvz2jbs9w83TBabMS7epH5,688811,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,37,False,False,False,2
e73b32b6e1145e42fcdeabbe860ba11fd9eee63d39c302a829a55996414f5bfe,8Kbz5FeT23Szj369MjBHHnk3wicQLXWp76,8XQZ9w2AjHkoGBpK42Dm8MtnFewHfmy9As,688810,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,36,False,False,False,16
44eccbcff56bf7de9e4ba6643b5087d549d7625aab9e526a8538e6c7dceaa0b0,8dSnfcnrkGocrTswngm9YwV61WMM45iNVM,8Y1NCqMfe3J6iUpWQypmM8CWBRjAG4j8hw,688200,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,38,False,False,False,4
81c77d4e2503c781e54072995e0728ff34703384ceeb7d2830b6db6287c0ea33,8SKWgm98AEMrr1XG9eYALittjsdRtZqVVv,8W6ZMhQxFzJFwqaYBEWp4c47ntgkpJQaae,688171,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,42,False,False,False,9
c6ded34e44f46d376f388e1b78dbeac2f53fa493ecf79165db5284cb73c53a2d,8RrS55teRgcBcDpsE8YFx2yDyJ7bygodRF,8XmV96fi9GprqDQug4L7vWk546eZh6Az3n,688165,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,49,False,False,False,3
4efa3817815343f1a42dee6277542d2913644dea41230c9b51ffb1f8cc05cd54,8ZmopeoanKKFvaPXMmD5UEJ4Ga8RPttcfd,8XNXbXskn9mNrgnDNeTtbwZHSXAP28UQ9c,688160,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,42,False,False,False,9
81f118d0e1efa08aa376d67f714f4972dbd741007592f7811b6be8d46b91b6ac,8brBtnwmKKpGXYgHPk65tuovGuxuLYXXGm,8ZcZUWhX3kWBJHvHoo82qnYH31x5r5AjGa,688152,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,44,False,False,False,10
1393f563e0b00550ce511d3a612bce0be8c64a8f2f7d4249fa5a03ddcb7ae9f7,8VbWxaDYYDyz9W718f1pLY7AJ3wmiRqjUw,8Yk9FCbvBDCv8gx3hUDKwcaD2tBrNnjR4S,688152,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,42,False,False,False,6
203cd750f510ddefc6bbe0d3140825a6c4218f478acbd76358154c2853b42a58,8W7By5JpKzMec1FWhxzy7xFBEYs6hmG1D8,8Vy5ps6p1pWTZT4KZQ2aQsKHqxyD8YGcsV,688148,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,36,False,False,False,24
fdb7d2e37fd91a55e000d0959053839932d5979a1b1efd7c2f1b93c927d7d537,8dcNR96xYJptSVEUTE4Lhv1KNwYjHFr7Xr,8MnUDqtmam4dbNKnXxbppnPbvaAApQuWP3,688143,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,38,False,False,False,9
b13157e3f94c8a3d1864bbb104259856c9c062e3f6b32e7ade3a16ed7a652efe,8M1W2swER6qMmteQUQLyrprqnLLA8Vj775,8Wursq4g1QJSxEVs9sjn1EbbMxSqDVNrGm,688142,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,43,False,False,False,16
81344f13922e56018aef0806934fe1d1d5e12c29ecaafa4292528177329898fb,8MPbFu3LtzLCtnHDsCwbxLiRGj736pLD4s,8NbeHL3tsnWYmKzotmMPTncfv2PYZ1C1DG,688142,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,37,False,False,False,7
d33fad36e481551e8883e5a9a08bd1622d610da0548289267fedfea764c6b155,8JPPocj1wMMp2tRiVTGVhzDNRbppEftCFH,8StCHvfA5SJHBr7kaQW6V5gSQxSGcbxDcX,688142,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,38,False,False,False,12
786e7f2ba5535de743e7cc9c9d0bb5d139cea56261bbd2519ec5629330bc1ca0,8PrQCtPP9vzM3m1BotWGBJCdYjj4sEaPVg,8Qt4dEYsR9NhcqaYht9HJy83qdSVWAAhYD,688139,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,39,False,False,False,2
a8c195c4b52303d20a29031a9d04891857d143820365b0d4565cad6d9df3cc35,8e4yczEhebJCKdYYqVewPW9nrCSeAjVzT5,8eJBaao3JsfHkkBhGkhQz12EWajoK119fc,688136,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,34,False,False,False,3
7a1509ae3dbb3eea5885df24f349ad0e3fce135c44543c167549d0878d66d315,8TJAejKPrm7jkkj4RozFr6KewjsbC9D7ea,8YiKiGBrSC4C2vcqHKgF9BSNp2bpgTaySM,688136,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,38,False,False,False,16
e57acd1b8f59fedc3cdb937b5a0ecb1cd9593a8f9cf264621435c371761d8580,8UJ9CYkPVA8u4WdJTENyJimBrNRcDuGRy4,8bni7NdMmU4gmVsx6t4s5LvD3chsrg99wP,688115,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,38,False,False,False,1
396a67d1bc321027337fdf6a33def76149eecaccdaf4201ee610daba3c687490,8Z74YyW5GPMHXcQ6TgkSR3g1nqsXz3rLoD,8ThSC1LvBJkLQsz2xvsGdCoM3LpdxMdJdL,688115,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,5
0ed6d95dfabc025b8bcd5126f1e36a2c170adde389f8abbbc2daaaf58618c8c9,8YDGUyo4vJ7Fn7uUEMrUuyNxEhBjnVJXUU,8XHzwpXh3zprHbpBWTRbBBmC6hsdxidshw,688110,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,39,False,False,False,12
4e3432b9dfcd67ad2c2802ec4b8df16b0cad7ba36f779a794f2104ba291a208d,8YvjmdJ4BRvjMByiMqjMWiotPECFeKtonH,8ZcmykEwm7BDpWVcqm5BnHdpH1Qupeudyi,688102,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,43,False,False,False,9
54e9632570076d20fc805fb1505545f5745685be8ca930b19b573c669c6c8583,8RsPmuaxKBaYPTeguDyGYvKJJaSLzF8TtP,8Xs34NXS6NQu4rBSjRRfMVczNKVP6iges3,688101,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,38,False,False,False,14
fb80f08bf24af01c4ee56f3c257120b3b569c6f558b8943d692cc069f109c3e2,8URknZDNkwZDP89DcdvoWgUxXjPMJEU1a8,8UWG2C33xzgM2KPTLRkngd2D6JeNN5bYAb,688098,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,31,False,False,False,6
e5e264c8e67b1b83433305f5ec2d4c10cc42d016a146a10b0d895e53522906a8,8KLLYHhbNMmHJyoXBxR5aKtXw98K33NWxZ,8XK9JtsuxMhLEE4LzomnF29gk1K77FaYJs,688098,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,36,False,False,False,6
bd2f4a7231f5998899e8779817018d742eee8fdc6b70e9cadd14d2cfe6143cb6,8QNRrsAhrRNns6ZhX3MfFT3WEH4tyWbcqn,8cPZjyL5gvURBD7LKCiKTyojHWT9dfjMaB,688098,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,33,False,False,False,17
ff03ff485bfc83f967e9e373495ba1f987771d757679d4d1464134967d443969,8GHeUZuG7fifCZguUKYLRPtFz5TFkPAQku,8QtSZ7pd4Sy76mxbS4h5hq9U2iJcqSEuuy,688093,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,36,False,False,False,10
4ef790d2f0290331fb6d9639d39f13ca34122202f2f0c9c7cdc76b4e7ab29567,8dhi1zqzofnjsMmqyCTMqGypaCStfRmz4x,8MLsVDp1s9a2dukngh5MVLiLhaMjM9uWEr,688093,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,1
d3c97115f58e322616f41164c4ae96cce86f6e002e2fd738f17fa65651beac6e,8FhrWyZFbBth2hQZtBD3RMckAM95SsCVeA,8HRmawkUcV4FLUckky6GVCovtWNjBJxUkw,688093,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,36,False,False,False,5
8605c14d23647de4f12533b651da516e5d0b94b60df781b3275309446d51b0ce,8RSDys5vQZnvbHbDpnhHYrkk9t3JtMfFPZ,8YtbvSNwJuVhRUGaFKBceTeV9ZAjQTXk1i,688091,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,37,False,False,False,15
18ba73b06f923235c61f4d25b2a557a0fb288770199f09253f23acb7b50981ec,8TKZPVzv4BH4rvggfQR84rt7nEgBvNwnq5,8YLkSB1ABGpg2m9G9PVMbVJAHnMLd93n6s,688091,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,39,False,False,False,6
0f954609da4b02f3e07e9a205d82a76aedc3ad589b8382aaa43cfefa4933b7ca,8JFGDaL8d3dzBenrVzQnJ2fg3qePAV7thr,8UoCLnb52sFEbkbGZ6NqDmrmcmyqBcTZfW,688090,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,43,False,False,False,4
baa1d1d71492f8edf838cb70aa0a1abd6c89222892cc0e1435a8852c22056f30,8Nnc4DMYJ9xFkcTtQFxcGuC9udwxxTanfP,8WbodnVbjm6xC4vciTxVDyRjyXc8msCGZ6,688090,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,45,False,False,False,6
1e5a00b1600b29bd35d79b1407e9a3e55f048b6756e2431727ce6a5ab23e4e9a,8bE8BfCAHt1Hcm1QJ5iso1eMsu4zt5Zt87,8buWGxK98B3cvcAar1EinfUhhVhonsCDAR,688089,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,43,False,False,False,1
4c229d575a80c0650dfc6079d921a6a0c3c09c4268b9c44cedefe660b7fbbb1a,8aQzNxUk5VXix182R7TMxBHqhHZosyBq6s,8aqpDWoYyaZLaYJAwkkfunWazwt9NpGvtC,688086,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,43,False,False,False,1
952e555f72d27981c64cd2fdbef881845baba941b9205578f1e9ea973ad976bc,8bbpeGcqMuHYfwrRrh4gghjiAMWZmqk9rw,8TXNaJ678gUcVvCoMXnr81Dq5c4BpM2czz,688080,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,37,False,False,False,7
f60bb03c2c5c27bc12ad3c1f8b140e4c6ea8e31274cc4d20dd81e04ac7661072,8VhwmiJYjoxs7XxdxiPDyEN2qwwFcwnJjc,8YU3TtfNixTnD5QCEfqNXseTDg9fdp2YvD,688075,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,44,False,False,False,15
e49ab8817f408414b4622f1995559b27d5599f9043212f8c0b866710b192e9fa,8Tj4wA2jt8TTMHks6NbC8FrBbHXR5t2nsw,8cE5AZgAckGZCPcuLx5vJG8j52R2whz4UL,688072,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,43,False,False,False,5
4d82ca16f0a16a1304f1f821f097be03a02c00603e032753009cfcf0ebdbd2c5,8c9VnDWgXhk8t8SaWHiiEB3m2diYCxiZKR,8VwXKREqBcvc4FqSmvcEeUw7TWXN6yEGku,688072,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,35,False,False,False,1
49e0bc172c3a898753cecb40eada7160ce96e917969ecdce33b4764b6b7138ab,8JnHZSeM5muCVS7kcA2zKdv3AzkXHafxWj,8HECSu36AUkjSVUeNsbAfab6u9PxVkvT4N,688072,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,38,False,False,False,3
04473943ca421da093dca30ddb56706ae1882ba5366b2632343e5aa24e50aa5b,8dNuUi4jrNah4yHW9wei6Z7i8RGFytVM7a,8c5dd35r7ZQ44PWXbPZfgwN13NL3HZtnHo,688071,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,41,False,False,False,8
5899a5079cbf8ba2db8a37e641b9105a4834348408dd1fca28cf3dab8c727ad6,8czXK1Ajm2RdMFYqHQo2Lv73RgiejDc2k3,8aDGufe7PEXyoCdvcCMEt8cutPQW48nTKu,688070,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,48,False,False,False,1
ecf8c853342f28303abe6201f9abce99307955353244db5bd07969d19fcec438,8RASqmPMks5zKFHpzccNYC7bfsDQoKhUbh,8QjCieAXXZJfsRHHdyyjZRG6cZsfjxwDTG,688068,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,38,False,False,False,13
b2cfa883f41a2fe85cb27400e32d0b0c59e6ce1266728201a6c1a93ae464672c,8XFnbCK15SQMXhwd2MQ43ydUbp9d7aKWcG,8JjC74HwXsuuLw8mk58FGsGAiVNuLWBPWE,688068,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,36,False,False,False,5
fa9acd9fef2c50532c06dccd8922e38714696267bc1e2c00c945d3fd23591d24,8MbiGWY8aL8P9cbfUvgxpTzpJ4kceamZMq,8bo4Nw1oKWL8stafPGrDDpdNExsq25P5Ce,688068,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,7
ab44421d31bdb77a6301ce3e4e40b1e239aa03348d8ba38946dbf3193612282a,8e9P11Va4AkVv2yxudQtRjbmKeivMrzRbU,8TxBBhwAzXYASk6wpYWvHegafHWPuFzULP,688067,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,36,False,False,False,11
6bdb97768fe6c15911810fe3fd93416467ec65f03378c7e7b133c256435238ad,8UdsEmKF4NAro96X621xMBejpZLvzvWakV,8HJNDwKgjnQkKvktPyXDV3qgyLwqUfCZ5u,688065,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,20
a7bc32e2e334b8a70532a3c5840492c454ec533a4b2e25b6b4c770ce55a3f246,8L1XG19NHLdNK849cV42hPi52m53RwmGA7,8Nvj6SfZkm9Q549e2Mn1oUNXP49xR1Rp5F,688063,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,35,False,False,False,11
82f8c5b9a7d66113d866bd98510e3362fc5403c50b7be06f11bbc9960d4169e1,8Rr5PveuEuReK5TDegqTGgTfUBYHQ7nv7k,8TqCpodF3oE3ReXH83jm9WDcWM8NESDP5Q,688063,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,1
52a38deca03b49414fb51bd5e97aec3218a6119215c773d145d79461f4bbe481,8LsYvnAw1pBhCz19RAh4nB2BxaFpNBnUzG,8Frevu1oH4THDXo8eNAq1xEFMzKLizahM4,688058,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,34,False,False,False,3
183508fa40c33cb8238c5c64278f091a4bf6613d3806df198b4295628d85aa0f,8V1uK6TyvmmrMhBxtmhasRMHTrxVMuuXXV,8TaYV1iXPFtByAP7E3DNrZqbpyR7fRTUFH,688051,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,41,False,False,False,1
58621b48ff68e12ac994033db1b53836e07379800ed1581185519ea36e894e81,8XXWBCT3Ux8YSp42idpYKKUpyg9EQDQ3JN,8b2szuRgSrvp3sCqwhhHzSPYj85TbkUieX,688040,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,40,False,False,False,3
2be43c5fe6e9fbd9497447496009bd7505430c7ccea8892958bfd5cc917c55fa,8N67FfTt3bcFhEpG1DqrkSAGnQuN9UoEko,8MNF6Ec6vzVeJG6qDG5haB1H4dF9P2J9pU,688037,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,33,False,False,False,10
ea6ceb6224f454db05c118cbd1235cd9dc110eaf9d04027b0c777eb374c8b744,8GVEv4qZZzxp4PajHfVw7eghYQK2KyA9pr,8MDT1WbHkAbZEGYrd1nnVGpv5A5cUsBR6A,688029,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,44,False,False,False,1
26f732bfa3c2beccdc4e455ecdf807ca86db78c8594ea6d5c0c22c7bd714bce1,8b9vKnEYBcoPWAMvuSwKyqbw6dmdVsQHNF,8ZWaHhT25B3qNBXmUBTfAWjg352r4kZ8cW,688028,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,50,False,False,False,1
7b7c29775ebf41bec71b003a266b5f6d99c7b1183dcb12a477a0f0b30e045c7c,8SnfcNV6coTBbKdGum9vhUyDxduJ7kuanT,8LFN7SPtc5Z3bVkUZDccd87WBUpacvJWi3,688027,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,49,False,False,False,4
e9e6ef50e4904d4a351b3b4c78c9341f8c91b20f999d048dc9194a2b4aaf58c1,8aAQq8k7mTNmAGzCN1mtDUbMkNiooVisLy,8FHVhL5WMUkrtZLK5MSAW3y4WSCUH1hC38,688026,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,43,False,False,False,6
4a8573b16f7f6c55ae139fbee5967257dbb09464647552b9e648b74289548720,8cp3JeS6Y2RkD87fr4FUp7g5Dxhzfzyhsk,8ULivKWsCEm7LE4Qeu8o7wnr8sDzooJHrg,688025,-1,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ENABLED,41,False,False,False,3
