Date,BTCPriceEUR,BTCPriceUSD,ETHPriceEUR,ETHPriceUSD,DFIPriceEUR,DFIPriceUSD,DASHPriceEUR,DASHPriceUSD,XZCPriceEUR,XZCPriceUSD,PIVXPriceEUR,PIVXPriceUSD,USDTPriceEUR,USDTPriceUSD,DOGEPriceEUR,DOGEPriceUSD,LTCPriceEUR,LTCPriceUSD,BCHPriceEUR,BCHPriceUSD,USDCPriceEUR,USDCPriceUSD
2020-11-24,15505.01794999028,18360.693300385865,513.6673463250963,608.2733109189421,0.2610353330436102,0.30911216652805046,79.35220828548071,93.96709915056647,3.4377978238105005,4.072255181012222,0.2820587901494667,0.33400767127880066,0.8426298404751619,0.9977961168030964,0.003031774618419774,0.0035901592700016676,74.85911985584626,88.64648495365853,274.0200381462315,324.4883620767536,0.8427303801914564,0.9979423497295987
2020-11-25,16046.941545895852,19091.524181728702,506.55726553114584,602.6662623938871,0.2717166952002025,0.3232694430996303,95.8899559309745,114.08313585521304,3.9128644605525156,4.655251360815919,0.3694516755385386,0.4395476594309753,0.8392819168052111,0.9980627162746266,0.0034913898770022106,0.004153810498654059,74.85638317598554,89.05886803872532,291.0940340658087,346.32324014077983,0.8383852824161081,0.9974519348172106
2020-11-26,15737.328737432834,18753.288921684914,476.8834381030267,568.2751530404493,0.2712683707718662,0.32327951955499,85.77364028802799,102.21161958445919,3.554349605235916,4.235518377214705,0.3415703120975371,0.407060676019633,0.8369106234963349,0.9973266212117656,0.0031264051173827442,0.003725840728891116,68.49488784531671,81.62150278822762,262.185951481878,312.4556990848415,0.8384919095914147,0.9991836163186216
2020-11-27,14387.255809449201,17138.029512395206,435.2494551896817,518.4670452162002,0.26176624054995945,0.31181467927661,76.77193410801235,91.45035647469683,3.0926433887777383,3.683546937917682,0.3054368601582934,0.3638349100686899,0.8398514865076868,1.000329317223225,0.002727287492328283,0.0032487316658129134,59.48468787916679,70.85787240532885,227.5128333971431,271.0121863995803,0.8405329658142006,1.0012388022463605
2020-11-28,14327.744877385607,17140.27555252362,432.6282678557337,517.5530264056014,0.257380484662146,0.3079236959652786,77.18725157886034,92.3390786565318,3.23615565442413,3.8714117345316934,0.30387831215569017,0.3635295051215853,0.8381450062114474,1.0027361181103152,0.002742995715360638,0.0032814446937061855,57.80863443202455,69.15644659781293,221.63741710566376,265.14475477133715,0.8372348677526644,1.0015837424709837
2020-11-29,14810.545193935972,17718.972832629497,449.18391396004176,537.3926120944484,0.26619561641855466,0.3184699032832795,91.38851945307171,109.33498208197092,3.6209073384450954,4.331964685921659,0.3324545898386196,0.3977405131477109,0.8351745978624756,0.9991823944527375,0.0028537895735643005,0.003414203816395023,60.721548299675455,72.64577033380746,230.8862716479745,276.2091558167961,0.8347896244767996,0.9987218217410161
2020-11-30,15179.579485845135,18169.95420978285,480.15972988428797,574.7511196548439,0.28032630002875275,0.33555053617064595,90.41727401193502,108.22946248953848,3.720615295605738,4.453575912060917,0.32707619122018844,0.39151014842820653,0.83627097091327,1.0006233573595833,0.002881816766166349,0.0034495342068635434,66.09495343569498,79.11564866102998,238.14902180985032,285.0643409077698,0.8351711202344232,0.9996996969608474
2020-12-01,16425.876414817623,19609.52143957559,512.861535490493,612.2637856122055,0.32732198564553094,0.3907543040916404,94.338294052939,112.62283686338326,3.6199521739997147,4.321567262143196,0.33080152709546223,0.3949171096874384,0.8366914275237901,0.9982550074613877,0.0029826123081929568,0.003560698895231606,73.1988729123989,87.38619672272732,265.0429016488074,316.4132208861088,0.8347648443707665,0.996558034366188
2020-12-02,15619.881669757768,18857.417371118165,488.37363537042756,589.5818443540976,0.3092581675415959,0.37334734636615574,86.51900479288614,104.45181457885737,3.4273025310542233,4.137680147110975,0.31138705291236934,0.37591741172680365,0.8241606190620854,0.9947935832169569,0.002781922653606848,0.003358532265631857,70.8442777211588,85.52570592614738,238.7740001407683,288.26473037524175,0.8294606212296353,1.0013830743492949
2020-12-03,15854.611867672349,19208.398191994624,494.2170075730927,598.760610095824,0.31906630609054304,0.3865422874072064,87.21450426682702,105.66331992588668,3.408214850834335,4.129167495558926,0.3219012094620072,0.3899767147123353,0.8247062821024248,0.9990905426962556,0.0027898224272638766,0.0033799641716305774,73.57547421730874,89.13517835680847,242.716076894919,294.05873139680057,0.8252950977682036,0.9998729074002953
2020-12-04,16000.596011570113,19435.20484740911,507.6513133463531,616.506661565682,0.33812570806709774,0.4107061009294519,88.66347681748783,107.675529755326,3.5010290879945476,4.2525426835793825,0.32855268274390353,0.39907817731765755,0.8244007661458511,1.0012616153597722,0.0028161382154729803,0.0034206365223368776,73.17386218240729,88.86448690651734,240.08671870082475,291.6225467925514,0.8226530700792097,0.9992397110568969
2020-12-05,15434.42300033802,18711.226549886927,471.26009443000083,571.1904316349736,0.3491460402548718,0.4231821870638856,82.04807713226141,99.44630819776935,3.3249931483728714,4.030905468553259,0.30758658999091487,0.37281008763226775,0.8283383034832261,1.0039867977335015,0.0027299408107871815,0.003308822640579143,65.9962800043822,80.00761328005095,231.928749669969,281.1683584421499,0.8247670296766745,0.9996582380884946
2020-12-06,15787.374660624046,19139.111575237486,491.55902659688354,595.9194139680376,0.35978245583798946,0.4361660322327502,84.85472554116267,102.86979911036572,3.4413977738068904,4.172023365730423,0.32720743000711244,0.39667516897361654,0.8262635275794934,1.0016833187810186,0.0028002035999658854,0.003394700530342044,68.45355714842869,82.98658238936673,237.53189446864104,287.9610783071866,0.8256517147745367,1.0009416151229398
2020-12-07,15942.074754616388,19325.55411859109,496.55093110264636,601.9689349244918,0.3648353820498404,0.44226651980410353,84.27763669192225,102.16437031855409,3.266872597567649,3.960219993608671,0.33340994040921884,0.40417147367777695,0.8256833369398922,1.001336844942935,0.0027943968158354398,0.0033874679252528625,68.82122246199184,83.42755128605098,236.01285669058225,286.1032396888214,0.8245750218280504,0.9995793806299861
2020-12-08,15850.227460489148,19198.806493935343,489.0648217325678,592.3865066820175,0.36585944229800654,0.44314746164030766,83.91820137840715,101.64597008260382,3.1769759181285466,3.848113923117743,0.32575598293948616,0.3945721232368575,0.8259115357156209,1.0003652277899056,0.0027558090545304727,0.0033380117038732133,69.0338223554186,83.61725735976272,234.31888994489745,283.8188913240512,0.825698585773214,1.0001278908290332
2020-12-09,15143.962364062603,18336.514581297808,457.815889039268,554.329674302381,0.38255426259825026,0.4632018784539971,78.45403001939228,94.99320130548976,2.9642686734554156,3.5887203732892496,0.3061477594932539,0.3706878504466737,0.8244457381052918,0.998170289864109,0.0026297821326763176,0.003184175796414202,63.44832338783269,76.82408863619145,220.76441866919703,267.30454584103364,0.8259021059047492,1.0000134471797717
2020-12-10,15371.864480269156,18564.986455688137,475.1870376290011,573.8953091099941,0.36937726113532693,0.44610618697677173,79.29474540442601,95.76625375080276,3.080284396563107,3.7201367586386818,0.3199204195070499,0.3863759183324819,0.8284853404559216,1.000598244490779,0.0026122437340740366,0.003154872306107628,64.15478063661118,77.48133839685526,222.67560516956337,268.93091591402924,0.8282600125172227,1.0003104004662084
2020-12-11,15037.928500959382,18262.058384653155,461.54081301434553,560.4542654076048,0.38235968227290845,0.4643375476322935,76.62019061161303,93.04754935516966,2.865482280348352,3.479587765992914,0.30250991227674545,0.3673679974992422,0.8243119191326586,1.000863183911454,0.002566155571806722,0.0031161119349890688,61.786629731449196,75.02820812744618,219.05642676622494,266.0220957216988,0.8238012479800503,1.0003512371162155
2020-12-12,14909.700563052313,18058.027339569555,450.79345784937647,545.9828352633687,0.3799555194176037,0.46018678433195875,77.39572851245957,93.73858150493777,2.722292309967887,3.297130532689659,0.30439027251486367,0.3686652082466224,0.8256200021499615,0.9999576120170788,0.0025424678114394743,0.0030793343605252464,59.527453881653145,72.0972487075752,214.1654981272715,259.3886043532359,0.8256982784200071,1.0000524170749365
2020-12-13,15528.172355145709,18807.09540322016,469.26824654457107,568.3587534073821,0.3922012006449746,0.4750182590125118,78.14866527592088,94.65050811285646,2.7571161298898055,3.3393077373597833,0.3045626445959878,0.36887397835171626,0.8246589734648756,0.9987936528754436,0.0026154418958971477,0.0031677176252758532,63.329823075059636,76.70252475314723,221.04426158494232,267.719884921599,0.8253406513072096,0.9996192735551841
2020-12-14,15782.488180596785,19151.13442340493,486.4875519025284,590.3244403029342,0.40395277322884127,0.49017327130481764,80.29393059329617,97.43202976487896,2.82830172867087,3.4319801780251487,0.3085821592496918,0.3744465603161902,0.8232871565450436,0.9991579375556516,0.0026893990475271665,0.0032634298272873627,67.63808182114491,82.07489099789227,226.75235776944854,275.1508402715312,0.8246414504531085,1.000654591850414
2020-12-15,15853.786913729256,19259.97047153096,481.98705419088327,585.5418949360015,0.4339104583732706,0.5271360502720313,79.52119704848846,96.60631339054716,2.769019396200407,3.363942766237875,0.3121329722851534,0.3791946909666854,0.8230012703140048,0.9995922329665813,0.0026545155202462286,0.0032248377510289534,67.75356800770955,82.31041115099704,227.3438648787662,276.1886575286878,0.8223050342183603,0.9989771380061672
2020-12-16,15987.004593260697,19432.362456862407,484.62528239437614,589.0668316450424,0.4456552151614143,0.5416983288700796,79.72256628037653,96.90356907788585,2.938765056190253,3.571880955563979,0.3105444240862326,0.37746982385588035,0.8225874021281299,0.9997732088375801,0.002645807687449532,0.0032158100120930327,66.9464657041024,81.37409226218855,237.219265570242,288.3423672909231,0.8227478062876299,1.000058109016203
2020-12-17,17479.182574774823,21317.66213678684,521.4499556160297,635.9618893796135,0.5097100782168735,0.6216439006034287,86.12498142691419,105.0382789779659,3.0469453675632807,3.7160634724818404,0.30626373426328396,0.37352014511236165,0.8186584005551784,0.9985465640729106,0.002807149209503398,0.0034236073775041854,75.977632479135,92.6625425539402,254.94319733041897,310.92946832681406,0.8179999745380246,0.9976351588813638
2020-12-18,18596.370302565916,22805.65580598891,525.1888551429208,644.0652701929779,0.5212342941893178,0.6392571444909599,88.15553638423222,108.10952822840521,2.921589189172943,3.5828904442488314,0.3015928051080019,0.36985828927630904,0.8131357547775093,0.9972953092969823,0.003038581405024838,0.0037263638298229034,83.06151022639315,101.86909118674639,253.3163512209002,310.6544676181102,0.815972069549607,1.0007322637431975
2020-12-19,18862.385711373685,23120.57055156752,533.8938449659863,654.4204162965752,0.528429959581253,0.6476857450798206,88.06891520897844,107.95047872769398,3.015742955722779,3.69654713036315,0.30040893042350103,0.3682262666269943,0.8149564072624833,0.9988753254331928,0.0031362041943348,0.0038439810489546114,88.93715052063727,109.01471821922689,254.80971756921988,312.3330284107035,0.8164809020724337,1.0008015205091683
2020-12-20,19468.77710395562,23863.85484171969,537.8900848782408,659.3188076372094,0.5543298243058314,0.6794698193438465,88.37504791443143,108.32572091194771,3.065013602178773,3.7569406285631373,0.3105925294265167,0.380708813788361,0.8144365432670969,0.998295647566333,0.0032019892413118305,0.003924838527422896,98.42510905409607,120.64458402834946,259.8804750292277,318.54850970760725,0.8155931482423643,0.9997133561923871
2020-12-21,19250.28454854162,23518.31842054723,523.4580939395436,639.5154368778184,0.5520249821003809,0.6744159688858832,89.6232053515722,109.49381428691966,2.981273164895215,3.642259490442199,0.30385256847788933,0.3712205624984145,0.8199825301208208,1.002809798542007,0.0037782983801907056,0.004615995372385029,94.08607186603706,114.94615528951198,284.99288345268343,348.1794445027004,0.8180071976279565,0.9993698376563123
2020-12-22,18662.460684275353,22840.991707188354,498.7555074143957,610.4270278980672,0.6392793870439623,0.782285952960937,85.23383783437131,104.31772187400105,2.8571285532797663,3.496267169460074,0.2938423959124391,0.35963380401982625,0.8184529255152453,1.0020297939081966,0.003923403803007575,0.004801855191794443,85.73295134749823,104.91138132132409,256.57554316858653,314.0228908141219,0.8147057620453211,0.99695514412162
2020-12-23,19533.859665926884,23794.79330262859,521.2739043662156,634.9797234431858,0.6738083947578073,0.8207866623924177,86.87353961638387,105.8618789887096,2.908010678488137,3.5436276212915843,0.2946099231324523,0.35900413600321307,0.8234571630058989,1.001961638759011,0.0037203589686360646,0.004533534522381022,93.67978874677829,114.15580053249046,265.4972488694841,323.5281738923883,0.8224132336240058,1.0021717844244304
