,Time,base_name,base_volume,last_price,pool,quote_name,quote_volume
0,2021-01-24 19:01:41.887229,ETH,449234.6215548048,522.45884011,ETH_DFI,DFI,415060.4855333335
1,2021-01-24 19:01:41.887229,BTC,546608.17738348,12847.10119249,BTC_DFI,DFI,543941.177969868
2,2021-01-24 19:01:41.887229,USDT,85533.29495021522,0.40101103,USDT_DFI,DFI,83453.26749322501
3,2021-01-24 20:01:52.622917,ETH,436627.2219382895,521.67958564,ETH_DFI,DFI,405529.8189193152
4,2021-01-24 20:01:52.622917,BTC,551621.7874664001,12843.24374899,BTC_DFI,DFI,552292.0943525964
5,2021-01-24 20:01:52.622917,USDT,96920.01099560164,0.40419456,USDT_DFI,DFI,93691.9793376314
6,2021-01-24 21:01:51.446750,ETH,445741.9598652318,522.4077958,ETH_DFI,DFI,412243.9702318332
7,2021-01-24 21:01:51.446750,BTC,562746.09671982,12847.11070988,BTC_DFI,DFI,558485.2248664022
8,2021-01-24 21:01:51.446750,USDT,88524.95497342,0.40411233,USDT_DFI,DFI,85817.6396840808
9,2021-01-24 22:01:46.083688,ETH,458128.3008737591,521.98372528,ETH_DFI,DFI,422686.378689974
10,2021-01-24 22:01:46.083688,BTC,526371.7796484297,12847.05550109,BTC_DFI,DFI,521591.371449925
11,2021-01-24 22:01:46.083688,USDT,72654.96172984001,0.40444902,USDT_DFI,DFI,71149.5368477355
12,2021-01-24 23:02:06.609219,ETH,443901.86748708045,522.05672498,ETH_DFI,DFI,409319.8037516496
13,2021-01-24 23:02:06.609219,BTC,537665.63335632,12847.45538188,BTC_DFI,DFI,534496.7966811239
14,2021-01-24 23:02:06.609219,USDT,75493.30787822,0.40132846,USDT_DFI,DFI,74667.64645077009
15,2021-01-25 00:03:19.118113,ETH,462414.793314448,523.63007088,ETH_DFI,DFI,421283.7372702353
16,2021-01-25 00:03:19.118113,BTC,540309.31500161,12846.96233483,BTC_DFI,DFI,537301.7483745264
17,2021-01-25 00:03:19.118113,USDT,81408.12297727179,0.39892223,USDT_DFI,DFI,80876.53849412879
18,2021-01-25 01:02:24.433606,ETH,439832.54051088006,528.64312949,ETH_DFI,DFI,391350.89499269647
19,2021-01-25 01:02:24.433606,BTC,495789.8607554398,12847.12638448,BTC_DFI,DFI,493557.7557674514
20,2021-01-25 01:02:24.433606,USDT,84963.42663228401,0.397401,USDT_DFI,DFI,85499.7202976472
21,2021-01-25 02:02:37.105885,ETH,425613.2405288163,528.77693114,ETH_DFI,DFI,384540.51015009
22,2021-01-25 02:02:37.105885,BTC,505703.18870481977,12849.48936635,BTC_DFI,DFI,501871.4037817452
23,2021-01-25 02:02:37.105885,USDT,78545.65500185477,0.39723689,USDT_DFI,DFI,79619.4316897812
24,2021-01-25 03:02:32.523991,ETH,442030.50144981936,530.74103074,ETH_DFI,DFI,400426.7653289576
25,2021-01-25 03:02:32.523991,BTC,501197.53952267976,12849.58110638,BTC_DFI,DFI,496291.8321226343
26,2021-01-25 03:02:32.523991,USDT,88707.87625802176,0.39332256,USDT_DFI,DFI,89125.8678278815
27,2021-01-25 04:02:35.393847,ETH,480750.732529152,531.44703886,ETH_DFI,DFI,442089.5732849728
28,2021-01-25 04:02:35.393847,BTC,509019.36328511976,12849.68501617,BTC_DFI,DFI,497634.315520463
29,2021-01-25 04:02:35.393847,USDT,93981.6922308938,0.39223941,USDT_DFI,DFI,95442.03628714842
30,2021-01-25 05:03:08.669184,ETH,476493.63967928616,532.4691518999998,ETH_DFI,DFI,445935.4168091135
31,2021-01-25 05:03:08.669184,BTC,521663.97836084,12843.8694441,BTC_DFI,DFI,516621.747904512
32,2021-01-25 05:03:08.669184,USDT,103752.59897608998,0.38927482,USDT_DFI,DFI,105923.7665006592
33,2021-01-25 06:02:16.987415,ETH,484978.4758449376,532.65317013,ETH_DFI,DFI,450804.4427413505
34,2021-01-25 06:02:16.987415,BTC,521924.08159500005,12845.72338906,BTC_DFI,DFI,519267.845134848
35,2021-01-25 06:02:16.987415,USDT,107617.90946082004,0.38875956,USDT_DFI,DFI,109973.9511122176
36,2021-01-25 07:01:53.616682,ETH,521217.6790401921,537.02483293,ETH_DFI,DFI,490249.4437306345
37,2021-01-25 07:01:53.616682,BTC,534730.08861513,12835.83053659,BTC_DFI,DFI,532468.7966172497
38,2021-01-25 07:01:53.616682,USDT,117140.44929434998,0.38389961,USDT_DFI,DFI,120025.7297034192
39,2021-01-25 08:02:12.426793,ETH,474845.640688632,537.05033482,ETH_DFI,DFI,448123.0484224008
40,2021-01-25 08:02:12.426793,BTC,495594.0554993402,12840.0349409,BTC_DFI,DFI,495571.4084516229
41,2021-01-25 08:02:12.426793,USDT,117477.05662551508,0.38403548,USDT_DFI,DFI,119960.68190193849
42,2021-01-25 09:01:57.781898,ETH,472914.690261305,537.12047444,ETH_DFI,DFI,449553.054186168
43,2021-01-25 09:01:57.781898,BTC,495133.61514672,12838.42667689,BTC_DFI,DFI,493851.35930481
44,2021-01-25 09:01:57.781898,USDT,120445.90486646,0.38475895,USDT_DFI,DFI,123313.0655959878
45,2021-01-25 10:02:11.835737,ETH,433042.36466904415,536.34177778,ETH_DFI,DFI,416869.1363917312
46,2021-01-25 10:02:11.835737,BTC,490372.8334042002,12842.73113813,BTC_DFI,DFI,491595.8797395968
47,2021-01-25 10:02:11.835737,USDT,118259.85988394082,0.38482254,USDT_DFI,DFI,120181.69330769918
48,2021-01-25 11:03:18.231361,ETH,417732.82977618,534.33639079,ETH_DFI,DFI,402923.27096199634
49,2021-01-25 11:03:18.231361,BTC,399077.39345108,12843.1722932,BTC_DFI,DFI,399605.0904774693
50,2021-01-25 11:03:18.231361,USDT,115713.59666109996,0.38496388,USDT_DFI,DFI,117987.9479719456
51,2021-01-25 12:04:01.867024,ETH,363905.394629308,534.22603347,ETH_DFI,DFI,350341.33254758344
52,2021-01-25 12:04:01.867024,BTC,355893.3159080001,12845.39400641,BTC_DFI,DFI,356799.4892606436
53,2021-01-25 12:04:01.867024,USDT,111433.13191342,0.38520178,USDT_DFI,DFI,114028.72095415196
54,2021-01-25 13:02:33.269700,ETH,381403.0859614984,535.05263021,ETH_DFI,DFI,369079.33365363657
55,2021-01-25 13:02:33.269700,BTC,405138.9694301299,12836.32711181,BTC_DFI,DFI,402352.2381268579
56,2021-01-25 13:02:33.269700,USDT,115755.49757911588,0.38297779,USDT_DFI,DFI,120746.98617709748
57,2021-01-25 14:02:22.422144,ETH,353243.95030638203,534.83882767,ETH_DFI,DFI,345865.3577397182
58,2021-01-25 14:02:22.422144,BTC,381955.7511556201,12841.11751918,BTC_DFI,DFI,374070.7448883347
59,2021-01-25 14:02:22.422144,USDT,121509.94712160892,0.37966533,USDT_DFI,DFI,125712.2719383596
60,2021-01-25 15:02:55.393597,ETH,341857.9415684992,535.23500304,ETH_DFI,DFI,344057.0074850829
61,2021-01-25 15:02:55.393597,BTC,383487.6691134,12846.00383958,BTC_DFI,DFI,383280.00794815534
62,2021-01-25 15:02:55.393597,USDT,116672.44934519,0.38026578,USDT_DFI,DFI,122837.17478365086
63,2021-01-25 16:01:57.516433,ETH,346753.765645568,535.46271323,ETH_DFI,DFI,341920.641310683
64,2021-01-25 16:01:57.516433,BTC,392728.21019712015,12837.61289311,BTC_DFI,DFI,392896.28588452656
65,2021-01-25 16:01:57.516433,USDT,113643.02937896043,0.38019845,USDT_DFI,DFI,119966.6507046264
66,2021-01-25 17:02:38.333659,ETH,329593.0574009325,533.07980865,ETH_DFI,DFI,329867.351731368
67,2021-01-25 17:02:38.333659,BTC,333721.8213480801,12851.14985701,BTC_DFI,DFI,335363.6764977048
68,2021-01-25 17:02:38.333659,USDT,112950.91806115396,0.38019926,USDT_DFI,DFI,117891.7714027416
69,2021-01-25 18:01:50.232803,ETH,315110.583801748,533.19186257,ETH_DFI,DFI,314198.2070357045
70,2021-01-25 18:01:50.232803,BTC,264963.02794886014,12850.68377465,BTC_DFI,DFI,264708.3975784512
71,2021-01-25 18:01:50.232803,USDT,111165.77408057998,0.37998362,USDT_DFI,DFI,114586.5079236098
72,2021-01-25 19:01:38.890575,ETH,323623.10806099646,529.82705521,ETH_DFI,DFI,327392.5717192018
73,2021-01-25 19:01:38.890575,BTC,281456.58866478014,12841.34275104,BTC_DFI,DFI,281373.44094057585
74,2021-01-25 19:01:38.890575,USDT,110608.54069623,0.38001566,USDT_DFI,DFI,113996.07193364017
75,2021-01-25 20:01:46.404912,ETH,325857.01745452586,530.60523563,ETH_DFI,DFI,323528.826140884
76,2021-01-25 20:01:46.404912,BTC,279134.22711090004,12852.64239673,BTC_DFI,DFI,273709.3869483008
77,2021-01-25 20:01:46.404912,USDT,97106.17207411,0.37787782,USDT_DFI,DFI,98156.934835197
78,2021-01-25 21:02:08.988544,ETH,315556.9041102856,530.71969777,ETH_DFI,DFI,314112.52623916947
79,2021-01-25 21:02:08.988544,BTC,287226.1328704801,12856.08094102,BTC_DFI,DFI,281987.450607843
80,2021-01-25 21:02:08.988544,USDT,95836.47058252024,0.37789096,USDT_DFI,DFI,95613.0617666175
81,2021-01-25 22:01:42.602527,ETH,319782.9941106149,528.26498171,ETH_DFI,DFI,320341.3147540089
82,2021-01-25 22:01:42.602527,BTC,303184.5819393001,12853.20515945,BTC_DFI,DFI,302274.4268188854
83,2021-01-25 22:01:42.602527,USDT,100856.07501158916,0.37989867,USDT_DFI,DFI,99643.31357518995
84,2021-01-25 23:02:13.550819,ETH,315896.51672168425,528.26746557,ETH_DFI,DFI,318477.160586088
85,2021-01-25 23:02:13.550819,BTC,317440.1149147201,12850.15493878,BTC_DFI,DFI,317253.9115909548
86,2021-01-25 23:02:13.550819,USDT,103488.31636292997,0.38319947,USDT_DFI,DFI,101291.85270608038
87,2021-01-26 00:02:54.709786,ETH,335115.8732404506,524.084017,ETH_DFI,DFI,339420.5075571497
88,2021-01-26 00:02:54.709786,BTC,343467.47736875014,12861.03636416,BTC_DFI,DFI,343108.787270989
89,2021-01-26 00:02:54.709786,USDT,98732.73638327,0.38367499,USDT_DFI,DFI,95883.22629762288
90,2021-01-26 01:02:19.462985,ETH,305252.84410635376,524.08794489,ETH_DFI,DFI,299814.8273461715
91,2021-01-26 01:02:19.462985,BTC,345899.4138147501,12861.4008104,BTC_DFI,DFI,346154.28191936784
92,2021-01-26 01:02:19.462985,USDT,101349.42743481,0.38608867,USDT_DFI,DFI,99087.1798087512
93,2021-01-26 02:02:40.238695,ETH,303499.063540464,524.09373567,ETH_DFI,DFI,298729.1082061714
94,2021-01-26 02:02:40.238695,BTC,341562.38723010005,12860.50335169,BTC_DFI,DFI,339618.1953080718
95,2021-01-26 02:02:40.238695,USDT,99589.83051332147,0.38608868,USDT_DFI,DFI,97416.4174989126
96,2021-01-26 03:02:20.831807,ETH,282993.245713008,524.09373601,ETH_DFI,DFI,278861.8658163749
97,2021-01-26 03:02:20.831807,BTC,339806.28447460005,12860.33195498,BTC_DFI,DFI,337789.18385382486
98,2021-01-26 03:02:20.831807,USDT,90250.95982837,0.38640405,USDT_DFI,DFI,86916.554506425
99,2021-01-26 04:02:34.983924,ETH,253919.5017971625,524.51688301,ETH_DFI,DFI,249451.4712729411
100,2021-01-26 04:02:34.983924,BTC,336122.96643244,12858.41027189,BTC_DFI,DFI,331961.0110362188
101,2021-01-26 04:02:34.983924,USDT,104470.89758495998,0.3934346,USDT_DFI,DFI,97981.42139340838
102,2021-01-26 05:02:55.106534,ETH,250153.9087370067,524.51688301,ETH_DFI,DFI,245522.6119236248
103,2021-01-26 05:02:55.106534,BTC,329489.0997309601,12848.29723945,BTC_DFI,DFI,327148.8869270815
104,2021-01-26 05:02:55.106534,USDT,94482.99948913,0.39345729,USDT_DFI,DFI,90323.7965073064
105,2021-01-26 06:02:24.422439,ETH,251817.3856792373,525.28236124,ETH_DFI,DFI,245340.1404739134
106,2021-01-26 06:02:24.422439,BTC,333652.71150096,12844.40576123,BTC_DFI,DFI,328726.6991320421
107,2021-01-26 06:02:24.422439,USDT,89715.36514176999,0.39344697,USDT_DFI,DFI,85022.89175202661
108,2021-01-26 07:02:01.063432,ETH,213642.926609028,525.45984377,ETH_DFI,DFI,209391.2836145044
109,2021-01-26 07:02:01.063432,BTC,328535.9430135,12840.16452679,BTC_DFI,DFI,326496.3512939643
110,2021-01-26 07:02:01.063432,USDT,100063.8753569831,0.40174857,USDT_DFI,DFI,94991.8853895312
111,2021-01-26 08:02:12.307580,ETH,216062.5906440332,525.72575665,ETH_DFI,DFI,214882.3688501632
112,2021-01-26 08:02:12.307580,BTC,333128.04651900014,12843.39815718,BTC_DFI,DFI,335519.0709779256
113,2021-01-26 08:02:12.307580,USDT,99920.21963877667,0.40185437,USDT_DFI,DFI,96423.0728788576
114,2021-01-26 09:01:54.783009,ETH,216665.66773385016,525.72963148,ETH_DFI,DFI,218659.4816093105
115,2021-01-26 09:01:54.783009,BTC,351699.2545899,12844.48391027,BTC_DFI,DFI,359708.1418227572
116,2021-01-26 09:01:54.783009,USDT,100151.03584777,0.40075528,USDT_DFI,DFI,98554.59353135
117,2021-01-26 10:02:04.903597,ETH,208949.4796671052,526.04198103,ETH_DFI,DFI,210088.8916033345
118,2021-01-26 10:02:04.903597,BTC,381162.78046801005,12822.66380662,BTC_DFI,DFI,384531.1611831232
119,2021-01-26 10:02:04.903597,USDT,106061.64106086,0.40111469,USDT_DFI,DFI,102496.0342065544
120,2021-01-26 11:02:45.887548,ETH,216839.4435236688,528.37384451,ETH_DFI,DFI,216877.9225052664
121,2021-01-26 11:02:45.887548,BTC,421710.4001030701,12800.15610853,BTC_DFI,DFI,424230.7012062336
122,2021-01-26 11:02:45.887548,USDT,106001.03051879,0.40123637,USDT_DFI,DFI,104103.77281426082
123,2021-01-26 12:04:01.235070,ETH,212803.417898984,528.30822691,ETH_DFI,DFI,215746.51812603124
124,2021-01-26 12:04:01.235070,BTC,453479.6715083802,12784.33831676,BTC_DFI,DFI,461300.0112944748
125,2021-01-26 12:04:01.235070,USDT,116206.54232569,0.39829521,USDT_DFI,DFI,114403.09610305802
126,2021-01-26 13:02:35.305092,ETH,195415.4472976715,528.44725269,ETH_DFI,DFI,199793.5142291728
127,2021-01-26 13:02:35.305092,BTC,434115.62457900005,12770.72910429,BTC_DFI,DFI,441175.873153836
128,2021-01-26 13:02:35.305092,USDT,113618.07296136,0.39701737,USDT_DFI,DFI,110242.27841318565
129,2021-01-26 14:02:22.807924,ETH,207682.7972634364,527.00306968,ETH_DFI,DFI,213583.77283176364
130,2021-01-26 14:02:22.807924,BTC,460654.48185427993,12759.21930467,BTC_DFI,DFI,467190.2786660592
131,2021-01-26 14:02:22.807924,USDT,117256.36314538,0.39702589,USDT_DFI,DFI,115639.97806044052
132,2021-01-26 15:02:28.971806,ETH,210676.7036204475,525.73309999,ETH_DFI,DFI,217773.96039413693
133,2021-01-26 15:02:28.971806,BTC,461723.33394128,12760.55105508,BTC_DFI,DFI,467325.6644859713
134,2021-01-26 15:02:28.971806,USDT,140093.48394509,0.40103914,USDT_DFI,DFI,136422.6009079518
135,2021-01-26 16:01:51.563466,ETH,213353.65724362148,525.77915623,ETH_DFI,DFI,217165.4477719745
136,2021-01-26 16:01:51.563466,BTC,467431.366587,12771.39222306,BTC_DFI,DFI,468255.0533513473
137,2021-01-26 16:01:51.563466,USDT,163558.18034371,0.40321048,USDT_DFI,DFI,160576.17124783358
138,2021-01-26 17:02:11.737749,ETH,198210.5313751764,525.96687425,ETH_DFI,DFI,201097.2041063801
139,2021-01-26 17:02:11.737749,BTC,442545.33804726007,12772.12854951,BTC_DFI,DFI,445876.5842617356
140,2021-01-26 17:02:11.737749,USDT,166749.27931295,0.40312683,USDT_DFI,DFI,165746.58287554546
141,2021-01-26 18:02:23.625400,ETH,193446.49887607,526.20545889,ETH_DFI,DFI,194113.6483891752
142,2021-01-26 18:02:23.625400,BTC,459382.6244221201,12762.49845814,BTC_DFI,DFI,461579.0616448452
143,2021-01-26 18:02:23.625400,USDT,167957.66120785,0.40236863,USDT_DFI,DFI,167785.52282266322
144,2021-01-26 19:02:10.035276,ETH,164614.3045122748,526.20607437,ETH_DFI,DFI,164559.6754111548
145,2021-01-26 19:02:10.035276,BTC,477785.16109324025,12785.32965313,BTC_DFI,DFI,481808.5513311168
146,2021-01-26 19:02:10.035276,USDT,170699.55927039252,0.40172808,USDT_DFI,DFI,170974.16848753922
147,2021-01-26 20:02:08.510662,ETH,166290.27869099946,525.49747993,ETH_DFI,DFI,164885.49439734966
148,2021-01-26 20:02:08.510662,BTC,484054.3014026501,12787.7401419,BTC_DFI,DFI,486298.0529849736
149,2021-01-26 20:02:08.510662,USDT,170233.92503359998,0.40033525,USDT_DFI,DFI,170438.3672223708
150,2021-01-26 21:01:54.504806,ETH,181811.0002410591,526.45392414,ETH_DFI,DFI,179966.34017692282
151,2021-01-26 21:01:54.504806,BTC,496895.95861456,12787.04584837,BTC_DFI,DFI,500698.9935142029
152,2021-01-26 21:01:54.504806,USDT,176824.83449665,0.40026898,USDT_DFI,DFI,176389.2678601171
153,2021-01-26 22:01:49.521085,ETH,158430.38135696974,526.46555867,ETH_DFI,DFI,157255.1025514056
154,2021-01-26 22:01:49.521085,BTC,476070.72431936,12791.87761235,BTC_DFI,DFI,480346.67067408
155,2021-01-26 22:01:49.521085,USDT,178151.4761195,0.39785314,USDT_DFI,DFI,178703.3648061648
156,2021-01-26 23:02:24.150009,ETH,162897.08923712483,526.20431833,ETH_DFI,DFI,160901.9264707892
157,2021-01-26 23:02:24.150009,BTC,455733.5229506701,12793.5498591,BTC_DFI,DFI,456795.6307564669
158,2021-01-26 23:02:24.150009,USDT,178384.44286334,0.3976410999999999,USDT_DFI,DFI,180813.7668968129
159,2021-01-27 00:03:35.123067,ETH,126662.26223955846,526.36598643,ETH_DFI,DFI,125091.6871345912
160,2021-01-27 00:03:35.123067,BTC,431259.67225885,12795.492760299998,BTC_DFI,DFI,432002.15698872576
161,2021-01-27 00:03:35.123067,USDT,181186.70068711,0.39670755,USDT_DFI,DFI,183688.90960277696
162,2021-01-27 01:02:32.360473,ETH,130499.75095757602,526.83068876,ETH_DFI,DFI,129440.63033785798
163,2021-01-27 01:02:32.360473,BTC,426544.54473904,12796.12015128,BTC_DFI,DFI,429016.31480141287
164,2021-01-27 01:02:32.360473,USDT,175627.74449211246,0.39671495,USDT_DFI,DFI,177166.14174635042
165,2021-01-27 02:02:42.643588,ETH,141210.3614924192,528.2808031999998,ETH_DFI,DFI,140873.32374787494
166,2021-01-27 02:02:42.643588,BTC,438962.3401549501,12787.14616674,BTC_DFI,DFI,438359.3536034251
167,2021-01-27 02:02:42.643588,USDT,175835.17405661347,0.39671495,USDT_DFI,DFI,175760.06125630002
168,2021-01-27 03:02:42.233900,ETH,139554.84126865098,528.27821354,ETH_DFI,DFI,140893.24375320002
169,2021-01-27 03:02:42.233900,BTC,437727.75919324,12787.35903563,BTC_DFI,DFI,438051.8399913251
170,2021-01-27 03:02:42.233900,USDT,180044.32364495,0.394945,USDT_DFI,DFI,179842.81567060004
171,2021-01-27 04:02:59.397434,ETH,119426.0640098706,526.9701597,ETH_DFI,DFI,119049.21786829628
172,2021-01-27 04:02:59.397434,BTC,431047.14318432007,12787.4983331,BTC_DFI,DFI,429162.35174030025
173,2021-01-27 04:02:59.397434,USDT,175720.84795964998,0.40021138,USDT_DFI,DFI,173802.7826927483
174,2021-01-27 05:02:50.652932,ETH,120033.899908128,526.9701597,ETH_DFI,DFI,120013.17914658209
175,2021-01-27 05:02:50.652932,BTC,418445.7763416399,12789.869753799998,BTC_DFI,DFI,419762.2132287761
176,2021-01-27 05:02:50.652932,USDT,176358.5154288371,0.39991492,USDT_DFI,DFI,175983.59862488942
177,2021-01-27 06:02:17.092307,ETH,111378.0530634688,526.99758442,ETH_DFI,DFI,113464.24267115998
178,2021-01-27 06:02:17.092307,BTC,410577.88036525,12791.53409059,BTC_DFI,DFI,414274.64744384016
179,2021-01-27 06:02:17.092307,USDT,176385.81480054,0.39993103,USDT_DFI,DFI,175169.4448282936
180,2021-01-27 07:01:58.302027,ETH,123469.92416796956,525.47200331,ETH_DFI,DFI,124002.77094313738
181,2021-01-27 07:01:58.302027,BTC,395506.65263346,12792.55281549,BTC_DFI,DFI,393624.7937964878
182,2021-01-27 07:01:58.302027,USDT,170071.02970269002,0.40273753,USDT_DFI,DFI,167705.45864460838
183,2021-01-27 08:02:52.958471,ETH,140120.70122900218,527.50220682,ETH_DFI,DFI,140742.3268486416
184,2021-01-27 08:02:52.958471,BTC,392903.6750275,12796.04425403,BTC_DFI,DFI,392294.0500857601
185,2021-01-27 08:02:52.958471,USDT,170845.45286775273,0.40312689,USDT_DFI,DFI,169860.22508115202
186,2021-01-27 09:01:56.348270,ETH,136242.42177535838,527.65423284,ETH_DFI,DFI,140861.74684805158
187,2021-01-27 09:01:56.348270,BTC,374491.16730239993,12799.24947972,BTC_DFI,DFI,376853.99050243385
188,2021-01-27 09:01:56.348270,USDT,185206.7121519927,0.40118695,USDT_DFI,DFI,182681.0471567706
189,2021-01-27 10:02:11.138349,ETH,149664.36999731482,525.91452298,ETH_DFI,DFI,154277.81102240132
190,2021-01-27 10:02:11.138349,BTC,359585.06989223993,12787.62829097,BTC_DFI,DFI,364060.20360763953
191,2021-01-27 10:02:11.138349,USDT,183792.95664336253,0.40305299,USDT_DFI,DFI,182664.1085888151
192,2021-01-27 11:02:43.588256,ETH,136758.406068006,526.52009045,ETH_DFI,DFI,139355.6309190048
193,2021-01-27 11:02:43.588256,BTC,335656.62658736,12788.47632235,BTC_DFI,DFI,337362.0267502518
194,2021-01-27 11:02:43.588256,USDT,184857.63430428,0.40278557,USDT_DFI,DFI,182343.4700972981
195,2021-01-27 12:03:29.202982,ETH,134577.143902314,526.63860135,ETH_DFI,DFI,137129.8077642064
196,2021-01-27 12:03:29.202982,BTC,290886.0753919399,12789.57104036,BTC_DFI,DFI,294595.6871325733
197,2021-01-27 12:03:29.202982,USDT,179365.62147782464,0.40348305,USDT_DFI,DFI,172389.74510519303
198,2021-01-27 13:02:51.005620,ETH,140523.23596374,525.96873466,ETH_DFI,DFI,143781.2890542284
199,2021-01-27 13:02:51.005620,BTC,273817.76344209,12793.44943311,BTC_DFI,DFI,277380.24174994807
200,2021-01-27 13:02:51.005620,USDT,194752.10488549992,0.40926747,USDT_DFI,DFI,192276.020688242
201,2021-01-27 14:02:55.811003,ETH,143985.49206599596,525.21442055,ETH_DFI,DFI,148297.3466536606
202,2021-01-27 14:02:55.811003,BTC,244907.59466710003,12794.01454669,BTC_DFI,DFI,249700.8027800221
203,2021-01-27 14:02:55.811003,USDT,189961.20958577463,0.40888554,USDT_DFI,DFI,183098.92008641423
