,DFIPrices,DFIPricesBittrex,Time,commission,customRewards,idTokenA,idTokenB,numberAddresses,reserveA,reserveA/reserveB,reserveB,reserveB/reserveA,symbol,totalLiquidity
4156,2.99,2.99092,2021-02-05 19:02:03.408871,0.002,['2.75000000@0'],3.0,0.0,693.0,2777585.51090184,3.02204691,919107.34272272,0.33090154,USDT-DFI,1597603.63584844
4157,65.53515149907824,,2021-02-05 19:02:03.408871,0.002,['1.00000000@0'],7.0,0.0,323.0,11384747.43588561,66.88022782,170225.90690859,0.0149521,DOGE-DFI,1372072.62648123
4158,0.019811820832229,,2021-02-05 19:02:03.408871,0.002,['0.02000000@0'],9.0,0.0,206.0,5907.04395445,0.0199025,296798.97772027,50.24492453,LTC-DFI,41046.09551007
4159,0.00175755,,2021-02-05 20:01:53.474940,0.002,['8.25000000@0'],1.0,0.0,1117.0,6665.53567984,0.00176162,3783741.84087125,567.65757811,ETH-DFI,158762.40912748
4160,7.984e-05,7.968e-05,2021-02-05 20:01:53.474940,0.002,['44.00000000@0'],2.0,0.0,2686.0,1473.72362831,7.971000000000001e-05,18486494.40153379,12544.07138924,BTC-DFI,165063.19338571
4161,3.01,2.9705,2021-02-05 20:01:53.474940,0.002,['2.75000000@0'],3.0,0.0,692.0,2776608.05574371,3.01937174,919597.94695953,0.33119472,USDT-DFI,1597748.76137403
4162,65.8375221818861,,2021-02-05 20:01:53.474940,0.002,['1.00000000@0'],7.0,0.0,322.0,10880695.50185496,60.39936548,180145.85773988,0.01655646,DOGE-DFI,1379884.65544351
4163,0.0198561910416254,,2021-02-05 20:01:53.474940,0.002,['0.02000000@0'],9.0,0.0,209.0,5907.26177253,0.01987933,297155.84308384,50.30348315,LTC-DFI,41071.52183425
4164,0.00175857,,2021-02-05 21:01:48.447965,0.002,['8.25000000@0'],1.0,0.0,1119.0,6668.39227992,0.0017570999999999,3795102.66399965,569.11808794,ETH-DFI,159034.6426625
4165,8.016e-05,7.992e-05,2021-02-05 21:01:48.447965,0.002,['44.00000000@0'],2.0,0.0,2686.0,1476.20642107,7.991e-05,18472237.86602207,12513.31629666,BTC-DFI,165138.46180205
4166,3.02,2.99592,2021-02-05 21:01:48.447965,0.002,['2.75000000@0'],3.0,0.0,692.0,2781009.66634885,3.01905979,921150.90691053,0.33122894,USDT-DFI,1600364.26221697
4167,65.87879697463623,,2021-02-05 21:01:48.447965,0.002,['1.00000000@0'],7.0,0.0,323.0,11686154.539596198,63.55366844,183878.52071393,0.01573473,DOGE-DFI,1444785.26250963
4168,0.0198149727708155,,2021-02-05 21:01:48.447965,0.002,['0.02000000@0'],9.0,0.0,208.0,5892.39918879,0.01978838,297770.61159338,50.53469767,LTC-DFI,41062.2314649
4169,0.00176109,,2021-02-05 22:01:48.689060,0.002,['8.25000000@0'],1.0,0.0,1119.0,6667.61287653,0.0017555999999999,3797896.37366532,569.60361136,ETH-DFI,159083.8696694
4170,8.009e-05,7.99e-05,2021-02-05 22:01:48.689060,0.002,['44.00000000@0'],2.0,0.0,2688.0,1476.2480145,7.989999999999999e-05,18474501.89705803,12514.49737144,BTC-DFI,165150.90806241
4171,3.03,3.03,2021-02-05 22:01:48.689060,0.002,['2.75000000@0'],3.0,0.0,692.0,2783982.73113439,3.02317866,920879.32466772,0.33077767,USDT-DFI,1600983.4154311004
4172,65.13649643039099,,2021-02-05 22:01:48.689060,0.002,['1.00000000@0'],7.0,0.0,323.0,11687216.28887647,63.77818869,183247.85522066,0.01567934,DOGE-DFI,1442370.99535037
4173,0.0198000392079984,,2021-02-05 22:01:48.689060,0.002,['0.02000000@0'],9.0,0.0,208.0,5892.9856044,0.01979065,297766.06540883,50.52889747,LTC-DFI,41063.9612111
4174,0.00177264,,2021-02-05 23:02:30.262957,0.002,['8.25000000@0'],1.0,0.0,1118.0,6667.62875495,0.00175763,3793518.32155301,568.94564184,ETH-DFI,158992.34001091
4175,7.979999999999999e-05,7.94e-05,2021-02-05 23:02:30.262957,0.002,['44.00000000@0'],2.0,0.0,2689.0,1476.60372401,7.987e-05,18485957.23744281,12519.24056323,BTC-DFI,165222.0029924
4176,3.02,3.0,2021-02-05 23:02:30.262957,0.002,['2.75000000@0'],3.0,0.0,692.0,2783958.67636456,3.02293829,920944.5919645,0.33080397,USDT-DFI,1601033.23231458
4177,63.848779029523925,,2021-02-05 23:02:30.262957,0.002,['1.00000000@0'],7.0,0.0,323.0,11687245.96159874,63.75534524,183313.9781024,0.01568495,DOGE-DFI,1442633.03471928
4178,0.0196614583333333,,2021-02-05 23:02:30.262957,0.002,['0.02000000@0'],9.0,0.0,207.0,5897.28033363,0.01982474,297470.64089189,50.44200446,LTC-DFI,41058.53891764
4179,0.00178131,,2021-02-06 00:02:57.672544,0.002,['8.25000000@0'],1.0,0.0,1119.0,6767.96290068,0.00175726,3851413.45341911,569.06539086,ETH-DFI,161401.8317029
4180,8.055e-05,7.938e-05,2021-02-06 00:02:57.672544,0.002,['44.00000000@0'],2.0,0.0,2689.0,1482.15057067,7.987e-05,18555365.82297076,12519.21781103,BTC-DFI,165842.50703196
4181,3.06,3.0495,2021-02-06 00:02:57.672544,0.002,['2.75000000@0'],3.0,0.0,692.0,2788651.49817654,3.02662274,921373.99761973,0.33040127,USDT-DFI,1602754.60503058
4182,65.02041768606357,,2021-02-06 00:02:57.672544,0.002,['1.00000000@0'],7.0,0.0,324.0,11674640.04691163,63.18894829,184757.62552526,0.01582555,DOGE-DFI,1447521.17420632
4183,0.0197050679374074,,2021-02-06 00:02:57.672544,0.002,['0.02000000@0'],9.0,0.0,207.0,5886.65040984,0.01975171,298032.3544031,50.62851259,LTC-DFI,41060.22822272
4184,0.00177627,,2021-02-06 01:02:35.364083,0.002,['8.25000000@0'],1.0,0.0,1120.0,6761.56812235,0.00175388,3855184.58332073,570.16131665,ETH-DFI,161404.52280924
4185,7.947e-05,7.900000000000001e-05,2021-02-06 01:02:35.364083,0.002,['44.00000000@0'],2.0,0.0,2690.0,1482.15792244,7.986e-05,18558148.17796784,12521.03294594,BTC-DFI,165855.35184736
4186,3.08,3.06,2021-02-06 01:02:35.364083,0.002,['2.75000000@0'],3.0,0.0,693.0,2792404.29271609,3.0346348,920178.03562339,0.32952894,USDT-DFI,1602791.44485467
4187,66.59039040129791,,2021-02-06 01:02:35.364083,0.002,['1.00000000@0'],7.0,0.0,324.0,11673957.39939682,63.15878468,184835.05434605,0.01583311,DOGE-DFI,1447782.12860531
4188,0.0197233606557377,,2021-02-06 01:02:35.364083,0.002,['0.02000000@0'],9.0,0.0,207.0,5886.60687382,0.01975011,298054.28822474,50.63261308,LTC-DFI,41061.58644218
4189,0.00183834,,2021-02-06 02:02:46.404149,0.002,['8.25000000@0'],1.0,0.0,1120.0,6776.57748029,0.00176165,3846707.27023296,567.64750073,ETH-DFI,161405.81281083
4190,7.901e-05,7.991e-05,2021-02-06 02:02:46.404149,0.002,['44.00000000@0'],2.0,0.0,2690.0,1482.15871656,7.984000000000001e-05,18563799.37669441,12524.83905352,BTC-DFI,165880.64692616
4191,3.06,3.11383,2021-02-06 02:02:46.404149,0.002,['2.75000000@0'],3.0,0.0,694.0,2806528.47764779,3.05996635,917176.25221684,0.32680097,USDT-DFI,1604216.70357363
4192,67.66086869037524,,2021-02-06 02:02:46.404149,0.002,['1.00000000@0'],7.0,0.0,325.0,11732693.58509446,64.55867748,181736.89490519,0.01548978,DOGE-DFI,1439204.1589914
4193,0.0200853298326222,,2021-02-06 02:02:46.404149,0.002,['0.02000000@0'],9.0,0.0,208.0,5887.31712977,0.01975011,298090.25033945,50.63261308,LTC-DFI,41066.54077949
4194,0.00185148,,2021-02-06 03:02:29.304832,0.002,['8.25000000@0'],1.0,0.0,1120.0,6788.79244272,0.00176788,3840060.02379684,565.64699189,ETH-DFI,161411.57299644
4195,7.890000000000001e-05,7.784e-05,2021-02-06 03:02:29.304832,0.002,['44.00000000@0'],2.0,0.0,2690.0,1482.10092156,7.983e-05,18564601.59782161,12525.86873657,BTC-DFI,165880.99683607
4196,3.11,3.07114,2021-02-06 03:02:29.304832,0.002,['2.75000000@0'],3.0,0.0,694.0,2800424.91072959,3.04663838,919185.19962838,0.32823061,USDT-DFI,1604225.38491301
4197,67.59291417612496,,2021-02-06 03:02:29.304832,0.002,['1.00000000@0'],7.0,0.0,325.0,11732694.8948185,64.55867748,181736.91519253,0.01548978,DOGE-DFI,1439204.31965015
4198,0.0192188851810653,,2021-02-06 03:02:29.304832,0.002,['0.02000000@0'],9.0,0.0,208.0,5887.53588691,0.0197472,298145.2418341,50.64007210000001,LTC-DFI,41071.09159444
4199,0.00182933,,2021-02-06 04:02:33.041923,0.002,['8.25000000@0'],1.0,0.0,1121.0,6792.88848334,0.00176995,3837882.44716155,564.98534556,ETH-DFI,161414.47376359
4200,7.813e-05,7.708e-05,2021-02-06 04:02:33.041923,0.002,['44.00000000@0'],2.0,0.0,2690.0,1482.05374883,7.982e-05,18565328.89488185,12526.75816213,BTC-DFI,165881.60619971
4201,3.08,3.02685,2021-02-06 04:02:33.041923,0.002,['2.75000000@0'],3.0,0.0,694.0,2796312.05712773,3.03767961,920542.12887362,0.32919864,USDT-DFI,1604229.72356387
4202,66.50522595042553,,2021-02-06 04:02:33.041923,0.002,['1.00000000@0'],7.0,0.0,325.0,11732675.63988391,64.55841308,181737.36123358,0.01548984,DOGE-DFI,1439204.90481882
4203,0.0191031445760714,,2021-02-06 04:02:33.041923,0.002,['0.02000000@0'],9.0,0.0,208.0,5887.53611417,0.0197472,298145.25334256,50.64007210000001,LTC-DFI,41071.09317979
4204,0.00182571,,2021-02-06 05:02:40.809481,0.002,['8.25000000@0'],1.0,0.0,1120.0,6794.95008834,0.00177641,3825096.62681772,562.9322625,ETH-DFI,161169.82660152
4205,7.807e-05,7.708e-05,2021-02-06 05:02:40.809481,0.002,['44.00000000@0'],2.0,0.0,2690.0,1481.12787661,7.972e-05,18577243.27193174,12542.63292542,BTC-DFI,165882.98556917
4206,3.06,3.01024,2021-02-06 05:02:40.809481,0.002,['2.75000000@0'],3.0,0.0,695.0,2796439.34388279,3.03373154,921782.07130236,0.32962705,USDT-DFI,1605346.32049959
4207,61.30652621995981,,2021-02-06 05:02:40.809481,0.002,['1.00000000@0'],7.0,0.0,325.0,11639608.6867037,63.50296646,183292.36151861,0.01574729,DOGE-DFI,1439602.26113922
4208,0.0193145237644385,,2021-02-06 05:02:40.809481,0.002,['0.02000000@0'],9.0,0.0,209.0,5872.80330458,0.01964842,298894.30847632,50.89465677,LTC-DFI,41071.16964597
4209,0.00183087,,2021-02-06 06:01:55.189978,0.002,['8.25000000@0'],1.0,0.0,1120.0,6794.28587271,0.0017751999999999,3827320.13495031,563.31455676,ETH-DFI,161208.78360670002
4210,7.781e-05,7.673e-05,2021-02-06 06:01:55.189978,0.002,['44.00000000@0'],2.0,0.0,2690.0,1481.65021133,7.975e-05,18577270.27684165,12538.22942472,BTC-DFI,165912.35373637
4211,3.03,2.97212,2021-02-06 06:01:55.189978,0.002,['2.75000000@0'],3.0,0.0,695.0,2797037.93826523,3.03368556,921993.35624566,0.32963205,USDT-DFI,1605702.12095644
4212,61.4333183906417,,2021-02-06 06:01:55.189978,0.002,['1.00000000@0'],7.0,0.0,325.0,11545315.2226958,62.47824428,184789.36716545,0.01600557,DOGE-DFI,1439602.30513094
4213,0.0191432903714935,,2021-02-06 06:01:55.189978,0.002,['0.02000000@0'],9.0,0.0,209.0,5879.06751139,0.01964842,299213.12313201,50.89465677,LTC-DFI,41114.97807734
4214,0.00184153,,2021-02-06 07:01:44.290872,0.002,['8.25000000@0'],1.0,0.0,1120.0,6799.40384587,0.00177761,3825016.46137844,562.55173954,ETH-DFI,161220.9479783
4215,7.82e-05,7.795e-05,2021-02-06 07:01:44.290872,0.002,['44.00000000@0'],2.0,0.0,2690.0,1481.80667137,7.973e-05,18583500.39758088,12541.10995491,BTC-DFI,165948.93236553
4216,3.08,3.04641,2021-02-06 07:01:44.290872,0.002,['2.75000000@0'],3.0,0.0,695.0,2797040.50104944,3.0302996,923024.40828028,0.33000037,USDT-DFI,1606600.42301767
4217,62.44366385359313,,2021-02-06 07:01:44.290872,0.002,['1.00000000@0'],7.0,0.0,325.0,11546027.3068663,62.47134266,184821.18064162,0.01600733,DOGE-DFI,1439770.61984944
4218,0.0193055033220508,,2021-02-06 07:01:44.290872,0.002,['0.02000000@0'],9.0,0.0,210.0,5879.08149841,0.01962878,299513.30989384,50.94559583,LTC-DFI,41135.6462234
4219,0.00184021,,2021-02-06 08:01:37.280280,0.002,['8.25000000@0'],1.0,0.0,1121.0,6831.63172848,0.00179321,3809719.21382777,557.65875053,ETH-DFI,161279.03396013
4220,7.847e-05,7.901e-05,2021-02-06 08:01:37.280280,0.002,['44.00000000@0'],2.0,0.0,2691.0,1480.53373577,7.954e-05,18612870.65726885,12571.73018593,BTC-DFI,166008.66631373
4221,3.08,3.07728,2021-02-06 08:01:37.280280,0.002,['2.75000000@0'],3.0,0.0,694.0,2795990.93060256,3.03238012,922044.99999375,0.32977395,USDT-DFI,1605446.52491279
4222,63.37845001004178,,2021-02-06 08:01:37.280280,0.002,['1.00000000@0'],7.0,0.0,326.0,11552309.90379279,62.4788739,184899.45773094,0.01600541,DOGE-DFI,1440467.22403826
4223,0.0193942446949184,,2021-02-06 08:01:37.280280,0.002,['0.02000000@0'],9.0,0.0,213.0,5884.28691557,0.01964425,299542.30597993,50.90545554,LTC-DFI,41155.84404054
4224,0.0018342,,2021-02-06 09:01:50.721641,0.002,['8.25000000@0'],1.0,0.0,1123.0,6878.96599602,0.0018159,3788169.33696529,550.68877199,ETH-DFI,161378.42729112
4225,7.894e-05,7.921e-05,2021-02-06 09:01:50.721641,0.002,['44.00000000@0'],2.0,0.0,2690.0,1478.38725248,7.933e-05,18635136.18530766,12605.0438774,BTC-DFI,165987.47400983
4226,3.11,3.14987,2021-02-06 09:01:50.721641,0.002,['2.75000000@0'],3.0,0.0,693.0,2805819.28433023,3.05339047,918919.24927373,0.32750478,USDT-DFI,1605537.39333749
4227,63.60275884635638,,2021-02-06 09:01:50.721641,0.002,['1.00000000@0'],7.0,0.0,328.0,11615179.17765064,62.48055018,185900.71860803,0.01600498,DOGE-DFI,1448287.01824807
4228,0.019568363430441,,2021-02-06 09:01:50.721641,0.002,['0.02000000@0'],9.0,0.0,213.0,5899.80395118,0.01974575,298788.47288378,50.64379687,LTC-DFI,41158.18523834
4229,0.00184519,,2021-02-06 10:02:04.971644,0.002,['8.25000000@0'],1.0,0.0,1123.0,6881.98179658,0.00181691,3787724.92586146,550.38287484,ETH-DFI,161404.32906357
4230,7.896e-05,7.986e-05,2021-02-06 10:02:04.971644,0.002,['44.00000000@0'],2.0,0.0,2693.0,1478.09543915,7.916000000000001e-05,18670078.77361739,12631.17270989,BTC-DFI,166126.62055171
4231,3.14,3.17289,2021-02-06 10:02:04.971644,0.002,['2.75000000@0'],3.0,0.0,695.0,2807225.25912225,3.05718981,918237.14966197,0.32709777,USDT-DFI,1605342.6636408004
4232,64.20406587582525,,2021-02-06 10:02:04.971644,0.002,['1.00000000@0'],7.0,0.0,329.0,11721170.87075684,63.60661131,184275.98369937,0.01572163,DOGE-DFI,1448508.37290644
4233,0.0195310070286745,,2021-02-06 10:02:04.971644,0.002,['0.02000000@0'],9.0,0.0,213.0,5915.6973451,0.01984568,298084.75613938,50.3887773,LTC-DFI,41165.02323547
4234,0.00185506,,2021-02-06 11:02:16.504778,0.002,['8.25000000@0'],1.0,0.0,1123.0,6905.81267267,0.00182944,3774817.46076783,546.61451731,ETH-DFI,161407.82206641
4235,7.856e-05,7.992e-05,2021-02-06 11:02:16.504778,0.002,['44.00000000@0'],2.0,0.0,2695.0,1477.89704023,7.911e-05,18679904.85958397,12639.51706451,BTC-DFI,166159.17741847
4236,3.13,3.17372,2021-02-06 11:02:16.504778,0.002,['2.75000000@0'],3.0,0.0,695.0,2816076.67651571,3.07646848,915360.1585027,0.32504802,USDT-DFI,1605350.72003495
4237,63.44913983845808,,2021-02-06 11:02:16.504778,0.002,['1.00000000@0'],7.0,0.0,331.0,11724186.61135001,63.59364594,184360.97563421,0.01572484,DOGE-DFI,1449028.74988804
4238,0.019479711227284,,2021-02-06 11:02:16.504778,0.002,['0.02000000@0'],9.0,0.0,212.0,5871.87680691,0.01955542,300268.4644308,51.13671051,LTC-DFI,41162.22451644
4239,0.00187762,,2021-02-06 12:02:43.250931,0.002,['8.25000000@0'],1.0,0.0,1124.0,6929.43879571,0.00184176,3762393.5710998,542.95790496,ETH-DFI,161417.39942299
4240,7.848e-05,7.929999999999999e-05,2021-02-06 12:02:43.250931,0.002,['44.00000000@0'],2.0,0.0,2700.0,1480.79334004,7.908e-05,18724934.85826018,12645.20466964,BTC-DFI,166522.25485986
4241,3.16,3.19541,2021-02-06 12:02:43.250931,0.002,['2.75000000@0'],3.0,0.0,696.0,2824006.58375765,3.09001677,913913.0269304,0.32362283,USDT-DFI,1606338.14608397
4242,64.24507462898978,,2021-02-06 12:02:43.250931,0.002,['1.00000000@0'],7.0,0.0,331.0,11731430.16280334,63.59312681,184476.38527568,0.01572496,DOGE-DFI,1449929.92108451
4243,0.0196200173848255,,2021-02-06 12:02:43.250931,0.002,['0.02000000@0'],9.0,0.0,212.0,5891.44334803,0.01966436,299599.91876381,50.85339891,LTC-DFI,41184.82325229
4244,0.00188585,,2021-02-06 13:02:01.163939,0.002,['8.25000000@0'],1.0,0.0,1123.0,6944.42782257,0.00184546,3762961.21128091,541.86771141,ETH-DFI,161604.07492359
4245,7.894e-05,7.963e-05,2021-02-06 13:02:01.163939,0.002,['44.00000000@0'],2.0,0.0,2703.0,1481.36693505,7.909e-05,18728230.50074991,12642.53309401,BTC-DFI,166569.15978334
4246,3.16,3.17489,2021-02-06 13:02:01.163939,0.002,['2.75000000@0'],3.0,0.0,695.0,2828891.2160651,3.10224801,911884.28709337,0.32234689,USDT-DFI,1605941.25868122
4247,64.34891120013161,,2021-02-06 13:02:01.163939,0.002,['1.00000000@0'],7.0,0.0,331.0,11844062.66501316,63.96395686,185167.76080818,0.0156338,DOGE-DFI,1459601.08529582
4248,0.0197512344521532,,2021-02-06 13:02:01.163939,0.002,['0.02000000@0'],9.0,0.0,212.0,5893.3024056999975,0.01966435,299694.67779276,50.85343618,LTC-DFI,41197.83430776
4249,0.00187644,,2021-02-06 14:01:54.828161,0.002,['8.25000000@0'],1.0,0.0,1123.0,6945.34533824,0.00184526,3763881.60744198,541.92864776,ETH-DFI,161634.51410038
4250,7.85e-05,7.849e-05,2021-02-06 14:01:54.828161,0.002,['44.00000000@0'],2.0,0.0,2704.0,1481.09894782,7.911e-05,18721870.02769571,12640.52618175,BTC-DFI,166525.80746483
4251,3.15,3.17357,2021-02-06 14:01:54.828161,0.002,['2.75000000@0'],3.0,0.0,692.0,2829065.80896543,3.10579697,910898.50246019,0.32197854,USDT-DFI,1605122.49722977
4252,63.831210016839286,,2021-02-06 14:01:54.828161,0.002,['1.00000000@0'],7.0,0.0,331.0,12283865.48731834,63.78282007,192588.93653516,0.0156782,DOGE-DFI,1515948.10800334
4253,0.0196850393700787,,2021-02-06 14:01:54.828161,0.002,['0.02000000@0'],9.0,0.0,213.0,5944.03643127,0.01999689,297247.98920895,50.00776705,LTC-DFI,41205.54872786
4254,0.00187845,,2021-02-06 15:01:41.284923,0.002,['8.25000000@0'],1.0,0.0,1125.0,6946.65033423,0.00184503,3765059.19378703,541.99635977,ETH-DFI,161674.98375437
4255,7.853e-05,7.87e-05,2021-02-06 15:01:41.284923,0.002,['44.00000000@0'],2.0,0.0,2714.0,1481.62805516,7.909e-05,18731410.19551246,12642.45107284,BTC-DFI,166597.97816158
4256,3.16,3.17272,2021-02-06 15:01:41.284923,0.002,['2.75000000@0'],3.0,0.0,694.0,2842627.83941251,3.14532722,903762.19536484,0.31793194,USDT-DFI,1602650.23149081
4257,63.41101918965935,,2021-02-06 15:01:41.284923,0.002,['1.00000000@0'],7.0,0.0,330.0,12281582.75533653,63.88478707,192245.81184807,0.01565317,DOGE-DFI,1514456.30078577
4258,0.0197118083712806,,2021-02-06 15:01:41.284923,0.002,['0.02000000@0'],9.0,0.0,214.0,5980.17944703,0.01990935,300370.37369541,50.22765225,LTC-DFI,41547.13697088
4259,0.00189922,,2021-02-06 16:01:41.016860,0.002,['8.25000000@0'],1.0,0.0,1126.0,6948.28891973,0.00184496,3766085.51556763,542.01625163,ETH-DFI,161716.08737084
4260,7.838e-05,7.961e-05,2021-02-06 16:01:41.016860,0.002,['44.00000000@0'],2.0,0.0,2715.0,1482.13487378,7.909e-05,18738516.69085143,12642.92273419,BTC-DFI,166658.07480269
4261,3.2,3.2217,2021-02-06 16:01:41.016860,0.002,['2.75000000@0'],3.0,0.0,696.0,2841776.80738214,3.14074476,904809.85139484,0.31839581,USDT-DFI,1603338.80647718
4262,62.69715315738945,,2021-02-06 16:01:41.016860,0.002,['1.00000000@0'],7.0,0.0,332.0,12290013.44888676,63.85777677,192459.15015571,0.01565979,DOGE-DFI,1515816.37364597
4263,0.01982897508985,,2021-02-06 16:01:41.016860,0.002,['0.02000000@0'],9.0,0.0,214.0,6013.20077366,0.01996236,301226.94451276,50.09427688,LTC-DFI,41720.67748499
4264,0.00191312,,2021-02-06 17:01:57.243917,0.002,['8.25000000@0'],1.0,0.0,1129.0,6978.189152,0.00185913,3753458.95157313,537.88438086,ETH-DFI,161791.75876231
4265,7.953e-05,7.849e-05,2021-02-06 17:01:57.243917,0.002,['44.00000000@0'],2.0,0.0,2715.0,1480.77790694,7.895000000000001e-05,18754561.87935105,12665.34420283,BTC-DFI,166653.06949325
4266,3.22,3.1974400000000003,2021-02-06 17:01:57.243917,0.002,['2.75000000@0'],3.0,0.0,697.0,2858657.35579613,3.17703362,899788.19520637,0.31475902,USDT-DFI,1603625.11417205
4267,63.92059553349876,,2021-02-06 17:01:57.243917,0.002,['1.00000000@0'],7.0,0.0,333.0,12293248.83436028,63.85777846,192509.81054081,0.01565979,DOGE-DFI,1516215.26571609
4268,0.0200848303393213,,2021-02-06 17:01:57.243917,0.002,['0.02000000@0'],9.0,0.0,215.0,6013.96502682,0.01993055,301746.01668996,50.17422205,LTC-DFI,41759.26186594
4269,0.00189893,,2021-02-06 18:02:15.343396,0.002,['8.25000000@0'],1.0,0.0,1129.0,6978.80429156,0.00186265,3746698.95015091,536.86832208,ETH-DFI,161653.10441413
4270,7.989e-05,7.959e-05,2021-02-06 18:02:15.343396,0.002,['44.00000000@0'],2.0,0.0,2720.0,1481.80157935,7.902e-05,18751894.57016869,12654.79456324,BTC-DFI,166698.80781459
4271,3.23,3.18781,2021-02-06 18:02:15.343396,0.002,['2.75000000@0'],3.0,0.0,696.0,2853321.111618201,3.16999239,900103.45769272,0.31545817,USDT-DFI,1602408.32220387
4272,64.04028788389476,,2021-02-06 18:02:15.343396,0.002,['1.00000000@0'],7.0,0.0,334.0,12302581.3763969,64.32671231,191251.51796208,0.01554564,DOGE-DFI,1511825.49188257
4273,0.0203721223588773,,2021-02-06 18:02:15.343396,0.002,['0.02000000@0'],9.0,0.0,216.0,6018.68523754,0.01993028,301986.84157836,50.17488532,LTC-DFI,41792.31389485
4274,0.0019337,,2021-02-06 19:01:34.375430,0.002,['8.25000000@0'],1.0,0.0,1129.0,6985.39772436,0.0018652,3745111.40515316,536.1343122999998,ETH-DFI,161695.15762063
4275,8.156e-05,7.939e-05,2021-02-06 19:01:34.375430,0.002,['44.00000000@0'],2.0,0.0,2721.0,1482.34134716,7.904e-05,18752574.50985942,12650.64524158,BTC-DFI,166732.18858526
4276,3.29,3.20002,2021-02-06 19:01:34.375430,0.002,['2.75000000@0'],3.0,0.0,698.0,2856578.67891267,3.16845607,901568.02406588,0.31561112,USDT-DFI,1604626.63512293
4277,62.4312118106949,,2021-02-06 19:01:34.375430,0.002,['1.00000000@0'],7.0,0.0,336.0,12153821.88045304,62.64571553,194008.82848665,0.01596278,DOGE-DFI,1513450.56477043
4278,0.020738779626828,,2021-02-06 19:01:34.375430,0.002,['0.02000000@0'],9.0,0.0,216.0,6026.3100593,0.01997894,301633.11765794,50.05270467,LTC-DFI,41794.27910421
4279,0.00189102,,2021-02-06 20:01:38.981738,0.002,['8.25000000@0'],1.0,0.0,1131.0,6993.70041683,0.0018664,3747160.24000911,535.79078551,ETH-DFI,161835.47215182
4280,8.038e-05,7.894e-05,2021-02-06 20:01:38.981738,0.002,['44.00000000@0'],2.0,0.0,2722.0,1482.10434393,7.899e-05,18761188.50184669,12658.48020666,BTC-DFI,166757.14498744
4281,3.23,3.16082,2021-02-06 20:01:38.981738,0.002,['2.75000000@0'],3.0,0.0,703.0,2860608.04085877,3.15425016,906905.88468326,0.31703255,USDT-DFI,1610504.47227105
4282,61.14413357059024,,2021-02-06 20:01:38.981738,0.002,['1.00000000@0'],7.0,0.0,338.0,12009114.38408963,60.73997433,197713.52418753,0.01646362,DOGE-DFI,1518705.78677446
4283,0.0203888397929554,,2021-02-06 20:01:38.981738,0.002,['0.02000000@0'],9.0,0.0,217.0,6043.15590208,0.02014021,300054.24033889,49.65191122,LTC-DFI,41742.97273662
4284,0.00188867,,2021-02-06 21:01:42.549536,0.002,['8.25000000@0'],1.0,0.0,1133.0,6993.89994553,0.00186523,3749603.88303218,536.1248963,ETH-DFI,161890.54189583
4285,8.019e-05,7.964e-05,2021-02-06 21:01:42.549536,0.002,['44.00000000@0'],2.0,0.0,2726.0,1482.12971796,7.894e-05,18775038.99385572,12667.60848685,BTC-DFI,166820.11563520005
4286,3.2,3.19112,2021-02-06 21:01:42.549536,0.002,['2.75000000@0'],3.0,0.0,704.0,2862756.34918685,3.15834504,906410.25962615,0.31662151,USDT-DFI,1610668.78394669
4287,59.48397650382929,,2021-02-06 21:01:42.549536,0.002,['1.00000000@0'],7.0,0.0,341.0,12009130.9129283,60.42098884,198757.60298456,0.01655054,DOGE-DFI,1522711.17150989
4288,0.0204159755008294,,2021-02-06 21:01:42.549536,0.002,['0.02000000@0'],9.0,0.0,218.0,6049.97608367,0.02014021,300392.87539776,49.65191122,LTC-DFI,41790.08299794
4289,0.00186259,,2021-02-06 22:01:41.456867,0.002,['8.25000000@0'],1.0,0.0,1134.0,6993.61320499,0.00186524,3749439.68269928,536.12339899,ETH-DFI,161883.67852381
4290,7.927e-05,7.901e-05,2021-02-06 22:01:41.456867,0.002,['44.00000000@0'],2.0,0.0,2729.0,1482.35694263,7.892e-05,18782263.86351088,12670.54062578,BTC-DFI,166864.99732597
4291,3.18,3.18775,2021-02-06 22:01:41.456867,0.002,['2.75000000@0'],3.0,0.0,703.0,2861447.72773065,3.15449353,907102.10553056,0.31700809,USDT-DFI,1610915.03836452
4292,59.458145578969024,,2021-02-06 22:01:41.456867,0.002,['1.00000000@0'],7.0,0.0,343.0,12011451.54396569,60.07810898,199930.58615947,0.01664499,DOGE-DFI,1527344.78195996
4293,0.0200732230778942,,2021-02-06 22:01:41.456867,0.002,['0.02000000@0'],9.0,0.0,218.0,6051.85365158,0.02014406,300428.54902836,49.64240153,LTC-DFI,41799.04886039
4294,0.00185427,,2021-02-06 23:01:53.812324,0.002,['8.25000000@0'],1.0,0.0,1133.0,6989.33784167,0.00186302,3751604.46287745,536.76107062,ETH-DFI,161880.9008925
4295,7.843e-05,7.883e-05,2021-02-06 23:01:53.812324,0.002,['44.00000000@0'],2.0,0.0,2733.0,1483.42585882,7.893e-05,18792897.90041237,12668.57914649,BTC-DFI,166972.39654581
4296,3.14,3.16079,2021-02-06 23:01:53.812324,0.002,['2.75000000@0'],3.0,0.0,704.0,2857188.17889506,3.15447516,905757.06781737,0.31700994,USDT-DFI,1608521.70710055
