,DateCaptured,Windows,Mac,Linux
v1.4.0,2021-12-13,374,139.0,33.0
v1.3.0,2021-12-13,90,76.0,26.0
v1.2.1,2021-12-13,191,,
v1.1.0,2021-12-13,188,,
v1.0.0,2021-12-13,359,,
v1.5.1-beta,2021-12-14,208,97.0,
1.5.0,2021-12-14,807,394.0,102.0
v1.4.2,2021-12-14,568,279.0,64.0
v1.4.1,2021-12-14,235,96.0,31.0
v1.4.0,2021-12-14,374,139.0,33.0
v1.3.0,2021-12-14,90,76.0,26.0
v1.2.1,2021-12-14,191,,
v1.1.0,2021-12-14,188,,
v1.0.0,2021-12-14,361,,
v1.5.1-beta,2021-12-15,209,97.0,
1.5.0,2021-12-15,810,399.0,102.0
v1.4.2,2021-12-15,568,279.0,64.0
v1.4.1,2021-12-15,235,96.0,31.0
v1.4.0,2021-12-15,375,139.0,33.0
v1.3.0,2021-12-15,90,76.0,26.0
v1.2.1,2021-12-15,191,,
v1.1.0,2021-12-15,188,,
v1.0.0,2021-12-15,361,,
v1.5.1-beta,2021-12-16,209,97.0,
1.5.0,2021-12-16,817,399.0,102.0
v1.4.2,2021-12-16,569,279.0,64.0
v1.4.1,2021-12-16,235,96.0,31.0
v1.4.0,2021-12-16,376,139.0,33.0
v1.3.0,2021-12-16,90,76.0,26.0
v1.2.1,2021-12-16,191,,
v1.1.0,2021-12-16,188,,
v1.0.0,2021-12-16,361,,
v1.5.1-beta,2021-12-17,212,97.0,
1.5.0,2021-12-17,821,404.0,102.0
v1.4.2,2021-12-17,569,279.0,64.0
v1.4.1,2021-12-17,235,96.0,31.0
v1.4.0,2021-12-17,377,139.0,33.0
v1.3.0,2021-12-17,90,76.0,26.0
v1.2.1,2021-12-17,191,,
v1.1.0,2021-12-17,188,,
v1.0.0,2021-12-17,362,,
v1.5.1-beta,2021-12-18,213,97.0,
1.5.0,2021-12-18,822,404.0,102.0
v1.4.2,2021-12-18,569,280.0,64.0
v1.4.1,2021-12-18,235,96.0,31.0
v1.4.0,2021-12-18,377,139.0,33.0
v1.3.0,2021-12-18,90,76.0,26.0
v1.2.1,2021-12-18,191,,
v1.1.0,2021-12-18,188,,
v1.0.0,2021-12-18,364,,
v1.5.1-beta,2021-12-19,215,98.0,
1.5.0,2021-12-19,836,408.0,102.0
v1.4.2,2021-12-19,569,280.0,64.0
v1.4.1,2021-12-19,235,96.0,31.0
v1.4.0,2021-12-19,377,139.0,33.0
v1.3.0,2021-12-19,90,76.0,26.0
v1.2.1,2021-12-19,191,,
v1.1.0,2021-12-19,188,,
v1.0.0,2021-12-19,365,,
v1.5.1-beta,2021-12-20,222,99.0,
1.5.0,2021-12-20,846,411.0,104.0
v1.4.2,2021-12-20,570,280.0,65.0
v1.4.1,2021-12-20,235,96.0,31.0
v1.4.0,2021-12-20,378,139.0,33.0
v1.3.0,2021-12-20,91,76.0,26.0
v1.2.1,2021-12-20,192,,
v1.1.0,2021-12-20,189,,
v1.0.0,2021-12-20,366,,
v1.5.1-beta,2021-12-21,226,100.0,
1.5.0,2021-12-21,849,412.0,104.0
v1.4.2,2021-12-21,570,280.0,65.0
v1.4.1,2021-12-21,235,96.0,31.0
v1.4.0,2021-12-21,378,139.0,33.0
v1.3.0,2021-12-21,91,76.0,26.0
v1.2.1,2021-12-21,192,,
v1.1.0,2021-12-21,189,,
v1.0.0,2021-12-21,368,,
v1.5.1-beta,2021-12-22,228,100.0,
1.5.0,2021-12-22,853,415.0,104.0
v1.4.2,2021-12-22,570,280.0,65.0
v1.4.1,2021-12-22,235,96.0,32.0
v1.4.0,2021-12-22,380,139.0,34.0
v1.3.0,2021-12-22,91,76.0,27.0
v1.2.1,2021-12-22,192,,
v1.1.0,2021-12-22,189,,
v1.0.0,2021-12-22,368,,
v1.6.0,2021-12-23,29,11.0,9.0
v1.5.1-beta,2021-12-23,228,100.0,
1.5.0,2021-12-23,861,420.0,104.0
v1.4.2,2021-12-23,571,280.0,65.0
v1.4.1,2021-12-23,235,96.0,32.0
v1.4.0,2021-12-23,380,139.0,34.0
v1.3.0,2021-12-23,91,76.0,27.0
v1.2.1,2021-12-23,192,,
v1.1.0,2021-12-23,189,,
v1.0.0,2021-12-23,369,,
v1.6.0,2021-12-24,62,21.0,12.0
v1.5.1-beta,2021-12-24,229,100.0,
1.5.0,2021-12-24,861,420.0,104.0
v1.4.2,2021-12-24,571,280.0,65.0
v1.4.1,2021-12-24,235,96.0,32.0
v1.4.0,2021-12-24,380,139.0,34.0
v1.3.0,2021-12-24,91,76.0,27.0
v1.2.1,2021-12-24,192,,
v1.1.0,2021-12-24,189,,
v1.0.0,2021-12-24,371,,
v1.6.0,2021-12-25,71,23.0,14.0
v1.5.1-beta,2021-12-25,229,100.0,
1.5.0,2021-12-25,863,420.0,104.0
v1.4.2,2021-12-25,571,280.0,65.0
v1.4.1,2021-12-25,235,96.0,32.0
v1.4.0,2021-12-25,380,139.0,34.0
v1.3.0,2021-12-25,91,76.0,27.0
v1.2.1,2021-12-25,192,,
v1.1.0,2021-12-25,189,,
v1.0.0,2021-12-25,372,,
v1.6.0,2021-12-26,82,27.0,15.0
v1.5.1-beta,2021-12-26,229,100.0,
1.5.0,2021-12-26,863,420.0,104.0
v1.4.2,2021-12-26,572,281.0,65.0
v1.4.1,2021-12-26,235,96.0,32.0
v1.4.0,2021-12-26,380,139.0,34.0
v1.3.0,2021-12-26,91,76.0,27.0
v1.2.1,2021-12-26,192,,
v1.1.0,2021-12-26,189,,
v1.0.0,2021-12-26,372,,
v1.6.0,2021-12-27,101,30.0,17.0
v1.5.1-beta,2021-12-27,229,100.0,
1.5.0,2021-12-27,863,420.0,104.0
v1.4.2,2021-12-27,572,281.0,65.0
v1.4.1,2021-12-27,235,96.0,32.0
v1.4.0,2021-12-27,380,139.0,34.0
v1.3.0,2021-12-27,91,76.0,27.0
v1.2.1,2021-12-27,192,,
v1.1.0,2021-12-27,189,,
v1.0.0,2021-12-27,373,,
v1.6.0,2021-12-28,109,32.0,19.0
v1.5.1-beta,2021-12-28,229,100.0,
1.5.0,2021-12-28,864,420.0,104.0
v1.4.2,2021-12-28,573,281.0,65.0
v1.4.1,2021-12-28,235,96.0,32.0
v1.4.0,2021-12-28,380,139.0,34.0
v1.3.0,2021-12-28,91,76.0,27.0
v1.2.1,2021-12-28,192,,
v1.1.0,2021-12-28,189,,
v1.0.0,2021-12-28,373,,
v1.6.0,2021-12-29,125,39.0,21.0
v1.5.1-beta,2021-12-29,229,101.0,
1.5.0,2021-12-29,865,420.0,104.0
v1.4.2,2021-12-29,573,281.0,65.0
v1.4.1,2021-12-29,235,96.0,32.0
v1.4.0,2021-12-29,380,139.0,34.0
v1.3.0,2021-12-29,91,76.0,27.0
v1.2.1,2021-12-29,192,,
v1.1.0,2021-12-29,189,,
v1.0.0,2021-12-29,374,,
v1.6.0,2021-12-30,135,49.0,24.0
v1.5.1-beta,2021-12-30,229,101.0,
1.5.0,2021-12-30,865,421.0,104.0
v1.4.2,2021-12-30,573,281.0,65.0
v1.4.1,2021-12-30,235,96.0,32.0
v1.4.0,2021-12-30,380,139.0,34.0
v1.3.0,2021-12-30,91,76.0,27.0
v1.2.1,2021-12-30,192,,
v1.1.0,2021-12-30,189,,
v1.0.0,2021-12-30,376,,
v1.6.0,2021-12-31,140,51.0,24.0
v1.5.1-beta,2021-12-31,229,101.0,
1.5.0,2021-12-31,865,421.0,104.0
v1.4.2,2021-12-31,573,282.0,65.0
v1.4.1,2021-12-31,235,96.0,32.0
v1.4.0,2021-12-31,380,139.0,34.0
v1.3.0,2021-12-31,91,76.0,27.0
v1.2.1,2021-12-31,192,,
v1.1.0,2021-12-31,189,,
v1.0.0,2021-12-31,377,,
v1.6.0,2022-01-01,146,51.0,25.0
v1.5.1-beta,2022-01-01,229,101.0,
1.5.0,2022-01-01,865,421.0,104.0
v1.4.2,2022-01-01,573,282.0,65.0
v1.4.1,2022-01-01,235,96.0,32.0
v1.4.0,2022-01-01,380,139.0,34.0
v1.3.0,2022-01-01,91,76.0,27.0
v1.2.1,2022-01-01,192,,
v1.1.0,2022-01-01,189,,
v1.0.0,2022-01-01,379,,
v1.6.0,2022-01-02,155,52.0,27.0
v1.5.1-beta,2022-01-02,229,101.0,
1.5.0,2022-01-02,866,421.0,104.0
v1.4.2,2022-01-02,574,282.0,65.0
v1.4.1,2022-01-02,235,96.0,32.0
v1.4.0,2022-01-02,380,139.0,34.0
v1.3.0,2022-01-02,91,76.0,27.0
v1.2.1,2022-01-02,192,,
v1.1.0,2022-01-02,189,,
v1.0.0,2022-01-02,379,,
v1.6.0,2022-01-03,164,62.0,28.0
v1.5.1-beta,2022-01-03,229,101.0,
1.5.0,2022-01-03,867,421.0,104.0
v1.4.2,2022-01-03,574,282.0,65.0
v1.4.1,2022-01-03,235,96.0,32.0
v1.4.0,2022-01-03,380,139.0,34.0
v1.3.0,2022-01-03,91,76.0,27.0
v1.2.1,2022-01-03,192,,
v1.1.0,2022-01-03,189,,
v1.0.0,2022-01-03,380,,
v1.6.0,2022-01-04,176,68.0,29.0
v1.5.1-beta,2022-01-04,229,101.0,
1.5.0,2022-01-04,868,421.0,104.0
v1.4.2,2022-01-04,574,282.0,65.0
v1.4.1,2022-01-04,235,96.0,32.0
v1.4.0,2022-01-04,380,139.0,34.0
v1.3.0,2022-01-04,91,76.0,27.0
v1.2.1,2022-01-04,192,,
v1.1.0,2022-01-04,189,,
v1.0.0,2022-01-04,380,,
v1.6.0,2022-01-05,186,73.0,29.0
v1.5.1-beta,2022-01-05,229,101.0,
1.5.0,2022-01-05,869,421.0,104.0
v1.4.2,2022-01-05,574,282.0,65.0
v1.4.1,2022-01-05,235,96.0,32.0
v1.4.0,2022-01-05,380,139.0,34.0
v1.3.0,2022-01-05,91,76.0,27.0
v1.2.1,2022-01-05,192,,
v1.1.0,2022-01-05,189,,
v1.0.0,2022-01-05,381,,
v1.6.0,2022-01-06,193,75.0,29.0
v1.5.1-beta,2022-01-06,229,101.0,
1.5.0,2022-01-06,871,421.0,104.0
v1.4.2,2022-01-06,574,283.0,65.0
v1.4.1,2022-01-06,235,96.0,32.0
v1.4.0,2022-01-06,382,139.0,34.0
v1.3.0,2022-01-06,91,76.0,27.0
v1.2.1,2022-01-06,192,,
v1.1.0,2022-01-06,189,,
v1.0.0,2022-01-06,382,,
v1.6.0,2022-01-07,206,81.0,30.0
v1.5.1-beta,2022-01-07,230,101.0,
1.5.0,2022-01-07,872,421.0,104.0
v1.4.2,2022-01-07,574,283.0,65.0
v1.4.1,2022-01-07,235,96.0,32.0
v1.4.0,2022-01-07,382,139.0,34.0
v1.3.0,2022-01-07,91,76.0,27.0
v1.2.1,2022-01-07,192,,
v1.1.0,2022-01-07,189,,
v1.0.0,2022-01-07,383,,
v1.6.0,2022-01-08,213,94.0,31.0
v1.5.1-beta,2022-01-08,230,101.0,
1.5.0,2022-01-08,872,421.0,104.0
v1.4.2,2022-01-08,574,283.0,65.0
v1.4.1,2022-01-08,235,96.0,32.0
v1.4.0,2022-01-08,382,139.0,34.0
v1.3.0,2022-01-08,91,76.0,27.0
v1.2.1,2022-01-08,192,,
v1.1.0,2022-01-08,189,,
v1.0.0,2022-01-08,384,,
v1.6.0,2022-01-09,219,99.0,31.0
v1.5.1-beta,2022-01-09,231,101.0,
1.5.0,2022-01-09,873,421.0,104.0
v1.4.2,2022-01-09,575,283.0,65.0
v1.4.1,2022-01-09,235,96.0,32.0
v1.4.0,2022-01-09,382,139.0,34.0
v1.3.0,2022-01-09,91,76.0,27.0
v1.2.1,2022-01-09,192,,
v1.1.0,2022-01-09,189,,
v1.0.0,2022-01-09,386,,
v1.6.0,2022-01-10,231,100.0,31.0
v1.5.1-beta,2022-01-10,232,101.0,
1.5.0,2022-01-10,873,421.0,104.0
v1.4.2,2022-01-10,575,283.0,65.0
v1.4.1,2022-01-10,235,96.0,32.0
v1.4.0,2022-01-10,382,139.0,34.0
v1.3.0,2022-01-10,91,76.0,27.0
v1.2.1,2022-01-10,192,,
v1.1.0,2022-01-10,189,,
v1.0.0,2022-01-10,387,,
v1.6.0,2022-01-11,241,103.0,31.0
v1.5.1-beta,2022-01-11,232,101.0,
1.5.0,2022-01-11,873,421.0,104.0
v1.4.2,2022-01-11,576,283.0,65.0
v1.4.1,2022-01-11,235,96.0,32.0
v1.4.0,2022-01-11,382,139.0,34.0
v1.3.0,2022-01-11,91,76.0,27.0
v1.2.1,2022-01-11,192,,
v1.1.0,2022-01-11,189,,
v1.0.0,2022-01-11,388,,
v1.6.0,2022-01-12,250,107.0,31.0
v1.5.1-beta,2022-01-12,232,101.0,
1.5.0,2022-01-12,874,421.0,104.0
v1.4.2,2022-01-12,576,283.0,65.0
v1.4.1,2022-01-12,235,96.0,32.0
v1.4.0,2022-01-12,382,139.0,34.0
v1.3.0,2022-01-12,91,76.0,27.0
v1.2.1,2022-01-12,192,,
v1.1.0,2022-01-12,189,,
v1.0.0,2022-01-12,389,,
v1.6.0,2022-01-13,251,112.0,32.0
v1.5.1-beta,2022-01-13,232,101.0,
1.5.0,2022-01-13,874,421.0,104.0
v1.4.2,2022-01-13,576,284.0,65.0
v1.4.1,2022-01-13,235,96.0,32.0
v1.4.0,2022-01-13,382,139.0,34.0
v1.3.0,2022-01-13,91,76.0,27.0
v1.2.1,2022-01-13,192,,
v1.1.0,2022-01-13,189,,
v1.0.0,2022-01-13,392,,
v1.6.0,2022-01-14,254,112.0,32.0
v1.5.1-beta,2022-01-14,232,101.0,
1.5.0,2022-01-14,874,421.0,104.0
v1.4.2,2022-01-14,576,284.0,65.0
v1.4.1,2022-01-14,235,96.0,32.0
v1.4.0,2022-01-14,382,139.0,34.0
v1.3.0,2022-01-14,91,76.0,27.0
v1.2.1,2022-01-14,192,,
v1.1.0,2022-01-14,189,,
v1.0.0,2022-01-14,393,,
v1.6.0,2022-01-15,258,113.0,32.0
v1.5.1-beta,2022-01-15,233,101.0,
1.5.0,2022-01-15,874,421.0,104.0
v1.4.2,2022-01-15,576,284.0,65.0
v1.4.1,2022-01-15,235,96.0,32.0
v1.4.0,2022-01-15,382,139.0,34.0
v1.3.0,2022-01-15,91,76.0,27.0
v1.2.1,2022-01-15,192,,
v1.1.0,2022-01-15,189,,
v1.0.0,2022-01-15,394,,
v1.6.0,2022-01-16,265,116.0,33.0
v1.5.1-beta,2022-01-16,233,102.0,
1.5.0,2022-01-16,876,421.0,104.0
v1.4.2,2022-01-16,576,284.0,65.0
v1.4.1,2022-01-16,235,96.0,32.0
v1.4.0,2022-01-16,383,139.0,34.0
v1.3.0,2022-01-16,91,76.0,27.0
v1.2.1,2022-01-16,192,,
v1.1.0,2022-01-16,189,,
v1.0.0,2022-01-16,396,,
v1.6.0,2022-01-17,269,117.0,34.0
v1.5.1-beta,2022-01-17,234,102.0,
1.5.0,2022-01-17,876,421.0,104.0
v1.4.2,2022-01-17,576,284.0,65.0
v1.4.1,2022-01-17,235,96.0,32.0
v1.4.0,2022-01-17,383,139.0,34.0
v1.3.0,2022-01-17,91,76.0,27.0
v1.2.1,2022-01-17,192,,
v1.1.0,2022-01-17,189,,
v1.0.0,2022-01-17,398,,
v1.6.0,2022-01-18,274,122.0,35.0
v1.5.1-beta,2022-01-18,234,102.0,
1.5.0,2022-01-18,876,421.0,104.0
v1.4.2,2022-01-18,576,284.0,65.0
v1.4.1,2022-01-18,235,96.0,32.0
v1.4.0,2022-01-18,383,139.0,34.0
v1.3.0,2022-01-18,91,76.0,27.0
v1.2.1,2022-01-18,192,,
v1.1.0,2022-01-18,189,,
v1.0.0,2022-01-18,398,,
v1.6.0,2022-01-19,279,124.0,35.0
v1.5.1-beta,2022-01-19,235,102.0,
1.5.0,2022-01-19,876,421.0,104.0
v1.4.2,2022-01-19,577,284.0,65.0
v1.4.1,2022-01-19,235,96.0,32.0
v1.4.0,2022-01-19,383,139.0,34.0
v1.3.0,2022-01-19,91,76.0,27.0
v1.2.1,2022-01-19,192,,
v1.1.0,2022-01-19,189,,
v1.0.0,2022-01-19,399,,
v1.6.0,2022-01-20,284,131.0,37.0
v1.5.1-beta,2022-01-20,235,102.0,
1.5.0,2022-01-20,876,421.0,104.0
v1.4.2,2022-01-20,577,284.0,65.0
v1.4.1,2022-01-20,235,96.0,32.0
v1.4.0,2022-01-20,383,139.0,34.0
v1.3.0,2022-01-20,91,76.0,27.0
v1.2.1,2022-01-20,192,,
v1.1.0,2022-01-20,189,,
v1.0.0,2022-01-20,400,,
v1.6.0,2022-01-21,290,135.0,39.0
v1.5.1-beta,2022-01-21,235,102.0,
1.5.0,2022-01-21,876,421.0,104.0
v1.4.2,2022-01-21,577,284.0,65.0
v1.4.1,2022-01-21,235,96.0,32.0
v1.4.0,2022-01-21,384,139.0,34.0
v1.3.0,2022-01-21,91,76.0,27.0
v1.2.1,2022-01-21,192,,
v1.1.0,2022-01-21,189,,
v1.0.0,2022-01-21,403,,
v1.6.0,2022-01-22,292,136.0,39.0
v1.5.1-beta,2022-01-22,235,102.0,
1.5.0,2022-01-22,877,421.0,104.0
v1.4.2,2022-01-22,577,284.0,65.0
v1.4.1,2022-01-22,235,96.0,32.0
v1.4.0,2022-01-22,384,140.0,34.0
v1.3.0,2022-01-22,91,76.0,27.0
v1.2.1,2022-01-22,192,,
v1.1.0,2022-01-22,189,,
v1.0.0,2022-01-22,405,,
v1.6.0,2022-01-23,294,139.0,41.0
v1.5.1-beta,2022-01-23,236,102.0,
1.5.0,2022-01-23,877,421.0,104.0
v1.4.2,2022-01-23,577,284.0,65.0
v1.4.1,2022-01-23,235,96.0,32.0
v1.4.0,2022-01-23,384,140.0,34.0
v1.3.0,2022-01-23,91,76.0,27.0
v1.2.1,2022-01-23,192,,
v1.1.0,2022-01-23,189,,
v1.0.0,2022-01-23,406,,
v1.6.0,2022-01-24,297,141.0,42.0
v1.5.1-beta,2022-01-24,238,102.0,
1.5.0,2022-01-24,877,421.0,104.0
v1.4.2,2022-01-24,578,284.0,65.0
v1.4.1,2022-01-24,235,96.0,32.0
v1.4.0,2022-01-24,384,140.0,34.0
v1.3.0,2022-01-24,91,76.0,27.0
v1.2.1,2022-01-24,192,,
v1.1.0,2022-01-24,189,,
v1.0.0,2022-01-24,407,,
v1.6.0,2022-01-25,300,143.0,43.0
v1.5.1-beta,2022-01-25,238,102.0,
1.5.0,2022-01-25,878,421.0,104.0
v1.4.2,2022-01-25,578,284.0,65.0
v1.4.1,2022-01-25,235,96.0,32.0
v1.4.0,2022-01-25,384,140.0,34.0
v1.3.0,2022-01-25,91,76.0,27.0
v1.2.1,2022-01-25,192,,
v1.1.0,2022-01-25,189,,
v1.0.0,2022-01-25,409,,
v1.6.0,2022-01-26,305,145.0,43.0
v1.5.1-beta,2022-01-26,238,102.0,
1.5.0,2022-01-26,878,421.0,104.0
v1.4.2,2022-01-26,578,284.0,65.0
v1.4.1,2022-01-26,235,96.0,32.0
v1.4.0,2022-01-26,384,140.0,34.0
v1.3.0,2022-01-26,91,76.0,27.0
v1.2.1,2022-01-26,192,,
v1.1.0,2022-01-26,189,,
v1.0.0,2022-01-26,411,,
v1.6.0,2022-01-27,308,145.0,43.0
v1.5.1-beta,2022-01-27,238,102.0,
1.5.0,2022-01-27,878,421.0,104.0
v1.4.2,2022-01-27,578,284.0,65.0
v1.4.1,2022-01-27,235,96.0,32.0
v1.4.0,2022-01-27,386,140.0,34.0
v1.3.0,2022-01-27,91,76.0,27.0
v1.2.1,2022-01-27,192,,
v1.1.0,2022-01-27,189,,
v1.0.0,2022-01-27,413,,
v1.6.0,2022-01-28,309,145.0,44.0
v1.5.1-beta,2022-01-28,238,102.0,
1.5.0,2022-01-28,878,421.0,104.0
v1.4.2,2022-01-28,578,284.0,65.0
v1.4.1,2022-01-28,235,96.0,32.0
v1.4.0,2022-01-28,386,140.0,34.0
v1.3.0,2022-01-28,91,76.0,27.0
v1.2.1,2022-01-28,192,,
v1.1.0,2022-01-28,189,,
v1.0.0,2022-01-28,415,,
v1.6.0,2022-01-29,310,147.0,44.0
v1.5.1-beta,2022-01-29,238,102.0,
1.5.0,2022-01-29,878,421.0,104.0
v1.4.2,2022-01-29,578,284.0,65.0
v1.4.1,2022-01-29,235,96.0,32.0
v1.4.0,2022-01-29,386,140.0,34.0
v1.3.0,2022-01-29,91,76.0,27.0
v1.2.1,2022-01-29,192,,
v1.1.0,2022-01-29,189,,
v1.0.0,2022-01-29,416,,
v1.6.0,2022-01-30,324,147.0,44.0
v1.5.1-beta,2022-01-30,238,102.0,
1.5.0,2022-01-30,880,421.0,104.0
v1.4.2,2022-01-30,578,284.0,65.0
v1.4.1,2022-01-30,235,96.0,32.0
v1.4.0,2022-01-30,386,140.0,34.0
v1.3.0,2022-01-30,91,76.0,27.0
v1.2.1,2022-01-30,192,,
v1.1.0,2022-01-30,189,,
v1.0.0,2022-01-30,418,,
v1.6.0,2022-01-31,328,148.0,45.0
v1.5.1-beta,2022-01-31,238,102.0,
1.5.0,2022-01-31,880,421.0,104.0
v1.4.2,2022-01-31,578,284.0,65.0
v1.4.1,2022-01-31,235,96.0,32.0
v1.4.0,2022-01-31,386,140.0,34.0
v1.3.0,2022-01-31,91,76.0,27.0
v1.2.1,2022-01-31,192,,
v1.1.0,2022-01-31,189,,
v1.0.0,2022-01-31,419,,
v1.6.0,2022-02-01,335,153.0,46.0
v1.5.1-beta,2022-02-01,238,102.0,
1.5.0,2022-02-01,881,421.0,104.0
v1.4.2,2022-02-01,578,284.0,65.0
v1.4.1,2022-02-01,235,96.0,32.0
v1.4.0,2022-02-01,389,140.0,34.0
v1.3.0,2022-02-01,91,76.0,27.0
v1.2.1,2022-02-01,192,,
v1.1.0,2022-02-01,189,,
v1.0.0,2022-02-01,420,,
v1.6.0,2022-02-02,337,154.0,46.0
v1.5.1-beta,2022-02-02,238,102.0,
1.5.0,2022-02-02,883,421.0,104.0
v1.4.2,2022-02-02,578,284.0,65.0
v1.4.1,2022-02-02,235,96.0,32.0
v1.4.0,2022-02-02,389,140.0,34.0
v1.3.0,2022-02-02,91,76.0,27.0
v1.2.1,2022-02-02,192,,
v1.1.0,2022-02-02,189,,
v1.0.0,2022-02-02,422,,
v1.6.0,2022-02-03,338,154.0,49.0
v1.5.1-beta,2022-02-03,238,102.0,
1.5.0,2022-02-03,884,421.0,104.0
v1.4.2,2022-02-03,578,284.0,65.0
v1.4.1,2022-02-03,235,96.0,32.0
v1.4.0,2022-02-03,389,140.0,34.0
v1.3.0,2022-02-03,91,76.0,27.0
v1.2.1,2022-02-03,192,,
v1.1.0,2022-02-03,189,,
v1.0.0,2022-02-03,422,,
v1.6.0,2022-02-04,340,160.0,49.0
v1.5.1-beta,2022-02-04,238,102.0,
1.5.0,2022-02-04,884,421.0,104.0
v1.4.2,2022-02-04,578,284.0,65.0
v1.4.1,2022-02-04,235,96.0,32.0
v1.4.0,2022-02-04,389,140.0,34.0
v1.3.0,2022-02-04,91,76.0,27.0
v1.2.1,2022-02-04,192,,
v1.1.0,2022-02-04,189,,
v1.0.0,2022-02-04,424,,
v1.6.0,2022-02-05,341,164.0,51.0
v1.5.1-beta,2022-02-05,238,102.0,
1.5.0,2022-02-05,884,421.0,104.0
v1.4.2,2022-02-05,579,284.0,65.0
v1.4.1,2022-02-05,235,96.0,32.0
v1.4.0,2022-02-05,389,140.0,34.0
v1.3.0,2022-02-05,91,76.0,27.0
v1.2.1,2022-02-05,192,,
v1.1.0,2022-02-05,189,,
v1.0.0,2022-02-05,426,,
v1.6.0,2022-02-06,344,165.0,51.0
v1.5.1-beta,2022-02-06,238,102.0,
1.5.0,2022-02-06,884,421.0,104.0
v1.4.2,2022-02-06,579,284.0,65.0
v1.4.1,2022-02-06,235,96.0,32.0
v1.4.0,2022-02-06,389,140.0,34.0
v1.3.0,2022-02-06,91,76.0,27.0
v1.2.1,2022-02-06,192,,
v1.1.0,2022-02-06,189,,
v1.0.0,2022-02-06,428,,
v1.6.0,2022-02-07,348,168.0,51.0
v1.5.1-beta,2022-02-07,238,102.0,
1.5.0,2022-02-07,885,421.0,104.0
v1.4.2,2022-02-07,580,284.0,65.0
v1.4.1,2022-02-07,235,96.0,32.0
v1.4.0,2022-02-07,389,140.0,34.0
v1.3.0,2022-02-07,91,76.0,27.0
v1.2.1,2022-02-07,192,,
v1.1.0,2022-02-07,189,,
v1.0.0,2022-02-07,429,,
v1.6.0,2022-02-08,352,176.0,52.0
v1.5.1-beta,2022-02-08,238,102.0,
1.5.0,2022-02-08,885,421.0,104.0
v1.4.2,2022-02-08,580,284.0,65.0
v1.4.1,2022-02-08,235,96.0,32.0
v1.4.0,2022-02-08,389,140.0,34.0
v1.3.0,2022-02-08,91,76.0,27.0
v1.2.1,2022-02-08,192,,
v1.1.0,2022-02-08,189,,
v1.0.0,2022-02-08,429,,
v1.6.0,2022-02-09,358,183.0,53.0
v1.5.1-beta,2022-02-09,238,102.0,
1.5.0,2022-02-09,887,421.0,104.0
v1.4.2,2022-02-09,580,284.0,65.0
v1.4.1,2022-02-09,235,96.0,32.0
v1.4.0,2022-02-09,390,140.0,35.0
v1.3.0,2022-02-09,91,76.0,27.0
v1.2.1,2022-02-09,192,,
v1.1.0,2022-02-09,189,,
v1.0.0,2022-02-09,429,,
v1.6.0,2022-02-10,363,185.0,55.0
v1.5.1-beta,2022-02-10,239,102.0,
1.5.0,2022-02-10,887,421.0,104.0
v1.4.2,2022-02-10,580,285.0,65.0
v1.4.1,2022-02-10,235,96.0,32.0
v1.4.0,2022-02-10,391,140.0,35.0
v1.3.0,2022-02-10,91,76.0,27.0
v1.2.1,2022-02-10,192,,
v1.1.0,2022-02-10,189,,
v1.0.0,2022-02-10,431,,
v1.6.0,2022-02-11,381,186.0,58.0
v1.5.1-beta,2022-02-11,239,102.0,
1.5.0,2022-02-11,888,421.0,104.0
v1.4.2,2022-02-11,580,285.0,65.0
v1.4.1,2022-02-11,235,96.0,32.0
v1.4.0,2022-02-11,392,140.0,35.0
v1.3.0,2022-02-11,91,76.0,27.0
v1.2.1,2022-02-11,192,,
v1.1.0,2022-02-11,189,,
v1.0.0,2022-02-11,432,,
v1.6.1,2022-02-12,6,0.0,0.0
v1.6.0,2022-02-12,396,191.0,58.0
v1.5.1-beta,2022-02-12,240,102.0,
1.5.0,2022-02-12,888,421.0,104.0
v1.4.2,2022-02-12,581,285.0,65.0
v1.4.1,2022-02-12,235,96.0,32.0
v1.4.0,2022-02-12,392,140.0,35.0
v1.3.0,2022-02-12,91,76.0,27.0
v1.2.1,2022-02-12,192,,
v1.1.0,2022-02-12,189,,
v1.0.0,2022-02-12,433,,
v1.6.1,2022-02-13,17,6.0,2.0
v1.6.0,2022-02-13,396,194.0,58.0
v1.5.1-beta,2022-02-13,240,102.0,
1.5.0,2022-02-13,888,421.0,104.0
v1.4.2,2022-02-13,581,285.0,65.0
v1.4.1,2022-02-13,235,96.0,32.0
v1.4.0,2022-02-13,392,140.0,35.0
v1.3.0,2022-02-13,91,76.0,27.0
v1.2.1,2022-02-13,192,,
v1.1.0,2022-02-13,189,,
v1.0.0,2022-02-13,433,,
v1.6.1,2022-02-14,32,6.0,4.0
v1.6.0,2022-02-14,397,196.0,59.0
v1.5.1-beta,2022-02-14,240,102.0,
1.5.0,2022-02-14,888,421.0,104.0
v1.4.2,2022-02-14,581,285.0,65.0
v1.4.1,2022-02-14,235,96.0,32.0
v1.4.0,2022-02-14,392,140.0,35.0
v1.3.0,2022-02-14,91,76.0,27.0
v1.2.1,2022-02-14,192,,
v1.1.0,2022-02-14,189,,
v1.0.0,2022-02-14,433,,
v1.6.1,2022-02-15,42,6.0,6.0
v1.6.0,2022-02-15,397,199.0,59.0
v1.5.1-beta,2022-02-15,240,102.0,
1.5.0,2022-02-15,888,421.0,104.0
