,Time,base_name,base_volume,last_price,pool,quote_name,quote_volume,coingeckoVolume
19029,2021-07-05 23:00:38.280037,BCH,21248.546277085,225.47501921,BCH_DFI,DFI,21074.4822044842,2064677.6799900627
19030,2021-07-06 00:01:54.396269,ETH,144895.89854917,979.23729495,ETH_DFI,DFI,92362.08251097644,2111770.5209144223
19031,2021-07-06 00:01:54.396269,BTC,383074.8948763201,14994.2876541,BTC_DFI,DFI,169211.4758818722,2111770.5209144223
19032,2021-07-06 00:01:54.396269,USDT,158183.75024936997,0.44054647,USDT_DFI,DFI,272093.50614364544,2111770.5209144223
19033,2021-07-06 00:01:54.396269,DOGE,11293.432063809993,0.10296213,DOGE_DFI,DFI,4878.55175661,2111770.5209144223
19034,2021-07-06 00:01:54.396269,LTC,58274.5492061856,61.27289511,LTC_DFI,DFI,44431.57720651101,2111770.5209144223
19035,2021-07-06 00:01:54.396269,BCH,21011.509052968,225.47798376,BCH_DFI,DFI,20899.5055913446,2111770.5209144223
19036,2021-07-06 01:01:01.270117,ETH,166495.77442352875,978.71601316,ETH_DFI,DFI,93187.29535248282,2047459.217950008
19037,2021-07-06 01:01:01.270117,BTC,386102.7976612801,14995.52976638,BTC_DFI,DFI,174826.87906445705,2047459.217950008
19038,2021-07-06 01:01:01.270117,USDT,166322.85142961997,0.44037052,USDT_DFI,DFI,261053.1554516325,2047459.217950008
19039,2021-07-06 01:01:01.270117,DOGE,11424.503328196504,0.10296213,DOGE_DFI,DFI,4921.53459147,2047459.217950008
19040,2021-07-06 01:01:01.270117,LTC,59036.55566524639,61.27289511,LTC_DFI,DFI,44644.424847097005,2047459.217950008
19041,2021-07-06 01:01:01.270117,BCH,17984.021792350202,225.09459355,BCH_DFI,DFI,21083.6651044842,2047459.217950008
19042,2021-07-06 02:00:59.034322,ETH,148263.9899561394,979.0397213,ETH_DFI,DFI,94814.156379787,1965671.1738875804
19043,2021-07-06 02:00:59.034322,BTC,383603.0279356801,14996.04259145,BTC_DFI,DFI,173624.4855687201,1965671.1738875804
19044,2021-07-06 02:00:59.034322,USDT,166322.86424222996,0.44038569,USDT_DFI,DFI,243937.2275799709,1965671.1738875804
19045,2021-07-06 02:00:59.034322,DOGE,11242.769938663929,0.10296213,DOGE_DFI,DFI,4878.55175661,1965671.1738875804
19046,2021-07-06 02:00:59.034322,LTC,58302.80054082509,61.27411239,LTC_DFI,DFI,44272.18668827191,1965671.1738875804
19047,2021-07-06 02:00:59.034322,BCH,17313.7116412568,225.09459355,BCH_DFI,DFI,19242.4282913446,1965671.1738875804
19048,2021-07-06 03:01:47.266237,ETH,139590.0152843808,979.04343667,ETH_DFI,DFI,94473.656379787,1908262.177909068
19049,2021-07-06 03:01:47.266237,BTC,374146.4222939201,14996.29460714,BTC_DFI,DFI,173298.48819164102,1908262.177909068
19050,2021-07-06 03:01:47.266237,USDT,166349.24991960995,0.44038107,USDT_DFI,DFI,232150.3887799709,1908262.177909068
19051,2021-07-06 03:01:47.266237,DOGE,11271.44936008282,0.10296213,DOGE_DFI,DFI,4878.55175661,1908262.177909068
19052,2021-07-06 03:01:47.266237,LTC,58034.68390400589,61.27411239,LTC_DFI,DFI,44272.18668827191,1908262.177909068
19053,2021-07-06 03:01:47.266237,BCH,17293.3673010728,225.09459355,BCH_DFI,DFI,19242.4282913446,1908262.177909068
19054,2021-07-06 04:01:32.418866,ETH,140194.3525750878,979.04405246,ETH_DFI,DFI,95354.3434124907,1916692.3966891791
19055,2021-07-06 04:01:32.418866,BTC,425926.83865158015,14980.97465466,BTC_DFI,DFI,176438.7208117299,1916692.3966891791
19056,2021-07-06 04:01:32.418866,USDT,166349.24991960995,0.4403814,USDT_DFI,DFI,234178.4920923543,1916692.3966891791
19057,2021-07-06 04:01:32.418866,DOGE,11292.26741725491,0.10296213,DOGE_DFI,DFI,4921.53459147,1916692.3966891791
19058,2021-07-06 04:01:32.418866,LTC,58315.36850817599,61.27411239,LTC_DFI,DFI,44662.25000711131,1916692.3966891791
19059,2021-07-06 04:01:32.418866,BCH,17376.4400234908,225.09459355,BCH_DFI,DFI,19411.9651044842,1916692.3966891791
19060,2021-07-06 05:01:35.084358,ETH,144953.7994874814,980.54041737,ETH_DFI,DFI,102218.3728712644,1949708.343326012
19061,2021-07-06 05:01:35.084358,BTC,300292.94580732,14980.348504,BTC_DFI,DFI,192282.44950843864,1949708.343326012
19062,2021-07-06 05:01:35.084358,USDT,176106.78628109,0.43910808,USDT_DFI,DFI,237963.811220594,1949708.343326012
19063,2021-07-06 05:01:35.084358,DOGE,12757.172137663398,0.10332437,DOGE_DFI,DFI,7086.860787888,1949708.343326012
19064,2021-07-06 05:01:35.084358,LTC,59597.30117796779,61.82665726,LTC_DFI,DFI,57101.230326046105,1949708.343326012
19065,2021-07-06 05:01:35.084358,BCH,18069.7086049368,224.98307259,BCH_DFI,DFI,19691.6237307634,1949708.343326012
19066,2021-07-06 08:01:28.227441,ETH,131304.41366546418,994.41388779,ETH_DFI,DFI,244892.92902686368,1969227.8831708657
19067,2021-07-06 08:01:28.227441,BTC,343738.99061854,14957.24325506,BTC_DFI,DFI,221848.0761835221,1969227.8831708657
19068,2021-07-06 08:01:28.227441,USDT,249637.95598161,0.4338066,USDT_DFI,DFI,257717.69987326587,1969227.8831708657
19069,2021-07-06 08:01:28.227441,DOGE,12706.702446916684,0.10333846,DOGE_DFI,DFI,7121.810787888,1969227.8831708657
19070,2021-07-06 08:01:28.227441,LTC,24370.652514384,61.31944985,LTC_DFI,DFI,41443.9652255438,1969227.8831708657
19071,2021-07-06 08:01:28.227441,BCH,17463.289344883204,224.87104438,BCH_DFI,DFI,18963.7318087019,1969227.8831708657
19072,2021-07-06 09:00:39.936106,ETH,131760.67619177187,995.65353633,ETH_DFI,DFI,260282.05838647747,1983687.134505199
19073,2021-07-06 09:00:39.936106,BTC,399783.1254567999,14940.3602575,BTC_DFI,DFI,217595.67214668656,1983687.134505199
19074,2021-07-06 09:00:39.936106,USDT,256411.7108667,0.4334053,USDT_DFI,DFI,220308.060798072,1983687.134505199
19075,2021-07-06 09:00:39.936106,DOGE,12217.45017174964,0.10333846,DOGE_DFI,DFI,7152.376499424,1983687.134505199
19076,2021-07-06 09:00:39.936106,LTC,28357.496446769,61.1265009,LTC_DFI,DFI,39582.546110055,1983687.134505199
