,fiatAmount,fiatCurrency,date,cryptoAmount,cryptoCurrency,order
1,9.13,EUR,2021-08-27T16:42:54.000Z,3.7808038,DFI,buy
3,91.28,EUR,2021-08-27T16:42:54.000Z,37.79975586,DFI,buy
14,100.0,EUR,2021-08-28T19:46:05.000Z,41.16371744,DFI,buy
9,25.0,EUR,2021-08-28T19:46:05.000Z,10.29092936,DFI,buy
38,250.0,EUR,2021-08-30T20:41:11.000Z,104.07348665,DFI,buy
36,20.0,EUR,2021-08-30T20:41:11.000Z,8.32587893,DFI,buy
18,91.53,EUR,2021-08-30T20:41:11.000Z,38.10338493,DFI,buy
19,100.0,EUR,2021-08-30T20:41:11.000Z,41.62939466,DFI,buy
16,25.0,EUR,2021-08-30T20:41:11.000Z,10.40734867,DFI,buy
24,45.77,EUR,2021-08-30T20:41:11.000Z,19.05377394,DFI,buy
89,500.0,EUR,2021-08-30T20:53:17.000Z,208.14695722,DFI,buy
8,50.0,EUR,2021-08-30T20:57:46.000Z,0.00121246,dBTC,buy
29,100.0,EUR,2021-08-30T20:57:46.000Z,0.00242493,dBTC,buy
25,150.0,EUR,2021-08-30T20:57:46.000Z,0.05391489,dETH,buy
17,50.0,EUR,2021-08-30T22:29:00.000Z,21.08046842,DFI,buy
26,10.0,EUR,2021-08-31T00:07:43.000Z,4.27555231,DFI,buy
37,50.0,EUR,2021-08-31T00:07:43.000Z,21.37776154,DFI,buy
0,20.0,EUR,2021-08-31T00:07:43.000Z,8.55110462,DFI,buy
113,30.0,EUR,2021-08-31T13:35:44.000Z,12.57099373,DFI,buy
118,45.51,EUR,2021-08-31T13:35:44.000Z,19.0701975,DFI,buy
183,500.0,EUR,2021-08-31T13:35:44.000Z,209.51656225,DFI,buy
109,908.82,EUR,2021-08-31T13:35:44.000Z,380.8256842,DFI,buy
108,90.88,EUR,2021-08-31T13:35:44.000Z,38.08173035,DFI,buy
4,90.91,EUR,2021-08-31T13:35:44.000Z,38.09430135,DFI,buy
22,900.0,EUR,2021-08-31T13:35:44.000Z,377.12981204,DFI,buy
96,45.44,EUR,2021-08-31T13:35:44.000Z,19.04086518,DFI,buy
92,272.65,EUR,2021-08-31T13:35:44.000Z,114.24938139,DFI,buy
119,45.51,EUR,2021-08-31T14:15:27.000Z,0.00112779,dBTC,buy
111,100.0,EUR,2021-08-31T22:57:27.000Z,42.5813017,DFI,buy
114,25.0,EUR,2021-08-31T22:57:27.000Z,10.64532543,DFI,buy
91,10.0,EUR,2021-08-31T22:57:27.000Z,4.25813017,DFI,buy
161,50.0,EUR,2021-08-31T22:57:27.000Z,21.29065085,DFI,buy
120,20.0,EUR,2021-08-31T22:57:27.000Z,8.51626034,DFI,buy
158,15.0,EUR,2021-08-31T22:57:27.000Z,6.38719526,DFI,buy
151,41.5,EUR,2021-08-31T22:57:34.000Z,0.00104663,dBTC,buy
185,150.0,EUR,2021-09-01T11:14:22.000Z,62.89369955,DFI,buy
124,100.0,EUR,2021-09-01T11:14:22.000Z,41.92913303,DFI,buy
201,500.0,EUR,2021-09-01T11:14:22.000Z,209.64566516,DFI,buy
121,20.0,EUR,2021-09-01T11:14:22.000Z,8.38582661,DFI,buy
198,908.29,EUR,2021-09-01T11:14:22.000Z,380.83812242,DFI,buy
117,50.0,EUR,2021-09-01T11:14:22.000Z,20.96456652,DFI,buy
23,900.0,EUR,2021-09-01T11:14:22.000Z,377.36219729,DFI,buy
137,10.0,EUR,2021-09-01T11:14:22.000Z,4.1929133,DFI,buy
194,90.83,EUR,2021-09-01T11:14:22.000Z,38.08423153,DFI,buy
209,10.0,EUR,2021-09-01T11:23:51.000Z,0.00024832,dBTC,buy
204,75.0,EUR,2021-09-01T11:23:51.000Z,0.00186243,dBTC,buy
218,100.0,EUR,2021-09-01T11:23:51.000Z,0.00248324,dBTC,buy
217,20.0,EUR,2021-09-01T11:23:51.000Z,0.00049665,dBTC,buy
203,100.0,EUR,2021-09-01T11:39:38.000Z,0.0335072,dETH,buy
205,10.0,EUR,2021-09-01T16:59:17.000Z,4.19286632,DFI,buy
116,100.0,EUR,2021-09-01T18:41:19.000Z,40.91950837,DFI,buy
227,10.0,EUR,2021-09-01T18:41:19.000Z,0.00024275,dBTC,buy
226,25.0,EUR,2021-09-01T18:41:19.000Z,10.22987709,DFI,buy
112,25.0,EUR,2021-09-02T13:47:46.000Z,10.26022898,DFI,buy
216,54.47,EUR,2021-09-02T13:47:46.000Z,22.35498691,DFI,buy
193,10.0,EUR,2021-09-02T13:47:46.000Z,4.10409159,DFI,buy
250,45.39,EUR,2021-09-02T13:47:46.000Z,18.62847174,DFI,buy
186,280.0,EUR,2021-09-02T13:47:46.000Z,114.91456463,DFI,buy
225,90.79,EUR,2021-09-02T13:47:46.000Z,37.26104758,DFI,buy
228,20.0,EUR,2021-09-02T13:47:46.000Z,8.20818319,DFI,buy
40,900.0,EUR,2021-09-02T13:47:46.000Z,369.36824345,DFI,buy
230,100.0,EUR,2021-09-02T13:47:46.000Z,41.04091594,DFI,buy
254,23.19,EUR,2021-09-02T13:52:30.000Z,0.00056293,dBTC,buy
249,194.0,EUR,2021-09-02T13:52:30.000Z,0.06244605,dETH,buy
237,100.0,EUR,2021-09-02T13:52:30.000Z,0.03218868,dETH,buy
211,200.0,EUR,2021-09-02T13:52:30.000Z,0.00485496,dBTC,buy
256,50.0,EUR,2021-09-03T02:31:57.000Z,20.59913648,DFI,buy
269,45.32,EUR,2021-09-03T02:31:57.000Z,18.6710573,DFI,buy
197,36315.04,EUR,2021-09-03T02:31:57.000Z,14961.1693035,DFI,buy
255,10.0,EUR,2021-09-03T02:31:57.000Z,4.1198273,DFI,buy
2,400.0,EUR,2021-09-03T02:31:57.000Z,164.79309183,DFI,buy
280,9.06,EUR,2021-09-03T14:16:44.000Z,3.58212202,DFI,buy
390,500.0,EUR,2021-09-03T14:16:44.000Z,197.68885322,DFI,buy
451,200.0,EUR,2021-09-03T14:16:44.000Z,0.05954501,dETH,buy
239,25.0,EUR,2021-09-03T14:16:44.000Z,9.88444266,DFI,buy
383,80.0,EUR,2021-09-03T14:16:44.000Z,0.00186869,dBTC,buy
433,45.33,EUR,2021-09-03T14:16:44.000Z,0.00105884,dBTC,buy
342,18.13,EUR,2021-09-03T14:16:44.000Z,7.16819782,DFI,buy
190,200.0,EUR,2021-09-03T14:16:44.000Z,79.07554129,DFI,buy
385,181.35,EUR,2021-09-03T14:16:44.000Z,71.70174706,DFI,buy
422,43.0,EUR,2021-09-03T14:16:44.000Z,17.00124138,DFI,buy
331,50.0,EUR,2021-09-03T14:16:44.000Z,19.76888532,DFI,buy
41,900.0,EUR,2021-09-03T14:16:44.000Z,355.8399358,DFI,buy
468,10.0,EUR,2021-09-03T14:35:10.000Z,3.96766458,DFI,buy
485,41.0,EUR,2021-09-03T14:35:10.000Z,16.2674248,DFI,buy
484,20.0,EUR,2021-09-03T14:35:10.000Z,7.93532917,DFI,buy
281,100.0,EUR,2021-09-03T14:35:10.000Z,39.67664585,DFI,buy
393,35.0,EUR,2021-09-03T14:35:10.000Z,13.88682605,DFI,buy
231,100.0,EUR,2021-09-03T17:18:48.000Z,39.53777064,DFI,buy
229,1000.0,EUR,2021-09-03T18:18:47.000Z,395.40663372,DFI,buy
388,900.0,EUR,2021-09-06T10:14:01.000Z,353.04808894,DFI,buy
590,25.0,EUR,2021-09-06T10:14:01.000Z,9.80689136,DFI,buy
603,10.0,EUR,2021-09-06T10:14:01.000Z,3.92275654,DFI,buy
486,150.0,EUR,2021-09-06T10:14:01.000Z,58.84134816,DFI,buy
270,100.0,EUR,2021-09-06T10:14:01.000Z,39.22756544,DFI,buy
498,15.68,EUR,2021-09-06T10:14:01.000Z,6.15088226,DFI,buy
271,500.0,EUR,2021-09-06T10:14:01.000Z,196.13782719,DFI,buy
432,117.84,EUR,2021-09-06T10:14:01.000Z,46.22576311,DFI,buy
394,50.0,EUR,2021-09-06T10:14:01.000Z,19.61378272,DFI,buy
420,45.32,EUR,2021-09-06T10:14:01.000Z,17.77793266,DFI,buy
624,100.0,EUR,2021-09-06T10:18:29.000Z,0.00229412,dBTC,buy
562,10.0,EUR,2021-09-06T10:57:36.000Z,3.92275654,DFI,buy
570,500.0,EUR,2021-09-06T10:57:36.000Z,196.13782719,DFI,buy
575,10.0,EUR,2021-09-06T12:46:34.000Z,2.01135133,DFI,buy
493,10.0,EUR,2021-09-06T12:55:40.000Z,2.01135476,DFI,buy
561,10.0,EUR,2021-09-06T12:55:40.000Z,3.41756566,DFI,buy
626,100.0,EUR,2021-09-06T12:55:40.000Z,34.17565662,DFI,buy
567,5.0,EUR,2021-09-06T12:55:40.000Z,1.70878283,DFI,buy
187,350.0,EUR,2021-09-06T13:01:14.000Z,137.29647903,DFI,buy
453,20.0,EUR,2021-09-06T15:37:14.000Z,7.72043145,DFI,buy
236,10.0,EUR,2021-09-06T15:37:14.000Z,3.86021572,DFI,buy
387,200.0,EUR,2021-09-06T15:37:14.000Z,77.20431446,DFI,buy
500,100.0,EUR,2021-09-06T15:37:14.000Z,38.60215723,DFI,buy
431,50.0,EUR,2021-09-06T15:37:14.000Z,19.30107862,DFI,buy
602,10.0,EUR,2021-09-06T15:39:29.000Z,0.00023072,dBTC,buy
560,900.0,EUR,2021-09-06T15:39:29.000Z,0.02076465,dBTC,buy
588,25.0,EUR,2021-09-06T15:39:29.000Z,0.0005768,dBTC,buy
392,50.0,EUR,2021-09-06T17:38:24.000Z,19.61378272,DFI,buy
42,900.0,EUR,2021-09-06T18:06:03.000Z,353.04808894,DFI,buy
336,200.0,EUR,2021-09-06T20:05:04.000Z,77.20426991,DFI,buy
685,45.83,EUR,2021-09-07T09:04:46.000Z,0.00105523,dBTC,buy
674,45.83,EUR,2021-09-07T09:04:46.000Z,18.24791287,DFI,buy
711,200.0,EUR,2021-09-07T09:04:46.000Z,0.00460498,dBTC,buy
615,900.0,EUR,2021-09-07T09:04:46.000Z,358.34871441,DFI,buy
332,50.0,EUR,2021-09-07T09:04:46.000Z,19.90826191,DFI,buy
195,183.3,EUR,2021-09-07T09:04:46.000Z,72.98368817,DFI,buy
494,10.0,EUR,2021-09-07T09:04:46.000Z,3.98165238,DFI,buy
558,9.17,EUR,2021-09-07T09:04:46.000Z,3.65117523,DFI,buy
242,100.0,EUR,2021-09-07T09:04:46.000Z,39.81652382,DFI,buy
676,50.0,EUR,2021-09-07T09:47:08.000Z,19.90826191,DFI,buy
589,10.0,EUR,2021-09-07T12:37:50.000Z,3.98165238,DFI,buy
212,1000.0,EUR,2021-09-07T13:14:52.000Z,0.02334267,dBTC,buy
716,500.0,EUR,2021-09-07T13:14:52.000Z,199.79200143,DFI,buy
45,900.0,EUR,2021-09-07T13:14:52.000Z,359.62560257,DFI,buy
725,100.0,EUR,2021-09-07T13:14:52.000Z,39.95840029,DFI,buy
759,100.0,EUR,2021-09-07T20:38:48.000Z,43.14135432,DFI,buy
715,50.0,EUR,2021-09-07T20:38:48.000Z,21.57067716,DFI,buy
724,30.0,EUR,2021-09-07T21:24:24.000Z,0.00074941,dBTC,buy
761,175.0,EUR,2021-09-07T21:24:24.000Z,195.6529616,dUSDC,buy
559,600.0,EUR,2021-09-07T21:24:24.000Z,0.01498819,dBTC,buy
701,100.0,EUR,2021-09-07T21:24:24.000Z,111.8016923,dUSDC,buy
159,700.0,EUR,2021-09-08T09:11:14.000Z,301.98948027,DFI,buy
710,20000.0,EUR,2021-09-08T09:36:34.000Z,8926.34439042,DFI,buy
633,9.14,EUR,2021-09-08T09:36:34.000Z,4.07933939,DFI,buy
774,10.0,EUR,2021-09-08T09:36:34.000Z,4.4631722,DFI,buy
782,400.0,EUR,2021-09-08T09:36:34.000Z,178.52688781,DFI,buy
785,20.0,EUR,2021-09-08T09:36:34.000Z,8.92634439,DFI,buy
695,50.0,EUR,2021-09-08T09:36:34.000Z,22.31586098,DFI,buy
46,900.0,EUR,2021-09-08T09:36:34.000Z,401.68549757,DFI,buy
800,822.38,EUR,2021-09-08T09:36:34.000Z,367.04235499,DFI,buy
192,850.0,EUR,2021-09-08T09:36:34.000Z,379.36963659,DFI,buy
691,50.0,EUR,2021-09-08T09:37:48.000Z,0.00128622,dBTC,buy
213,790.0,EUR,2021-09-08T20:04:45.000Z,0.02003198,dBTC,buy
867,200.0,EUR,2021-09-08T20:04:45.000Z,0.00507139,dBTC,buy
702,50.0,EUR,2021-09-08T20:04:45.000Z,58.92122427,dUSDC,buy
136,53.0,EUR,2021-09-08T20:04:45.000Z,0.00134392,dBTC,buy
836,10.0,EUR,2021-09-08T20:04:45.000Z,0.00025357,dBTC,buy
801,200.0,EUR,2021-09-08T20:04:45.000Z,0.00507138,dBTC,buy
818,150.0,EUR,2021-09-08T20:04:45.000Z,0.00380354,dBTC,buy
795,250.0,EUR,2021-09-08T20:04:45.000Z,0.00633923,dBTC,buy
837,150.0,EUR,2021-09-08T20:04:45.000Z,0.05100891,dETH,buy
565,580.0,EUR,2021-09-08T22:00:58.000Z,254.554183,DFI,buy
452,900.0,EUR,2021-09-08T22:00:58.000Z,394.99787017,DFI,buy
396,150.0,EUR,2021-09-08T22:00:58.000Z,65.83297836,DFI,buy
758,151.89,EUR,2021-09-08T22:00:58.000Z,66.66247389,DFI,buy
875,822.05,EUR,2021-09-08T22:00:58.000Z,360.78666575,DFI,buy
726,2700.0,EUR,2021-09-08T22:00:58.000Z,1184.99361051,DFI,buy
677,10.0,EUR,2021-09-08T22:00:58.000Z,4.38886522,DFI,buy
492,100.0,EUR,2021-09-08T22:00:58.000Z,43.88865224,DFI,buy
601,20.0,EUR,2021-09-08T22:00:58.000Z,8.77773045,DFI,buy
844,10.0,EUR,2021-09-09T02:35:00.000Z,4.38886522,DFI,buy
839,15.0,EUR,2021-09-09T04:34:07.000Z,6.58329784,DFI,buy
927,50.0,EUR,2021-09-09T12:19:25.000Z,0.01675098,dETH,buy
798,5.0,EUR,2021-09-09T12:19:25.000Z,0.00012684,dBTC,buy
434,45.73,EUR,2021-09-09T12:19:25.000Z,0.00116003,dBTC,buy
964,50.0,EUR,2021-09-09T12:19:25.000Z,0.00127052,dBTC,buy
843,914.68,EUR,2021-09-09T12:19:25.000Z,0.02320272,dBTC,buy
690,100.0,EUR,2021-09-09T12:19:25.000Z,0.0025367,dBTC,buy
571,45.73,EUR,2021-09-09T12:39:27.000Z,20.07006858,DFI,buy
384,40.0,EUR,2021-09-09T12:39:27.000Z,17.55527538,DFI,buy
44,900.0,EUR,2021-09-09T12:39:27.000Z,394.99369609,DFI,buy
240,35.0,EUR,2021-09-09T12:39:27.000Z,15.36086596,DFI,buy
272,700.0,EUR,2021-09-09T12:39:27.000Z,307.21731918,DFI,buy
232,200.0,EUR,2021-09-09T12:39:27.000Z,87.77637691,DFI,buy
936,9.15,EUR,2021-09-09T12:39:27.000Z,4.01576924,DFI,buy
891,500.0,EUR,2021-09-09T12:39:27.000Z,219.44094227,DFI,buy
931,50.0,EUR,2021-09-09T12:39:27.000Z,21.94409423,DFI,buy
930,55.0,EUR,2021-09-09T12:39:27.000Z,24.13850365,DFI,buy
924,182.94,EUR,2021-09-09T12:39:27.000Z,80.28905196,DFI,buy
937,15.0,EUR,2021-09-09T12:39:27.000Z,6.58322827,DFI,buy
803,10.0,EUR,2021-09-09T12:39:27.000Z,4.38881885,DFI,buy
900,23.0,EUR,2021-09-09T12:39:27.000Z,10.09428334,DFI,buy
965,20.0,EUR,2021-09-09T12:39:27.000Z,8.77763769,DFI,buy
454,900.0,EUR,2021-09-09T18:57:23.000Z,261.56231501,DFI,buy
874,5000.0,EUR,2021-09-09T18:57:23.000Z,2179.68595843,DFI,buy
631,1000.0,EUR,2021-09-09T18:57:23.000Z,435.93719169,DFI,buy
966,25.0,EUR,2021-09-09T18:57:23.000Z,10.89842979,DFI,buy
994,4000.0,EUR,2021-09-09T18:57:23.000Z,1743.74876675,DFI,buy
455,600.0,EUR,2021-09-09T18:57:23.000Z,261.56231501,DFI,buy
995,11.0,EUR,2021-09-09T18:57:23.000Z,4.79530911,DFI,buy
706,10.0,EUR,2021-09-09T18:57:23.000Z,4.35937192,DFI,buy
972,10.0,EUR,2021-09-09T19:25:13.000Z,11.96178885,dUSDC,buy
838,800.0,EUR,2021-09-09T19:25:13.000Z,0.2729524,dETH,buy
464,600.0,EUR,2021-09-09T19:25:13.000Z,0.01509633,dBTC,buy
955,10.0,EUR,2021-09-09T19:25:13.000Z,0.00025161,dBTC,buy
604,200.0,EUR,2021-09-10T15:00:19.000Z,89.13359942,DFI,buy
126,1000.0,EUR,2021-09-10T15:00:19.000Z,401.10119738,DFI,buy
241,325.0,EUR,2021-09-10T15:00:19.000Z,144.84209905,DFI,buy
1061,2.0,EUR,2021-09-10T15:00:19.000Z,0.89133599,DFI,buy
799,825.9,EUR,2021-09-10T15:00:19.000Z,368.07719879,DFI,buy
128,50.0,EUR,2021-09-10T15:00:19.000Z,401.10119738,DFI,buy
43,900.0,EUR,2021-09-10T15:00:19.000Z,401.10119738,DFI,buy
899,25.0,EUR,2021-09-10T15:00:19.000Z,11.14169993,DFI,buy
593,35.0,EUR,2021-09-10T15:00:19.000Z,15.5983799,DFI,buy
27,45.88,EUR,2021-09-10T15:00:19.000Z,20.44724771,DFI,buy
574,100.0,EUR,2021-09-10T15:00:19.000Z,44.56679971,DFI,buy
888,10.0,EUR,2021-09-10T15:00:19.000Z,4.45667997,DFI,buy
1044,250.0,EUR,2021-09-10T15:00:19.000Z,111.41699927,DFI,buy
998,27.89,EUR,2021-09-10T15:00:19.000Z,12.42968044,DFI,buy
1054,25.0,EUR,2021-09-10T15:01:03.000Z,0.00876895,dETH,buy
1142,100.0,EUR,2021-09-10T15:01:03.000Z,0.0025755,dBTC,buy
1090,91.77,EUR,2021-09-10T15:01:03.000Z,0.00236033,dBTC,buy
819,50.0,EUR,2021-09-10T15:01:03.000Z,0.001286,dBTC,buy
517,181.29,EUR,2021-09-12T12:06:42.000Z,70.11565193,DFI,buy
950,700.0,EUR,2021-09-13T14:06:36.000Z,311.96759796,DFI,buy
47,900.0,EUR,2021-09-13T16:01:36.000Z,419.67739776,DFI,buy
483,50.0,EUR,2021-09-13T16:01:36.000Z,23.31541099,DFI,buy
876,15.0,EUR,2021-09-13T16:01:36.000Z,6.9946233,DFI,buy
1226,275.35,EUR,2021-09-13T16:01:36.000Z,128.3979683,DFI,buy
1219,5.0,EUR,2021-09-13T16:01:36.000Z,2.3315411,DFI,buy
1178,9.18,EUR,2021-09-13T16:01:36.000Z,4.28070946,DFI,buy
717,500.0,EUR,2021-09-13T16:01:36.000Z,233.15410987,DFI,buy
901,25.0,EUR,2021-09-13T16:01:36.000Z,11.65770549,DFI,buy
1126,20.0,EUR,2021-09-13T16:01:36.000Z,9.32616439,DFI,buy
1153,3.0,EUR,2021-09-13T16:01:36.000Z,1.39892466,DFI,buy
952,800.0,EUR,2021-09-13T16:01:36.000Z,373.04657579,DFI,buy
1063,400.0,EUR,2021-09-13T16:01:36.000Z,186.52328789,DFI,buy
1052,10.0,EUR,2021-09-13T16:01:36.000Z,4.6630822,DFI,buy
805,250.0,EUR,2021-09-13T16:01:36.000Z,116.57705493,DFI,buy
1139,3000.0,EUR,2021-09-13T16:01:36.000Z,1398.92465921,DFI,buy
1232,91.78,EUR,2021-09-13T16:01:36.000Z,42.79776841,DFI,buy
399,100.0,EUR,2021-09-13T16:01:36.000Z,46.63082197,DFI,buy
1174,10.0,EUR,2021-09-13T16:26:39.000Z,0.06515034,dLTC,buy
1138,500.0,EUR,2021-09-13T16:26:39.000Z,0.01340213,dBTC,buy
1244,10.0,EUR,2021-09-13T16:26:39.000Z,0.00026804,dBTC,buy
1208,9.18,EUR,2021-09-13T16:26:39.000Z,0.00024606,dBTC,buy
1182,90.0,EUR,2021-09-13T16:26:39.000Z,0.00241238,dBTC,buy
1086,50.0,EUR,2021-09-13T16:26:39.000Z,0.32575169,dLTC,buy
1053,250.0,EUR,2021-09-13T16:26:39.000Z,0.09145074,dETH,buy
619,50.0,EUR,2021-09-13T16:26:39.000Z,0.00134021,dBTC,buy
1065,50.0,EUR,2021-09-13T16:26:39.000Z,0.01829015,dETH,buy
1217,45.89,EUR,2021-09-13T16:26:39.000Z,0.0167867,dETH,buy
953,50.0,EUR,2021-09-13T16:28:12.000Z,0.00134021,dBTC,buy
1087,50.0,EUR,2021-09-13T16:28:12.000Z,59.00011831,dUSDC,buy
334,50.0,EUR,2021-09-14T20:53:50.000Z,22.08076444,DFI,buy
1308,822.37,EUR,2021-09-14T20:53:50.000Z,363.1711651,DFI,buy
1145,10.0,EUR,2021-09-14T20:53:50.000Z,4.41615289,DFI,buy
1211,5.0,EUR,2021-09-14T20:53:50.000Z,2.20807644,DFI,buy
188,80.0,EUR,2021-09-14T20:53:50.000Z,35.32922311,DFI,buy
1170,900.0,EUR,2021-09-14T20:53:50.000Z,397.45375998,DFI,buy
233,230.0,EUR,2021-09-14T20:53:50.000Z,101.57151644,DFI,buy
268,100.0,EUR,2021-09-14T20:53:50.000Z,44.16152889,DFI,buy
1277,182.72,EUR,2021-09-14T20:53:50.000Z,80.69194558,DFI,buy
902,25.0,EUR,2021-09-14T20:53:50.000Z,11.04038222,DFI,buy
1194,25.0,EUR,2021-09-14T21:02:29.000Z,0.00062924,dBTC,buy
1210,447.67,EUR,2021-09-14T21:02:29.000Z,0.0112677,dBTC,buy
870,900.0,EUR,2021-09-14T21:02:29.000Z,0.02265269,dBTC,buy
1141,50.0,EUR,2021-09-14T21:02:29.000Z,0.00125848,dBTC,buy
996,10000.0,EUR,2021-09-14T21:09:33.000Z,3.66160406,DFI,buy
903,25.0,EUR,2021-09-15T15:10:38.000Z,10.86398005,DFI,buy
579,500.0,EUR,2021-09-15T15:10:38.000Z,217.27960096,DFI,buy
1083,300.0,EUR,2021-09-15T15:10:38.000Z,130.36776058,DFI,buy
1292,10.0,EUR,2021-09-15T15:10:38.000Z,4.34559202,DFI,buy
1291,9.17,EUR,2021-09-15T15:10:38.000Z,3.98490788,DFI,buy
1274,5.0,EUR,2021-09-15T15:10:38.000Z,2.17279601,DFI,buy
1316,732.8,EUR,2021-09-15T15:10:38.000Z,318.44498317,DFI,buy
1320,100.0,EUR,2021-09-15T15:10:38.000Z,43.45592019,DFI,buy
1042,900.0,EUR,2021-09-15T15:10:38.000Z,391.10328173,DFI,buy
635,9.16,EUR,2021-09-15T15:10:38.000Z,3.98056229,DFI,buy
244,250.0,EUR,2021-09-15T15:10:38.000Z,108.63980048,DFI,buy
1209,456.8,EUR,2021-09-15T15:15:29.000Z,0.01126013,dBTC,buy
1195,25.0,EUR,2021-09-15T15:15:29.000Z,0.00845918,dETH,buy
868,900.0,EUR,2021-09-15T15:15:29.000Z,0.02218502,dBTC,buy
620,50.0,EUR,2021-09-15T15:15:29.000Z,0.0012325,dBTC,buy
1339,100.0,EUR,2021-09-16T16:28:53.000Z,25.64814024,DFI,buy
435,45.77,EUR,2021-09-16T16:28:53.000Z,0.00066957,dBTC,buy
48,900.0,EUR,2021-09-16T16:28:53.000Z,230.83326217,DFI,buy
257,50.0,EUR,2021-09-16T16:28:53.000Z,12.82407012,DFI,buy
1147,300.0,EUR,2021-09-16T16:28:53.000Z,76.94442072,DFI,buy
1293,10.0,EUR,2021-09-16T16:28:53.000Z,2.56481402,DFI,buy
1380,45.75,EUR,2021-09-16T16:28:53.000Z,11.73402416,DFI,buy
617,1800.0,EUR,2021-09-16T16:28:53.000Z,461.66652434,DFI,buy
1371,400.0,EUR,2021-09-16T16:28:53.000Z,102.59256096,DFI,buy
1313,60.0,EUR,2021-09-16T16:28:53.000Z,15.38888414,DFI,buy
905,25.0,EUR,2021-09-16T16:28:53.000Z,6.41203506,DFI,buy
869,899.0,EUR,2021-09-16T16:28:53.000Z,0.01315149,dBTC,buy
1362,20.0,EUR,2021-09-16T16:28:53.000Z,5.12962805,DFI,buy
1322,800.0,EUR,2021-09-16T16:28:53.000Z,205.18512193,DFI,buy
1324,915.69,EUR,2021-09-16T16:28:53.000Z,234.85745537,DFI,buy
1317,732.52,EUR,2021-09-16T16:28:53.000Z,187.87775689,DFI,buy
1396,10.0,EUR,2021-09-17T16:40:47.000Z,4.33209469,DFI,buy
1165,2000.0,EUR,2021-09-17T16:40:47.000Z,866.4189384,DFI,buy
1385,100.0,EUR,2021-09-17T16:40:47.000Z,0.0334242,dETH,buy
1384,9.12,EUR,2021-09-17T16:40:47.000Z,0.00022403,dBTC,buy
1383,45.0,EUR,2021-09-17T16:40:47.000Z,19.49442611,DFI,buy
502,250.0,EUR,2021-09-17T16:40:47.000Z,108.3023673,DFI,buy
975,800.0,EUR,2021-09-17T16:40:47.000Z,346.56757536,DFI,buy
1290,86832.69,EUR,2021-09-17T16:40:47.000Z,37616.74354418,DFI,buy
1275,200.0,EUR,2021-09-17T16:40:47.000Z,86.64189384,DFI,buy
138,100.0,EUR,2021-09-17T16:40:47.000Z,43.32094692,DFI,buy
243,275.0,EUR,2021-09-17T16:40:47.000Z,119.13260403,DFI,buy
594,35.0,EUR,2021-09-17T16:40:47.000Z,15.16233142,DFI,buy
1404,228.0,EUR,2021-09-17T16:40:47.000Z,98.77175898,DFI,buy
904,25.0,EUR,2021-09-17T16:40:47.000Z,10.83023673,DFI,buy
1296,400.0,EUR,2021-09-17T16:40:47.000Z,173.28378768,DFI,buy
1430,1.0,EUR,2021-09-17T16:40:47.000Z,2.456e-05,dBTC,buy
1370,912.2,EUR,2021-09-17T16:40:47.000Z,395.17367781,DFI,buy
1305,50.0,EUR,2021-09-17T16:40:47.000Z,21.66047346,DFI,buy
1092,300.0,EUR,2021-09-17T16:40:47.000Z,129.96284076,DFI,buy
703,900.0,EUR,2021-09-17T16:40:47.000Z,1029.89503716,dUSDC,buy
1369,729.76,EUR,2021-09-17T16:40:47.000Z,0.01792641,dBTC,buy
49,900.0,EUR,2021-09-17T16:40:47.000Z,389.88852228,DFI,buy
1202,910.8,EUR,2021-09-20T16:46:30.000Z,433.92358811,DFI,buy
1199,900.0,EUR,2021-09-20T16:46:30.000Z,428.77824912,DFI,buy
908,25.0,EUR,2021-09-20T16:46:30.000Z,11.91050692,DFI,buy
1655,800.0,EUR,2021-09-20T16:46:30.000Z,381.13622144,DFI,buy
1486,10.0,EUR,2021-09-20T16:46:30.000Z,4.76420277,DFI,buy
840,35.0,EUR,2021-09-20T16:46:30.000Z,16.67470969,DFI,buy
1565,4.0,EUR,2021-09-20T16:46:30.000Z,1.90568111,DFI,buy
1570,90.99,EUR,2021-09-20T16:46:30.000Z,43.34948099,DFI,buy
1125,300.0,EUR,2021-09-20T16:46:30.000Z,142.92608304,DFI,buy
611,100.0,EUR,2021-09-20T16:46:30.000Z,47.64202768,DFI,buy
727,4000.0,EUR,2021-09-20T16:46:30.000Z,1905.6811072,DFI,buy
873,5000.0,EUR,2021-09-20T16:46:30.000Z,2382.101384,DFI,buy
1542,30.0,EUR,2021-09-20T16:46:30.000Z,14.2926083,DFI,buy
1576,80.0,EUR,2021-09-20T16:46:30.000Z,38.11362214,DFI,buy
333,50.0,EUR,2021-09-20T16:46:30.000Z,23.82101384,DFI,buy
1363,250.0,EUR,2021-09-20T16:46:30.000Z,119.1050692,DFI,buy
1387,400.0,EUR,2021-09-20T16:46:30.000Z,190.56811072,DFI,buy
1311,500.0,EUR,2021-09-20T16:46:30.000Z,238.2101384,DFI,buy
1306,313.95,EUR,2021-09-20T16:46:30.000Z,149.5721459,DFI,buy
1318,363.95,EUR,2021-09-20T16:46:30.000Z,173.39315974,DFI,buy
1394,400.0,EUR,2021-09-20T16:50:24.000Z,0.01066523,dBTC,buy
621,50.0,EUR,2021-09-20T16:50:24.000Z,0.00133315,dBTC,buy
