,fiatAmount,fiatCurrency,date,cryptoAmount,cryptoCurrency,order
5269,945.05712464128,EUR,2022-02-25T12:04:49.000Z,968.03,DFI,sell
5275,784.2384854211,EUR,2022-02-25T12:04:49.000Z,803.64,DFI,sell
5268,766.747509439296,EUR,2022-02-25T12:04:49.000Z,766.75,DFI,sell
5267,1511.373032403872,EUR,2022-02-25T12:04:49.000Z,1511.37,DFI,sell
5270,91.74122487891199,EUR,2022-02-25T12:04:49.000Z,91.74,DFI,sell
5276,1035.2269932859679,EUR,2022-02-25T12:04:49.000Z,1035.23,DFI,sell
5273,574.817246245368,EUR,2022-02-25T12:04:49.000Z,574.82,DFI,sell
5277,124.32163223570001,EUR,2022-02-25T12:04:49.000Z,124.32,DFI,sell
5282,0.029839184414999997,EUR,2022-02-25T12:04:49.000Z,0.03,DFI,sell
5278,36.271350283989996,EUR,2022-02-25T12:04:49.000Z,36.27,DFI,sell
5279,881.33708707429,EUR,2022-02-25T12:04:49.000Z,881.34,DFI,sell
5280,149.37317752298,EUR,2022-02-25T12:04:49.000Z,149.37,DFI,sell
8645,700.0,EUR,2022-02-25T12:24:05.706Z,765.56387616,dUSDC,buy
9916,10.0,EUR,2022-02-25T12:30:06.343Z,3.12574619,DFI,buy
9682,20.0,EUR,2022-02-25T12:30:06.343Z,6.22597607,DFI,buy
8378,500.0,EUR,2022-02-25T12:30:06.343Z,155.64940182,DFI,buy
7871,892.0,EUR,2022-02-25T12:40:05.588Z,981.39977604,dUSDT,buy
8567,2000.0,EUR,2022-02-25T12:48:05.830Z,2191.73479673,dUSDC,buy
10246,500.0,EUR,2022-02-25T12:48:05.830Z,548.77365886,dUSDC,buy
10229,15.0,EUR,2022-02-25T13:12:05.964Z,0.07930566,dCOIN,buy
10257,6.01,EUR,2022-02-25T13:32:07.190Z,0.05126871,dBABA,buy
4585,10.0,EUR,2022-02-25T13:44:05.669Z,0.00027756,dBTC,buy
9873,477.16,EUR,2022-02-25T13:52:27.542Z,146.78673263,DFI,buy
8947,20.0,EUR,2022-02-25T13:52:27.542Z,6.15251625,DFI,buy
5287,12.011479071836,EUR,2022-02-25T14:01:52.000Z,12.01,DFI,sell
5286,881.7591412293439,EUR,2022-02-25T14:01:52.000Z,881.76,DFI,sell
5283,108.970786124907,EUR,2022-02-25T14:01:52.000Z,108.97,DFI,sell
5285,412.58845400096806,EUR,2022-02-25T14:01:52.000Z,412.59,DFI,sell
5288,161.38095567006897,EUR,2022-02-25T14:01:52.000Z,165.74,DFI,sell
5106,957.5841553901998,EUR,2022-02-25T14:01:52.000Z,957.58,DFI,sell
5284,901.840875068804,EUR,2022-02-25T14:01:52.000Z,901.84,DFI,sell
9770,15.0,EUR,2022-02-25T14:14:06.441Z,16.08512008,DUSD,buy
10139,6.01,EUR,2022-02-25T14:14:06.441Z,6.47118445,DUSD,buy
9054,500.0,EUR,2022-02-25T14:25:07.024Z,155.6788791,DFI,buy
7579,550.0,EUR,2022-02-25T14:25:07.024Z,170.37171966,DFI,buy
1037,500.0,EUR,2022-02-25T14:25:07.024Z,155.2811303,DFI,buy
10244,10.0,EUR,2022-02-25T14:25:07.024Z,3.10562262,DFI,buy
6543,700.0,EUR,2022-02-25T14:25:07.024Z,216.83673411,DFI,buy
6965,900.0,EUR,2022-02-25T14:25:07.024Z,280.22198238,DFI,buy
10138,15.0,EUR,2022-02-25T14:52:06.319Z,16.22331635,DUSD,buy
9589,400.0,EUR,2022-02-25T14:52:06.319Z,428.64871226,DUSD,buy
10084,9531.98,EUR,2022-02-25T15:04:06.913Z,2953.35330941,DFI,buy
5315,890.0,EUR,2022-02-25T15:04:06.913Z,276.46244892,DFI,buy
10233,500.0,EUR,2022-02-25T15:04:06.913Z,155.31598254,DFI,buy
10265,500.0,EUR,2022-02-25T15:04:06.913Z,154.5203064,DFI,buy
10266,150.0,EUR,2022-02-25T16:35:06.881Z,162.2823401,DUSD,buy
8021,100.0,EUR,2022-02-25T16:42:09.924Z,31.06504589,DFI,buy
9910,150.0,EUR,2022-02-25T16:42:09.924Z,46.78854248,DFI,buy
9342,900.0,EUR,2022-02-25T18:17:06.885Z,283.24371541,DFI,buy
9369,900.0,EUR,2022-02-25T18:17:06.885Z,283.24371542,DFI,buy
5315,8.965975039813001,EUR,2022-02-27T19:55:31.000Z,8.97,DFI,sell
5316,3.234206703871,EUR,2022-02-27T19:55:31.000Z,3.23,DFI,sell
5295,26.4633228916,EUR,2022-02-27T19:55:31.000Z,26.46,DFI,sell
5311,751.3835114578169,EUR,2022-02-27T19:55:31.000Z,751.38,DFI,sell
5289,55.081784146809,EUR,2022-02-27T19:55:31.000Z,56.64,DFI,sell
5308,263.72933972665,EUR,2022-02-27T19:55:31.000Z,263.73,DFI,sell
5290,12.197015119455001,EUR,2022-02-27T19:55:31.000Z,12.2,DFI,sell
5306,90.292876456926,EUR,2022-02-27T19:55:31.000Z,90.29,DFI,sell
5305,302.79399671855396,EUR,2022-02-27T19:55:31.000Z,313.04,DFI,sell
5312,504.5978389983,EUR,2022-02-27T19:55:31.000Z,504.6,DFI,sell
5294,8.152932834764,EUR,2022-02-27T19:55:31.000Z,8.15,DFI,sell
5313,14.84126993955,EUR,2022-02-27T19:55:31.000Z,14.84,DFI,sell
5304,873.0780913075059,EUR,2022-02-27T19:55:31.000Z,873.08,DFI,sell
5291,754.749393028652,EUR,2022-02-27T19:55:31.000Z,754.75,DFI,sell
5319,366.68085843200004,EUR,2022-02-27T19:55:31.000Z,366.68,DFI,sell
5302,174.211980567072,EUR,2022-02-27T19:55:31.000Z,174.21,DFI,sell
5292,26.59899427416,EUR,2022-02-27T19:55:31.000Z,26.6,DFI,sell
5314,5.290415338384001,EUR,2022-02-27T19:55:31.000Z,5.46,DFI,sell
5299,657.0717680170641,EUR,2022-02-27T19:55:31.000Z,657.07,DFI,sell
5310,939.78816817374,EUR,2022-02-27T19:55:31.000Z,971.03,DFI,sell
5322,2976.04384893603,EUR,2022-02-27T19:56:40.000Z,3074.16,DFI,sell
5327,179.105144494728,EUR,2022-02-27T19:56:40.000Z,179.11,DFI,sell
5293,1661.29933697742,EUR,2022-02-27T19:56:40.000Z,1661.3,DFI,sell
5331,828.780809630774,EUR,2022-02-27T19:56:40.000Z,828.78,DFI,sell
5296,617.69677460352,EUR,2022-02-27T19:56:40.000Z,617.7,DFI,sell
5297,176.87321651967002,EUR,2022-02-27T19:56:40.000Z,176.87,DFI,sell
5328,120.977446893746,EUR,2022-02-27T19:56:40.000Z,120.98,DFI,sell
5298,335.60863114031997,EUR,2022-02-27T19:56:40.000Z,335.61,DFI,sell
5320,3059.92248123601,EUR,2022-02-27T19:56:40.000Z,3059.92,DFI,sell
5326,229.194349260484,EUR,2022-02-27T19:56:40.000Z,229.19,DFI,sell
5303,669.770081223984,EUR,2022-02-27T19:56:40.000Z,669.77,DFI,sell
5301,3286.834316990832,EUR,2022-02-27T19:56:40.000Z,3286.83,DFI,sell
5318,23.800206642168003,EUR,2022-02-27T19:56:40.000Z,23.8,DFI,sell
5307,42.785526711025,EUR,2022-02-27T19:56:40.000Z,42.79,DFI,sell
5325,3.034531166901,EUR,2022-02-27T19:56:40.000Z,3.03,DFI,sell
5317,835.7010572159259,EUR,2022-02-27T19:56:40.000Z,835.7,DFI,sell
5324,95.50290955086,EUR,2022-02-27T19:56:40.000Z,95.5,DFI,sell
5309,160.32031608251498,EUR,2022-02-27T19:56:40.000Z,160.32,DFI,sell
5323,1641.012133377936,EUR,2022-02-27T19:56:40.000Z,1641.01,DFI,sell
5321,55.834808206824,EUR,2022-02-27T19:56:40.000Z,55.83,DFI,sell
5333,3.0209626537089997,EUR,2022-02-27T19:58:31.000Z,3.02,DFI,sell
5332,604.3937962854441,EUR,2022-02-27T19:58:31.000Z,604.39,DFI,sell
5335,0.60569755569,EUR,2022-02-27T19:58:31.000Z,0.61,DFI,sell
5338,254.993169075,EUR,2022-02-27T19:58:31.000Z,254.99,DFI,sell
5337,17.322926445,EUR,2022-02-27T19:58:31.000Z,17.32,DFI,sell
5330,283.15992140500197,EUR,2022-02-27T19:58:31.000Z,283.16,DFI,sell
5334,48.367331446466004,EUR,2022-02-27T19:58:31.000Z,50.0,DFI,sell
5336,94.53616523024002,EUR,2022-02-27T19:58:31.000Z,94.54,DFI,sell
5344,59.957346233124994,EUR,2022-02-27T19:58:31.000Z,59.96,DFI,sell
5329,23.586991063668,EUR,2022-02-27T19:58:31.000Z,23.59,DFI,sell
5341,67229.90343737228,EUR,2022-02-27T19:58:31.000Z,67229.9,DFI,sell
5342,3.0142689885,EUR,2022-02-27T19:58:31.000Z,3.01,DFI,sell
5349,22.059462790416003,EUR,2022-02-27T19:58:31.000Z,22.06,DFI,sell
5348,50.559323177089,EUR,2022-02-27T19:58:31.000Z,52.26,DFI,sell
5343,90.243707827,EUR,2022-02-27T19:58:31.000Z,90.24,DFI,sell
5347,11390.761270500883,EUR,2022-02-27T19:58:31.000Z,11390.76,DFI,sell
5339,1849.82697831713,EUR,2022-02-27T19:58:31.000Z,1849.83,DFI,sell
5345,901.518733658,EUR,2022-02-27T19:58:31.000Z,901.52,DFI,sell
5340,748.460142587709,EUR,2022-02-27T19:58:31.000Z,748.46,DFI,sell
5346,902.0738783319899,EUR,2022-02-27T19:58:31.000Z,902.07,DFI,sell
5360,0.7363488604820001,EUR,2022-02-27T19:59:43.000Z,0.74,DFI,sell
5351,16.606456108196,EUR,2022-02-27T19:59:43.000Z,17.17,DFI,sell
5358,1.078680600542,EUR,2022-02-27T19:59:43.000Z,1.08,DFI,sell
5361,4.625841542399,EUR,2022-02-27T19:59:43.000Z,4.63,DFI,sell
5359,3.840492256379,EUR,2022-02-27T19:59:43.000Z,3.84,DFI,sell
5362,1.38275173436,EUR,2022-02-27T19:59:43.000Z,1.38,DFI,sell
5366,1.659302081232,EUR,2022-02-27T19:59:43.000Z,1.66,DFI,sell
5364,0.6339849578170001,EUR,2022-02-27T19:59:43.000Z,0.63,DFI,sell
5365,64.019727204103,EUR,2022-02-27T19:59:43.000Z,66.18,DFI,sell
5367,1.129694742198,EUR,2022-02-27T19:59:43.000Z,1.13,DFI,sell
5368,0.497387881146,EUR,2022-02-27T19:59:43.000Z,0.5,DFI,sell
5357,0.347030411002,EUR,2022-02-27T19:59:43.000Z,0.35,DFI,sell
5356,8.764699403595001,EUR,2022-02-27T19:59:43.000Z,8.76,DFI,sell
5355,23.634650457613002,EUR,2022-02-27T19:59:43.000Z,24.43,DFI,sell
5354,19.778075407830002,EUR,2022-02-27T19:59:43.000Z,20.45,DFI,sell
5353,2.89459849161,EUR,2022-02-27T19:59:43.000Z,2.89,DFI,sell
5350,0.8303900434699999,EUR,2022-02-27T19:59:43.000Z,0.86,DFI,sell
5363,0.7890410989030001,EUR,2022-02-27T19:59:43.000Z,0.79,DFI,sell
5352,0.9110757157099999,EUR,2022-02-27T19:59:43.000Z,0.91,DFI,sell
5388,0.37748863996,EUR,2022-02-27T20:00:42.000Z,0.39,DFI,sell
5387,1.2253294662999998,EUR,2022-02-27T20:00:42.000Z,1.23,DFI,sell
5384,3.73029848742,EUR,2022-02-27T20:00:42.000Z,3.73,DFI,sell
5386,6.62415456214,EUR,2022-02-27T20:00:42.000Z,6.62,DFI,sell
5373,0.33159192076400007,EUR,2022-02-27T20:00:42.000Z,0.33,DFI,sell
5374,18.29032780248,EUR,2022-02-27T20:00:42.000Z,18.29,DFI,sell
5383,16.876801368899997,EUR,2022-02-27T20:00:42.000Z,17.45,DFI,sell
5385,4.61870425642,EUR,2022-02-27T20:00:42.000Z,4.77,DFI,sell
5382,4.306979830715999,EUR,2022-02-27T20:00:42.000Z,4.45,DFI,sell
5369,0.994775762292,EUR,2022-02-27T20:00:42.000Z,0.99,DFI,sell
5375,13.259313910056001,EUR,2022-02-27T20:00:42.000Z,13.26,DFI,sell
5381,99.59442319597198,EUR,2022-02-27T20:00:42.000Z,99.59,DFI,sell
5370,0.731985808893,EUR,2022-02-27T20:00:42.000Z,0.73,DFI,sell
5376,0.4279145265119999,EUR,2022-02-27T20:00:42.000Z,0.43,DFI,sell
5380,0.33435014336399993,EUR,2022-02-27T20:00:42.000Z,0.33,DFI,sell
5377,17.412700595675997,EUR,2022-02-27T20:00:42.000Z,17.41,DFI,sell
5379,0.8940596611919999,EUR,2022-02-27T20:00:42.000Z,0.89,DFI,sell
5378,1.4504156168999998,EUR,2022-02-27T20:00:42.000Z,1.45,DFI,sell
5371,1.5948631654560002,EUR,2022-02-27T20:00:42.000Z,1.59,DFI,sell
5372,0.6631838415280001,EUR,2022-02-27T20:00:42.000Z,0.66,DFI,sell
5392,195.02871550541997,EUR,2022-02-27T20:01:35.000Z,195.03,DFI,sell
5401,723.2066277846981,EUR,2022-02-27T20:01:35.000Z,747.6,DFI,sell
5400,24.911002351112,EUR,2022-02-27T20:01:35.000Z,25.75,DFI,sell
5391,614.595667980885,EUR,2022-02-27T20:01:35.000Z,614.6,DFI,sell
5402,754.18397723124,EUR,2022-02-27T20:01:35.000Z,754.18,DFI,sell
5404,301.11266180061,EUR,2022-02-27T20:01:35.000Z,311.27,DFI,sell
5405,301.475618664306,EUR,2022-02-27T20:01:35.000Z,301.48,DFI,sell
5393,1.300419639375,EUR,2022-02-27T20:01:35.000Z,1.34,DFI,sell
5390,565.4688374132,EUR,2022-02-27T20:01:35.000Z,565.47,DFI,sell
5407,150.298298799327,EUR,2022-02-27T20:01:35.000Z,150.3,DFI,sell
5399,149.91977216328,EUR,2022-02-27T20:01:35.000Z,149.92,DFI,sell
5389,0.62456601798,EUR,2022-02-27T20:01:35.000Z,0.62,DFI,sell
5408,41.01281848211399,EUR,2022-02-27T20:01:35.000Z,41.01,DFI,sell
5398,1529.13163975964,EUR,2022-02-27T20:01:35.000Z,1529.13,DFI,sell
5406,158.314910247624,EUR,2022-02-27T20:01:35.000Z,158.31,DFI,sell
5394,1528.3486622770602,EUR,2022-02-27T20:01:35.000Z,1528.35,DFI,sell
5396,1526.59098804212,EUR,2022-02-27T20:01:35.000Z,1526.59,DFI,sell
5403,90.32298615708599,EUR,2022-02-27T20:01:35.000Z,90.32,DFI,sell
5415,542.906291086636,EUR,2022-02-27T20:02:19.000Z,542.91,DFI,sell
5422,78.270433438603,EUR,2022-02-27T20:02:19.000Z,78.27,DFI,sell
5421,28.997633280000002,EUR,2022-02-27T20:02:19.000Z,29.0,DFI,sell
5414,535.92947214428,EUR,2022-02-27T20:02:19.000Z,535.93,DFI,sell
5413,57.2067343554,EUR,2022-02-27T20:02:19.000Z,57.21,DFI,sell
5419,386.91009651024,EUR,2022-02-27T20:02:19.000Z,386.91,DFI,sell
5418,208.36001942733,EUR,2022-02-27T20:02:19.000Z,208.36,DFI,sell
5417,433.206402798025,EUR,2022-02-27T20:02:19.000Z,433.21,DFI,sell
5416,677.8846315745279,EUR,2022-02-27T20:02:19.000Z,677.88,DFI,sell
5409,886.8218478500252,EUR,2022-02-27T20:02:19.000Z,916.13,DFI,sell
5410,59.74963345242,EUR,2022-02-27T20:02:19.000Z,59.75,DFI,sell
5411,39.640271276112,EUR,2022-02-27T20:02:19.000Z,39.64,DFI,sell
5420,729.6910109730961,EUR,2022-02-27T20:02:19.000Z,753.8,DFI,sell
5423,452.25668102736,EUR,2022-02-27T20:02:19.000Z,452.26,DFI,sell
5412,224.19452095078498,EUR,2022-02-27T20:02:19.000Z,224.19,DFI,sell
5425,597.86393350974,EUR,2022-02-27T20:02:19.000Z,597.86,DFI,sell
5426,66.43089298093,EUR,2022-02-27T20:02:19.000Z,66.43,DFI,sell
5427,155.51379745709002,EUR,2022-02-27T20:02:19.000Z,155.51,DFI,sell
5428,211.15302716240203,EUR,2022-02-27T20:02:19.000Z,211.15,DFI,sell
5424,678.308435454104,EUR,2022-02-27T20:02:19.000Z,678.31,DFI,sell
5448,0.909421825004,EUR,2022-02-27T20:03:33.000Z,0.91,DFI,sell
5446,5.332640642494,EUR,2022-02-27T20:03:33.000Z,5.33,DFI,sell
5445,22.760323686606,EUR,2022-02-27T20:03:33.000Z,23.51,DFI,sell
5444,58.182571641447,EUR,2022-02-27T20:03:33.000Z,60.11,DFI,sell
5443,15.296769754596001,EUR,2022-02-27T20:03:33.000Z,15.3,DFI,sell
5442,4.304685928664,EUR,2022-02-27T20:03:33.000Z,4.3,DFI,sell
5441,0.382050921329,EUR,2022-02-27T20:03:33.000Z,0.38,DFI,sell
5439,1.2435908166660001,EUR,2022-02-27T20:03:33.000Z,1.24,DFI,sell
5447,0.400132209455,EUR,2022-02-27T20:03:33.000Z,0.4,DFI,sell
5437,1.031637939189,EUR,2022-02-27T20:03:33.000Z,1.03,DFI,sell
5438,0.720572815688,EUR,2022-02-27T20:03:33.000Z,0.72,DFI,sell
5429,157.43133133613102,EUR,2022-02-27T20:03:33.000Z,157.43,DFI,sell
5430,228.357272998404,EUR,2022-02-27T20:03:33.000Z,228.36,DFI,sell
5431,23.086234161111,EUR,2022-02-27T20:03:33.000Z,23.09,DFI,sell
5440,0.580610252046,EUR,2022-02-27T20:03:33.000Z,0.58,DFI,sell
5433,404.02351222948005,EUR,2022-02-27T20:03:33.000Z,404.02,DFI,sell
5434,13291.02145782181,EUR,2022-02-27T20:03:33.000Z,13730.24,DFI,sell
5435,1.146822441325,EUR,2022-02-27T20:03:33.000Z,1.15,DFI,sell
5436,0.385734146688,EUR,2022-02-27T20:03:33.000Z,0.39,DFI,sell
5432,118.389702918135,EUR,2022-02-27T20:03:33.000Z,118.39,DFI,sell
5468,27.239663752308,EUR,2022-02-27T20:04:12.000Z,28.14,DFI,sell
5467,7.64301456954,EUR,2022-02-27T20:04:12.000Z,7.64,DFI,sell
5466,19.107201644412005,EUR,2022-02-27T20:04:12.000Z,19.74,DFI,sell
5465,3.330720628662,EUR,2022-02-27T20:04:12.000Z,3.33,DFI,sell
5464,0.49388703677499995,EUR,2022-02-27T20:04:12.000Z,0.49,DFI,sell
5463,0.84379344588,EUR,2022-02-27T20:04:12.000Z,0.84,DFI,sell
5462,1.414023699187,EUR,2022-02-27T20:04:12.000Z,1.41,DFI,sell
5461,5.35072193062,EUR,2022-02-27T20:04:12.000Z,5.53,DFI,sell
5458,10.103421998405999,EUR,2022-02-27T20:04:12.000Z,10.1,DFI,sell
5459,114.89520152598399,EUR,2022-02-27T20:04:12.000Z,114.9,DFI,sell
5457,21.100193565704,EUR,2022-02-27T20:04:12.000Z,21.1,DFI,sell
5456,0.9556295613260001,EUR,2022-02-27T20:04:12.000Z,0.99,DFI,sell
5454,0.848816025915,EUR,2022-02-27T20:04:12.000Z,0.85,DFI,sell
5452,4.542421383654,EUR,2022-02-27T20:04:12.000Z,4.54,DFI,sell
5451,5.330296771811,EUR,2022-02-27T20:04:12.000Z,5.51,DFI,sell
5450,0.730617975758,EUR,2022-02-27T20:04:12.000Z,0.73,DFI,sell
5449,38.239915354476,EUR,2022-02-27T20:04:12.000Z,38.24,DFI,sell
5460,0.764436681327,EUR,2022-02-27T20:04:12.000Z,0.76,DFI,sell
5455,19.469864086342998,EUR,2022-02-27T20:04:12.000Z,20.11,DFI,sell
5453,1.9125984773280003,EUR,2022-02-27T20:04:12.000Z,1.91,DFI,sell
5479,1.499142323364,EUR,2022-02-27T20:04:45.000Z,1.55,DFI,sell
5475,0.4355480488380001,EUR,2022-02-27T20:04:45.000Z,0.45,DFI,sell
5476,20.084422823934005,EUR,2022-02-27T20:04:45.000Z,20.08,DFI,sell
5473,1.672892851686,EUR,2022-02-27T20:04:45.000Z,1.67,DFI,sell
5480,739.9050164600501,EUR,2022-02-27T20:04:45.000Z,739.91,DFI,sell
5477,1.606271743524,EUR,2022-02-27T20:04:45.000Z,1.61,DFI,sell
5478,527.0241868154341,EUR,2022-02-27T20:04:45.000Z,544.44,DFI,sell
5469,2.1054278855820003,EUR,2022-02-27T20:04:45.000Z,2.11,DFI,sell
5470,25.380968312532,EUR,2022-02-27T20:04:45.000Z,25.38,DFI,sell
5487,327.89720582222805,EUR,2022-02-27T20:04:45.000Z,327.9,DFI,sell
5474,73.78471857632401,EUR,2022-02-27T20:04:45.000Z,76.22,DFI,sell
5485,89.426755295228,EUR,2022-02-27T20:04:45.000Z,89.43,DFI,sell
5472,1.0481944203779998,EUR,2022-02-27T20:04:45.000Z,1.05,DFI,sell
5471,1.30229201382,EUR,2022-02-27T20:04:45.000Z,1.3,DFI,sell
5481,47.474872282632,EUR,2022-02-27T20:04:45.000Z,49.04,DFI,sell
5482,373.46304521332803,EUR,2022-02-27T20:04:45.000Z,385.8,DFI,sell
5486,1699.048480735998,EUR,2022-02-27T20:04:45.000Z,1699.05,DFI,sell
5483,543.134336041248,EUR,2022-02-27T20:04:45.000Z,543.13,DFI,sell
5484,148.405697347488,EUR,2022-02-27T20:04:45.000Z,148.41,DFI,sell
5490,729.696925554513,EUR,2022-02-27T20:05:39.000Z,729.7,DFI,sell
5491,7.2208051943100005,EUR,2022-02-27T20:05:39.000Z,7.22,DFI,sell
5489,11.91347131695,EUR,2022-02-27T20:05:39.000Z,11.91,DFI,sell
5494,300.82263574872604,EUR,2022-02-27T20:05:39.000Z,310.76,DFI,sell
5492,447.924756082356,EUR,2022-02-27T20:05:39.000Z,447.92,DFI,sell
5500,3044.36169019806,EUR,2022-02-27T20:05:39.000Z,3144.97,DFI,sell
5493,1382.491935437132,EUR,2022-02-27T20:05:39.000Z,1428.18,DFI,sell
5497,2114.9646316017156,EUR,2022-02-27T20:05:39.000Z,2114.96,DFI,sell
5488,298.088399506353,EUR,2022-02-27T20:05:39.000Z,298.09,DFI,sell
5501,363.004206622596,EUR,2022-02-27T20:05:39.000Z,363.0,DFI,sell
5503,708.1660854499,EUR,2022-02-27T20:05:39.000Z,708.17,DFI,sell
5504,30.509263392584998,EUR,2022-02-27T20:05:39.000Z,30.51,DFI,sell
5502,759.185127639974,EUR,2022-02-27T20:05:39.000Z,759.19,DFI,sell
5496,150.335556561624,EUR,2022-02-27T20:05:39.000Z,150.34,DFI,sell
5506,745.984419799173,EUR,2022-02-27T20:05:39.000Z,745.98,DFI,sell
5499,3.0225078205739995,EUR,2022-02-27T20:05:39.000Z,3.02,DFI,sell
5505,1246.729034052105,EUR,2022-02-27T20:05:39.000Z,1246.73,DFI,sell
5495,752.042331699141,EUR,2022-02-27T20:05:39.000Z,752.04,DFI,sell
5498,1047.50206634484,EUR,2022-02-27T20:05:39.000Z,1047.5,DFI,sell
5507,9.877896903372003,EUR,2022-02-27T20:06:23.000Z,9.88,DFI,sell
5517,2977.086165024363,EUR,2022-02-27T20:06:23.000Z,2977.09,DFI,sell
5518,192.92747463592397,EUR,2022-02-27T20:06:23.000Z,192.93,DFI,sell
5508,615.4362871401371,EUR,2022-02-27T20:06:23.000Z,635.77,DFI,sell
5513,119.488661604,EUR,2022-02-27T20:06:23.000Z,119.49,DFI,sell
5510,444.975853864218,EUR,2022-02-27T20:06:23.000Z,444.98,DFI,sell
5511,2271.1621403277754,EUR,2022-02-27T20:06:23.000Z,2271.16,DFI,sell
5509,2221.916089577212,EUR,2022-02-27T20:06:23.000Z,2295.34,DFI,sell
5514,681.19405894028,EUR,2022-02-27T20:06:23.000Z,681.19,DFI,sell
5512,518.3287943652319,EUR,2022-02-27T20:06:23.000Z,518.33,DFI,sell
5516,1.7309676023640002,EUR,2022-02-27T20:06:23.000Z,1.73,DFI,sell
5515,62.40487582304099,EUR,2022-02-27T20:06:23.000Z,62.4,DFI,sell
5526,892.2930045351,EUR,2022-02-27T21:01:23.000Z,892.29,DFI,sell
5524,38.978645175899004,EUR,2022-02-27T21:01:23.000Z,38.98,DFI,sell
5523,39.952812503132,EUR,2022-02-27T21:01:23.000Z,39.95,DFI,sell
5520,75.807459703345,EUR,2022-02-27T21:01:23.000Z,75.81,DFI,sell
5525,117.11331548020999,EUR,2022-02-27T21:01:23.000Z,117.11,DFI,sell
5519,4464.800871255315,EUR,2022-02-27T21:01:23.000Z,4464.8,DFI,sell
5522,177.57309767297602,EUR,2022-02-27T21:01:23.000Z,177.57,DFI,sell
5521,866.35991782935,EUR,2022-02-27T21:01:23.000Z,866.36,DFI,sell
10042,4737.59,EUR,2022-02-28T01:00:06.124Z,1523.69305994,DFI,buy
9691,47.38,EUR,2022-02-28T01:13:05.340Z,15.18942272,DFI,buy
9979,473.76,EUR,2022-02-28T05:27:06.048Z,149.39871996,DFI,buy
7658,400.0,EUR,2022-02-28T06:19:05.965Z,127.74507802,DFI,buy
2833,947.52,EUR,2022-02-28T06:19:05.965Z,301.82941219,DFI,buy
9907,236.88,EUR,2022-02-28T06:35:05.932Z,2.45482958,dLTC,buy
10270,50.0,EUR,2022-02-28T06:48:06.543Z,15.95399688,DFI,buy
6785,900.0,EUR,2022-02-28T06:48:06.543Z,287.90752769,DFI,buy
2344,95.69,EUR,2022-02-28T07:38:05.519Z,30.25598487,DFI,buy
8174,100.0,EUR,2022-02-28T07:51:05.568Z,31.49946583,DFI,buy
2675,5000.0,EUR,2022-02-28T07:51:05.568Z,1583.041802,DFI,buy
9971,10000.0,EUR,2022-02-28T08:06:05.750Z,10666.64345283,DUSD,buy
9970,10000.0,EUR,2022-02-28T08:20:24.386Z,10687.77608985,DUSD,buy
10122,900.0,EUR,2022-02-28T08:32:05.679Z,282.90352564,DFI,buy
6601,100.0,EUR,2022-02-28T08:32:05.679Z,31.43372507,DFI,buy
5527,40.97748974046,EUR,2022-02-28T08:46:56.000Z,40.98,DFI,sell
5536,652.967606736711,EUR,2022-02-28T08:46:56.000Z,652.97,DFI,sell
5529,328.9129333321649,EUR,2022-02-28T08:46:56.000Z,328.91,DFI,sell
5546,807.867157777389,EUR,2022-02-28T08:46:56.000Z,807.87,DFI,sell
5545,870.4181577805119,EUR,2022-02-28T08:46:56.000Z,870.42,DFI,sell
5544,20.53928262375,EUR,2022-02-28T08:46:56.000Z,20.54,DFI,sell
5543,293.214146103736,EUR,2022-02-28T08:46:56.000Z,293.21,DFI,sell
5541,587.2042160236799,EUR,2022-02-28T08:46:56.000Z,587.2,DFI,sell
5540,734.0383853631599,EUR,2022-02-28T08:46:56.000Z,734.04,DFI,sell
5539,89.275066991904,EUR,2022-02-28T08:46:56.000Z,89.28,DFI,sell
5538,23.704107432448,EUR,2022-02-28T08:46:56.000Z,23.7,DFI,sell
5537,779.7445528479388,EUR,2022-02-28T08:46:56.000Z,798.51,DFI,sell
5535,145.753937191632,EUR,2022-02-28T08:46:56.000Z,145.75,DFI,sell
5534,2331.9400529284303,EUR,2022-02-28T08:46:56.000Z,2331.94,DFI,sell
5533,624.166302715032,EUR,2022-02-28T08:46:56.000Z,637.43,DFI,sell
5532,8.523404341256,EUR,2022-02-28T08:46:56.000Z,8.52,DFI,sell
5531,26.796179920496005,EUR,2022-02-28T08:46:56.000Z,26.8,DFI,sell
5530,101.66989318559202,EUR,2022-02-28T08:46:56.000Z,101.67,DFI,sell
5528,134.320354051065,EUR,2022-02-28T08:46:56.000Z,134.32,DFI,sell
5542,279.735747044468,EUR,2022-02-28T08:46:56.000Z,279.74,DFI,sell
5558,3140.361852228,EUR,2022-02-28T08:47:37.000Z,3140.36,DFI,sell
5557,1195.8517735330001,EUR,2022-02-28T08:47:37.000Z,1195.85,DFI,sell
5551,204.21892740777,EUR,2022-02-28T08:47:37.000Z,204.22,DFI,sell
5550,2.1289625058499997,EUR,2022-02-28T08:47:37.000Z,2.13,DFI,sell
5563,20.723686521296003,EUR,2022-02-28T08:47:37.000Z,21.2,DFI,sell
5549,23.023945600573,EUR,2022-02-28T08:47:37.000Z,23.02,DFI,sell
5553,1590.682176234944,EUR,2022-02-28T08:47:37.000Z,1590.68,DFI,sell
5548,2249.505115431952,EUR,2022-02-28T08:47:37.000Z,2249.51,DFI,sell
