DateHour,ETHpool_nbTrades,ETHpool_baseDFI,ETHpool_quoteDFI,ETHpool_baseETH,ETHpool_quoteETH,BTCpool_nbTrades,BTCpool_baseDFI,BTCpool_quoteDFI,BTCpool_baseBTC,BTCpool_quoteBTC,USDTpool_nbTrades,USDTpool_baseDFI,USDTpool_quoteDFI,USDTpool_baseUSDT,USDTpool_quoteUSDT,DOGEpool_nbTrades,DOGEpool_baseDFI,DOGEpool_quoteDFI,DOGEpool_baseDOGE,DOGEpool_quoteDOGE,LTCpool_nbTrades,LTCpool_baseLTC,LTCpool_quoteLTC,LTCpool_baseDFI,LTCpool_quoteDFI,BCHpool_nbTrades,BCHpool_baseBCH,BCHpool_quoteBCH,BCHpool_baseDFI,BCHpool_quoteDFI,BTC-USD,ETH-USD,USDT-USD,DOGE-USD,LTC-USD,BCH-USD,DFI-USD,USDCpool_nbTrades,USDCpool_baseDFI,USDCpool_quoteDFI,USDCpool_baseUSDC,USDCpool_quoteUSDC,USDC-USD
2021-02-25 23:00:00+00:00,6.0,1933.37970666,423.7294772,0.88743696,4.03151952,35.0,20456.78833411,1670.7221383300002,0.11047718,1.34813629,12.0,3556.90848858,5270.00215554,16764.2380419,11284.966532170003,3.0,2101.0,941.00837471,58323.26682259,130510.98713799,5.0,,47.93783296,2800.49521866,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 01:00:00+00:00,1.0,5.25,,,0.01094228,10.0,2941.350527,15288.88511407,1.01124535,0.1936682699999999,7.0,2567.1610970300003,641.88636897,2042.47600824,8123.6892083,2.0,,472.7100737,28835.9251451,,2.0,50.0,3.04641255,176.0,2890.88538148,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 02:00:00+00:00,5.0,468.38256779,10.37740159,0.02171582,0.97611599,9.0,433.74923088,4704.9605900100005,0.31147179,0.02860507,3.0,2.81155047,1173.49991045,3724.12288266,8.88275983,,,,,,,,,,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 03:00:00+00:00,2.0,,3720.93976003,7.79174308,,7.0,451.83495639,,,0.02979679,5.0,3332.0,10121.1357261,32424.97691259,10689.86999783,,,,,,,,,,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 04:00:00+00:00,6.0,1041.28298177,687.70458021,1.4416100900000002,2.17389593,7.0,1502.2,4510.63916517,0.2986728999999999,0.09906215,5.0,2459.0,,,7854.531469519999,,,,,,,,,,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 05:00:00+00:00,1.0,1.25,,,0.00260898,8.0,9444.43,0.04357396,2.88e-06,0.6227173,6.0,5145.0,,,16328.081306630002,,,,,,,,,,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 06:00:00+00:00,7.0,816.0,5006.42937025,10.50005114,1.7030085500000005,19.0,3801.30054282,29048.24397938,1.92400131,0.25049322,9.0,4125.42586002,1000.81432948,3173.95458185,13008.194820150002,3.0,169.0,22.5266316,1377.82835038,10287.36346367,2.0,3.02741,0.5190865,30.0,174.22211052,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 07:00:00+00:00,6.0,131.23518371,,,0.27446028,27.0,1909.12542614,,,0.12609628,10.0,4381.86182977,5.39941127,17.0,13722.436061,1.0,,1.94101108,118.52049737,,5.0,84.55230660000001,0.21354726,12.2,4823.0000545,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 08:00:00+00:00,8.0,176.17981049999997,1.4288731,0.003,0.3684284399999999,31.0,8056.888836210001,3061.89997194,0.20304801,0.5320514800000001,26.0,16304.1252784,728.45931969,2250.92188039,50218.54986801,2.0,,436.95456305,26744.44318866,,5.0,0.47956762,6.41163246,364.28119576,27.12312632,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 09:00:00+00:00,10.0,854.27803213,20.72827229,0.04350138,1.78602689,30.0,45932.77752772,3531.49491041,0.2333132399999999,3.0262686299999992,16.0,11686.58732764,19884.51286884,61112.99369257,35770.381975859986,3.0,0.1,148.71469125,9131.22027481,6.12049033,5.0,98.2,7.144442140000001,401.38171849,5508.93810046,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 10:00:00+00:00,8.0,203.79477361,31.36612674,0.06582192,0.42596699,35.0,5801.0157146,279.17259904,0.01843193,0.38143642,12.0,633.1675129,7670.109365999999,23866.33544772,1951.24555315,2.0,250.13072715,72.32212158,4445.97044216,15300.50559371,,,,,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 11:00:00+00:00,11.0,815.93557076,77.57074738,0.16276502,1.70509459,30.0,1598.2513293800002,86.5078835,0.00570904,0.1050574199999999,9.0,295.67313298,504.74617986,1581.05840109,922.51327865,2.0,255.8552949,,,15607.86605042,2.0,,32.57977224,1824.64604216,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 12:00:00+00:00,9.0,381.1436151,940.23466799,1.97247705,0.79629801,23.0,20090.5795859,11419.40184324,0.75312181,1.31983876,21.0,9895.904672580002,9256.0183739,28773.54127683,30653.74042081,6.0,25.17094786,505.51826977,31003.79598591,1541.59647477,2.0,0.65777215,0.0711999,4.0,36.8080198,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 13:00:00+00:00,4.0,348.99726922,,,0.7293146999999999,23.0,1248.99832279,8001.987863569999,0.5278228999999999,0.0820555,17.0,1931.96930082,5504.623203609999,17303.06458595,6064.845240749999,3.0,,281.05742397,17306.510689079998,,7.0,59.34292032,53.45062205000001,3001.1234544,3318.6756751400003,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 14:00:00+00:00,10.0,407.77412536,15735.71404325,33.13912826,0.8583549100000001,35.0,5875.861112299999,111895.54025111,7.41828999,0.3888607700000001,11.0,1009.16768958,395.97169003,1246.1449674399998,3162.98363953,,,,,,2.0,24.9334365,0.00089751,0.05011911,1390.19626644,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 15:00:00+00:00,9.0,7375.14314799,2131.59458997,4.49190169,15.49885161,32.0,1919.65306772,8333.0792767,0.55514699,0.1274041,12.0,368.0,703.13171977,2212.20123319,1153.26933101,5.0,0.84032713,72.16523932999999,4452.27351608,51.65334494,2.0,8.4242624,,,468.17158616,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 16:00:00+00:00,5.0,5876.11116564,74.70031086,0.15710912,12.32224378,26.0,1987.85799616,6163.57803816,0.41079,0.13196496,13.0,283.28,4422.51407401,13965.373728919998,890.6480538100001,2.0,,201.54818929,12453.7506555,,3.0,0.63368411,5.922878509999999,330.4,35.22603882,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 17:00:00+00:00,4.0,753.43190121,5915.17794176,12.45,1.57750619,31.0,2518.2206984500003,2161.13238398,0.14405583,0.16718779,14.0,99.35358942,4737.212160489999,15072.01988226,315.72972541,,,,,,1.0,,5.8113928,324.51096781,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 18:00:00+00:00,5.0,75.91943288,4467.66340299,9.42633833,0.15937541,27.0,27679.34835157,828.17365796,0.05507384,1.83541048,16.0,1007.39641829,7986.842774850001,25643.08865295,3205.05799929,3.0,,90.52791978999998,5602.99976984,,,,,,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 20:00:00+00:00,7.0,36.78,9447.8874607,20.00027197,0.07745691,51.0,3530.3025405399994,19885.88299385,1.32238884,0.2339613099999999,13.0,11922.95870805,315.35467352,1000.0,37791.80450514,2.0,,710.3575606,44489.381256,,1.0,,2.4523464,137.050155,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 21:00:00+00:00,10.0,1407.65898582,2863.25923212,6.07904799,2.97770363,33.0,920.77012724,4295.929381700001,0.28589293,0.0610383999999999,12.0,4504.52447474,555.6702267200001,1740.02860764,14088.42276473,,,,,,4.0,8.106940999999999,1.83276986,102.41,451.10502958,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 22:00:00+00:00,8.0,457.56821946,5474.4541295300005,11.63731831,0.96893712,38.0,8013.274884480001,5820.733735639999,0.3873396899999999,0.5311256299999999,19.0,11934.43883233,1221.55208829,3811.23966835,36909.71814152999,2.0,3.5,76.33670694,4802.18552972,219.20691703,2.0,,0.11893822,6.640499999999999,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-26 23:00:00+00:00,2.0,83.26613165,,,0.17650175,23.0,2709.8438265000004,2656.89195372,0.1768126799999999,0.17961585,10.0,1099.33,397.70503441,1223.55207699,3367.0017359,3.0,3.0,,,188.04832358,2.0,,1.060212,59.2,,,,,,,49849.37871358314,1628.391533792655,1.0102885652106228,0.0570615478772486,182.2506028893413,529.6557148245007,3.405714487072692,,,,,,
2021-02-27 00:00:00+00:00,1.0,62.85,,,0.13322039,14.0,258.64498679,298.98218975,0.01989588,0.01714296,4.0,24.0,6474.90767788,20000.0,73.5086235,8.0,743.6953624399999,39.54264206,2489.10573743,46440.50721731,,,,,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 01:00:00+00:00,1.0,5.5,,,0.01165792,8.0,6891.5,,,0.45662532,9.0,63.9436022,9593.07699498,30028.72316472,200.04718561,1.0,9.0,,,559.61251774,3.0,0.23099677,7.24785487,405.03088775,12.86592447,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 02:00:00+00:00,3.0,252.0,,,0.53411172,15.0,3323.01871085,8230.73682187,0.54742505,0.22008386,5.0,155.79999999999998,3161.07343911,10000.0,492.13787725,1.0,,398.6120128,24940.0,,1.0,,0.0054487,0.30468941,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 03:00:00+00:00,3.0,2312.77648807,,,4.89889956,5.0,218.45174357,17.83490986,0.00118661,0.0144762,3.0,12.33783116,,,38.96700874,,,,,,,,,,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 04:00:00+00:00,2.0,88.0,,,0.18629359,7.0,12729.7,978.00790111,0.065,0.84308594,2.0,22.31,17.56665959,55.702162,70.46042036,6.0,1183.83569219,2110.22016962,133959.04096141,75253.6403489,1.0,,0.00357656,0.2,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 05:00:00+00:00,3.0,88.39144003,,,0.18711439,2.0,5.6,,,0.00037072,1.0,,1889.18207598,6000.0,,,,,,,1.0,0.15414759,,,8.58531855,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 06:00:00+00:00,6.0,415.28,,,0.8789929699999999,16.0,1217.98398912,,,0.08062475,3.0,31.1,,,98.53165541,,,,,,3.0,0.59587394,1.18935502,66.51026798999999,33.18888981,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 07:00:00+00:00,5.0,1103.0,4859.893524530001,10.33881579,2.33921524,21.0,1903.16148123,,,0.12596312,8.0,2702.80614954,1183.06924852,3765.4508711,8559.049556,,,,,,,,,,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 08:00:00+00:00,9.0,2520.4042468,1071.12760589,2.2790005,5.341616950000001,32.0,6882.412610009999,792.3104789399999,0.05261687,0.45534741,12.0,238.95968372,21.04852723,66.75707829,754.98843653,5.0,1836.03647172,2652.35254002,170790.39589371,118325.38336642,3.0,0.22621671,0.1018558099999999,5.69629184,12.60047826,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 09:00:00+00:00,5.0,520.75518427,0.0330294999999999,7.026e-05,1.10321721,33.0,4272.78172251,18750.13368243,1.24614838,0.2829513299999999,16.0,1568.3933163600002,908.10002806,2875.0,4948.199727260001,3.0,,124.72341492,7988.542667260001,,,,,,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 10:00:00+00:00,6.0,708.12391643,105.4114373,0.22415355,1.49976004,24.0,2096.14955744,313.70269757,0.02085611,0.13881354,8.0,369.2,102.93754552,326.06103258,1164.76079633,,,,,,1.0,1.87504171,,,104.42038264,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 11:00:00+00:00,5.0,80.6,,,0.1706773499999999,30.0,1187.38395029,34.63082457,0.00230236,0.07862347,3.0,127.4727581,,,402.01824368,2.0,218.31813056,734.76133378,47180.77466612,13919.72989127,1.0,0.23108111,,,12.86621004,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 12:00:00+00:00,6.0,135.97267328,60.89688635,0.12946506,0.28792118,22.0,1427.4995649400005,2137.84666381,0.14212921,0.09452629,5.0,141.92947983,,,447.5108757,1.0,322.20194463,,,20657.37827984,1.0,,0.18961928,10.6,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 13:00:00+00:00,7.0,75.5,4955.73706311,10.5480511,0.16008705,28.0,10382.354503720002,13382.34636596,0.89012902,0.68789835,7.0,11.3,3446.55946205,10940.78338191,35.62527116,2.0,,333.54079644,21471.75842006,,2.0,10.04360087,,,558.6777836,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 14:00:00+00:00,3.0,7135.0,47.32572359,0.10050581,15.1176483,28.0,1361.17066736,17236.78199197,1.14702624,0.09021494,8.0,1224.9,1181.35007641,3764.44608815,3887.49633501,6.0,2281.18948328,,,144588.92868827,,,,,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 15:00:00+00:00,9.0,112700.91995425,64651.43986776,137.41488282,237.40660599,31.0,17452.127095979995,3490.5728121300003,0.23246783,1.15698357,8.0,6096.91989793,,,19233.21764261,3.0,,1545.8654164,97946.99029825,,,,,,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 16:00:00+00:00,5.0,67.10420841999999,14976.18409301,31.21065175,0.13976948,25.0,25619.112910100004,146.46559237,0.0097416,1.69527829,7.0,5714.0309693300005,1246.23483575,3900.0,17855.38750568,,,,,,1.0,0.02505876,,,1.39254793,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 17:00:00+00:00,6.0,9453.61918717,50.61746966,0.10574888,19.64770364,40.0,15571.4015599,379.83368378,0.02520569,1.02859251,11.0,1813.73101042,796.4952365500001,2487.58370639,5644.20732797,3.0,1911.24806749,252.97818002,15838.73467821,120357.01775899,,,,,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 18:00:00+00:00,6.0,588.4531928399999,,,1.22016601,24.0,1693.1480215400002,7481.988014500001,0.49601046,0.1117989299999999,5.0,775.05264255,,,2409.11677212,,,,,,1.0,,0.32260469,18.0,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 19:00:00+00:00,3.0,14.2889274,,,0.02962419,29.0,523.41294364,1938.72701044,0.12856749,0.03457331,16.0,453.3662636700001,1440.90338519,4497.43216354,1409.32736792,,,,,,,,,,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 20:00:00+00:00,4.0,721.5,6237.84541387,13.0,1.49684571,20.0,752.38216092,,,0.0496958999999999,6.0,19.05763786,640.3977869299999,2001.54621092,59.30199472,1.0,,0.01678064,1.05218961,,2.0,0.00643988,0.26878194,14.99777113,0.35791278,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 21:00:00+00:00,3.0,102.43923968,,,0.2129170799999999,24.0,601.42382536,1098.15707991,0.0728234099999999,0.03972301,10.0,802.47698265,84.53397855,264.01644499,2497.75821572,1.0,,0.44001679,27.59027831,,,,,,,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 22:00:00+00:00,5.0,9890.867983609998,0.57512209,0.0012,20.51060088,28.0,4518.40419058,8462.99365645,0.56123588,0.29840065,11.0,624.43369892,357.70539297,1117.45476905,1942.58137169,1.0,,173.80282228,10909.1543947,,2.0,1.991,0.15417771,8.6,110.63339602,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-27 23:00:00+00:00,4.0,7.22,44.81980888,0.09310379,0.01493825,18.0,531.68682513,458.39235626,0.03040893,0.03513039,10.0,5129.16469429,417.05916695,1302.11005458,15892.708483,1.0,1.0,,,62.58050721,1.0,0.00057788,,,0.03210602,,,,,,46551.48747675472,1450.988746804119,1.008045060202137,0.0505439401063158,170.8958209778042,486.5625062920621,3.087320141524126,,,,,,
2021-02-28 00:00:00+00:00,2.0,29.5,,,0.06103524,17.0,3530.96299261,505.33372065,0.033524,0.23327993,6.0,468.1,3172.689481,9847.16749716,1444.0915735,2.0,247.53708438,,,15468.29927372,1.0,0.51202123,,,28.44532516,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 01:00:00+00:00,1.0,90.0,,,0.18620406,13.0,651.14367273,156553.2411785,10.45385581,0.04360065,2.0,23.29358432,,,72.19354766,,,,,,1.0,,0.00089646,0.05,,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 02:00:00+00:00,3.0,430.67565015,0.00345456,7.17e-06,0.89093272,7.0,76.71334205,93.52433101,0.00628743,0.0051366799999999,7.0,509.32616147,2.57104388,8.00024027,1577.86107774,,,,,,,,,,,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 04:00:00+00:00,4.0,,33253.10300562,69.59335137,,8.0,29652.36671348,17.44737345,0.00117244,1.98214027,2.0,1262.55,,,3899.48368875,,,,,,3.0,56.04974066,0.09809552,5.46496097,3096.99860071,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 05:00:00+00:00,4.0,530.0,5682.28289865,12.0,1.11613485,4.0,313.83361037000003,745.95072274,0.05,0.02095141,3.0,5552.97284864,,,17054.839849379998,2.0,,107.19091148,6720.0,,2.0,13.12319899,,,720.3111567599999,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 06:00:00+00:00,12.0,40927.19354004,66.63555023,0.1408766099999999,85.36856229,17.0,581.9553475,0.01285576,8.599999999999999e-07,0.03885206,17.0,5409.46053691,1317.46383217,4033.76489744,16486.252702579997,,,,,,4.0,12.59000688,24.217579120000003,1332.80380206,689.34472103,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 07:00:00+00:00,19.0,10241.95626972,21847.3244985,45.37290608,21.14858215,40.0,5121.91596053,5546.38424006,0.37176361,0.34194042,34.0,21146.446494569995,6839.88614963,20623.72958737,63484.583658020005,,,,,,3.0,20.792,16.16900406,890.0,1140.32663066,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 08:00:00+00:00,12.0,723.7516395600001,24127.960880260005,50.58343278,1.50320822,28.0,15906.046447129998,393.56076471,0.02638,1.06122486,12.0,2359.82908971,5691.3632565,16978.53326469,6999.76445813,,,,,,1.0,,0.15422297,8.5,,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 09:00:00+00:00,20.0,769.31745969,25334.403437430003,53.71386846,1.62553093,47.0,55671.26631408,10311.5918281,0.6899069800000001,3.705490040000001,17.0,6969.79301307,15080.93375943,45718.29233209,21179.54316069001,1.0,,100.45543224,6305.4745925,,2.0,,17.35269731,958.0,,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 10:00:00+00:00,11.0,1934.09211474,659.0486334100001,1.40534759,4.10681105,34.0,8789.71476926,1030.01318659,0.06867613,0.5835699300000002,21.0,4180.8710235,13207.64038044,40421.05786659,12767.92168859,,,,,,1.0,,0.361655,20.0,,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 11:00:00+00:00,8.0,2003.57605126,,,4.250614949999999,29.0,4214.758922030001,3857.90938632,0.2571042,0.27976008,18.0,1272.94985199,378.86260091,1165.44075372,3902.32356332,2.0,,52.46860782,3296.37584151,,2.0,,11.30736288,626.0116667100001,,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 12:00:00+00:00,6.0,79.0542485,359.16711199,0.76474359,0.16766147,22.0,2449.58452187,270.19137531,0.018,0.16255229,13.0,1784.7735000799998,3056.42472302,9425.00150085,5486.842150850001,1.0,,5.97975081,375.81187136,,5.0,29.56480962,26.72627463,1485.0519056,1635.78423281,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 13:00:00+00:00,6.0,1759.13669721,1156.35555346,2.46138618,3.72975321,19.0,850.9269371700001,184.90621329,0.01231783,0.0564603299999999,12.0,3066.5501554,,,9392.00515439,,,,,,2.0,15.0,0.12636508,7.0,826.4352242,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 14:00:00+00:00,10.0,670.0,34.10253302,0.07259022,1.42034177,20.0,1117.84234026,279.45049587,0.01861448,0.0741653499999999,9.0,6629.46356055,1107.53354378,3400.0,20178.43174276,,,,,,1.0,15.8,,,867.96673623,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 15:00:00+00:00,8.0,3490.0,7912.780164000001,16.8665034,7.41500262,20.0,6930.334031349999,24.59988055,0.00163773,0.45965654,10.0,9681.89371729,4641.81271423,14147.66775209,29284.70407283,1.0,,938.91801557,59340.735067,,1.0,,18.95360951,1045.70095461,,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 16:00:00+00:00,5.0,202.43033139,,,0.42993194,28.0,5498.36849579,172.0875299,0.01145547,0.36449172,31.0,19425.61078171,17758.647362620002,53137.90492536,57922.35887699001,4.0,102.0,352.57181522,22454.29097531,6479.44931089,4.0,7.41953264,16.22804107,897.25728344,408.35387239,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 17:00:00+00:00,5.0,177.78664669,960.68801688,2.04880436,0.3776298999999999,33.0,7625.13597276,29311.17217639,1.9521521200000005,0.5057580500000002,23.0,20585.90883863,11178.35402276,33616.97393045,61433.11230124,2.0,321.54841369,35.14395539,2240.73337101,20384.7544409,2.0,,1.02061095,56.51043735,,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 18:00:00+00:00,1.0,848.78439069,,,1.80290548,31.0,13062.586300060002,5904.0448788700005,0.39332531,0.86692974,9.0,5782.197316410001,0.00941254,0.02781299,16965.14575964,1.0,322.7588986,,,20383.20388215,2.0,0.7205681700000001,0.14446863,8.0,39.74009862,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
2021-02-28 19:00:00+00:00,5.0,1047.12787185,,,2.22323358,25.0,1177.1253680799998,200.32657367,0.01334669,0.0781097299999999,8.0,156.59353946,,,457.21368212,4.0,1500.62631448,102.11718963,6352.84933319,93753.39082582,,,,,,,,,,,46653.52639939581,1480.1295768477528,0.9939959643988856,0.0508664741611591,173.28321018850752,489.4504692573897,3.0426385108286698,,,,,,
