,AMZN-USD,ARKF-USD,ARKG-USD,ARKK-USD,ARKQ-USD,ARKW-USD,ARKX-USD,BABA-USD,BCH-USD,BCO-USD,BTC-USD,BYDDF-USD,COIN-USD,CQQQ-USD,DFI-USD,DIS-USD,DOGE-USD,EEM-USD,ETH-USD,EUR-USD,FB-USD,GLD-USD,GLO-USD,GME-USD,GOOGL-USD,INTC-USD,KRBN-USD,LTC-USD,LZAGY-USD,MA-USD,MARA-USD,MCHI-USD,MIN1000,MIN200,MIN350,MIN500,MSFT-USD,MSTR-USD,NFLX-USD,NLLSF-USD,NSRGY-USD,NTDOF-USD,NVDA-USD,OTGLY-USD,PATH-USD,PDBC-USD,PLTR-USD,PYPL-USD,QQQ-USD,RBLX-USD,RIOT-USD,SEDG-USD,SGD-USD,SI-USD,SLV-USD,SNAP-USD,SOXL-USD,SOXS-USD,SOXX-USD,SPY-USD,SQ-USD,SQNXF-USD,SQQQ-USD,TCEHY-USD,TLRY-USD,TLT-USD,TQQQ-USD,TSLA-USD,TTWO-USD,TWTR-USD,U-USD,UBER-USD,URTH-USD,USDC-USD,USDT-USD,V-USD,VNQ-USD,VOO-USD,XAG-USD,XAU-USD,XCU-USD,nbLiquidation,nbLoans,nbVaults,sumBTC,sumDFI,sumLoanDUSD,sumInterest,sumLoanTSLA,sumUSDC,sumUSDT,AAPL-USD,AMD-USD,sumLoanAAPL,sumLoanARKK,sumLoanBABA,sumLoanGLD,sumLoanGME,sumLoanGOOGL,sumLoanPDBC,sumLoanPLTR,sumLoanQQQ,sumLoanSLV,sumLoanSPY,sumLoanTLT,sumLoanURTH,sumLoanVNQ,burnedAuction,burnedPayback,MIN150,MIN175,sumDUSD,sumLoanLiquidationAAPL,sumLoanLiquidationARKK,sumLoanLiquidationBABA,sumLoanLiquidationDUSD,sumLoanLiquidationGLD,sumLoanLiquidationGME,sumLoanLiquidationGOOGL,sumLoanLiquidationPDBC,sumLoanLiquidationPLTR,sumLoanLiquidationQQQ,sumLoanLiquidationSLV,sumLoanLiquidationSPY,sumLoanLiquidationTLT,sumLoanLiquidationTSLA,sumLoanLiquidationURTH,sumLoanLiquidationVNQ,sumLoanAMZN,sumLoanLiquidationAMZN,sumLoanCOIN,sumLoanEEM,sumLoanLiquidationCOIN,sumLoanLiquidationEEM,sumLoanLiquidationNVDA,sumLoanNVDA,burnedDFIPayback,dexfeetokens,dfipaybacktokens
2021-12-22 14:01:53.974270,3400.0812381,41.14962758,64.96960361,98.38942958,76.8297582,123.74939336,18.84003979,121.27203337,439.20591649,74.172,48775.85796801,33.43020263,247.8698963,62.19943292,3.57542836,150.91455331,0.17286345,48.23968128,3972.78688898,1.13084999,333.1690418,167.01894037,10.96977054,157.89982064,2869.45266787,50.72395721,49.15018335,155.25076416,80.63016936,350.74155693,34.30987525,62.53994924,37.0,1834.0,161.0,129.0,327.07666047,567.50997469,604.53974747,1.67502251,137.57086602,489.74813047,289.62283548,11.61995209,43.34588775,13.74985291,18.8444262,188.88124329,389.20380186,102.420555,23.92593884,281.09404865,0.73326147,144.29643373,20.7699158,45.99336939,63.50016659,3.72001733,530.11451991,462.5470999,169.74011418,54.06382689,6.34607802,57.93971157,7.85008538,149.12945234,155.82169127,952.39383664,179.44033586,44.2744941,145.78279863,41.81717813,132.34942892,1.00403151,1.00474842,215.26335992,112.11829956,425.68852319,22.483725,1786.85375,4.3394,241.0,9796.0,6821.0,690.1315060699993,54303312.17344601,74763844.93776622,60138.49413248013,3079.240989029998,12806319.653772416,10159762.129009577,172.82043931,143.67717013,8814.790049430008,9815.892903829988,11334.91892185,4470.146737009999,14784.79738905999,328.45149509999976,34879.21312548999,64357.63210524,5496.30506968,40365.64478185999,7108.837585539992,5007.07240727,2841.8481480200007,4556.353603300001,36970.08093235,9536.2231565,3981.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 15:02:10.612386,3411.41566797,41.20940877,65.11452101,98.70393349,77.0630032,124.28273805,18.88161179,119.25624697,441.02323585,74.172,48968.21633102,33.67839979,248.13870361,61.82035949,3.57190274,150.84699995,0.17403274,48.18775883,4009.5777708,1.13108,333.67738278,167.19850742,10.96989632,157.62214258,2883.97891023,50.4491886,48.60786019,155.48815788,80.45482458,351.50455232,34.56958402,62.19987316,36.0,1833.0,161.0,129.0,328.21963454,571.4982318,607.61776702,1.69102517,137.19724325,488.35419004,290.3859656,11.67195687,43.76196849,13.77375086,19.15145051,189.27796437,389.93676421,104.90840122,24.34130906,281.54480031,0.73297124,146.01128357,20.84670674,46.56147779,63.14998478,3.73853534,528.39239969,463.36969318,169.21365066,54.0653537,6.30565392,57.42548915,7.78760926,149.37291556,156.87568467,968.943711,179.43350909,44.25802007,146.33596525,42.23976487,132.37711493,1.00441158,1.00489372,215.48928801,112.46830758,425.90353264,22.483725,1786.85375,4.3394,246.0,9788.0,6824.0,689.6357353899994,54267240.25569814,74767928.22577682,60293.46048347012,3055.8167252,12842509.707165264,10109861.797380297,173.41535991,142.45099794,8641.785548840007,9602.752578849992,11371.310179159998,4469.282010750001,14784.856098939996,327.83101608,34873.27086676,64096.85986013997,5496.324693279998,40454.81275289,7107.860848740004,5010.09234634,2841.8569990799992,4556.372489259999,36970.08093235,9536.2231565,3973.0,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 16:02:06.835893,3408.54655437,41.09178384,64.87764844,98.61107381,77.06185202,123.9980407,18.87787052,118.81946001,444.20383225,74.172,48974.15388135,33.71853387,249.62041968,61.83019604,3.58156371,151.51005129,0.17642754,48.27817929,4010.49916605,1.13209,333.62177936,167.52621031,10.98293176,157.51282439,2897.12280808,50.7652575,48.61268534,157.62430004,80.5358731,354.22577224,34.38182252,62.24994226,36.0,1834.0,162.0,129.0,329.73994499,569.48405935,609.72800126,1.69748658,137.2529361,486.96369212,290.50946108,11.74219844,43.79691056,13.80929327,18.9544212,189.78600292,391.07938883,104.27934554,24.21946823,282.0455675,0.73343356,145.63103375,20.92235802,46.53113865,63.28181117,3.7157354,529.69335401,465.14189562,168.35626852,54.06522091,6.25455977,57.50884015,7.81491084,149.33327742,158.23365386,978.882491,179.025761,44.28366121,145.69960986,42.49636215,132.80511829,1.00460133,1.00457817,217.00002559,112.71364342,427.49831431,22.483725,1786.85375,4.3394,267.0,9792.0,6827.0,689.5407812399994,54275474.022309385,74828030.60421175,60596.98704610024,3057.2594055599984,12843490.531891154,10115617.182724776,173.9035113,142.29275799,8641.822042519994,9598.89544589,11391.79357667999,4456.98321266,14889.608663639996,327.83267791,34829.42971588002,64090.13226601003,5496.347539379997,40410.44375694997,7106.600438280004,5000.323266879997,2841.87019323,4556.394489529999,36970.08093235,9536.2231565,3974.0,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 17:01:51.210057,3430.01049254,41.27683152,64.99012735,99.01240355,77.30108412,124.54597813,18.89077854,119.55161392,445.20098314,74.172,49114.81395831,33.84907861,251.85484439,61.96251788,3.59452514,151.74574673,0.17674034,48.35068604,4023.39900764,1.13236,333.37642423,167.67243857,10.95425891,157.67610711,2905.41679721,50.79044577,48.96022072,159.11054526,80.93819435,355.08748326,34.76944611,62.36910054,36.0,1833.0,162.0,129.0,330.10837279,572.61362825,610.7490156,1.6970119,137.69105176,486.97148537,293.32684144,11.69523562,44.22490226,13.81373147,18.95555795,190.65081513,391.8045622,104.37244438,24.37909615,283.02764717,0.73384262,147.47528358,20.94147897,46.68673414,64.27141155,3.66969828,531.8350033,465.39840862,169.3429695,54.06560324,6.21784512,57.58564206,7.86037705,149.36922546,159.20640768,986.26768714,178.29823299,44.22683718,146.66836832,42.33104372,132.96079368,0.99932285,1.00539779,217.64899264,112.59727431,427.87206433,22.483725,1786.85375,4.3394,269.0,9801.0,6831.0,690.1490630699994,54358570.93173141,74942742.91796906,60995.09066381019,3026.3732313799974,12845909.119513985,10147235.224574445,173.63186219,143.88335399,8634.335510880002,9984.534769060005,11478.898196580005,4533.538189659998,14883.364936549988,329.1714407699999,33215.85167283,64090.43395851997,5464.986860540002,41182.48943485,7068.139018550008,4988.988337199998,2841.884598080001,4556.418829809997,36970.08093235,9536.2231565,3973.0,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 18:01:41.656958,3416.17167909,41.19418634,64.74565361,98.35864573,77.21440444,123.81095497,18.84986872,119.66110534,443.54416348,74.172,48971.37167792,33.72802899,251.48750381,61.8734675,3.57512937,151.61613079,0.17534094,48.37124129,3997.17478275,1.13291999,331.98180169,167.78974341,10.95853059,156.16838332,2901.67060087,50.83319568,48.89685087,157.84161157,80.92437252,356.11940363,34.25481706,62.35072405,36.0,1833.0,162.0,130.0,329.87825934,567.95060593,609.72334146,1.69499823,137.68403008,486.96678452,291.93317182,11.73214944,43.79256021,13.83173939,18.88093404,190.26778628,391.52072431,102.85342092,23.9649654,282.24484098,0.73403115,145.58480445,20.9440507,46.58156368,64.26311826,3.66988231,532.02230995,465.60399759,167.72017108,54.06510705,6.23335993,57.55974529,7.83099117,149.46881144,158.79462762,981.51875466,178.24471943,44.14585295,145.5473142,42.67261601,133.04879999,1.0000857,1.00530742,217.78951492,112.79551892,428.01118853,22.483725,1786.85375,4.3394,269.0,9795.0,6832.0,690.3441929599994,54324738.57658922,74919871.56755966,61135.55883770994,3009.0774108200026,12848721.069335476,10048129.514717065,174.02395945,143.58413347,8632.767396450003,9771.26430734,11365.81078859,4425.359623049999,14639.0970187,327.83600369000004,33603.26847883999,63791.15526269003,5432.5345556899965,40555.57474436999,7037.0163378,4993.509125539999,2841.896134880001,4553.438059209998,36970.08093235,9536.2231565,3973.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 19:01:54.269213,3395.29065954,41.01644971,64.49841116,97.78013161,77.02972903,123.14069095,18.83376498,118.93703579,444.5164017,74.172,48876.6791953,33.75367854,249.94378743,61.85814585,3.57432846,151.53023954,0.17547081,48.33902815,3985.64520791,1.1329,330.48900308,167.93819217,10.9347351,154.29349377,2901.22795291,50.7381516,48.94151157,158.41175666,80.9466888,354.95757499,33.9321773,62.2956779,35.0,1835.0,161.0,130.0,329.79661182,565.39520374,609.38934043,1.69700433,137.75417704,484.77897296,290.43924979,11.71400152,43.66784754,13.84259538,18.77230095,189.76765163,390.69647112,102.22453849,23.62567991,280.62713123,0.73411737,145.44651318,20.96586574,46.53377414,63.82353404,3.69646822,530.66477454,465.10429901,167.26407854,54.06529609,6.27272803,57.54662586,7.77353968,149.4818427,157.8414456,977.84332781,177.52940217,43.93721193,144.3905976,42.57346,132.93952644,1.00517582,1.0053888,217.30669205,112.8371792,427.59900275,22.483725,1786.85375,4.3394,201.0,9798.0,6835.0,690.0588503999993,54320599.656497054,75467870.61738335,61436.20941417021,3065.8110436899988,12786334.482350225,10151780.876674106,173.71233019,142.8654496,8635.886130590006,9783.001925689998,11426.453526900004,4489.339536330001,14641.675821120003,327.6251270399997,33601.79363131,63744.98408431,5415.615453800002,40482.76950657998,7016.416499570003,4934.129448170002,2841.7211617300004,4550.798859789998,36970.08093235,9536.2231565,3979.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 20:02:05.148810,3402.02442526,41.14002332,64.39899355,98.13553119,76.99529873,123.65951141,18.82040623,119.32626288,445.15442437,74.172,48968.24191739,33.80459472,252.04714493,61.85191855,3.56775242,151.50625949,0.17529142,48.37337709,4000.63113586,1.13291,331.44226912,168.04048363,10.94410844,155.10927825,2904.20224492,50.77576734,48.98268652,158.23594914,80.95350774,354.71882459,34.14705264,62.37950143,35.0,1835.0,161.0,131.0,330.1157291,567.34521037,610.63321575,1.6949975,137.71184166,484.7849755,292.24856897,11.71699955,43.83212772,13.86805794,18.84429009,190.34543803,391.52653773,102.47841494,23.81199082,282.01701347,0.73417126,145.98708159,20.99495085,46.54004977,64.06010878,3.67361273,531.82680192,465.27796356,168.12724019,54.63850721,6.23357238,57.51996974,7.77396149,149.48927467,158.8448438,984.8236443,178.39239477,44.0206951,144.82240832,42.67321323,132.97408053,1.00444835,1.00473893,217.06220522,112.64554001,427.79845225,22.483725,1786.85375,4.3394,258.0,9795.0,6842.0,690.3154094099993,54209070.20639863,75229653.16575447,61447.16544471988,3042.9408541999974,12782299.956483455,10540482.469528075,174.02526055,143.44865098,8638.569307879996,9874.973883509994,11425.723787119983,4403.48587121,14679.745651420008,327.88771726000016,33528.86389429001,63954.28672944995,5369.385541490002,40239.24860342999,7021.446474209992,4934.905630609998,2836.70879031,4534.14201859,36970.08093235,9536.2231565,3986.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 21:01:41.244103,3405.6074107,41.14719853,64.62349997,98.11916793,77.06033478,123.70813756,18.82659082,119.15336747,444.18137554,74.172,49077.62328037,33.8490934,251.73685035,61.8652984,3.56766442,151.52126669,0.17566494,48.39109779,4005.13210666,1.13355,331.48529587,168.08730271,10.95270606,155.04228108,2906.9067316,50.75523678,49.00210195,157.99331517,81.03492927,355.3136597,34.25978815,62.35195053,35.0,1829.0,161.0,131.0,330.54327689,567.558573,611.00946875,1.69420313,137.762009,486.79179537,291.99638079,11.72497668,43.88324309,13.86520808,18.86705123,190.34268895,391.82119074,102.75086034,23.80730197,282.93166288,0.73452178,146.60242441,21.00804491,46.54248354,64.21772284,3.66514111,532.2327672,465.84959532,168.14541682,54.63967762,6.21723503,57.51970284,7.7922527,149.56103501,159.16807683,985.02602907,177.80316921,44.05318257,144.89788138,42.78789773,133.09115132,1.00008201,1.0050589,217.09828892,112.94582053,428.23828923,22.483725,1786.85375,4.3394,262.0,9786.0,6849.0,690.3713598099994,54234682.95840753,75345794.49017519,61555.62744284989,2963.5471109599985,12769828.815687465,10664864.521804284,174.46463638,143.5994157,8645.900942500008,9934.635759889998,11417.872422490009,4417.708456509999,14587.80348737,329.0399149599997,33451.13816198999,63891.78009848996,5342.154718470001,40201.41135139,7068.102150510003,4937.727716090003,2836.7211366500014,4534.162524629998,36970.08093235,9536.2231565,3996.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 22:01:59.054548,3419.93064375,41.12094104,64.59424371,98.28080121,77.45822856,123.8503514,18.84195957,117.8438476,443.22469084,74.172,49130.92961913,33.79789722,254.61371999,61.98430994,3.54931253,151.88420369,0.17616121,48.47624398,4020.54325045,1.13285,330.60857091,168.59912705,10.95002037,153.94100366,2927.5437662,50.97037017,48.97427416,157.53530749,81.05939419,357.43076191,34.12961791,62.31915987,35.0,1827.0,161.0,131.0,333.38651168,569.77829202,614.67996769,1.69499683,137.82641933,486.00133452,294.20979284,11.72801688,43.94768841,13.91223228,18.88557449,191.59218986,393.94583625,102.70941078,23.61595406,284.12005675,0.73435996,147.70117901,21.09780576,46.75707088,65.31998189,3.62001252,535.51276533,467.81904587,167.3880916,54.63949042,6.11567628,57.54861081,7.74426794,149.79793836,161.7519755,1010.16129328,177.60835766,43.90394801,145.09810131,42.73709852,133.45443299,0.99981482,1.00515772,217.85310307,113.26764599,429.97866536,22.483725,1786.85375,4.3394,270.0,9762.0,6853.0,690.4259594199995,54127450.078654446,75120339.21128878,61641.88005494018,2987.7329267200003,12805756.070877757,10856441.436715696,175.71266783,143.86039627,8609.96437376,9569.375923349997,11359.827336569992,4412.90674894,14016.16123119,328.8298037099998,33288.46936061999,63856.43472577003,5334.106853569994,40155.14318671,7067.726777349997,4937.752612359997,2833.090278700002,4517.889980259997,36970.08093235,9536.2231565,3999.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 23:01:55.545959,3419.95783297,41.12178983,64.59457641,98.28063717,77.45750634,123.85063483,18.84213049,117.85706382,441.78323971,74.172,48973.64092248,33.98212905,254.61672127,61.94182531,3.53619436,151.88391399,0.17544279,48.47450479,4005.58002212,1.13273,330.56224198,168.6005037,10.9500076,153.94390675,2927.9834702,50.97019367,48.98265572,156.37188372,81.27215419,357.45233781,34.12981881,62.31778792,35.0,1828.0,160.0,131.0,333.38933608,569.85532483,614.53639058,1.70502366,137.95358008,484.10828189,294.12781723,11.72786463,43.94835739,13.91119052,18.88550988,191.60322911,393.95178457,102.71458302,23.6170019,284.0468302,0.73444087,147.72862943,21.09846667,46.75615878,65.33997093,3.62000018,535.57866588,467.82064399,167.41135856,54.63932658,6.11719269,57.35245906,7.7442539,149.79880359,161.75310443,1010.05310437,177.60754857,43.90340616,145.10061208,42.7365418,133.45704129,1.00016434,1.00018464,217.85004584,113.26846053,429.98101117,22.483725,1786.85375,4.3394,283.0,9753.0,6854.0,689.7397683299995,54110901.100569226,74999096.10701668,61849.08081471004,2924.811180769997,12816883.956811825,10891753.721500458,175.71664322,143.85519628,8581.056717800006,9553.044164159992,11189.23882272,4389.427859790001,13991.123727820002,326.0132128100002,33126.59026905001,63379.67867774,5189.502856150002,39555.34784092999,7065.632190490009,4935.89663575,2833.1014548500007,4072.67279377,36970.08093235,9536.2231565,3998.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23 00:04:05.434563,3420.19549187,41.15423523,64.60053295,98.27403527,77.46862481,123.8526937,18.84100675,117.84045161,440.44547126,74.172,48762.14252377,34.34955013,254.59247115,61.9435306,3.51217118,151.88376674,0.17361781,48.47372854,3991.09279019,1.13267,330.56193887,168.59729767,10.9501553,153.94593281,2927.98745025,50.96990492,48.98221718,155.9356414,81.70020056,357.44362232,34.13002261,62.31852845,35.0,1828.0,160.0,131.0,333.33009129,569.84928545,614.53038141,1.72499195,138.21166203,480.3662403,294.126338,11.89001688,44.15674287,13.91145243,18.87976468,191.60397823,393.95950713,102.76371339,23.61688904,284.04492791,0.73434379,147.73197914,21.09880382,46.75612789,65.33992215,3.61995662,535.56302818,467.78325384,167.41229243,55.50060043,6.11707143,56.95921973,7.74298679,149.8063256,161.70967269,1009.66646213,177.61527127,43.90259578,145.03086318,43.03205772,133.47784,0.99999797,0.9999812,217.89007955,113.26900608,429.9812702,22.483725,1786.85375,4.3394,282.0,9747.0,6855.0,697.9274543799994,54105881.21488949,74924943.084148,62193.5654271898,2914.572024149999,13035494.665434916,10992225.072483089,175.68892844,143.8627165,8574.643015310001,9565.0895458,11178.876198010004,4385.4490972,13965.75020867,324.1718691999997,33126.76190562999,61422.62502708004,5189.721890190002,39482.61301585002,7071.891165599997,4935.921707150001,2833.2354521000016,4072.6931363100007,36970.08093235,9536.2231565,3997.0,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23 01:02:40.627936,3420.18449717,41.15408098,64.60009228,98.27497036,77.46830197,123.85231138,18.84167275,117.84129687,439.06451327,74.172,48327.5363913,34.34953645,254.59141174,61.94293552,3.49395977,151.88526561,0.17307244,48.47391436,3944.48892955,1.13389,330.55462801,168.59864546,10.95002458,153.94591568,2927.95903197,50.97048603,48.98262461,154.95321727,81.69936448,357.45010968,34.12984969,62.31929166,35.0,1828.0,161.0,130.0,333.32587345,569.85272644,614.53180765,1.72503023,138.21201397,480.35715614,294.12886723,11.89009794,44.15714263,13.91158147,18.88016297,191.60604904,393.9596378,102.76509327,23.61704738,284.04492918,0.734333,147.72920559,21.09862667,46.75505621,65.33999184,3.62003028,535.58036742,467.77204546,167.41394178,55.49963435,6.11717344,56.96020645,7.74275692,149.80698975,161.70687649,1009.67015707,177.61450763,43.90309312,145.03001151,43.03097415,133.47862651,1.00015286,1.00025948,217.88801793,113.26871296,429.98267296,22.483725,1786.85375,4.3394,224.0,9737.0,6857.0,693.7260562999995,54081963.42643143,74817354.6416257,61934.345450410125,2905.7858244800013,13067032.368383028,11029400.38650144,175.6858382,143.86108525,8552.34295841,9484.793874779996,11237.66317527001,4342.4664464,14060.618673899991,323.01728506000006,33126.93652764999,60923.238533710006,5189.345035090002,39373.134170790014,7083.820763489997,4955.617522119998,2833.249721609999,4087.51081681,36970.08093235,9536.2231565,3992.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23 02:02:55.626542,3420.21436321,41.15446055,64.59930755,98.27470727,77.46894333,123.85568792,18.84119997,117.84160379,440.2471255,74.172,48463.38331387,34.34996558,254.59233734,61.9431711,3.49708261,151.88169401,0.17326222,48.47363819,3956.1766217,1.13393,330.56446282,168.59926966,10.95018676,153.94566402,2927.93164362,50.97053495,48.98296508,156.43383751,81.69981922,357.44941614,34.13000478,62.31794638,35.0,1827.0,161.0,130.0,333.32921814,569.85468052,614.53352163,1.72500329,138.21090794,480.36584172,294.13630265,11.89010928,44.15790844,13.91159603,18.87999603,191.60449747,393.95332368,102.76447567,23.61712154,284.04657946,0.73473766,147.73205684,21.09836699,46.75530777,65.34063169,3.61998192,535.57724261,467.77557685,167.41110628,55.50027141,6.11719083,56.95946194,7.74287821,149.80595346,161.70815832,1009.65192408,177.61648255,43.9029786,145.03046403,43.03105911,133.47606466,1.00511208,1.00520492,217.88930932,113.26860186,429.98690279,22.483725,1786.85375,4.3394,296.0,9726.0,6859.0,693.6104107799996,54039116.435429625,74769991.4647366,62223.49436997977,2901.9936081999967,13067313.650198268,11027400.38650144,175.68786541,143.86482549,8257.81417109,9114.071825780002,11180.425023199996,4342.488465849999,14034.58135803001,322.1040624499999,33127.11059950997,60672.48210098,5189.1445019,39473.33900753001,7075.980588480003,4946.38336329,2833.0804972599985,4079.530833710001,36970.08093235,9536.2231565,3989.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23 03:02:27.380357,3420.1748342,41.15473829,64.59976834,98.27430495,77.46795587,123.85433381,18.84141714,117.84137332,442.63595283,74.172,48659.07287165,34.34999199,254.59325714,61.94247979,3.49964275,151.88281095,0.17481639,48.47430517,3985.22371677,1.13388,330.56023789,168.59817576,10.95014545,153.94810117,2927.92872053,50.97021619,48.98334163,157.51421434,81.69879853,357.45445477,34.12947056,62.31882889,35.0,1827.0,161.0,130.0,333.32605994,569.86142396,614.53650037,1.72497296,138.20850101,480.36914944,294.13325304,11.89010837,44.15717708,13.91151622,18.88018029,191.60273614,393.94765742,102.76452502,23.61732526,284.04333816,0.73457034,147.72986638,21.0989169,46.75651836,65.34043157,3.6199995,535.56294043,467.77984186,167.40981433,55.50028959,6.11716471,56.96011583,7.74277044,149.80702978,161.70769006,1009.67263377,177.61539008,43.90328393,145.02884516,43.03111303,133.47654774,1.0000376,1.00018986,217.89025758,113.26920892,429.98186217,22.483725,1786.85375,4.3394,301.0,9727.0,6859.0,693.6183470599996,54054318.84795367,74801639.44183658,62600.40256592984,2902.004550769999,13076349.1688769,11027400.38650144,175.68921823,143.86122909,8234.502308300003,9318.659832710006,11180.476990070008,4319.508195389999,14134.418226929994,322.10571489999984,33127.27331522999,60672.73748998,5189.166057629999,40390.30458913002,7076.008161880009,4951.40717505,2831.49880909,4079.5501059500007,36970.08093235,9536.2231565,3989.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23 04:02:21.372075,3420.20336871,41.15426062,64.60033519,98.27388756,77.46848204,123.85492376,18.8412937,117.84097406,441.57259544,74.172,48470.28484268,34.34932689,254.59141778,61.94292375,3.48035185,151.8827987,0.17471762,48.47359311,3966.95542465,1.1339,330.56157822,168.59967418,10.95018283,153.94447181,2927.934395,50.97003017,48.98307551,156.99091253,81.70167207,357.44881738,34.13071205,62.31795948,35.0,1827.0,161.0,130.0,333.33066536,569.85480835,614.53851535,1.72500319,138.21115178,480.35962313,294.13158428,11.88987845,44.1568314,13.91153489,18.87967972,191.60255441,393.95411475,102.76335326,23.61699558,284.04413343,0.7345002,147.72897123,21.09874437,46.75533389,65.33971672,3.61993666,535.56453894,467.77329839,167.41189409,55.49891193,6.11713632,56.95973102,7.74287955,149.80344913,161.71059723,1009.67374788,177.6131618,43.90343272,145.0283744,43.03155854,133.47738694,0.99996548,1.00534347,217.89271513,113.26798118,429.98520631,22.483725,1786.85375,4.3394,298.0,9724.0,6859.0,693.6183470599996,54038607.08617117,74853450.69203044,62949.52037241005,2901.694755160003,13076373.839603169,11032588.792991288,175.68828322,143.86501603,8224.57804208,9296.21727729,11179.710382680005,4312.675465000001,14116.445110329996,322.10725198000017,33127.42539629002,60672.97500131006,5187.71965547,40540.48971292,7076.033908780002,4951.429504349998,2831.5111298300008,4078.716970500001,36970.08093235,9536.2231565,3989.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23 05:02:15.331439,3420.18149997,41.15413503,64.59972462,98.2749461,77.46866683,123.85389466,18.84132667,117.84205266,441.36582869,74.172,48557.091232,34.35036127,254.59143322,61.94282984,3.48113874,151.88431005,0.17533171,48.47414962,3968.25219659,1.13393999,330.55394541,168.59775257,10.95018504,153.94471189,2927.95534598,50.96906618,48.98316364,156.49414271,81.69912975,357.44577716,34.13027016,62.31914428,35.0,1827.0,161.0,130.0,333.33408708,569.85084286,614.54176154,1.72501207,138.20844003,480.35700267,294.12738088,11.88999198,44.15727466,13.9113526,18.88007841,191.60310331,393.95630861,102.76258073,23.61681713,284.04550173,0.73487264,147.72884366,21.09864383,46.75579037,65.34107009,3.62000765,535.57264777,467.77881609,167.41106465,55.50058886,6.11722203,56.96060866,7.74279613,149.80473577,161.70945858,1009.66788186,177.61285866,43.90274602,145.03099666,43.03190823,133.47641682,0.99981185,0.99997914,217.89008969,113.26924585,429.98535689,22.483725,1786.85375,4.3394,303.0,9725.0,6859.0,694.7546818399996,54027737.34364797,74856693.4282037,63322.841396249954,2901.7055868199973,13056175.221404104,11032678.400903596,175.69044894,143.86302859,8224.612120039994,9296.25839487,11179.354174410011,4312.695667839999,14110.19093722,322.1088874599999,33127.58678591,60758.22788763,5187.741020029999,40540.68623259999,7076.061245740007,4951.4531696700005,2831.52427667,4078.306317159997,36970.08093235,9536.2231565,3990.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23 06:02:52.773736,3420.23905452,41.15461041,64.59998374,98.27407255,77.46852548,123.85519992,18.84141802,117.84209555,440.34225384,74.172,48398.4325743,34.34991283,254.59200518,61.94282272,3.44848494,151.88293323,0.1743048,48.47496171,3955.20294447,1.13399999,330.55553997,168.5957597,10.94995308,153.94860724,2927.97989304,50.96945232,48.98331056,155.94259988,81.69874641,357.4471716,34.12999956,62.31836605,35.0,1827.0,161.0,130.0,333.32714855,569.85075433,614.53686212,1.72499958,138.20884416,480.37559,294.12830665,11.89003041,44.15705954,13.91149669,18.87983335,191.60231104,393.95942165,102.76401381,23.61668523,284.04458544,0.73460272,147.72809952,21.09839392,46.75663978,65.33975677,3.62002687,535.57608694,467.76925803,167.40921929,55.49990795,6.11712847,56.9606202,7.74285709,149.80457258,161.71093426,1009.66262981,177.61453881,43.90273756,145.03047615,43.03168216,133.47862029,0.9994419,1.00021294,217.88997152,113.26958447,429.98564625,22.483725,1786.85375,4.3394,299.0,9704.0,6859.0,694.4226268599997,53943337.23159085,74903909.76331457,63572.48307504004,2879.9556985800023,13065495.047278328,11032900.461633148,175.68871521,143.86387986,8227.079389170003,9392.634433030002,10974.41503186,4307.870787580001,14273.708541129994,315.4639170200003,32927.71720355001,57812.38203553001,5173.746840010001,39642.86019117003,7064.170928370004,4928.578722259999,2824.928123100001,4178.326941660001,36970.08093235,9536.2231565,3987.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
