,block,txId,time,type,amount
00222d1a008afb05d250cacc0f5e452d44449e02aa375c0ae31cf10af7d5961a6db6617cfe00000001,2239770,e599fe270586d098a7b47caea86273faadd58f2552194cf4bbf3bcea35139422,2022-09-16 01:54:38,vin,10259.71642521
00222d1a01e599fe270586d098a7b47caea86273faadd58f2552194cf4bbf3bcea3513942200000001,2239770,e599fe270586d098a7b47caea86273faadd58f2552194cf4bbf3bcea35139422,2022-09-16 01:54:38,vout,8472.04275342
00222d15001b39db50501b7920cdbd754a4b576368c39c8b86d73ec4eba6c6e9a499a2925a00000000,2239765,07c0856bb13d877bd8770224b60d33acfde3874dcf84a7c66b6ab13773dc581f,2022-09-16 01:50:49,vin,4999.99
00222d150107c0856bb13d877bd8770224b60d33acfde3874dcf84a7c66b6ab13773dc581f00000001,2239765,07c0856bb13d877bd8770224b60d33acfde3874dcf84a7c66b6ab13773dc581f,2022-09-16 01:50:49,vout,4787.488715
00222d0400437fbe529eef00845bb00e2bf4f46975e136bbb787440c59db8c582d2a9efbed00000000,2239748,3119fb4d34de0fb218a23cce77142ac8f0da577e225b95e6b582fc390ec9d4b6,2022-09-16 01:43:31,vin,249.99
00222d040022360a143e53a55fe4943ba00f4bab1ed2793c89cf1ae5b51534ef3bc74b905100000000,2239748,3119fb4d34de0fb218a23cce77142ac8f0da577e225b95e6b582fc390ec9d4b6,2022-09-16 01:43:31,vin,399.99
00222d04013119fb4d34de0fb218a23cce77142ac8f0da577e225b95e6b582fc390ec9d4b600000001,2239748,3119fb4d34de0fb218a23cce77142ac8f0da577e225b95e6b582fc390ec9d4b6,2022-09-16 01:43:31,vout,524.96
00222d04005ab03456c7e8e6d3d4bc42aad51080f2ca8647b6182d0b3bec6651c4c996a96a00000000,2239748,3119fb4d34de0fb218a23cce77142ac8f0da577e225b95e6b582fc390ec9d4b6,2022-09-16 01:43:31,vin,3999.99
00222d0400153159ba05d2eca7ee963b601f57293deab6ed8123ed17921cf32a654e53a14300000000,2239748,3119fb4d34de0fb218a23cce77142ac8f0da577e225b95e6b582fc390ec9d4b6,2022-09-16 01:43:31,vin,99.99
00222cff00547aaf965c35130a6c441976786035935d4843cbc1de67239c8d264763d927cc00000001,2239743,8d95c16fda1dd980a70edcdfc71cdeb2f1c42157bf6060ea4c1f80f4c58f62a5,2022-09-16 01:40:47,vin,826.17
00222cff018d95c16fda1dd980a70edcdfc71cdeb2f1c42157bf6060ea4c1f80f4c58f62a500000001,2239743,8d95c16fda1dd980a70edcdfc71cdeb2f1c42157bf6060ea4c1f80f4c58f62a5,2022-09-16 01:40:47,vout,720.167596
00222cf101b407fb751d20cf1c28f2acbc940ba66d7b4262f3f76c9bfd4834a0f60c7f61c200000000,2239729,b407fb751d20cf1c28f2acbc940ba66d7b4262f3f76c9bfd4834a0f60c7f61c2,2022-09-16 01:34:59,vout,11668.88806814
00222cbf005a359372cdaab46a659986ebf2bc19d61b9e7ff77a82e59e6b95028e67d1499a00000000,2239679,f00acbb6d98f67e60230b35bf3e303713be73e607d78d3707daf3b2a0c371fe8,2022-09-16 01:14:28,vin,30.99
00222cbf01f00acbb6d98f67e60230b35bf3e303713be73e607d78d3707daf3b2a0c371fe800000001,2239679,f00acbb6d98f67e60230b35bf3e303713be73e607d78d3707daf3b2a0c371fe8,2022-09-16 01:14:28,vout,28.99
00222cac01daaf40b4afe1ec96483e7c64b680a7ef0f392ada3a6df8e91a361bdce92d42da00000000,2239660,daaf40b4afe1ec96483e7c64b680a7ef0f392ada3a6df8e91a361bdce92d42da,2022-09-16 01:04:13,vout,837.46095917
00222c7101631c6fdaff374d0885c02e670b60bb196cb77e50c33a06b52ea8efce64b260ee00000000,2239601,631c6fdaff374d0885c02e670b60bb196cb77e50c33a06b52ea8efce64b260ee,2022-09-16 00:39:46,vout,9.99
00222b3101ea01fc89a76024bf4f23fec3f386ffacb9ff577bb5b5adc51376f45fa1e2fc1000000000,2239281,ea01fc89a76024bf4f23fec3f386ffacb9ff577bb5b5adc51376f45fa1e2fc10,2022-09-15 22:14:42,vout,68.0095555
00222ada01f358995fb7f3660afba8dfd8577a5efc8e91cd0f353a6c8ec03e2c9b8ad3058f00000000,2239194,f358995fb7f3660afba8dfd8577a5efc8e91cd0f353a6c8ec03e2c9b8ad3058f,2022-09-15 21:30:04,vout,621.89921827
00222a7701676bfc2f02613dadb8ca5b3e01b0a71b000e33518607dcc1c6908ebec9267bdc00000001,2239095,676bfc2f02613dadb8ca5b3e01b0a71b000e33518607dcc1c6908ebec9267bdc,2022-09-15 20:44:54,vout,1079.47573112
00222a770048fcfb8ae018a0899bbe33a3cd664703388170c2fbc3e5400cae3b4986b9066b00000001,2239095,676bfc2f02613dadb8ca5b3e01b0a71b000e33518607dcc1c6908ebec9267bdc,2022-09-15 20:44:54,vin,1449.18573112
002229ad01bb779a316fd4b01d8187be467968601eb97039a6af5947b5ebc4a0d10261074200000000,2238893,bb779a316fd4b01d8187be467968601eb97039a6af5947b5ebc4a0d102610742,2022-09-15 19:01:29,vout,403.98366023
0022292c01ed8010cb5552ef1144d8a84e41ed7f9dedf683f65345a39e3ae551d5effe6f2e00000000,2238764,ed8010cb5552ef1144d8a84e41ed7f9dedf683f65345a39e3ae551d5effe6f2e,2022-09-15 18:04:27,vout,404.11187599
0022292001ecc77edaa30724079f10b216b35125570c5925d403521a7bd6b79827e39e919900000000,2238752,ecc77edaa30724079f10b216b35125570c5925d403521a7bd6b79827e39e9199,2022-09-15 17:57:49,vout,499.99
0022291401419d07a3d8568572b61a5890e6c3993a8a093bb95deb6415cdb66613ccdbefbf00000000,2238740,419d07a3d8568572b61a5890e6c3993a8a093bb95deb6415cdb66613ccdbefbf,2022-09-15 17:51:29,vout,404.46377604
002228f901865203cb6827cfd9b8e4de15e18d6a155bd1e0673148c93fa36f93c6961e8df200000000,2238713,865203cb6827cfd9b8e4de15e18d6a155bd1e0673148c93fa36f93c6961e8df2,2022-09-15 17:32:39,vout,72.01260084
002228f5016322310c2124fee2a89695785df80aea77ff73afc28a8fc82effd7b23ac01a4600000000,2238709,6322310c2124fee2a89695785df80aea77ff73afc28a8fc82effd7b23ac01a46,2022-09-15 17:31:46,vout,14.99
002228c8010ba602791ee26c63639f839d5b9618f84eebb5b24623cbe219306cab6dcead1600000001,2238664,0ba602791ee26c63639f839d5b9618f84eebb5b24623cbe219306cab6dcead16,2022-09-15 17:02:07,vout,14157.99
002228c800d2cdc0133b29148e378e8f8d9b0006618052b1f0cbdc8acbd017a38e4bd2af0200000001,2238664,0ba602791ee26c63639f839d5b9618f84eebb5b24623cbe219306cab6dcead16,2022-09-15 17:02:07,vin,14659.99
0022289901e128f612e20896fdea3347f8a4dfec8fee6c4a0f261af32434eabde705f5622b00000000,2238617,e128f612e20896fdea3347f8a4dfec8fee6c4a0f261af32434eabde705f5622b,2022-09-15 16:40:01,vout,49.99
0022287f0174a4b5fe2df3b68dc01978445b982113965be6b2f5f817a3c01bfe8635765b0700000000,2238591,74a4b5fe2df3b68dc01978445b982113965be6b2f5f817a3c01bfe8635765b07,2022-09-15 16:30:23,vout,4.99
002228410156488cb2386345afd64e2899a5ea4a1ab0b58be0c4f365f1aa0a76d4be562a1200000001,2238529,56488cb2386345afd64e2899a5ea4a1ab0b58be0c4f365f1aa0a76d4be562a12,2022-09-15 15:53:52,vout,11884.35
002228410009e59949eed7246af869f34e9487c31ca7e7ea1cc952d49227a0aea6620cf9e600000001,2238529,56488cb2386345afd64e2899a5ea4a1ab0b58be0c4f365f1aa0a76d4be562a12,2022-09-15 15:53:52,vin,11964.35
0022283801239190d5f1523c7756d868749c777cfb992b2919ed5f8f0febeaa77548359c9900000001,2238520,239190d5f1523c7756d868749c777cfb992b2919ed5f8f0febeaa77548359c99,2022-09-15 15:48:56,vout,759.50912373
0022283800dc30b4d216a78cbcfb3282e076b47cd242fc585be2326ae4239010e31c37bf3800000000,2238520,239190d5f1523c7756d868749c777cfb992b2919ed5f8f0febeaa77548359c99,2022-09-15 15:48:56,vin,1026.99
002228380065cb176f83067bc61503fc1c89063ccd6e442ebce061fdeb59eeee3e819f02a000000001,2238520,239190d5f1523c7756d868749c777cfb992b2919ed5f8f0febeaa77548359c99,2022-09-15 15:48:56,vin,944.23684177
00222838005a82703175030d5fc50ee6ff9171cb1bfc82b3772c6b022a7abddcb1066aa8fd00000001,2238520,239190d5f1523c7756d868749c777cfb992b2919ed5f8f0febeaa77548359c99,2022-09-15 15:48:56,vin,227.16228196
0022281e01ed426dfc26833faa2f2b66625224ff02962a475ae56f66aa4e65aeae4ad58abe00000000,2238494,ed426dfc26833faa2f2b66625224ff02962a475ae56f66aa4e65aeae4ad58abe,2022-09-15 15:38:07,vout,17.99
0022280201c5d9d1453a17e082605ce0e31f907fcdd02d88d06ce1b1d812714db6ba28757800000000,2238466,c5d9d1453a17e082605ce0e31f907fcdd02d88d06ce1b1d812714db6ba287578,2022-09-15 15:23:47,vout,1518.99268
002227fa01e4aa0c9fe88f852e1a239ebf1c5fbd101a5ef96655c0af44955c2e286624985200000000,2238458,e4aa0c9fe88f852e1a239ebf1c5fbd101a5ef96655c0af44955c2e2866249852,2022-09-15 15:16:49,vout,34.61266713
002227ea00548f3460fd608498c20a69527a1ab07b609142e31463d3881cb029fd604a7ff900000000,2238442,735b0a8efd80b0e053cc19265aa474397c2006c5623b71fcea32a534afa7456b,2022-09-15 15:10:44,vin,1081.99
002227ea01735b0a8efd80b0e053cc19265aa474397c2006c5623b71fcea32a534afa7456b00000001,2238442,735b0a8efd80b0e053cc19265aa474397c2006c5623b71fcea32a534afa7456b,2022-09-15 15:10:44,vout,1041.99
002227db016efd2e6496650ec1e4e060819da8a84c1adadae0acaf7f91b982729fbb4bc6fd00000000,2238427,6efd2e6496650ec1e4e060819da8a84c1adadae0acaf7f91b982729fbb4bc6fd,2022-09-15 15:05:10,vout,499.99
0022277501c1bc04c376b31865c607a10a5cc689de3c4508db14e3a97649873b8ca5c0fdf500000001,2238325,c1bc04c376b31865c607a10a5cc689de3c4508db14e3a97649873b8ca5c0fdf5,2022-09-15 14:14:47,vout,4715.97999999
0022277500f9987dbbbe2a34018ae022a047dda5861425c7f8b41626b37222af11d29d04a800000000,2238325,c1bc04c376b31865c607a10a5cc689de3c4508db14e3a97649873b8ca5c0fdf5,2022-09-15 14:14:47,vin,4796.99
0022277500d0fd9f97a815e70a1012862d88fedcb45896f347dbddb3428dbef83078c4da4e00000000,2238325,c1bc04c376b31865c607a10a5cc689de3c4508db14e3a97649873b8ca5c0fdf5,2022-09-15 14:14:47,vin,17.99
0022276901e66e4e148f279a37fa82e6046ba3fd1c2773536ac66944b6ad3ec55f7d6a68a100000001,2238313,e66e4e148f279a37fa82e6046ba3fd1c2773536ac66944b6ad3ec55f7d6a68a1,2022-09-15 14:07:48,vout,9279.717102
0022276900273b6665d3e3db98a6752cc074d7397866548b91a69dfd37b7e5fdc458d42d2500000001,2238313,e66e4e148f279a37fa82e6046ba3fd1c2773536ac66944b6ad3ec55f7d6a68a1,2022-09-15 14:07:48,vin,9379.717102
002226be01360467c82099159b4217131aa18bf83eecf463c8d961476edbe5855665cb8e2b00000000,2238142,360467c82099159b4217131aa18bf83eecf463c8d961476edbe5855665cb8e2b,2022-09-15 12:42:19,vout,499.99
002226ad014d67999063d5abc8bbe16081b94a4dba5f57bf97a835b7e91e6ebe7a3b7adafe00000000,2238125,4d67999063d5abc8bbe16081b94a4dba5f57bf97a835b7e91e6ebe7a3b7adafe,2022-09-15 12:34:29,vout,1.99
002225ce01c40a72d572cb94a3d200723090b0458edc152725f370e428e90efd1c21ffd20e00000001,2237902,c40a72d572cb94a3d200723090b0458edc152725f370e428e90efd1c21ffd20e,2022-09-15 10:27:45,vout,3726.49
002225ce00066e7b45cedc4cf882e86a82e85c83e6743e8bd12a5a8427d2f794c6505f3a6a00000000,2237902,c40a72d572cb94a3d200723090b0458edc152725f370e428e90efd1c21ffd20e,2022-09-15 10:27:45,vin,3999.99
0022257f01690d81a8e43d6e5c7c574162abbc32c7d5809c3dc2ec73ffaa176df26d11fa2800000001,2237823,690d81a8e43d6e5c7c574162abbc32c7d5809c3dc2ec73ffaa176df26d11fa28,2022-09-15 09:49:12,vout,1195.98
0022257f004d1f0e7ee81d835c4d2555ee346f0b2c75230bec5b69f0e8d3d14a31666a202600000000,2237823,690d81a8e43d6e5c7c574162abbc32c7d5809c3dc2ec73ffaa176df26d11fa28,2022-09-15 09:49:12,vin,1999.99
0022257f00092e445d384207094f555f429a8e9bcb03aa752215d64cb8235a46268cdd49b900000000,2237823,690d81a8e43d6e5c7c574162abbc32c7d5809c3dc2ec73ffaa176df26d11fa28,2022-09-15 09:49:12,vin,199.99
0022251b011b0686e4fee8735dd0aad09a005011a20cb4bf808496d77fdc88d0924ae8b6be00000001,2237723,1b0686e4fee8735dd0aad09a005011a20cb4bf808496d77fdc88d0924ae8b6be,2022-09-15 09:00:31,vout,3232.16186319
0022251b005d9530ec11bc0f1bedb199715f3bb8d04ba1d076948ddd41cf4cffe75fedec8600000001,2237723,1b0686e4fee8735dd0aad09a005011a20cb4bf808496d77fdc88d0924ae8b6be,2022-09-15 09:00:31,vin,4097.16186319
0022250b00ea1de0f131346281258d253165e450efea477c59586277649c47fe6a4f86825b00000001,2237707,da23ba706c501d0e1338c14c6e1e156138c6e4a3ea4bcf7961ca0ef36c966c5e,2022-09-15 08:56:05,vin,510.9213022
0022250b01da23ba706c501d0e1338c14c6e1e156138c6e4a3ea4bcf7961ca0ef36c966c5e00000001,2237707,da23ba706c501d0e1338c14c6e1e156138c6e4a3ea4bcf7961ca0ef36c966c5e,2022-09-15 08:56:05,vout,8.9213022
002224e901a160ec6d97222fce88a752da904f2ae2cf73bf500e2ad3c78f0e94a6bba3b2f600000001,2237673,a160ec6d97222fce88a752da904f2ae2cf73bf500e2ad3c78f0e94a6bba3b2f6,2022-09-15 08:40:52,vout,310.14913428
002224e90005bfad56b2c57cb19e6ebddfad6e58a59523338ea586438bda3d29676c654de600000001,2237673,a160ec6d97222fce88a752da904f2ae2cf73bf500e2ad3c78f0e94a6bba3b2f6,2022-09-15 08:40:52,vin,312.15913428
002224e90060a52a0141869be0b02e3185a9b0e30fd997725976eeb3c33e531025fe5dc53a00000000,2237673,a160ec6d97222fce88a752da904f2ae2cf73bf500e2ad3c78f0e94a6bba3b2f6,2022-09-15 08:40:52,vin,499.99
002224e3013a295d2b03dab4c5b077dafc83b417a7e82dc102011deca1aace18939423febf00000001,2237667,3a295d2b03dab4c5b077dafc83b417a7e82dc102011deca1aace18939423febf,2022-09-15 08:37:55,vout,518.3782483
002224e3002e70d2897e85a923ec138d4bf73ec78344df7e397f6f41e1ea413df6acb9ada700000001,2237667,3a295d2b03dab4c5b077dafc83b417a7e82dc102011deca1aace18939423febf,2022-09-15 08:37:55,vin,987.3282483
002224dd00bb48ce7fb1ad4c68023c6f2b4f96252ab02d0e11c610ea29fbe5fe690fdf1b0200000001,2237661,ee973645c2adb6bd68ca57a1b374f455eca27431a2feac90a6cd4bfd8f31ae02,2022-09-15 08:33:47,vin,45427.46531424
002224dd01ee973645c2adb6bd68ca57a1b374f455eca27431a2feac90a6cd4bfd8f31ae0200000001,2237661,ee973645c2adb6bd68ca57a1b374f455eca27431a2feac90a6cd4bfd8f31ae02,2022-09-15 08:33:47,vout,44925.46531424
002224ac001df5779d512e854b0e1d4fa922ea76d69ffc967e2c0790e0a4b98affda571ae100000001,2237612,96746eb1de289d0bfb3f7466402bf0c87c690baff3b641142f16d29e96dea2d2,2022-09-15 08:10:34,vin,23968.73804734
002224ac0196746eb1de289d0bfb3f7466402bf0c87c690baff3b641142f16d29e96dea2d200000001,2237612,96746eb1de289d0bfb3f7466402bf0c87c690baff3b641142f16d29e96dea2d2,2022-09-15 08:10:34,vout,23466.73804734
0022249d012a1ed5d466f180d796d0861a3d5d03a825feb356c1c62e62398247dbbaabc84c00000000,2237597,2a1ed5d466f180d796d0861a3d5d03a825feb356c1c62e62398247dbbaabc84c,2022-09-15 08:03:15,vout,259.99
0022244701dc9192b03ad101157872ca19d4d87511d308046697a1c03019a06132d4fffa1300000001,2237511,dc9192b03ad101157872ca19d4d87511d308046697a1c03019a06132d4fffa13,2022-09-15 07:14:37,vout,2665.16175543
002224470008f858ba78e049fd039d19a24e6ef996809ac405fff15e1eec5552a1c5fa35ec00000001,2237511,dc9192b03ad101157872ca19d4d87511d308046697a1c03019a06132d4fffa13,2022-09-15 07:14:37,vin,3152.49175543
002223db01ee46007fb5d787895a7ebbd63ddead2b335c79cb1cced3f5d49533b9b1277dbb00000001,2237403,ee46007fb5d787895a7ebbd63ddead2b335c79cb1cced3f5d49533b9b1277dbb,2022-09-15 06:19:47,vout,4216.55395037
002223db007064f4ec062b19ee82397924a113f575e57caca73e992a744e1b307ad8cbed8e00000000,2237403,ee46007fb5d787895a7ebbd63ddead2b335c79cb1cced3f5d49533b9b1277dbb,2022-09-15 06:19:47,vin,4669.99
002223db008ab5234a93b01ab710fc834ca40f5f7078a8a153c3a18c479394b1507c3fbc9400000000,2237403,ee46007fb5d787895a7ebbd63ddead2b335c79cb1cced3f5d49533b9b1277dbb,2022-09-15 06:19:47,vin,82.91795038
002223d3016466000a4a2c3b789c54c89d95b2c0311aa38cd88167a394e28f315fb765944a00000000,2237395,6466000a4a2c3b789c54c89d95b2c0311aa38cd88167a394e28f315fb765944a,2022-09-15 06:17:09,vout,29.99
002223cc0039493d75eb843115f6b357e168915d3af9442c0bccb549a7a92cdbc63aa78a4b00000001,2237388,2f80800aa0d7398b2b87c44a2981c06cedad5afe22af8a31b4505da8a4425524,2022-09-15 06:13:42,vin,17043.57203491
002223cc012f80800aa0d7398b2b87c44a2981c06cedad5afe22af8a31b4505da8a442552400000001,2237388,2f80800aa0d7398b2b87c44a2981c06cedad5afe22af8a31b4505da8a4425524,2022-09-15 06:13:42,vout,16541.57203491
002223b201c15393875fa15eaef8d8fdd1b6a377895184cdf6603874d44603d023c210f76d00000001,2237362,c15393875fa15eaef8d8fdd1b6a377895184cdf6603874d44603d023c210f76d,2022-09-15 05:57:49,vout,21033.73082701
002223b20024ce4bbb950421b21d5d4171ad00c62c8858d7dd31027cec97410d0163d137ae00000001,2237362,c15393875fa15eaef8d8fdd1b6a377895184cdf6603874d44603d023c210f76d,2022-09-15 05:57:49,vin,21082.20727983
002223b200d0f453a858ccced0eae31902f39a96da3cc6a926200432f592e74a3226f6e7f700000001,2237362,c15393875fa15eaef8d8fdd1b6a377895184cdf6603874d44603d023c210f76d,2022-09-15 05:57:49,vin,957.47354718
0022239f019983f5556fb81d87dcd608d464233461eaab713a1c053aa49a80585eb1d73ea600000000,2237343,9983f5556fb81d87dcd608d464233461eaab713a1c053aa49a80585eb1d73ea6,2022-09-15 05:49:46,vout,19.49
002222cc01046386d3325e1fb2a99a065bf5ede7f816bc739ee1dad726fbaf3c86342799a800000000,2237132,046386d3325e1fb2a99a065bf5ede7f816bc739ee1dad726fbaf3c86342799a8,2022-09-15 04:00:54,vout,136.02908573
00221fca002e2fe9498ae9793b2ca512bfe404f78e6413f15ee69606e4e2ba9aeffbef4c4e00000001,2236362,dc0ba6709432691ce99f88312b8ca5c7b48c3a26e0a2e6f4753805b75b6e37ca,2022-09-14 21:51:51,vin,10847.88680939
00221fca01dc0ba6709432691ce99f88312b8ca5c7b48c3a26e0a2e6f4753805b75b6e37ca00000001,2236362,dc0ba6709432691ce99f88312b8ca5c7b48c3a26e0a2e6f4753805b75b6e37ca,2022-09-14 21:51:51,vout,10347.87680939
00221f940124411056145151ff237217b38b172d9890e746153a08a43ce21e647676765c3e00000000,2236308,24411056145151ff237217b38b172d9890e746153a08a43ce21e647676765c3e,2022-09-14 21:30:27,vout,15.90650013
00221f8c012f6653c0e416a8d009f17c94f5d4108e2862935136c47597395d906cee6f50b100000001,2236300,2f6653c0e416a8d009f17c94f5d4108e2862935136c47597395d906cee6f50b1,2022-09-14 21:27:24,vout,3350.40311958
00221f8c009ed86c2cfb47b4645a29afc5098452908533bb1d91456d29db8a976593c3286d00000001,2236300,2f6653c0e416a8d009f17c94f5d4108e2862935136c47597395d906cee6f50b1,2022-09-14 21:27:24,vin,4434.02694958
00221f5800deddc27d975b3354d363b49c714efba6b124b38a08171a5072cc50845d21c4d700000001,2236248,450f4ab0461ea9ffca2770b053f10ec4926adafd9715fda6aa82ceaf5ca8a93f,2022-09-14 20:56:41,vin,3775.00615434
00221f5801450f4ab0461ea9ffca2770b053f10ec4926adafd9715fda6aa82ceaf5ca8a93f00000001,2236248,450f4ab0461ea9ffca2770b053f10ec4926adafd9715fda6aa82ceaf5ca8a93f,2022-09-14 20:56:41,vout,3324.23654811
00221f20012066523e235103fca4a61a8a679a3bb04f731f91e89049935e15cb1b2817452b00000000,2236192,2066523e235103fca4a61a8a679a3bb04f731f91e89049935e15cb1b2817452b,2022-09-14 20:15:45,vout,0.99
00221f07015be1f028da23dd7362557dc0015c8c96baec608d464027e0cdfd017f7ae37fc000000000,2236167,5be1f028da23dd7362557dc0015c8c96baec608d464027e0cdfd017f7ae37fc0,2022-09-14 20:04:55,vout,42.82183311
00221ed6012621c1bcfa52111219f18050b4bef02abb6e994001abb12137b696cf31907f2400000000,2236118,2621c1bcfa52111219f18050b4bef02abb6e994001abb12137b696cf31907f24,2022-09-14 19:47:31,vout,9.99
00221e4d014472966e42ca5f01f0dedd29022263c7773f0e6c4474cb95e4ed6d12610bb76100000000,2235981,4472966e42ca5f01f0dedd29022263c7773f0e6c4474cb95e4ed6d12610bb761,2022-09-14 18:46:45,vout,499.99
00221e200049d4b9315325df2c83d81463057d037715fb3a1aa04ff5a6c2a2b03024ad452e00000001,2235936,46b9ff0af46440414fa6e9bfc48b1aa1387cc48e970e0b37ac9c8566ce0d3dc2,2022-09-14 18:10:42,vin,32030.40880379
00221e200146b9ff0af46440414fa6e9bfc48b1aa1387cc48e970e0b37ac9c8566ce0d3dc200000001,2235936,46b9ff0af46440414fa6e9bfc48b1aa1387cc48e970e0b37ac9c8566ce0d3dc2,2022-09-14 18:10:42,vout,31530.40880379
00221ce501476ac3e8711f52205980d95475066f7baeae0e1558116829a5a6a17f02cb983300000000,2235621,476ac3e8711f52205980d95475066f7baeae0e1558116829a5a6a17f02cb9833,2022-09-14 15:58:19,vout,17.99
00221cd10157b241755f8721b754083e27cc44641ae185e53a4cbb2fea01ea53f1858c312e00000000,2235601,57b241755f8721b754083e27cc44641ae185e53a4cbb2fea01ea53f1858c312e,2022-09-14 15:44:26,vout,19.57786958
00221cbd012a3ee7dbfe5c8ed4e762e9decd06e57d8aa39c753e721eb441a56f782f4c2bd900000000,2235581,2a3ee7dbfe5c8ed4e762e9decd06e57d8aa39c753e721eb441a56f782f4c2bd9,2022-09-14 15:29:15,vout,799.99
00221ca0016a83e03c5935401c0fcc8b84531b72371c3c239f836be645cfe027e237a9168100000000,2235552,6a83e03c5935401c0fcc8b84531b72371c3c239f836be645cfe027e237a91681,2022-09-14 15:16:18,vout,9.99
00221b0701a39098bec0913b3d251b002a432060320db7393d52d610a157450413e68829af00000001,2235143,a39098bec0913b3d251b002a432060320db7393d52d610a157450413e68829af,2022-09-14 11:23:03,vout,3305.36
00221b07009f7e64602ad8bf4a4ced9517bc7d690072f96026ba4041da8d9decda4fa8139400000000,2235143,a39098bec0913b3d251b002a432060320db7393d52d610a157450413e68829af,2022-09-14 11:23:03,vin,3769.99
00221ab8014b604cdc790361e3d9fd6de1a7dd41ff885cb55aac4903aa605608bb3a567b1700000000,2235064,4b604cdc790361e3d9fd6de1a7dd41ff885cb55aac4903aa605608bb3a567b17,2022-09-14 10:42:00,vout,1.99
00221a8a01c5de1170654ed324ebb4571f7286c481e8ec9bd584087b8a9ef2289c7e58dbcd00000000,2235018,c5de1170654ed324ebb4571f7286c481e8ec9bd584087b8a9ef2289c7e58dbcd,2022-09-14 10:19:01,vout,357.99
00221a35016d66c0290922fe9932137c6c8bc084dc5464e4e17afaa857ebe0ec3432c403bf00000000,2234933,6d66c0290922fe9932137c6c8bc084dc5464e4e17afaa857ebe0ec3432c403bf,2022-09-14 09:32:38,vout,16.99
0022189501c6a969ece5be8a753f1e76b64150d2fb482d9fdcf52538fb6db82263b028091b00000001,2234517,c6a969ece5be8a753f1e76b64150d2fb482d9fdcf52538fb6db82263b028091b,2022-09-14 06:12:37,vout,9289.37778051
00221895000165b5d619bbbee149cf05850e829637a9f2b3fedb6a39f2904baef3cdac5a3a00000001,2234517,c6a969ece5be8a753f1e76b64150d2fb482d9fdcf52538fb6db82263b028091b,2022-09-14 06:12:37,vin,9729.37778051
0022185701b222a824ac0bf0222e3b575358a103b466ec832aae3a5aee970ddb62135d3f3d00000000,2234455,b222a824ac0bf0222e3b575358a103b466ec832aae3a5aee970ddb62135d3f3d,2022-09-14 05:24:55,vout,138.60496102
002217ee010e8730b4866a438168d8e48f587bb95e4d6201995ca2a7d561325f1728d2361f00000000,2234350,0e8730b4866a438168d8e48f587bb95e4d6201995ca2a7d561325f1728d2361f,2022-09-14 04:29:34,vout,45.99
002217ca01f31e49df68c230cead8bd96ced03392d14e8776c7ff64d914602c8448a0fccf100000000,2234314,f31e49df68c230cead8bd96ced03392d14e8776c7ff64d914602c8448a0fccf1,2022-09-14 04:13:38,vout,207.48905781
002217b5012956faa870800c78a9c75170b11887443c80d331762a25b29bc6c11f679bbb3800000000,2234293,2956faa870800c78a9c75170b11887443c80d331762a25b29bc6c11f679bbb38,2022-09-14 04:02:24,vout,44.05214256
00221693014c186776bb06c50d64ff96f2fc0612f3f1c2de97bfe2ce2adcd60f8d28961e1a00000000,2234003,4c186776bb06c50d64ff96f2fc0612f3f1c2de97bfe2ce2adcd60f8d28961e1a,2022-09-14 01:15:08,vout,0.73569684
0022167f01d1484b38406c1634c065b4bde25112f4a2443db62860e83cebc977edde3b3aed00000000,2233983,d1484b38406c1634c065b4bde25112f4a2443db62860e83cebc977edde3b3aed,2022-09-14 01:06:19,vout,7.00990153
0022166701cda492040d17a6e1c232d4280c0676fd21fb9a9a576f3b625e6a6687287e78aa00000000,2233959,cda492040d17a6e1c232d4280c0676fd21fb9a9a576f3b625e6a6687287e78aa,2022-09-14 00:52:53,vout,129.04675549
002215cf01853a53822d39ee59e9898f4183bf6d18af8486cef0233cf106588b062cd9a69200000000,2233807,853a53822d39ee59e9898f4183bf6d18af8486cef0233cf106588b062cd9a692,2022-09-13 23:51:52,vout,2.94293717
0022157f01efb740595e3167e68b2c6bc2763496a04831bbf5bd788a6d83f594b2b0741e1c00000000,2233727,efb740595e3167e68b2c6bc2763496a04831bbf5bd788a6d83f594b2b0741e1c,2022-09-13 23:17:50,vout,1.52517331
0022155c0178972a944fd45299ef7f24dd2b7ee6279e7406a648ccb14e55a015573dbfb86a00000000,2233692,78972a944fd45299ef7f24dd2b7ee6279e7406a648ccb14e55a015573dbfb86a,2022-09-13 23:01:58,vout,1.56033457
0022153a01d959fe3b22d4ac8be86c911c8ae89c184e86f8f08cf4201b3ce2dbaae2a9573200000000,2233658,d959fe3b22d4ac8be86c911c8ae89c184e86f8f08cf4201b3ce2dbaae2a95732,2022-09-13 22:45:49,vout,1.08789052
0022151b019e26bf91875b3e47dc8db2d44ccfacd8dfcd626d3f29cc5a22a18c82481fa24f00000000,2233627,9e26bf91875b3e47dc8db2d44ccfacd8dfcd626d3f29cc5a22a18c82481fa24f,2022-09-13 22:19:21,vout,182.22013666
002215070039197343291dd321b594c3df78467188f17dac20a5b95263705715552cd0173300000001,2233607,8c7494425cffc5ce08107c6631080f91b8c1dbf8f0ff598b8366ac709ca44fe3,2022-09-13 22:13:38,vin,2308.94392101
