,AMZN-USD,ARKF-USD,ARKG-USD,ARKK-USD,ARKQ-USD,ARKW-USD,ARKX-USD,BABA-USD,BCH-USD,BCO-USD,BTC-USD,BYDDF-USD,COIN-USD,CQQQ-USD,DFI-USD,DIS-USD,DOGE-USD,EEM-USD,ETH-USD,EUR-USD,FB-USD,GLD-USD,GLO-USD,GME-USD,GOOGL-USD,INTC-USD,KRBN-USD,LTC-USD,LZAGY-USD,MA-USD,MARA-USD,MCHI-USD,MIN1000,MIN200,MIN350,MIN500,MSFT-USD,MSTR-USD,NFLX-USD,NLLSF-USD,NSRGY-USD,NTDOF-USD,NVDA-USD,OTGLY-USD,PATH-USD,PDBC-USD,PLTR-USD,PYPL-USD,QQQ-USD,RBLX-USD,RIOT-USD,SEDG-USD,SGD-USD,SI-USD,SLV-USD,SNAP-USD,SOXL-USD,SOXS-USD,SOXX-USD,SPY-USD,SQ-USD,SQNXF-USD,SQQQ-USD,TCEHY-USD,TLRY-USD,TLT-USD,TQQQ-USD,TSLA-USD,TTWO-USD,TWTR-USD,U-USD,UBER-USD,URTH-USD,USDC-USD,USDT-USD,V-USD,VNQ-USD,VOO-USD,XAG-USD,XAU-USD,XCU-USD,nbLiquidation,nbLoans,nbVaults,sumBTC,sumDFI,sumLoanDUSD,sumInterest,sumLoanTSLA,sumUSDC,sumUSDT,AAPL-USD,AMD-USD,sumLoanAAPL,sumLoanARKK,sumLoanBABA,sumLoanGLD,sumLoanGME,sumLoanGOOGL,sumLoanPDBC,sumLoanPLTR,sumLoanQQQ,sumLoanSLV,sumLoanSPY,sumLoanTLT,sumLoanURTH,sumLoanVNQ,burnedAuction,burnedPayback,MIN150,MIN175,sumDUSD,sumLoanLiquidationAAPL,sumLoanLiquidationARKK,sumLoanLiquidationBABA,sumLoanLiquidationDUSD,sumLoanLiquidationGLD,sumLoanLiquidationGME,sumLoanLiquidationGOOGL,sumLoanLiquidationPDBC,sumLoanLiquidationPLTR,sumLoanLiquidationQQQ,sumLoanLiquidationSLV,sumLoanLiquidationSPY,sumLoanLiquidationTLT,sumLoanLiquidationTSLA,sumLoanLiquidationURTH,sumLoanLiquidationVNQ,sumLoanAMZN,sumLoanLiquidationAMZN,sumLoanCOIN,sumLoanEEM,sumLoanLiquidationCOIN,sumLoanLiquidationEEM,sumLoanLiquidationNVDA,sumLoanNVDA,burnedDFIPayback,dexfeetokens,dfipaybacktokens,sumLoanFB,sumLoanLiquidationFB,sumLoanLiquidationMSFT,sumLoanLiquidationNFLX,sumLoanLiquidationVOO,sumLoanMSFT,sumLoanNFLX,sumLoanVOO
2021-12-29 06:02:57.158234,3413.62297887,40.80711724,60.96245173,95.61682492,78.01928592,122.7211312,19.03872943,114.8000948,440.45751358,74.172,47885.98656216,33.20055708,261.334581,60.67078631,3.41322655,155.17877789,0.17540712,48.77734304,3803.58331167,1.13057,346.28011387,168.64190286,10.82718154,146.5036019,2934.17732932,51.76334378,49.69960089,147.523336,83.32095501,360.7803127,35.09129576,61.87913666,38.0,1748.0,167.0,119.0,341.31521691,567.95400449,610.73098875,1.7350079,140.54947449,479.00565643,303.18186064,11.48989782,43.87115691,14.13011096,18.57016351,190.10886409,401.6490493,98.73369647,23.63847477,278.7909836,0.7385088,153.85215773,21.27182295,47.7082487,70.45206464,3.30283187,549.22615345,476.94007482,163.6645747,53.6409156,5.75428552,57.12915511,7.27992907,148.30752034,171.24591903,1088.62162869,179.38213228,43.42447793,143.53921896,42.54538973,135.8044684,1.00021326,0.99986727,218.04902425,114.41251025,438.40261605,22.483725,1786.85375,4.3394,395.0,9713.0,7151.0,739.9390406399987,53863388.83502679,77436891.22202909,99403.29410759002,2559.386629440001,14290535.567816546,11174223.836508434,179.33963794,153.14783372,7794.205275950002,8386.16503443,11663.569319099995,4439.5028096800015,14884.398435440007,312.03751265000005,31847.894960110018,59517.459527619976,5103.933947879997,36381.17059217001,6796.310718480001,5090.1997617000015,2680.747858129999,3845.52922776,36970.08093235,9536.2231565,4215.0,439.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 07:02:34.850839,3413.56462451,40.80753288,60.96253032,95.61438266,78.02028105,122.72299588,19.03847201,114.79916103,440.6445677,74.172,47872.88790923,33.19949396,261.33336699,60.67125489,3.41398115,155.17798568,0.17564371,48.77789882,3801.54120669,1.13032,346.28216646,168.64128982,10.82702325,146.50332,2934.21262956,51.76220291,49.70003518,147.65784174,83.32038445,360.77704892,35.09131208,61.87847089,38.0,1749.0,167.0,119.0,341.31887419,567.95277784,610.71472403,1.73500043,140.55106517,478.99070592,303.18582383,11.48993888,43.87154806,14.12998334,18.570125,190.11071849,401.64243084,98.73490642,23.63860576,278.78805246,0.73818715,153.85431961,21.27177527,47.70765743,70.45181987,3.30281218,549.2353322,476.93290138,163.66525458,53.63978015,5.75433252,57.12972704,7.27997444,148.30753773,171.24520481,1088.61714115,179.38167593,43.42405516,143.53891609,42.54499655,135.80707103,1.00020737,1.00026236,218.04900718,114.4103615,438.40253785,22.483725,1786.85375,4.3394,391.0,9727.0,7151.0,739.7168425699987,53885050.41812156,77570854.61421813,99790.34545738,2560.395854069999,14293519.646673134,11175505.650359144,179.34173572,153.15051627,7796.266546410005,8467.549761829994,11678.749009869996,4439.524083519998,15000.42064445999,312.03910529000007,31925.474387419992,60092.22397552001,5111.150790749997,36381.34219030998,6899.939414740004,5090.225202359998,2680.7603611100008,3855.90130389,36970.08093235,9536.2231565,4220.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 08:02:38.211389,3413.61372801,40.80746516,60.96317138,95.61472347,78.02093879,122.72420325,19.03843764,114.80094294,440.5075596,74.172,47663.8791122,33.1995611,261.33231428,60.67057256,3.40674367,155.17801623,0.17529823,48.77749263,3796.01043896,1.12997,346.28026679,168.6426898,10.82721044,146.50360553,2934.17662938,51.76226218,49.6995284,147.48179297,83.32029093,360.77796722,35.09113939,61.87794799,38.0,1751.0,166.0,119.0,341.31575279,567.96567935,610.72730405,1.7350392,140.54555335,478.99389607,303.18161324,11.48996933,43.87153359,14.12978658,18.57012997,190.11296636,401.64359994,98.73424413,23.6388679,278.79383059,0.73853061,153.85236934,21.27149111,47.70700766,70.45168377,3.3028525,549.22481923,476.93353833,163.6635803,53.63944534,5.75426278,57.13038996,7.28001071,148.30955506,171.24883244,1088.62787468,179.38119252,43.4236937,143.53994829,42.54553787,135.80578344,1.00005042,1.00021635,218.04958011,114.41151304,438.39781265,22.483725,1786.85375,4.3394,408.0,9714.0,7150.0,739.6528526699989,53880552.94030826,77734617.9656537,100057.31108971025,2560.3740581099973,14172936.819024568,11175329.729778454,179.3365273,153.15028384,7796.367510320006,8388.196970909994,11778.11472567,4439.544001640002,15149.517480710005,311.82308796000007,31851.16761090999,60142.47049366997,5285.18004423,36381.39989079,6882.689568690006,5084.244200819998,2680.7720702300016,3855.9187324,36970.08093235,9536.2231565,4213.0,440.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 09:02:00.396042,3413.58589598,40.80787623,60.96307895,95.61415035,78.02013589,122.72371005,19.03838458,114.80087327,442.53407891,74.172,47747.10001189,33.19932774,261.33217841,60.67128675,3.41875514,155.17678744,0.17654203,48.77791311,3802.47577525,1.12834,346.27975044,168.64432421,10.82700688,146.50123838,2934.20747364,51.7628848,49.69910399,149.30238462,83.31946416,360.78416407,35.09089898,61.87853245,38.0,1752.0,166.0,119.0,341.31248279,567.95582414,610.72983658,1.73500082,140.54801562,479.0025176,303.18686613,11.48991693,43.87131694,14.13005264,18.56998527,190.11216893,401.64289708,98.7331645,23.63897061,278.79332036,0.73850334,153.85316434,21.27167736,47.70687937,70.45117048,3.30283613,549.22964676,476.9350116,163.66747639,53.64052514,5.75422715,57.12878284,7.27992411,148.30607864,171.24746682,1088.61980859,179.38457261,43.42378561,143.53991265,42.54554864,135.80599721,0.99986625,0.99984579,218.04903406,114.41212188,438.39559234,22.483725,1786.85375,4.3394,416.0,9713.0,7149.0,738.7260213699989,53876245.52938258,77795985.3184097,100271.83416016043,2560.3822728800005,14172175.287276596,11159424.223488336,179.33817244,153.15140362,7796.396104150004,8429.756386290004,11817.403853870004,4439.56291672,15177.63828722001,311.93950437999973,31848.33493339,60142.704613460046,5273.382881069999,36314.54639342001,6883.313396000011,5084.26678271,2680.783184010001,4260.58043264,36970.08093235,9536.2231565,4212.0,439.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 10:01:53.122764,3413.58691549,40.80649023,60.96202767,95.616076,78.02058657,122.72205833,19.03856537,114.80117084,442.7142972,74.172,47880.74921023,33.19961653,261.33392229,60.67139314,3.4432513,155.17569391,0.17637658,48.77768974,3806.50194454,1.12767,346.27757924,168.64305329,10.82709666,146.50366795,2934.2312981,51.76285437,49.69952972,149.50964947,83.32018237,360.77890236,35.0912444,61.87858156,38.0,1751.0,166.0,119.0,341.30902696,567.95333275,610.72230876,1.73501306,140.54998629,478.99706709,303.18595963,11.49005492,43.87109643,14.13008451,18.56988696,190.11276375,401.6436345,98.7328371,23.63856013,278.79218049,0.73814901,153.85238529,21.27157636,47.70667093,70.45058927,3.30281473,549.23047848,476.9427547,163.66268109,53.64051161,5.754226,57.1298378,7.28009275,148.30949141,171.24892533,1088.61597755,179.38302153,43.42454817,143.54023225,42.54527883,135.80453631,1.00512767,1.00005843,218.05216605,114.41132023,438.39358056,22.483725,1786.85375,4.3394,410.0,9715.0,7148.0,736.6126460399989,53892136.74131351,77939592.76882856,100513.20746160993,2560.189728109998,14181992.222520748,11202066.502015784,179.33672172,153.15096834,7857.7139440899955,8489.188213129995,11823.36569578,4416.578371549999,15174.356061229975,311.85799669999994,31755.467088760004,60237.44631707003,5416.07179199,36664.59196507997,6882.139151640006,5084.288356050002,2680.79380162,4259.498159439997,36970.08093235,9536.2231565,4212.0,439.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 11:02:02.031034,3413.58166677,40.80703513,60.96261999,95.61535597,78.02061339,122.72273571,19.03869029,114.80067112,441.83815941,74.172,47747.46505479,33.19973875,261.33326829,60.67108418,3.42658098,155.17663062,0.17325228,48.77804074,3798.91271243,1.12862,346.28086684,168.64349241,10.82696816,146.50426224,2934.24826376,51.76349102,49.69952748,148.96817159,83.32004494,360.78045554,35.09108281,61.87842215,38.0,1751.0,166.0,119.0,341.31291176,567.95933407,610.72719809,1.73500175,140.54928613,478.99917855,303.18737474,11.48985336,43.87126971,14.13013766,18.56986019,190.11341719,401.64385683,98.73529457,23.6385975,278.79234064,0.73816536,153.85215784,21.27125105,47.70715906,70.45205647,3.3028459,549.23655338,476.93494349,163.66589349,53.64047521,5.75429701,57.13099796,7.28007991,148.30705907,171.25026763,1088.61913605,179.38154837,43.42465936,143.54160513,42.54563819,135.80502813,0.99974999,0.99911328,218.04994287,114.41246207,438.39655237,22.483725,1786.85375,4.3394,404.0,9715.0,7150.0,737.022322039999,53932120.00934573,78072443.00736412,100869.12583303002,2560.198893109998,14330256.4640545,11341222.516492823,179.33804271,153.15050436,7835.062381350005,8486.178174939994,11807.228363480002,4413.973352310002,15242.203677450012,311.85957670000016,31518.61137851,60250.85142794999,5416.344588939999,36444.16918459,6884.974396230004,5084.313558549998,2680.806205370001,4259.362021049999,36970.08093235,9536.2231565,4212.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 12:02:07.974422,3413.41237459,40.80851834,60.96157595,95.62126522,78.01182735,122.72604267,19.03963943,114.79966607,441.17861596,74.172,47669.69675906,33.1998326,261.33006318,60.6745899,3.4167506,155.18737922,0.17285222,48.77843949,3789.13745448,1.12996,346.25823968,168.64333628,10.8282455,146.48452526,2934.05998018,51.76200644,49.70046125,149.13024113,83.32211103,360.78255295,35.11193484,61.87754652,38.0,1752.0,165.0,119.0,341.28420083,567.95913635,610.71992569,1.73497479,140.54929727,478.9932977,303.19978878,11.49026196,43.87465282,14.1302013,18.56973549,190.10666598,401.63010432,98.7359542,23.64356236,278.80368627,0.73841609,153.89914533,21.27055439,47.70810866,70.480243,3.30168501,549.34519834,476.90795517,163.66755357,53.64050247,5.75248132,57.12971639,7.28008195,148.29851097,171.28987088,1088.55771207,179.38863334,43.42678061,143.53082389,42.54353713,135.81128914,1.0007691,1.00049305,218.05094924,114.41729616,438.42908691,22.483725,1786.85375,4.3394,416.0,9713.0,7149.0,738.381447519999,53929299.400414325,78100251.42458469,101133.36878446024,2559.730785559998,14350342.49747116,11355041.210064854,179.31846148,153.15155904,7856.786562150009,8492.20627744,11807.511378270006,4411.367341079998,15280.976610649994,311.86076486,31518.726296330013,60366.8723869,5416.3617523999965,36427.94642903,6885.494401800011,5076.32255788,2680.81553299,4259.37770871,36970.08093235,9536.2231565,4210.0,442.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 13:01:54.237953,3413.20466958,40.80952882,60.95971596,95.6317974,78.00048231,122.72928798,19.03989833,114.79965839,435.76812548,74.172,46991.73171946,33.1999606,261.3319814,60.68072644,3.38421955,155.2025409,0.17027096,48.78009305,3744.32989118,1.13013,346.21902973,168.63614355,10.82991651,146.46015232,2933.71406651,51.76064297,49.70021529,147.35677203,83.32113707,360.77662951,35.14011539,61.87947332,38.0,1751.0,163.0,119.0,341.24708457,567.97146317,610.70138366,1.73500196,140.54982207,479.00864979,303.22513027,11.48992053,43.8798594,14.12992006,18.56985877,190.09900012,401.59955741,98.73987865,23.65004755,278.82149082,0.73815991,153.95944834,21.26993836,47.71016131,70.52045655,3.29996972,549.50065356,476.86903131,163.66814726,53.6402513,5.75005649,57.13003014,7.28001847,148.29211568,171.34981551,1088.46258957,179.39097906,43.43037408,143.52140605,42.54007517,135.81721279,0.99842349,1.00001228,218.04651811,114.41769212,438.48424872,22.483725,1786.85375,4.3394,419.0,9678.0,7148.0,737.947708709999,53869613.31966614,78107461.14660133,101526.88561095,2559.8332043899995,14349096.380867649,11360634.567926005,179.2895404,153.15147757,7867.752403299988,8509.09972412,11442.097410570002,4409.475903790001,14929.824203349992,310.1600166299999,31461.77762592999,60403.11149473007,5414.327476519999,36761.45539323,6781.91868869,5075.59147067,2680.8296299000003,4254.5944112100005,36970.08093235,9536.2231565,4193.0,444.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 14:01:59.946963,3411.82499025,40.81014821,60.96085374,95.49659587,77.99874333,122.73008392,19.03999114,114.60029839,433.4018378,74.172,47025.05129699,33.19993259,259.07241798,60.67985667,3.37638423,155.19974671,0.17004173,48.7798422,3726.8717855,1.13182,346.29479929,168.64248255,10.82986444,146.79727145,2934.27735568,51.75885528,49.70015999,147.72717779,83.32164317,360.78176033,34.65397813,61.8798209,38.0,1750.0,163.0,119.0,341.19636894,566.44731777,610.717424,1.73500629,140.54888855,479.01124448,302.21165384,11.48996839,43.8791261,14.12972359,18.53146834,190.14708922,401.60934672,98.68265889,23.40150373,278.81831047,0.73825255,152.16917916,21.26994585,47.65963452,70.52052326,3.29998798,549.49477156,476.78820167,163.6710691,53.6407861,5.75858554,57.12981929,7.2799929,148.07404163,171.19513509,1091.05067556,179.3888757,43.42202189,143.36637435,42.53967987,135.82034033,1.00011312,0.99999813,218.04938218,114.41870241,438.48198952,22.483725,1786.85375,4.3394,433.0,9661.0,7150.0,736.675264179999,53851478.900351495,78190284.33149502,101890.63184298958,2559.84214447,14407304.727841008,11364598.929588323,179.24951669,152.80015474,7744.091341590004,8475.592432789996,11381.44109100999,4371.989143010001,15166.090341590008,306.2690891400001,31332.01260174,59757.79937153999,5413.02337381,36489.25109876,6801.960646420007,5075.71608335,2680.851730270001,4232.610793190001,36970.08093235,9536.2231565,4194.0,444.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 15:02:06.169658,3409.72874393,40.62959117,60.59755899,94.78341225,77.46726164,120.85580929,18.98629411,113.18936213,437.88555502,74.172,47785.95315723,33.34004981,259.09427094,60.12851147,3.4243373,155.17303686,0.17229461,48.67995508,3779.55422855,1.13468999,345.1639104,168.13306258,10.82967589,147.39619365,2938.62772379,51.90396964,49.89155273,150.39125419,83.22811262,361.56204405,34.75042217,61.41436291,38.0,1752.0,162.0,119.0,342.43624247,564.73497705,608.98913009,1.72401135,140.41970488,481.38144584,300.20862404,11.48989756,43.16896361,14.11803094,18.26563105,189.88957732,401.97932904,97.17053513,23.22120914,277.23665821,0.73885802,151.71434828,21.09037032,47.24949536,70.97476018,3.29200486,550.24882271,477.3714045,162.25503035,53.63995765,5.74146746,57.06265812,7.17425162,147.59787624,171.73349154,1085.67211631,179.39108145,42.99802898,141.71311447,42.16976777,135.87734057,1.0003596,1.00515048,218.23938574,114.32367368,438.73930362,22.483725,1786.85375,4.3394,433.0,9680.0,7152.0,738.400330729999,53890815.43135384,78235501.9697641,102176.52001797008,2559.510075190001,14448708.736315448,11403932.211267691,179.9479487,151.09589101,7876.487572410007,8727.87230559,11461.96095437001,4409.529768140002,15221.439920489993,311.30318514,31429.22831309001,61431.753663710006,5413.501884169998,36589.008036880005,6779.733149250005,5075.737856170001,2680.8819621800003,4232.628691949999,36970.08093235,9536.2231565,4199.0,444.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 16:01:59.629123,3393.90426549,40.36497976,60.06157306,93.99751029,76.98877052,119.2112942,18.93346424,112.24341111,438.66964395,74.172,47915.2255224,33.29664991,257.47115378,59.65728393,3.44808631,155.42349585,0.17253599,48.58259578,3794.26111949,1.13602,344.94376646,168.37157376,10.81722992,144.87734938,2933.6256638,51.80218097,49.58939155,150.25330288,82.91979154,361.5089347,34.78118563,61.1065016,38.0,1753.0,162.0,119.0,341.8516367,561.63709633,608.76909272,1.72101778,140.39956125,478.84480992,298.17790463,11.55001815,43.10024863,14.2086444,18.18851254,189.30674201,401.08070732,96.19499527,23.12715434,277.35298638,0.73994598,149.34041824,21.14366834,47.23348929,70.32880864,3.29910955,549.41193926,477.13632526,161.41167014,53.6397332,5.78050154,56.92817962,7.13603469,147.346644,170.44729928,1081.47519974,179.59159333,42.954226,142.45446407,42.36402976,135.84853057,1.00024633,1.00018521,218.26675597,114.40491011,438.72201205,22.483725,1786.85375,4.3394,370.0,9677.0,7154.0,740.3672240799992,53939738.36941701,78274717.88355072,102501.33200408005,2559.518126809999,14512967.346628238,11404621.003743134,179.42760943,150.1223472,7860.552630230006,8749.693765369992,11579.466194509994,4409.548157679997,15217.346594899993,311.32567195,31124.860662359995,61576.73700964004,5413.063152270002,36589.06356923002,6780.8914615600015,5075.759997270002,2680.892847940002,4232.646891809999,36970.08093235,9536.2231565,4199.0,444.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 17:01:56.525000,3389.24088712,40.48964533,60.30069376,94.32140795,77.00358196,119.48382855,18.96796532,111.99283498,437.78699703,74.172,47708.91533869,33.31019627,256.57115008,59.71745097,3.44268089,155.20990789,0.17174852,48.56658788,3778.71734029,1.13408,344.06932636,168.46276934,10.7058043,147.21161347,2925.26840027,51.82577241,50.11967122,148.87281625,83.18836459,361.20136252,34.99273343,61.10418764,38.0,1752.0,162.0,119.0,341.10461064,562.04799324,609.09183662,1.72497999,140.48005001,478.84059864,298.83244544,11.51073,43.39518307,14.14716907,18.26963731,189.70317685,400.69478592,96.28295848,23.187137,278.30886095,0.7398146,149.43291313,21.13265272,47.30357279,70.70052727,3.29714916,549.98342787,476.75379952,162.23468267,53.64018495,5.79304543,56.93238091,7.11625454,147.22626191,170.16405399,1078.37131656,179.75460142,42.9842512,143.61851691,42.65689923,135.7872809,1.00023378,0.99993889,218.08863026,114.66621649,438.31899074,22.483725,1786.85375,4.3394,421.0,9691.0,7159.0,741.1356387699991,53999025.10148194,78320883.10627168,102782.9211066997,2558.926873180001,14840934.68059657,11415201.055095274,179.17017519,149.76368429,7878.926597179999,8753.73374541,11652.810992540006,4409.569492850001,15408.314287639989,311.8845023399997,31125.015179630016,61876.10898981003,5413.086573230003,36589.23836298001,6804.718206340009,5069.928585060003,2687.28627354,4240.668138199999,36970.08093235,9536.2231565,4206.0,445.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 18:01:50.495552,3386.9951066,40.41608496,60.20922925,94.21933933,77.06772173,119.29338066,18.96006883,112.28084983,437.66943986,74.172,47694.39784393,33.31543227,255.87790345,59.72165479,3.44851403,154.87891495,0.17156669,48.56563416,3772.94744525,1.13382,343.25365101,168.55204591,10.70786268,149.87287604,2920.65130967,51.85190909,50.15781971,148.58523438,83.11306946,361.6539469,34.75786232,61.11641067,38.0,1754.0,162.0,119.0,340.76806329,559.97531609,609.64203257,1.72500209,140.51499637,478.83685963,298.96717836,11.45395617,43.31235762,14.17133182,18.22796562,190.01665287,400.69865428,97.32653654,23.16720731,277.23535333,0.73957932,148.943111,21.15042047,47.20835328,70.48549781,3.30500595,549.25009573,476.70074347,162.29097031,53.6394436,5.79352563,56.87164718,7.13525059,147.16566197,170.04359046,1083.25051727,179.26570187,42.88900894,144.05180223,42.64825023,135.73942374,1.00013241,1.0001066,218.08521787,114.6882018,438.30908635,22.483725,1786.85375,4.3394,430.0,9685.0,7162.0,742.1452295999992,54002612.29424948,78480782.65098013,103174.82207100016,2558.9360906199986,14924998.627686089,11422116.573591264,179.28813587,149.65585574,7901.599274589997,8795.78429335,11656.19605490999,4403.326080560002,15294.313455169971,312.2860923000001,31125.16659773999,61977.54845189998,5416.079705719992,36600.96314675998,6805.591978119996,5069.953907490001,2695.29876224,4230.323042880001,36970.08093235,9536.2231565,4202.0,445.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 19:01:45.398478,3388.95984416,40.47423232,60.17467783,94.32112195,77.18729442,119.49910473,18.97710729,112.74173539,437.15821821,74.172,47550.05664018,33.32650666,255.1449414,59.7683261,3.42248238,154.95788326,0.17326497,48.59842374,3756.82297977,1.13397,343.84576327,168.58656513,10.72852485,150.64095792,2921.79259462,51.80148768,50.15810154,148.94782983,83.14225573,361.55642223,34.84026683,61.20058669,38.0,1755.0,162.0,119.0,340.93313836,560.85120529,609.19978024,1.72201216,140.53307882,478.18946506,299.44795512,11.51614742,43.44891078,14.18908914,18.21933445,190.2468983,400.88854101,97.73103949,23.39883601,278.35968569,0.73963949,150.56253932,21.15525118,47.26847828,70.66780843,3.30274224,549.54396315,476.89682204,162.78150111,52.64867497,5.78749226,56.93436638,7.13783704,147.16118629,170.24111049,1087.24955829,179.45048275,42.92889221,144.04770297,42.63334716,135.81681083,0.99949638,1.00013067,218.0041595,114.82496882,438.37746229,22.483725,1786.85375,4.3394,419.0,9671.0,7165.0,739.9030029299994,53980257.72863364,78436001.4539315,103524.43202709989,2559.416350100002,14949604.207097348,11435629.465361835,179.21135724,149.39350234,7722.803881120004,8802.367264630006,11502.211183779997,4364.759768369999,14853.736791429998,306.2357934099999,31062.224246269983,61155.02136408999,5409.652666810001,36490.71016923997,6805.6096075500045,5068.843532010002,2680.92927269,4230.34172404,36970.08093235,9536.2231565,4201.0,445.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 20:02:06.128751,3394.68716798,40.53649562,60.49433812,94.59594462,77.2299416,119.63981137,18.98789618,112.92421647,436.18777246,74.172,47202.92888382,33.39677298,255.00014017,59.91253587,3.39310365,155.09682149,0.17250883,48.64074384,3732.4142142,1.13413999,344.38497733,168.62658547,10.73131637,152.46985242,2929.55280269,51.83863616,50.16691124,148.15546251,83.15467662,362.01851563,34.39871679,61.27161334,38.0,1756.0,162.0,119.0,341.51469207,557.29067304,610.68796603,1.72100182,140.59469241,478.18199007,301.11182772,11.51155251,43.42972696,14.17430987,18.23847163,190.47710303,401.71990838,97.90031407,23.17092372,279.26938582,0.7397544,151.35777763,21.16135954,47.31932862,70.80946302,3.2927078,549.86534976,477.30681378,162.41374309,52.64814715,5.75079668,57.08903078,7.16502563,147.26803603,171.30111256,1092.124313,179.57865212,43.10311244,143.99159177,42.56875455,135.92775818,1.00029363,0.99951976,218.44057078,114.8383237,438.82047569,22.483725,1786.85375,4.3394,338.0,9691.0,7167.0,740.9899927299995,54053719.94881864,78501910.9206509,103915.49900401988,2559.4256604699985,15015361.367304528,11436527.970103426,179.43884839,150.05409141,7699.069390060004,8771.517101940008,11885.257586050006,4385.824356189999,14961.41014503001,308.27284986,31180.576222419983,64631.76667768999,5409.675853199999,36383.39572679999,6811.636183659998,5068.86907298,2700.5432902600005,4230.36271968,36970.08093235,9536.2231565,4211.0,443.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 21:01:53.265774,3395.05239624,40.47802069,60.3000492,94.28230327,77.18051732,119.38871761,18.98744404,112.78350179,438.67888648,74.172,47625.47110612,33.35863321,254.82175681,59.81538553,3.41672314,155.14332006,0.17315796,48.61869364,3757.60884354,1.13433,344.3980934,168.60562479,10.73743775,151.35679099,2936.57132698,51.84559627,50.17768602,149.58094447,83.19450531,361.86297575,34.14629583,61.21490132,38.0,1755.0,162.0,119.0,342.13353032,559.04661298,610.98861218,1.72602022,140.58614881,477.49502744,301.30595428,11.5171451,43.3605216,14.17647267,18.24983079,190.19270718,402.05194579,97.54653619,23.08807121,278.2248945,0.73976534,151.07024806,21.15903427,47.19869117,70.92760008,3.28286678,550.51432757,477.83343128,162.43389174,52.64801476,5.7373358,56.95528869,7.10811861,147.11530684,171.70961362,1089.92444259,179.75232884,43.00842829,143.54938585,42.58441654,135.96769038,1.00079533,1.00019405,218.48082648,115.03125806,439.27747689,22.483725,1786.85375,4.3394,419.0,9694.0,7167.0,742.0263516699995,54047868.66362496,78300960.97069922,104205.03972978024,2559.4541420400005,15021724.264276247,11439753.071382636,179.54189818,149.64711633,7697.638402679991,8778.242455569994,11893.850466810012,4385.845225369998,14879.257779930003,311.40491176000006,31180.72761247999,65344.28630201999,5426.047723190005,36454.55892751001,6830.882548899999,5068.894293540001,2700.0558705000003,4230.383506510002,36970.08093235,9536.2231565,4212.0,443.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
