,defichain_Activity,defichain_Reply,defichain_Likes,defichain_Retweet,defichain_Tweet,dfi_Activity,dfi_Reply,dfi_Likes,dfi_Retweet,dfi_Tweet,overall_Activity,overall_Reply,overall_Likes,overall_Retweet,overall_Tweet,overall_UniqueUserOverall,overall_UniqueUserReply,overall_UniqueUserRetweet,overall_UniqueUserTweet,nativeDefi_Activity,nativeDefi_Reply,nativeDefi_Likes,nativeDefi_Retweet,nativeDefi_Tweet,hashtagDFI_Activity,hashtagDFI_Reply,hashtagDFI_Likes,hashtagDFI_Retweet,hashtagDFI_Tweet
2022-06-16,2042,422,3216.0,1470,150.0,2685.0,73.0,3418.0,2197.0,415.0,2329.0,313.0,3746.0,1662.0,354.0,299.0,74.0,200.0,78.0,27.0,0.0,43.0,20.0,7.0,660.0,6.0,170.0,468.0,186.0
2022-06-15,2184,822,4649.0,1161,201.0,2227.0,267.0,6784.0,1525.0,435.0,2562.0,862.0,6391.0,1286.0,414.0,402.0,147.0,223.0,90.0,6.0,0.0,13.0,3.0,3.0,1014.0,11.0,1702.0,875.0,128.0
2022-06-14,1738,650,3616.0,952,136.0,1215.0,20.0,2237.0,938.0,257.0,2021.0,476.0,3462.0,1341.0,204.0,318.0,129.0,187.0,62.0,6.0,0.0,27.0,3.0,3.0,601.0,168.0,1215.0,163.0,270.0
2022-06-13,2397,576,3800.0,1728,93.0,2296.0,74.0,2324.0,1886.0,336.0,2439.0,465.0,4113.0,1694.0,280.0,335.0,112.0,206.0,74.0,23.0,0.0,23.0,20.0,3.0,243.0,23.0,447.0,200.0,20.0
2022-06-12,731,77,1214.0,577,77.0,1652.0,22.0,2622.0,1312.0,318.0,1049.0,97.0,1749.0,772.0,180.0,156.0,55.0,91.0,45.0,16.0,0.0,21.0,12.0,4.0,430.0,55.0,1452.0,249.0,126.0
2022-06-11,1251,390,1895.0,812,49.0,1953.0,267.0,2242.0,1396.0,290.0,2167.0,558.0,3229.0,1360.0,249.0,218.0,102.0,110.0,55.0,24.0,0.0,13.0,21.0,3.0,108.0,21.0,53.0,81.0,6.0
2022-06-10,1394,336,3634.0,746,312.0,1914.0,12.0,3073.0,1156.0,746.0,2069.0,299.0,4757.0,995.0,775.0,306.0,98.0,167.0,93.0,10.0,0.0,33.0,6.0,4.0,488.0,50.0,2235.0,341.0,97.0
2022-06-09,548,223,1045.0,269,56.0,1562.0,25.0,1273.0,1081.0,456.0,2246.0,546.0,3125.0,1152.0,548.0,253.0,94.0,141.0,64.0,10.0,0.0,9.0,6.0,4.0,327.0,169.0,604.0,151.0,7.0
2022-06-08,1137,386,3720.0,620,131.0,2088.0,85.0,4807.0,1405.0,598.0,2427.0,581.0,5880.0,1383.0,463.0,269.0,91.0,179.0,72.0,5.0,0.0,5.0,4.0,1.0,283.0,99.0,318.0,164.0,20.0
2022-06-07,1154,267,1411.0,756,131.0,2292.0,144.0,2919.0,1712.0,436.0,1889.0,279.0,2790.0,1263.0,347.0,285.0,76.0,171.0,72.0,3.0,0.0,2.0,2.0,1.0,210.0,74.0,324.0,118.0,18.0
2022-06-06,2128,654,3477.0,1348,126.0,2042.0,74.0,1874.0,1484.0,484.0,2341.0,461.0,3900.0,1436.0,444.0,323.0,78.0,213.0,77.0,17.0,0.0,35.0,11.0,6.0,159.0,9.0,461.0,101.0,49.0
2022-06-05,740,149,850.0,503,88.0,1790.0,178.0,7383.0,1280.0,332.0,1221.0,196.0,2589.0,809.0,216.0,285.0,74.0,206.0,69.0,16.0,0.0,21.0,13.0,3.0,295.0,33.0,249.0,251.0,11.0
2022-06-04,707,174,3517.0,407,126.0,1340.0,19.0,2955.0,781.0,540.0,1108.0,169.0,4543.0,570.0,369.0,261.0,79.0,151.0,61.0,9.0,0.0,21.0,6.0,3.0,210.0,38.0,2101.0,128.0,44.0
2022-06-03,683,135,3378.0,471,77.0,3686.0,60.0,11394.0,2171.0,1455.0,2759.0,235.0,6996.0,1598.0,926.0,337.0,108.0,200.0,72.0,6.0,0.0,8.0,3.0,3.0,532.0,44.0,552.0,278.0,210.0
2022-06-02,1155,469,2253.0,627,59.0,1404.0,19.0,1599.0,1206.0,179.0,1782.0,318.0,3606.0,1260.0,204.0,378.0,135.0,211.0,93.0,39.0,0.0,60.0,32.0,7.0,459.0,127.0,434.0,296.0,36.0
2022-06-01,2047,764,7283.0,1138,145.0,2005.0,76.0,2568.0,1658.0,271.0,2660.0,609.0,8261.0,1706.0,345.0,572.0,179.0,384.0,109.0,36.0,0.0,220.0,31.0,5.0,948.0,490.0,988.0,424.0,34.0
2022-05-31,842,271,2126.0,414,157.0,1902.0,45.0,1462.0,1434.0,423.0,1770.0,254.0,2894.0,1175.0,341.0,331.0,97.0,202.0,77.0,6.0,0.0,22.0,3.0,3.0,707.0,257.0,947.0,415.0,35.0
2022-05-30,517,61,690.0,419,37.0,1648.0,53.0,2335.0,1050.0,545.0,1314.0,87.0,2129.0,933.0,294.0,283.0,67.0,176.0,96.0,9.0,0.0,10.0,8.0,1.0,498.0,109.0,568.0,308.0,81.0
2022-05-29,843,358,1905.0,390,95.0,1309.0,65.0,2322.0,666.0,578.0,1101.0,204.0,1902.0,583.0,314.0,267.0,74.0,134.0,96.0,9.0,0.0,10.0,7.0,2.0,388.0,167.0,371.0,208.0,13.0
2022-05-28,1262,344,3013.0,732,186.0,1591.0,10.0,981.0,1364.0,217.0,1860.0,317.0,4056.0,1203.0,340.0,251.0,97.0,121.0,64.0,9.0,0.0,13.0,6.0,3.0,2036.0,705.0,1122.0,1227.0,104.0
2022-05-27,2957,409,5381.0,2122,426.0,2772.0,87.0,4081.0,2022.0,663.0,2564.0,347.0,3466.0,1615.0,602.0,376.0,98.0,220.0,97.0,22.0,0.0,30.0,14.0,8.0,1325.0,382.0,7119.0,516.0,427.0
2022-05-26,1467,201,3763.0,635,631.0,2670.0,129.0,3768.0,1419.0,1122.0,1994.0,176.0,4324.0,1171.0,647.0,418.0,63.0,287.0,98.0,21.0,0.0,23.0,12.0,9.0,1664.0,535.0,4318.0,863.0,266.0
2022-05-25,515,74,812.0,296,145.0,2076.0,103.0,3914.0,1292.0,681.0,1435.0,146.0,2782.0,752.0,537.0,365.0,74.0,237.0,99.0,30.0,0.0,38.0,20.0,10.0,2667.0,553.0,5566.0,1322.0,792.0
2022-05-24,1886,328,4041.0,1285,273.0,2759.0,105.0,3318.0,2289.0,365.0,2935.0,325.0,3626.0,2207.0,403.0,703.0,151.0,547.0,93.0,54.0,0.0,55.0,44.0,10.0,485.0,19.0,2358.0,289.0,177.0
2022-05-23,1585,262,1856.0,1102,221.0,1401.0,12.0,1479.0,913.0,476.0,2280.0,292.0,4627.0,1301.0,687.0,268.0,68.0,147.0,94.0,19.0,0.0,27.0,10.0,9.0,746.0,276.0,557.0,453.0,17.0
2022-05-22,1050,383,2388.0,503,164.0,1992.0,52.0,3904.0,1282.0,658.0,1803.0,425.0,3436.0,955.0,423.0,341.0,133.0,220.0,83.0,36.0,0.0,37.0,24.0,12.0,1018.0,562.0,930.0,434.0,22.0
2022-05-21,1051,251,1934.0,600,200.0,1851.0,11.0,2146.0,1148.0,692.0,1952.0,234.0,2789.0,1067.0,651.0,273.0,91.0,142.0,74.0,28.0,0.0,36.0,16.0,12.0,753.0,229.0,1830.0,291.0,233.0
2022-05-20,647,197,1958.0,317,133.0,2283.0,166.0,3471.0,1325.0,792.0,1813.0,396.0,3310.0,888.0,529.0,284.0,103.0,154.0,87.0,24.0,0.0,28.0,14.0,10.0,1461.0,858.0,3953.0,345.0,258.0
2022-05-19,766,62,774.0,582,122.0,1122.0,10.0,1026.0,816.0,296.0,822.0,100.0,675.0,498.0,224.0,205.0,68.0,110.0,72.0,175.0,0.0,148.0,152.0,23.0,170.0,60.0,187.0,97.0,13.0
2022-05-18,238,96,432.0,125,17.0,322.0,16.0,671.0,164.0,142.0,917.0,178.0,1876.0,479.0,260.0,342.0,113.0,224.0,60.0,116.0,0.0,124.0,96.0,20.0,893.0,83.0,1960.0,469.0,341.0
2022-05-17,265,66,351.0,177,22.0,226.0,24.0,349.0,126.0,76.0,826.0,180.0,973.0,497.0,149.0,333.0,139.0,221.0,73.0,115.0,0.0,120.0,97.0,18.0,1048.0,72.0,1344.0,774.0,202.0
2022-05-16,859,192,1263.0,594,73.0,709.0,21.0,1171.0,430.0,258.0,2399.0,289.0,4742.0,1542.0,568.0,648.0,140.0,521.0,104.0,74.0,0.0,77.0,57.0,17.0,1529.0,18.0,5009.0,943.0,568.0
2022-05-15,3053,345,4520.0,2429,279.0,3143.0,39.0,4191.0,2691.0,413.0,4200.0,350.0,6124.0,3311.0,539.0,592.0,163.0,486.0,91.0,136.0,0.0,170.0,119.0,17.0,859.0,12.0,671.0,751.0,96.0
2022-05-14,2323,218,3617.0,1791,314.0,3216.0,19.0,3856.0,2670.0,527.0,3560.0,262.0,4943.0,2673.0,625.0,332.0,140.0,231.0,90.0,91.0,0.0,101.0,73.0,18.0,925.0,51.0,1204.0,781.0,93.0
2022-05-13,1083,282,2135.0,629,172.0,956.0,23.0,1762.0,712.0,221.0,1488.0,285.0,2424.0,927.0,276.0,312.0,100.0,198.0,70.0,122.0,1.0,147.0,103.0,18.0,662.0,81.0,809.0,513.0,68.0
2022-05-12,277,71,215.0,173,33.0,287.0,15.0,184.0,190.0,82.0,565.0,93.0,615.0,342.0,130.0,258.0,74.0,152.0,71.0,142.0,0.0,121.0,119.0,23.0,932.0,8.0,1528.0,773.0,151.0
2022-05-11,563,209,1364.0,306,48.0,407.0,22.0,653.0,285.0,100.0,1107.0,285.0,2442.0,621.0,201.0,426.0,155.0,229.0,106.0,139.0,1.0,167.0,121.0,17.0,1167.0,14.0,4406.0,836.0,317.0
2022-05-10,389,170,519.0,175,44.0,241.0,15.0,267.0,132.0,94.0,582.0,123.0,599.0,305.0,154.0,261.0,83.0,159.0,76.0,135.0,2.0,213.0,116.0,17.0,1166.0,149.0,1020.0,922.0,95.0
2022-05-09,148,33,219.0,94,21.0,322.0,10.0,758.0,137.0,175.0,611.0,58.0,1038.0,311.0,242.0,269.0,48.0,162.0,80.0,159.0,0.0,139.0,135.0,24.0,1001.0,14.0,3232.0,432.0,555.0
2022-05-08,504,130,906.0,323,51.0,389.0,26.0,514.0,204.0,159.0,846.0,125.0,1340.0,491.0,230.0,384.0,85.0,265.0,75.0,108.0,0.0,125.0,87.0,21.0,401.0,14.0,561.0,330.0,57.0
2022-05-07,377,118,457.0,239,20.0,189.0,23.0,105.0,115.0,51.0,557.0,109.0,376.0,359.0,89.0,345.0,83.0,239.0,57.0,144.0,0.0,182.0,123.0,21.0,1112.0,12.0,392.0,977.0,123.0
2022-05-06,429,109,555.0,280,40.0,305.0,21.0,460.0,193.0,91.0,748.0,128.0,809.0,468.0,152.0,440.0,92.0,311.0,85.0,94.0,0.0,100.0,76.0,18.0,1060.0,227.0,660.0,588.0,245.0
2022-05-05,325,117,467.0,173,35.0,155.0,14.0,164.0,84.0,57.0,835.0,179.0,1152.0,532.0,124.0,410.0,103.0,297.0,77.0,41.0,1.0,52.0,35.0,5.0,1546.0,9.0,1134.0,1351.0,186.0
2022-05-04,466,163,703.0,261,42.0,670.0,46.0,1505.0,287.0,337.0,1910.0,388.0,3031.0,1047.0,475.0,750.0,232.0,581.0,103.0,9.0,0.0,16.0,6.0,3.0,2814.0,20.0,9316.0,1571.0,1223.0
2022-05-03,844,279,893.0,497,68.0,544.0,33.0,1524.0,252.0,259.0,1692.0,300.0,2986.0,1025.0,367.0,648.0,189.0,510.0,100.0,43.0,3.0,55.0,33.0,7.0,2429.0,313.0,14401.0,1548.0,568.0
2022-05-02,785,287,774.0,449,49.0,378.0,45.0,346.0,272.0,61.0,1494.0,349.0,1337.0,1000.0,145.0,782.0,228.0,638.0,80.0,105.0,0.0,316.0,88.0,17.0,1183.0,211.0,1914.0,867.0,105.0
2022-05-01,503,198,611.0,272,33.0,332.0,27.0,499.0,221.0,84.0,863.0,230.0,964.0,505.0,128.0,318.0,91.0,215.0,69.0,37.0,0.0,198.0,25.0,12.0,1659.0,308.0,1541.0,1276.0,75.0
2022-04-30,551,152,824.0,333,66.0,273.0,27.0,329.0,146.0,100.0,920.0,197.0,1339.0,547.0,176.0,328.0,108.0,227.0,78.0,72.0,0.0,215.0,60.0,12.0,1171.0,201.0,2870.0,884.0,86.0
2022-04-29,2330,439,2047.0,1669,222.0,2170.0,155.0,1430.0,1696.0,319.0,2865.0,472.0,1961.0,1960.0,433.0,394.0,129.0,231.0,145.0,333.0,35.0,459.0,256.0,42.0,749.0,251.0,755.0,429.0,69.0
2022-04-28,2882,532,2084.0,2086,264.0,2690.0,370.0,2160.0,1940.0,380.0,4898.0,758.0,3761.0,3532.0,608.0,1112.0,221.0,870.0,186.0,606.0,58.0,639.0,478.0,70.0,886.0,213.0,2374.0,479.0,194.0
2022-04-27,2561,523,2507.0,1748,290.0,1523.0,199.0,904.0,1056.0,268.0,5126.0,627.0,3947.0,3960.0,539.0,1924.0,153.0,1744.0,166.0,371.0,47.0,547.0,275.0,49.0,1040.0,186.0,5099.0,560.0,294.0
2022-04-26,3368,560,2182.0,2570,238.0,2368.0,237.0,1375.0,1843.0,288.0,3915.0,608.0,2517.0,2883.0,424.0,402.0,146.0,247.0,135.0,497.0,67.0,638.0,391.0,39.0,1801.0,109.0,4599.0,1439.0,253.0
2022-04-25,3966,579,3504.0,3038,349.0,3964.0,379.0,3400.0,3098.0,487.0,5205.0,686.0,3959.0,3917.0,602.0,539.0,150.0,330.0,168.0,703.0,62.0,1035.0,568.0,73.0,821.0,8.0,5593.0,532.0,281.0
2022-04-24,2618,409,2242.0,1953,256.0,2527.0,263.0,2136.0,1888.0,376.0,3810.0,499.0,3794.0,2773.0,538.0,510.0,128.0,333.0,142.0,531.0,41.0,905.0,429.0,61.0,1250.0,21.0,4706.0,774.0,455.0
2022-04-23,3169,585,2240.0,2320,264.0,2643.0,293.0,1880.0,1987.0,363.0,3972.0,670.0,3202.0,2807.0,495.0,507.0,161.0,314.0,154.0,536.0,35.0,795.0,442.0,59.0,2522.0,617.0,4629.0,1637.0,268.0
2022-04-22,3151,443,2218.0,2447,261.0,2926.0,322.0,2239.0,2244.0,360.0,4298.0,567.0,3209.0,3253.0,478.0,401.0,119.0,259.0,133.0,496.0,45.0,752.0,404.0,47.0,1034.0,406.0,1649.0,478.0,150.0
2022-04-21,3103,565,2427.0,2304,234.0,2929.0,364.0,1858.0,2242.0,323.0,4164.0,645.0,3042.0,3085.0,434.0,543.0,158.0,378.0,133.0,420.0,62.0,533.0,313.0,45.0,2354.0,448.0,1892.0,1866.0,40.0
2022-04-20,2349,472,1778.0,1677,200.0,2453.0,296.0,1667.0,1847.0,310.0,3357.0,648.0,2350.0,2294.0,415.0,373.0,134.0,194.0,148.0,401.0,47.0,580.0,312.0,42.0,2295.0,829.0,5716.0,1164.0,302.0
2022-04-19,3561,725,2940.0,2579,257.0,2498.0,232.0,1478.0,1939.0,327.0,4648.0,811.0,3884.0,3304.0,533.0,473.0,166.0,283.0,157.0,456.0,41.0,582.0,366.0,49.0,2693.0,1296.0,1408.0,1345.0,52.0
2022-04-18,3246,596,2743.0,2376,274.0,3254.0,298.0,1918.0,2610.0,346.0,4646.0,675.0,3151.0,3483.0,488.0,936.0,160.0,749.0,146.0,534.0,72.0,693.0,420.0,42.0,1112.0,36.0,3491.0,754.0,322.0
2022-04-17,3426,717,3210.0,2447,262.0,4339.0,428.0,4350.0,3502.0,409.0,6020.0,932.0,5758.0,4523.0,565.0,1350.0,217.0,1157.0,158.0,416.0,59.0,738.0,311.0,46.0,1278.0,195.0,850.0,980.0,103.0
2022-04-16,3840,823,3186.0,2762,255.0,3400.0,329.0,2368.0,2709.0,362.0,4985.0,925.0,3939.0,3536.0,524.0,872.0,302.0,612.0,181.0,480.0,38.0,837.0,395.0,47.0,2588.0,275.0,5161.0,1982.0,331.0
2022-04-15,2869,587,1870.0,2025,257.0,3190.0,358.0,2374.0,2432.0,400.0,4234.0,766.0,3389.0,2944.0,524.0,422.0,154.0,245.0,141.0,468.0,41.0,526.0,374.0,53.0,1853.0,307.0,2990.0,1236.0,310.0
2022-04-14,3157,577,2337.0,2334,246.0,2383.0,291.0,1232.0,1789.0,303.0,4340.0,720.0,3346.0,3104.0,516.0,494.0,193.0,302.0,170.0,461.0,65.0,432.0,356.0,40.0,935.0,318.0,1633.0,474.0,143.0
2022-04-13,3115,555,2199.0,2301,259.0,3162.0,349.0,2719.0,2247.0,566.0,4529.0,688.0,4090.0,3057.0,784.0,453.0,166.0,253.0,175.0,456.0,39.0,494.0,366.0,51.0,1092.0,47.0,3789.0,616.0,429.0
2022-04-12,3744,697,3217.0,2707,340.0,3783.0,458.0,3857.0,2697.0,628.0,5489.0,915.0,5442.0,3662.0,912.0,561.0,192.0,297.0,239.0,537.0,45.0,620.0,441.0,51.0,3161.0,332.0,9630.0,1844.0,985.0
2022-04-11,3815,665,3505.0,2789,361.0,3840.0,402.0,2678.0,2820.0,618.0,5492.0,825.0,5127.0,3822.0,845.0,572.0,175.0,314.0,231.0,395.0,33.0,325.0,317.0,45.0,1791.0,117.0,3439.0,1226.0,448.0
2022-04-10,4210,862,3765.0,2978,370.0,4691.0,607.0,4611.0,3484.0,600.0,5611.0,1015.0,5285.0,3922.0,674.0,433.0,159.0,262.0,163.0,375.0,42.0,471.0,284.0,49.0,1418.0,163.0,6600.0,898.0,357.0
2022-04-09,3658,771,3625.0,2544,343.0,3604.0,452.0,3010.0,2481.0,671.0,4619.0,798.0,3840.0,3057.0,764.0,502.0,184.0,302.0,161.0,422.0,44.0,408.0,335.0,43.0,1294.0,249.0,939.0,814.0,231.0
2022-04-08,2523,557,1940.0,1659,307.0,2578.0,349.0,1984.0,1780.0,449.0,3648.0,671.0,2865.0,2272.0,705.0,498.0,162.0,252.0,231.0,389.0,43.0,466.0,290.0,56.0,1144.0,124.0,954.0,675.0,345.0
2022-04-07,3957,931,3352.0,2639,387.0,4331.0,524.0,4154.0,2935.0,872.0,5439.0,1014.0,5102.0,3340.0,1085.0,505.0,158.0,274.0,217.0,426.0,42.0,446.0,335.0,49.0,2352.0,561.0,1952.0,1157.0,634.0
2022-04-06,3615,635,2768.0,2575,405.0,4211.0,393.0,3947.0,3075.0,743.0,5489.0,839.0,5255.0,3756.0,894.0,633.0,185.0,415.0,178.0,506.0,35.0,546.0,400.0,71.0,2169.0,353.0,1984.0,1149.0,667.0
2022-04-05,4251,970,3782.0,2899,382.0,4123.0,407.0,4231.0,3121.0,595.0,5466.0,1060.0,4891.0,3723.0,683.0,642.0,275.0,425.0,164.0,466.0,37.0,536.0,363.0,66.0,1830.0,526.0,1284.0,1143.0,161.0
2022-04-04,4482,1009,4500.0,3111,362.0,4605.0,398.0,4362.0,3574.0,633.0,6015.0,1039.0,5525.0,4267.0,709.0,935.0,275.0,666.0,186.0,351.0,16.0,459.0,276.0,59.0,2315.0,401.0,3673.0,1648.0,266.0
2022-04-03,3361,799,4792.0,2139,423.0,3632.0,319.0,5748.0,2660.0,653.0,4148.0,831.0,5091.0,2697.0,620.0,465.0,197.0,260.0,138.0,216.0,19.0,281.0,163.0,34.0,1519.0,275.0,1728.0,982.0,262.0
2022-04-02,3114,825,3612.0,2016,273.0,4067.0,571.0,4663.0,2879.0,617.0,4344.0,960.0,4859.0,2843.0,541.0,462.0,208.0,298.0,141.0,404.0,45.0,496.0,312.0,47.0,2138.0,92.0,2590.0,1516.0,530.0
2022-04-01,4201,854,5014.0,2943,404.0,3652.0,340.0,3566.0,2816.0,496.0,5395.0,917.0,6669.0,3742.0,736.0,452.0,178.0,242.0,187.0,418.0,19.0,521.0,332.0,67.0,1534.0,202.0,3109.0,725.0,607.0
2022-03-31,3425,694,3425.0,2373,358.0,3529.0,378.0,3167.0,2667.0,484.0,4695.0,832.0,4710.0,3168.0,695.0,524.0,192.0,314.0,165.0,478.0,43.0,512.0,380.0,55.0,1280.0,203.0,6731.0,564.0,513.0
2022-03-30,4447,920,5362.0,3115,412.0,4659.0,519.0,4575.0,3326.0,814.0,5703.0,1044.0,6272.0,3769.0,890.0,483.0,181.0,301.0,154.0,333.0,24.0,499.0,261.0,48.0,2042.0,346.0,1876.0,863.0,833.0
2022-03-29,4514,1023,5260.0,3124,367.0,4518.0,648.0,4820.0,3243.0,627.0,5661.0,1153.0,6426.0,3810.0,698.0,575.0,292.0,306.0,178.0,377.0,39.0,489.0,294.0,44.0,1728.0,30.0,11625.0,1400.0,298.0
2022-03-28,4561,1001,5508.0,3161,399.0,4208.0,569.0,5277.0,2893.0,746.0,5978.0,1117.0,7242.0,4000.0,861.0,713.0,297.0,470.0,197.0,312.0,31.0,386.0,245.0,36.0,1820.0,298.0,3339.0,1036.0,486.0
2022-03-27,4401,1168,6685.0,2864,369.0,4138.0,603.0,4746.0,2858.0,677.0,5480.0,1188.0,7102.0,3501.0,791.0,613.0,241.0,356.0,185.0,398.0,52.0,696.0,284.0,62.0,1016.0,292.0,2353.0,422.0,302.0
2022-03-26,4821,1173,5670.0,3208,440.0,4447.0,650.0,5599.0,3124.0,673.0,5982.0,1276.0,6965.0,3947.0,759.0,723.0,323.0,497.0,148.0,341.0,35.0,542.0,245.0,61.0,1175.0,340.0,928.0,733.0,102.0
2022-03-25,3979,956,4358.0,2701,322.0,3936.0,548.0,4482.0,2820.0,568.0,5511.0,1003.0,6077.0,3853.0,655.0,1087.0,283.0,818.0,163.0,359.0,34.0,586.0,274.0,51.0,1005.0,225.0,549.0,667.0,113.0
2022-03-24,4600,1019,5610.0,3133,448.0,4623.0,568.0,5507.0,3309.0,746.0,8826.0,1089.0,6163.0,6941.0,796.0,3705.0,287.0,3422.0,221.0,340.0,36.0,422.0,249.0,55.0,2263.0,812.0,1486.0,1232.0,219.0
2022-03-23,4551,989,6568.0,3141,421.0,4306.0,561.0,5402.0,3113.0,632.0,5414.0,1043.0,7089.0,3656.0,715.0,571.0,250.0,353.0,157.0,363.0,55.0,503.0,252.0,56.0,776.0,36.0,351.0,600.0,140.0
2022-03-22,4498,1080,4999.0,3006,412.0,4440.0,640.0,5661.0,3162.0,638.0,5900.0,1103.0,6869.0,4087.0,710.0,837.0,265.0,604.0,183.0,353.0,32.0,537.0,255.0,66.0,1887.0,32.0,695.0,1704.0,151.0
2022-03-21,4892,940,5342.0,3466,486.0,4602.0,573.0,4827.0,3343.0,686.0,5792.0,1015.0,6129.0,4025.0,752.0,649.0,257.0,431.0,175.0,364.0,45.0,454.0,265.0,54.0,1570.0,8.0,1171.0,1209.0,353.0
2022-03-20,4335,927,4666.0,3057,351.0,4232.0,556.0,4365.0,3144.0,532.0,5181.0,971.0,5340.0,3619.0,591.0,481.0,195.0,282.0,151.0,302.0,23.0,406.0,231.0,48.0,1113.0,128.0,560.0,833.0,152.0
2022-03-19,4558,1101,5655.0,3057,400.0,4364.0,629.0,5584.0,3067.0,668.0,5631.0,1151.0,7016.0,3735.0,745.0,600.0,277.0,375.0,192.0,352.0,49.0,483.0,255.0,48.0,1036.0,281.0,576.0,729.0,26.0
2022-03-18,3693,823,4462.0,2555,315.0,3604.0,422.0,4067.0,2670.0,512.0,4729.0,874.0,5369.0,3264.0,591.0,605.0,193.0,415.0,137.0,262.0,14.0,333.0,205.0,43.0,2148.0,559.0,2513.0,1171.0,418.0
2022-03-17,4076,970,4808.0,2761,345.0,3716.0,511.0,5111.0,2572.0,633.0,5051.0,1010.0,5497.0,3385.0,656.0,851.0,255.0,587.0,166.0,339.0,36.0,460.0,259.0,44.0,2004.0,293.0,2685.0,972.0,739.0
2022-03-16,4394,1158,6229.0,2857,379.0,4308.0,669.0,6151.0,2999.0,640.0,5340.0,1150.0,7522.0,3424.0,766.0,744.0,332.0,426.0,182.0,290.0,45.0,383.0,213.0,32.0,1857.0,296.0,1136.0,1244.0,317.0
2022-03-15,4514,1129,7183.0,3000,385.0,4078.0,566.0,6344.0,2947.0,565.0,5432.0,1161.0,7519.0,3555.0,716.0,558.0,267.0,344.0,164.0,309.0,40.0,416.0,213.0,56.0,1632.0,312.0,11751.0,1141.0,179.0
2022-03-14,4314,978,7307.0,2956,380.0,4101.0,571.0,4980.0,2999.0,531.0,4683.0,995.0,6661.0,3128.0,560.0,412.0,202.0,210.0,125.0,319.0,29.0,440.0,241.0,49.0,1621.0,159.0,2213.0,982.0,480.0
2022-03-13,3653,1017,5561.0,2289,347.0,3152.0,473.0,4811.0,2149.0,530.0,4367.0,1041.0,5906.0,2720.0,606.0,468.0,223.0,300.0,133.0,171.0,20.0,304.0,111.0,40.0,1832.0,165.0,11022.0,1043.0,624.0
2022-03-12,3912,745,5002.0,2740,427.0,3460.0,383.0,4311.0,2491.0,586.0,4657.0,768.0,5451.0,3214.0,675.0,467.0,158.0,298.0,135.0,275.0,26.0,348.0,209.0,40.0,2498.0,21.0,2414.0,1735.0,742.0
2022-03-11,3886,634,4538.0,2860,392.0,3779.0,409.0,4669.0,2782.0,588.0,4595.0,697.0,5160.0,3246.0,652.0,439.0,150.0,258.0,141.0,317.0,22.0,423.0,252.0,43.0,1476.0,40.0,1194.0,1298.0,138.0
2022-03-10,4024,741,4688.0,2968,315.0,4071.0,443.0,4921.0,2971.0,657.0,4996.0,759.0,5964.0,3471.0,766.0,594.0,170.0,368.0,200.0,358.0,27.0,461.0,288.0,43.0,1049.0,119.0,1167.0,767.0,163.0
2022-03-09,3785,808,5210.0,2612,365.0,3689.0,363.0,5209.0,2779.0,547.0,4513.0,793.0,5729.0,3085.0,635.0,444.0,154.0,247.0,165.0,268.0,15.0,470.0,216.0,37.0,574.0,11.0,196.0,540.0,23.0
2022-03-08,4165,939,5763.0,2889,337.0,4187.0,467.0,5479.0,3097.0,623.0,4953.0,904.0,6514.0,3367.0,682.0,423.0,176.0,251.0,135.0,409.0,35.0,608.0,326.0,48.0,1210.0,171.0,2706.0,549.0,490.0
2022-03-07,2767,676,3305.0,1785,306.0,2961.0,241.0,3983.0,2154.0,566.0,3495.0,697.0,4590.0,2168.0,630.0,321.0,126.0,158.0,115.0,227.0,9.0,346.0,174.0,44.0,386.0,176.0,222.0,192.0,18.0
2022-03-06,2543,577,3446.0,1592,374.0,3402.0,242.0,4390.0,2365.0,795.0,3688.0,630.0,4638.0,2196.0,862.0,365.0,136.0,177.0,133.0,175.0,1.0,271.0,122.0,52.0,2211.0,8.0,510.0,1447.0,756.0
2022-03-05,3035,534,4434.0,2152,349.0,3251.0,192.0,5264.0,2242.0,817.0,3957.0,572.0,5153.0,2543.0,842.0,444.0,133.0,268.0,129.0,231.0,24.0,378.0,166.0,41.0,1491.0,323.0,1519.0,767.0,401.0
2022-03-04,3585,736,4504.0,2483,366.0,3443.0,394.0,5040.0,2419.0,630.0,4426.0,847.0,5435.0,2867.0,712.0,585.0,228.0,311.0,161.0,247.0,32.0,384.0,180.0,35.0,815.0,190.0,374.0,599.0,26.0
2022-03-03,3737,1030,4090.0,2409,298.0,3368.0,344.0,4835.0,2450.0,574.0,4621.0,1055.0,6245.0,2912.0,654.0,669.0,353.0,398.0,139.0,256.0,21.0,383.0,190.0,45.0,1427.0,17.0,1719.0,1004.0,406.0
2022-03-02,2980,615,4121.0,1974,391.0,3151.0,283.0,5236.0,2189.0,679.0,4000.0,649.0,5150.0,2661.0,690.0,609.0,165.0,418.0,125.0,147.0,3.0,256.0,105.0,39.0,1304.0,6.0,195.0,1269.0,29.0
2022-03-01,3397,746,4323.0,2300,351.0,3274.0,301.0,4388.0,2452.0,521.0,4177.0,737.0,5340.0,2781.0,659.0,456.0,177.0,276.0,136.0,211.0,28.0,296.0,147.0,36.0,1753.0,381.0,562.0,1347.0,25.0
