date,nbMnId,nbOtherId,fundDFI,mnDFI,otherDFI,foundationDFI,nbMnGenesisId,mnGenesisDFI,nbMnCakeId,mnCakeDFI,erc20DFI,burnedDFI,tokenDFI,nbMydefichainId,mnMydefichainDFI,nbMNlocked10,nbMNlocked5
2020-09-03,303,1542,3763684.13015256,306177200.1441021,42969750.72574531,288120000.0,3,892185.05047616,,,,,,,,,
2020-09-04,302,1577,3775309.13047838,306266705.1449676,43333620.72455408,288120000.0,2,895305.05047616,,,,,,,,,
2020-09-05,303,1621,3786649.13101775,306345290.1468448,43697295.72213745,288120000.0,3,898035.05061919,,,,,,,,,
2020-09-06,302,1660,3798034.13146882,306432455.1478902,44054145.72064094,288120000.0,2,899205.05055106,,,,,,,,,
2020-09-07,302,1700,3809609.13179705,306506555.14859325,44431470.71960967,288120000.0,2,901935.0505813,,,,,,,,,
2020-09-08,302,1734,3821114.13237728,306589625.1492147,44797095.718408,288120000.0,2,904665.0505813,,,,,,,,,
2020-09-09,302,1773,3832564.13293914,306681860.1499262,45151410.71713464,288120000.0,2,908565.0506713,,,,,,,,,
2020-09-10,302,1810,3843979.13334603,306752060.1504706,45526395.716283366,288119999.9999,2,910905.0506713,,,,,,,,,
2020-09-11,302,1864,3855629.13414574,306833960.1514057,45948845.71464853,288069999.9998,2,913830.0506713,,,,,,,,,
2020-09-12,302,2133,3867094.15458998,306916835.1841234,48798761.16881661,285584344.49247,2,915780.05077888,,,,,,,,,
2020-09-13,302,2168,3878909.15523312,307007510.1855698,49168871.16672705,285584344.49247,2,918120.05077888,,,,,,,,,
2020-09-14,303,2209,3890294.15574246,307082975.1866602,49537421.165127344,285584344.49247,3,920655.05077888,,,,,,,,,
2020-09-15,302,2235,3901689.15649676,307161560.1880505,49903241.16298274,285584344.49247,2,922410.05084971,,,,,,,,,
2020-09-16,303,2240,3912979.15713963,308242485.19081026,49262616.15958013,285584344.49247,2,925335.05166333,,,,,,,,,
2020-09-17,303,2284,3924354.15775384,308333550.1917558,49615176.15802043,285584344.49247,2,928260.05166333,,,,,,,,,
2020-09-18,303,2321,3935994.15826649,308415840.1921528,49986836.15711071,285584344.49247,2,932355.05166333,,,,,,,,,
2020-09-19,303,2340,3947594.15881274,308502030.1932218,50353046.15549543,285584344.49247,2,935865.05169357,,,,,,,,,
2020-09-20,303,2382,3959554.15914405,308584320.1937217,50737196.15466423,285584344.49247,2,938400.0517617,,,,,,,,,
2020-09-21,303,2423,3971239.15960223,308668365.1948149,51108866.15311287,285584344.49247,2,942105.05183253,,,,,,,,,
2020-09-22,303,2461,3982959.16009042,308755725.195556,51478586.15188363,285584344.49247,2,946200.05190066,,,,,,,,,
2020-09-23,303,2508,3996144.16071023,308849325.1965448,51899201.15027504,285584344.49247,2,949125.05190066,,,,,,,,,
2020-09-24,303,2542,4005619.16107922,308922255.19739544,52195796.14905535,285584344.49247,2,951270.05196879,,,,,,,,,
2020-09-25,303,2582,4017104.16170841,309007665.19901764,52558301.14680398,285584344.49247,2,954780.05196879,,,,,,,,,
2020-09-26,303,2597,4028719.16224098,309090735.19963133,52928216.14565769,285584344.49247,2,956730.05196879,,,,,,,,,
2020-09-27,303,2639,4040389.162639,309170880.19989765,53303201.14499341,285584344.49247,2,959850.05196879,,,,,,,,,
2020-09-28,303,2680,4051554.1629898,309260580.20024174,53648936.144298494,285584344.49247,2,962190.05196879,,,,,,,,,
2020-09-29,304,2718,4063219.1634833,309345210.20172536,54019241.14232138,285584344.49247,3,965700.05196879,,,,,,,,,
2020-09-30,304,2755,4075224.16397589,309438615.2013972,54394031.142156914,285584344.49247,3,967650.05196879,,,,,,,,,
2020-10-01,303,2801,4086774.16446704,309521490.2021184,54761606.14094457,285584344.49247,2,970380.05198886,,,,,,,,,
2020-10-02,303,2840,4098639.16580063,309615675.203062,55130156.13866737,285584344.49247,2,972720.052029,,,,,,,,,
2020-10-03,303,2876,4110069.16628337,309702840.2037047,55498511.13746626,285584344.49247,2,975255.052029,,,,,,,,,
2020-10-04,303,2918,4121634.16673195,309780255.20484203,55862381.13595605,285584344.49247,2,978375.052029,,,,,,,,,
2020-10-05,303,2956,4133024.1670411,309857085.2052861,56229761.13520282,285584344.49247,2,980325.052029,,,,,,,,,
2020-10-06,303,2994,4144534.16748491,309936840.2066262,56598896.13341893,285584344.49247,2,983835.052029,,,,,,,,,
