date,nbMnId,nbOtherId,fundDFI,mnDFI,otherDFI,foundationDFI,nbMnGenesisId,mnGenesisDFI,nbMnCakeId,mnCakeDFI,erc20DFI,burnedDFI,tokenDFI,nbMydefichainId,mnMydefichainDFI,nbMNlocked10,nbMNlocked5
2020-07-29,591,324,3348809.0933328,608173055.3974421,12908556.389225168,,3,820020.0453246899,,,,,,,,,
2020-07-30,591,328,3358849.09337612,608563655.3978322,12908737.564791769,,3,822360.0453246899,,,,,,,,,
2020-07-31,591,330,3371824.09341652,609069680.3981959,12908737.56438761,,3,825675.0453246899,,,,,,,,,
2020-08-01,591,318,3383294.0935827005,609515060.398846,12910687.56357123,,3,827625.0453246899,,,,,,,,,
2020-08-02,591,331,3395059.09411674,609842720.4019599,13042057.559923347,,3,829185.0453246899,,,,,,,,,
2020-08-03,591,332,3406844.09413934,610075745.4020847,13268647.559775967,,3,831915.0453246899,,,,,,,,,
2020-08-04,591,341,3418449.09454802,610283660.4015095,13511962.55994241,,3,833865.0453246899,,,,,,,,,
2020-08-05,591,349,3429494.09461836,610628045.4018892,13599502.559492448,,3,838740.0453246899,,,,,,,,,
2020-08-06,591,397,3440769.09498956,611051675.4045808,13615597.556429612,,3,843030.0453673501,,,,,,,,,
2020-08-07,591,640,3452074.09630524,611442965.4147037,13665397.54499107,,3,846930.0454100101,,,,,,,,,
2020-08-08,302,548,3463614.11272251,303978185.12489355,33460042.81838393,288120000.0,2,808920.04977618,,,,,,,,,
2020-08-09,302,586,3475194.11316089,304055990.1253015,33833857.817537576,288120000.0,2,811260.04977618,,,,,,,,,
2020-08-10,303,611,3487039.11358172,304151540.1263238,34200262.81609441,288120000.0,3,814185.04977618,,,,,,,,,
2020-08-11,302,655,3498729.11393255,304230125.12702966,34577587.81503778,288120000.0,2,817695.04977618,,,,,,,,,
2020-08-12,302,698,3510264.11428598,304321580.12739897,34935997.81431508,288120000.0,2,821790.04986888,,,,,,,,,
2020-08-13,302,741,3521804.11472861,304398410.12833536,35309227.81293605,288120000.0,2,825885.04986888,,,,,,,,,
2020-08-14,302,777,3533644.1152112,304476995.12921536,35692402.81157342,288120000.0,2,828420.04986888,,,,,,,,,
2020-08-17,302,924,3575184.11673008,304789580.1322,36999870.75106988,288120000.0,2,843045.0500745301,,,,,,,,,
2020-08-18,302,941,3579414.11686187,304815710.1322763,37138710.75086185,288120000.0,2,843435.0500745301,,,,,,,,,
2020-08-19,302,970,3590754.13392064,304900535.1332841,37496145.73279529,288120000.0,2,845580.0501467101,,,,,,,,,
2020-08-20,303,1016,3602359.13437127,304983410.1343845,37865865.73124418,288120000.0,3,847335.0501467101,,,,,,,,,
2020-08-21,302,1057,3613884.13483507,305072330.13502115,38226420.73014375,288120000.0,2,848700.0501467101,,,,,,,,,
2020-08-22,302,1092,3625429.13530267,305158325.1357423,38590680.72895505,288120000.0,2,851625.0501467101,,,,,,,,,
2020-08-23,303,1132,3637319.13578545,305233985.1364291,38978730.72778549,288120000.0,3,854940.0501467101,,,,,,,,,
2020-08-24,303,1171,3648684.13613035,305319395.13705933,39336360.72681027,288120000.0,3,857475.0501467101,,,,,,,,,
2020-08-25,302,1205,3660129.13652482,305400320.1376288,39701985.72584634,288120000.0,2,859620.0501467101,,,,,,,,,
2020-08-26,302,1247,3671609.12678935,305488265.13789433,40067760.73531632,288120000.0,2,862740.0501467101,,,,,,,,,
2020-08-27,302,1292,3683049.12717132,305576795.1384733,40425390.73435538,288120000.0,2,866055.0501467101,,,,,,,,,
2020-08-28,302,1333,3694919.12756119,305670005.1387075,40795110.73373124,288120000.0,2,869760.0501467101,,,,,,,,,
2020-08-29,302,1375,3706509.1279313,305756975.1393524,41160150.7327163,288120000.0,2,873660.0502148401,,,,,,,,,
2020-08-30,302,1394,3717959.12836562,305833025.1397785,41530650.73185588,288120000.0,2,877560.0502148401,,,,,,,,,
2020-08-31,302,1436,3729354.12879063,305916875.1408141,41891205.73039521,288120000.0,2,880680.0502148401,,,,,,,,,
2020-09-01,302,1476,3740849.12926024,306005405.14213544,42250980.7286043,288120000.0,2,885555.0503372,,,,,,,,,
2020-09-02,302,1496,3752159.12974797,306094325.1434961,42603150.72675593,288120000.0,2,888675.05047616,,,,,,,,,
