date,user_count,vault_count,sum_messages,sum_collateral,sum_loan,avg_ratio
2023-02-15,3437,1691,12351,69850549.52533,37127731.002553,274.42
2023-02-16,3439,1680,10627,69597948.132777,36672472.796834,283.24
2023-02-17,3439,1681,10922,69737034.297543,36775028.429345,283.45
2023-02-18,3440,1693,10834,71562477.64204,37901588.706487,282.05
2023-02-19,3437,1703,11148,72492485.040398,38435377.811607,280.15
2023-02-20,3441,1710,10979,73247265.35036,38875299.730814,283.69
2023-02-21,3443,1715,11458,73110431.411981,38799351.694922,279.18
2023-02-22,3447,1720,12219,72821448.153594,38967836.473289,277.28
2023-02-23,3449,1719,11750,72684922.428083,38744840.483671,285.66
2023-02-24,3450,1720,11956,72136990.12438,38584221.850905,282.91
2023-02-25,3450,1722,12080,72219771.842059,38541369.202637,281.38
