,DFIPFuture_burned_AAPL,DFIPFuture_burned_ARKK,DFIPFuture_burned_DUSD,DFIPFuture_current_AAPL,DFIPFuture_current_ARKK,DFIPFuture_current_DUSD,DFIPFuture_minted_AAPL,DFIPFuture_minted_AMZN,DFIPFuture_minted_ARKK,DFIPFuture_minted_BABA,DFIPFuture_minted_COIN,DFIPFuture_minted_DIS,DFIPFuture_minted_DUSD,DFIPFuture_minted_EEM,DFIPFuture_minted_FB,DFIPFuture_minted_GLD,DFIPFuture_minted_GME,DFIPFuture_minted_GOOGL,DFIPFuture_minted_INTC,DFIPFuture_minted_MCHI,DFIPFuture_minted_MSFT,DFIPFuture_minted_MSTR,DFIPFuture_minted_NFLX,DFIPFuture_minted_NVDA,DFIPFuture_minted_PDBC,DFIPFuture_minted_PLTR,DFIPFuture_minted_QQQ,DFIPFuture_minted_SLV,DFIPFuture_minted_SPY,DFIPFuture_minted_TLT,DFIPFuture_minted_TSLA,DFIPFuture_minted_URTH,DFIPFuture_minted_VNQ,DFIPFuture_minted_VOO,DFIPFuture_current_PDBC,DFIPFuture_current_NFLX,DFIPFuture_burned_NFLX,DFIPFuture_burned_PDBC,DFIPFuture_current_GOOGL,DFIPFuture_burned_GOOGL,DFIPFuture_current_FB,DFIPFuture_burned_FB,DFIPFuture_minted_BRK.B,DFIPFuture_minted_KO,DFIPFuture_minted_PG,DFIPFuture_minted_PYPL,DFIPFuture_current_COIN,DFIPFuture_current_QQQ,DFIPFuture_current_GLD,DFIPFuture_current_GME,DFIPFuture_current_TSLA,DFIPFuture_current_MSTR,DFIPFuture_current_EEM,DFIPFuture_current_PLTR,DFIPFuture_burned_EEM,DFIPFuture_burned_GME,DFIPFuture_burned_MSTR,DFIPFuture_burned_PLTR,DFIPFuture_burned_TSLA,DFIPFuture_current_GSG,DFIPFuture_current_URA,DFIPFuture_burned_CS,DFIPFuture_burned_URA,DFIPFuture_current_CS,DFIPFuture_minted_CS,DFIPFuture_minted_GSG,DFIPFuture_minted_SAP,DFIPFuture_minted_URA,DFIPFuture_current_AMZN,DFIPFuture_minted_AMZN/v1,DFIPFuture_current_BABA,DFIPFuture_burned_BABA,DFIPFuture_current_SPY,DFIPFuture_current_SAP,DFIPFuture_current_PG,DFIPFuture_burned_PG,DFIPFuture_burned_SAP,DFIPFuture_burned_SPY,DFIPFuture_current_NVDA,DFIPFuture_current_TLT,DFIPFuture_burned_NVDA,DFIPFuture_burned_TLT,DFIPFuture_current_BRK.B,DFIPFuture_current_DIS,DFIPFuture_current_MSFT,DFIPFuture_current_URTH,DFIPFuture_current_VNQ,DFIPFuture_current_KO,DFIPFuture_burned_BRK.B,DFIPFuture_burned_DIS,DFIPFuture_burned_KO,DFIPFuture_burned_MSFT,DFIPFuture_burned_URTH,DFIPFuture_burned_VNQ,DFIPFuture_minted_PPLT,DFIPFuture_minted_TAN,DFIPFuture_minted_XOM,DFIPFuture_current_INTC,DFIPFuture_burned_AMZN,DFIPFuture_burned_GSG,DFIPFuture_burned_INTC,DFIPFuture_minted_GOVT
2022-04-20 10:01:31.467627,0.05,0.1,3268163.64762059,0.05,0.1,3530631.51626505,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 11:01:38.118112,0.05,0.1,3268163.64762059,0.05,0.1,3537524.51626505,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,207.82564651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 12:01:39.016491,0.05,0.1,3268163.64762059,0.05,0.1,3541985.51626505,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,293.23580341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 13:01:24.086583,0.05,0.1,3268163.64762059,0.05,0.1,3593045.41193129,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,293.23580341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 14:01:52.659973,0.05,0.1,3268163.64762059,0.05,0.1,3615287.64895063,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,295.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 15:01:28.898996,0.05,0.1,3268163.64762059,0.05,0.1,3655424.44391281,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 16:01:34.062550,0.05,0.1,3268163.64762059,0.05,0.1,4035831.37871258,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 17:01:39.062158,0.05,0.1,3268163.64762059,0.05,0.1,4366658.08328861,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 18:01:06.410260,0.05,0.1,3268163.64762059,0.05,0.1,4411374.79701352,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 19:01:24.455764,0.05,0.1,3268163.64762059,0.05,0.1,4516404.22698903,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 20:01:29.013219,0.05,0.1,3268163.64762059,0.05,0.1,4869688.96364282,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 21:01:39.811164,0.05,0.1,3268163.64762059,0.05,0.1,5378922.02468344,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 22:01:25.455424,0.05,0.1,3268163.64762059,0.05,0.1,6817986.08156396,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 23:01:38.578407,0.05,0.1,3268163.64762059,0.05,0.1,8074595.55785487,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 00:03:09.152472,0.05,0.1,3268163.64762059,0.05,0.1,14753852.84925356,1783.71497039,55.5552952,1928.28253577,522.8536581,957.5986398,46.75476497,23.48087503,840.41672384,39.44174718,443.80559912,34.13275728,79.13752455,1181.43450848,573.83590137,531.25335838,247.52861964,196.93485331,1275.83473311,2613.20468578,9134.67725531,1203.64677401,1213.87563857,50.2108033,10.05190247,501.82295594,896.26001387,27.01735183,3.55680983,3e-08,294.97363693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 01:01:46.479926,0.05,0.1,15241334.10995272,0.05,0.1,15241334.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 02:01:50.703910,0.05,0.1,15241334.10995272,0.05,0.1,15241334.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 03:01:29.379941,0.05,0.1,15241334.10995272,0.05,0.1,15241334.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 04:01:42.103975,0.05,0.1,15241334.10995272,0.05,0.1,15241334.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 05:01:39.867361,0.05,0.1,15241334.10995272,0.05,0.1,15241334.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 06:01:45.657968,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 07:01:39.843480,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 08:01:34.983398,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 09:01:33.445975,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 10:01:35.298152,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 11:01:40.832022,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 12:01:40.412717,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 13:01:07.743928,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 14:01:46.321336,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 15:01:32.276248,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 16:01:37.571819,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 17:01:38.095685,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 18:01:27.242548,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 19:01:23.850502,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 20:01:34.991947,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 21:01:31.999944,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 22:01:30.572211,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 23:01:39.109658,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 00:03:36.744981,0.05,0.1,15241334.10995272,0.05,0.1,15241335.10995272,6237.27508146,323.42330657,9286.19142403,4927.59311327,3932.10769024,1173.43755672,63462.58475381,4177.46973555,1374.74007007,1175.40362284,1150.93118147,265.78776106,3558.32567665,4345.24794918,1367.0356951,513.21604072,5928.66080986,4368.24535321,11601.79770383,43877.31933498,2690.09611812,8996.80151806,1377.37989548,269.30419777,2987.37766372,2050.70479712,228.73471679,195.00450924,3e-08,294.97363693,294.97363693,3e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
