address,balance,mnAddressAPI
dJEbxbfufyPF14SC93yxiquECEfq4YSd9L,273713999.9999,False
dZcHjYhKtEM88TtZLjp314H2xZjkztXtRc,10406454.59608917,False
dP9GB7r5BHHqeNjGQr3GKVhd56PiXesBCh,3772040.69122174,False
8HneKgGDnvrYRBkyRA4uTmyEAR9DXWNJHJ,1317326.26450515,True
8GZvfoSDk1hW2BQKziUqzghEErKciuxVb3,1314866.06012959,True
8KNAr7DFGHYWjhbYWzttR3imJEKSbBg3ED,1313895.97986678,True
8R4RbWzW2ntoSFR2gw4qjFENkmDvXXUNYK,1313441.42820395,True
8FqapPqJPtfu5x8Q8z5r5qHNoemsQJoCat,1305371.24623173,True
8PNruTxeVCQVKVVAEn2DjpAPY72ZHQpLjA,1304326.31225646,True
8aHx6hKWzsBDhzWhJXoH5MT9bXBonk8XAi,1304141.20054105,True
8YJooCF2HUJek69RR76TYdoYcLsP1993nU,1299805.99442675,True
8Jq5mGaDhjjvzwDBZ1KJByanhPDznY83zq,1299671.02790444,True
8NeXnnxfaiYJVkrP9AfHPyphNUu1nekAhj,1299101.05667796,True
8eK97Mv7GcqkBTuTyRWD4kCBX3Nxk6pg4Y,1298035.91994998,True
8Jwby2zCyPjX363JJzxYfKR2HwMCe73w5t,1297556.0730315,True
8Sf5iz19CttuRTnkVCucTLcSKtzj34vNQm,1296491.13742435,True
8LbEfZ6S3Ly76o3uHNr9p8DdX8BmWMk7bQ,1295591.06077785,True
8crsgK9L83SbbETxGEQXai72j9FDqkpj9E,1293571.14428963,True
8aNtjfQD3NnyGWrR3LbrurSinY5rUZdJ2H,1292606.09539131,True
8YGok1UussFwLQDhqCy6GCCVsPpb5wWKd5,1292381.08513093,True
8bPQdtuwZ7JAswvVdeFg2Nq96XaLAPXxFS,1290085.98282351,True
8TS5zi3c9UGtKR45hDfHR15kkcpoctGw6L,1289140.98896788,True
8U54a5imXzwp3osKe8TpwnyVk33DiKdT6K,1288421.236549,True
8KS5Hw1Mz35uEkd82m8aLDJp5Uy9k3A7bJ,1288060.97056644,True
8XADV3upkWt4jGs1oz8cTBqXskvy3D5nGg,1287895.8541665,True
8FQdYATtGcZxSxhM1zYPzBfvEoCZmhSET9,1287535.98668107,True
8NbXcEs1tuUuR3Du3evz79p6yvPLfPg2wR,1287205.84507201,True
8Qqobg9LcFmqjV4iYAcvB2VbKnUGR6YKsM,1286830.88405984,True
8SETdZBDqdUhYMmv7pbFQaCYB7LeDD1M5W,1286620.88070499,True
8XXrVgJFY8199ekPnJWDjdpRTzG5D5rf85,1286410.93806207,True
8GPH7wa9DGnaEa8BvkYmEZpmLQXhxfCi9e,1286395.92357706,True
8W899pWMwVPLCa1tECtoizqtNxCe9sV13X,1286260.80086027,True
8F6NQtuNqwhngMn8Jk1k3J6fWYCukR1NtG,1286011.10243279,True
8GZEEWSzJGzfh6aZeryyqhkJswpRxJrKez,1284761.00122795,True
8VEi8C7L52qEQhzkhyM1BC4qSjqy2ftvoe,1284295.99775734,True
8RUNjYgCHkT56t4C38YaaDvUQcY4HozdcD,1283230.77856995,True
8ZMnyvoSichvQcjiyM5Do1nobvnnkdwCgJ,1283006.13723928,True
8L4umCQLBRg2xoFgdBqzKPPuSEn83xdZP4,1281931.00515736,True
8HoNzZ8LndkQzUh8TgJgHsv7ifBvvqXBLc,1281145.97195939,True
8ThhzS3R94B866Qz2g9bGWWWQc3sVMKzyM,1281055.67561833,True
8RYkRt7dBMap1UdvApxwD7WCDvTDycd7YX,1281040.79340951,True
8WUgJm5o4TaxHisjT9xyvHAvUu3JTpiLUh,1280756.01172043,True
8KeqjdnWoaMuX6cTic3j93qDH3WGctFnEn,1279980.82059949,True
8cp8r3kdCW14o7vA5VZRmumCFRad48YDVp,1278716.11336318,True
8MrRPm5H5PkLmsBLN3q1nEQWFdUbAWp99z,1278145.97593812,True
8b4v3aXuNidKUryW78YjwGRAebPMZKGpUZ,1276285.84324197,True
8P2PVK7X7gW92f81xkKmqdrh8M5SWNdcmx,1275746.012362,True
