address,balance,mnAddressAPI,timelock,mnAddressCakeAPI
8defichainBurnAddressXXXXXXXdRQkSm,1.56001771374008,False,,False
dZcHjYhKtEM88TtZLjp314H2xZjkztXtRc,0.23112552806107,False,,False
dXHVx3w3rMLiw38iJ57VmS8kL4KSVa71yG,0.06000000125,False,,False
dP931azrNZ87QiCmvydJLtckaHE2gJFzhy,0.0474134099999802,False,,False
8RxT1DhCdVUHb1DsYNWTxnGtevjqi1gUft,0.028075627003108197,False,,False
dVxUCUSgzF6rXcHLKfCg5t32miAvHaBSFM,0.0179999999999807,False,,False
dRdfdw59dUeMTCmdT5MbSAounrCvT5fxH3,0.0150011076503745,False,,False
dF3GuAWUE3jy59Ncw9i9Hr54bHRZMPu2bf,0.0115901528161096,False,,False
8PuErAcazqccCVzRcc8vJ3wFaZGm4vFbLe,0.010005998,True,,False
8KRsoeCRKHUFFmAGGJbRBAgraXiUPUVuXn,0.01,True,,False
8RPZm7SVUNhGN1RgGY3R92rvRkZBwETrCX,0.01,True,,False
df1qgwqfl5mtjx07t7xyu4v6yragng5gdr8gc6mrk8,0.0098228049953049,False,,False
dZFYejknFdHMHNfHMNQAtwihzvq7DkzV49,0.0080000000001,False,,False
dHxnJ5rikrzFSLe7UA72B6k7tP2H2mUdiX,0.0044053448311525,False,,False
dVM476FeV9pfj1TdY1sxtHYxz9YaJ4aEZK,0.0043029869023503,False,,False
dWGAPZRnmR9QqVLKWkUP8L24T4UPHTgFjd,0.0039858593363634,False,,False
df1q8r0jcc6zkxc449qajcclex99pmeddflwve7hw5,0.0032451125859514,False,,False
df1qyterunymayfcmhm7s8mt7vyrxt805vf99sknld,0.0029439929090437,False,,False
dTh3xC1a1NLTw93sgztGCVKtA56qHgPCUt,0.002799,False,,False
df1qgfm25nkzclfng4fg4t2up5609ck3x543rzqzaz,0.0027808985419297,False,,False
8S9z3CAgFiKus6j194wRFSPawvwf9mnPwh,0.0021682231856882,False,,False
df1qjmt66ngfltqruhtqry2vp4ph6uk97x9awgngs8,0.0021465747780041,False,,False
dDV4XT3UxqzpY6j8Vad5DvoaWUXq4g3FLK,0.00185,False,,False
df1qq3xnr6vwmsucw865y49fh09s8dg03xaty584u8,0.0010817852204591,False,,False
df1q2mzpjutute6drz7c3ek53neu695k0q9y5t8sqm,0.0010545304966043,False,,False
dZPzKng6YFHRbo1gADP8yCeXiiA3fc3aQi,0.00102669,False,,False
dZduzgmNFNdQTRMnfFDWJFqXuyQGXB3rxT,0.001024308766435,False,,False
df1qzcsyt0fdljlr89sy8s2wrdl7qdfpvle2hgqkgc,0.0009800602032912001,False,,False
df1qfr054hnukm7lurqa4kp9kyue4xnxkv9rq3ggea,0.0009785579274264,False,,False
dNsFBZ3rCWbntrBSwBBqCPbb6nqtbpyj33,0.0009454203562737,False,,False
df1qkuflz353trw5jsmtz06hug4hzddtvvttantf69,0.0009194593426846,False,,False
dYYbL7peUxQNfGeEcywPgwBVPT7FjxgFKq,0.0008925092030904999,False,,False
dVE6oEDu8Gsi9dx2VDcCW8DvMWu1Toe2tc,0.0008512854267528,False,,False
dNWZAswj9VeG155NmZa12BLaVbycBjLvCq,0.0008509412937494,False,,False
dL4uGWnEsnwdRKnHCoHVW6JEeLVUSs6TT5,0.0008505675304130001,False,,False
dcTBFfhK9DdvvCpooctSTg2PZ4ZYQ25k7P,0.0008505640308054999,False,,False
dV5pPLjXmsgXBh3EGyYKNALQtzRw4r6LBX,0.0008501609456451,False,,False
dQfBfxFwRCtJc9xod9YratJ8dfBuVt8D6S,0.0008500787168892,False,,False
dHwEFc2BHHpBjpehEfVSmZNt4HkjbyRQBa,0.0008500036042266,False,,False
dKwn8CTVr2fxtajeB69F5i9wwAKWhNzxLd,0.0008495050326403,False,,False
dHMgeVSmeHgYYq2ugVi8yo5vW8B1UpQSvV,0.0008494205253530999,False,,False
dcN3mtFMhhFvusBM5W43k7jn3k7WQ6BJ28,0.0008493811093057,False,,False
dPp3diNHRAsbUNTT4VXK7RXcgdx2JwiXN3,0.0008493636862858001,False,,False
dR1mGMXHjBGvRt3TfsPJvDwre2dwzVYyj9,0.0008493581976557001,False,,False
dS4nubErZcuxwbtAyBgo4L8daAwZ6RzgeT,0.0008493521412478001,False,,False
dPAvAaHNAusJtaz3GLCvbWnW1pdkneGtJN,0.0008493197109722,False,,False
dJtjnh8E3ZZFuj3cHzmCxbLULJA5ZHYnKH,0.0008493162891929,False,,False
dcRYnuR6bjEJoaXwNC2v4wqLTitiK3Ltgv,0.0008493113019835,False,,False
dS1VnvrFPBUESXYwbqs1535JWifUL3bxwe,0.0008492891458447,False,,False
dLp37P8e4Cpq6WrcM4WbBgMJEk3CxtiTpy,0.0008492699699632,False,,False
dai6r7ry8pqs16QVJsvz3gAEZLH1KfdRYH,0.000849082997721,False,,False
dYTuWanAHR5SJVWHde7943qrECm4SwNmft,0.0008490664857895,False,,False
dK3UoVbaZLDNUcPNNjbWoTW7NiX9ywu8nX,0.0008490502680035,False,,False
dJHD2Lk1irgLakSX8iFkzkAgFkdrUHndiL,0.0008490414057937,False,,False
dNS79yvK5FFLNiS9HxRhhot3PUfjETxBZA,0.0008490353291892,False,,False
dT5z68mW751V1mhvZHgghWvY3RUUv1EbyU,0.0008490307779582,False,,False
dSM9QvPJehMyTWeU4S1dtMAjVgriLwH6yj,0.0008490261604444,False,,False
dKPrfX5FdXsPQ2F6YM2nZDoAEXLWqdoRnf,0.000849021620291,False,,False
dNxUJvaFnkHS5Fe2yQc166Mmi2XBPWH9qF,0.0008490091349946,False,,False
dLbj4KaqvkWMbkh17tyJrmb27u73wh9bFP,0.0008490059045418999,False,,False
dMxYx2QGEYesXGZgEBbkHuggtuT17Kiayz,0.0008490049413884001,False,,False
dTxmZQzGxaWhGxNvGnsK4M1xbmnjXSNKxM,0.0008489962885057001,False,,False
dYA293TSZcSbuQYM1EbEBLakzEifHTSbAg,0.0008489903147125,False,,False
dJxY4xrbcfXjhP3vBgKfKYX1aFc47S321T,0.0008489820977104,False,,False
dFMsbS6QmysHDQTfvRkgdPj2AGN4NtcoAi,0.0008489815165378,False,,False
db8UDg2bJUQpp1Bvk6UPM77pwedDismhJK,0.0008489751944107001,False,,False
dVkWMHfoQueWVpe9xgcgzFocbj3hjFECUX,0.0008489723929963,False,,False
dNBHhZjoZZGxNEnKJzauCwuV3mysZLqCot,0.0008489683882432,False,,False
daCydKzbcjoQZQ4NM46dZLBhffnz4EvJwE,0.0008489663671304,False,,False
dYL6P5dBkGuGexbiADgzX9Q9ZSEb6egbnA,0.0008489643012315,False,,False
dJwG1mZD2f7t469xKzp7Zvz6t4BZFhwWKW,0.0008489578025480001,False,,False
dbg83ppmqi8J74deVkRza44hUgMSNftiEu,0.0008489528489862999,False,,False
dNGHHBvz7LMJvmDweoeDsGN91juM6XFbHA,0.0008489443197241001,False,,False
