address,balance,mnAddress
dJEbxbfufyPF14SC93yxiquECEfq4YSd9L,273713999.9999,False
dZcHjYhKtEM88TtZLjp314H2xZjkztXtRc,9217847.49608917,False
dP9GB7r5BHHqeNjGQr3GKVhd56PiXesBCh,3772040.69122174,False
dKq2NQwzPDHN4eXn3WZeViSnV3KieuSkUP,1719338.8437679,False
8GZvfoSDk1hW2BQKziUqzghEErKciuxVb3,1289080.61676896,True
8KNAr7DFGHYWjhbYWzttR3imJEKSbBg3ED,1285815.58201866,True
8HneKgGDnvrYRBkyRA4uTmyEAR9DXWNJHJ,1281280.73540129,True
8PNruTxeVCQVKVVAEn2DjpAPY72ZHQpLjA,1277595.64976839,True
8FqapPqJPtfu5x8Q8z5r5qHNoemsQJoCat,1277425.59813996,True
8aHx6hKWzsBDhzWhJXoH5MT9bXBonk8XAi,1274035.58798925,True
8Jq5mGaDhjjvzwDBZ1KJByanhPDznY83zq,1273480.60516741,True
8YJooCF2HUJek69RR76TYdoYcLsP1993nU,1272805.5309236,True
8eK97Mv7GcqkBTuTyRWD4kCBX3Nxk6pg4Y,1272520.4762662,True
8NeXnnxfaiYJVkrP9AfHPyphNUu1nekAhj,1272235.45124722,True
8Jwby2zCyPjX363JJzxYfKR2HwMCe73w5t,1272175.46607812,True
8Sf5iz19CttuRTnkVCucTLcSKtzj34vNQm,1270705.60044457,True
8LbEfZ6S3Ly76o3uHNr9p8DdX8BmWMk7bQ,1269670.68394799,True
8crsgK9L83SbbETxGEQXai72j9FDqkpj9E,1268460.54842306,True
8aNtjfQD3NnyGWrR3LbrurSinY5rUZdJ2H,1266415.60142389,True
8bPQdtuwZ7JAswvVdeFg2Nq96XaLAPXxFS,1265110.59139935,True
8YGok1UussFwLQDhqCy6GCCVsPpb5wWKd5,1263625.57608728,True
8TS5zi3c9UGtKR45hDfHR15kkcpoctGw6L,1263490.45551413,True
8FQdYATtGcZxSxhM1zYPzBfvEoCZmhSET9,1262965.62848705,True
8W899pWMwVPLCa1tECtoizqtNxCe9sV13X,1262095.42883607,True
8NbXcEs1tuUuR3Du3evz79p6yvPLfPg2wR,1261825.41184638,True
8SETdZBDqdUhYMmv7pbFQaCYB7LeDD1M5W,1261645.52168671,True
8U54a5imXzwp3osKe8TpwnyVk33DiKdT6K,1261420.67937566,True
8GPH7wa9DGnaEa8BvkYmEZpmLQXhxfCi9e,1261420.5858421,True
8GZEEWSzJGzfh6aZeryyqhkJswpRxJrKez,1260865.61819463,True
8PpuU4SYebFRiaTN5pQSkDeVRYFrPnxW6x,1260730.58664222,True
8F6NQtuNqwhngMn8Jk1k3J6fWYCukR1NtG,1260360.62508565,True
8Qqobg9LcFmqjV4iYAcvB2VbKnUGR6YKsM,1260100.52945852,True
8XXrVgJFY8199ekPnJWDjdpRTzG5D5rf85,1259680.52260445,True
8VEi8C7L52qEQhzkhyM1BC4qSjqy2ftvoe,1259590.50181935,True
8RUNjYgCHkT56t4C38YaaDvUQcY4HozdcD,1258795.44641284,True
8XADV3upkWt4jGs1oz8cTBqXskvy3D5nGg,1258735.491565,True
8L4umCQLBRg2xoFgdBqzKPPuSEn83xdZP4,1258575.55599751,True
8KS5Hw1Mz35uEkd82m8aLDJp5Uy9k3A7bJ,1258225.44735394,True
8ZMnyvoSichvQcjiyM5Do1nobvnnkdwCgJ,1257220.49358717,True
8WUgJm5o4TaxHisjT9xyvHAvUu3JTpiLUh,1256320.62577893,True
8ThhzS3R94B866Qz2g9bGWWWQc3sVMKzyM,1256080.3821248,True
8HoNzZ8LndkQzUh8TgJgHsv7ifBvvqXBLc,1254010.5536548,True
8RYkRt7dBMap1UdvApxwD7WCDvTDycd7YX,1253770.36008085,True
8KeqjdnWoaMuX6cTic3j93qDH3WGctFnEn,1253250.39557206,True
8cp8r3kdCW14o7vA5VZRmumCFRad48YDVp,1251850.58006888,True
8MrRPm5H5PkLmsBLN3q1nEQWFdUbAWp99z,1251685.5239774,True
8R4RbWzW2ntoSFR2gw4qjFENkmDvXXUNYK,1251610.50960338,True
8P2PVK7X7gW92f81xkKmqdrh8M5SWNdcmx,1250635.64610112,True
8b4v3aXuNidKUryW78YjwGRAebPMZKGpUZ,1250230.43081423,True
8J3WVMy5PanG47WXQpCXkUopLTZXwXWq8g,1249240.45861907,True
8Vm3MFM8BnV8VBraZdbx2Qt5ga4hn9iLBH,1247845.41815079,True
8NfpDRogMAB3gZdPgucHNDg8ZCr5hoBmN8,1247385.48191862,True
8YUCDthLYBco5sLpLCsQanMLU4e7WH7Hid,1246825.63228279,True
8d15sQSdmA2dsVBJDRpZtTBhw6m9QGfuHc,1246420.40655249,True
8ZHhstXFWpC8L6Nq1DEHfQPbSJ5os2Wcta,1242595.39175688,True
8UtmC49EVXMbc6PW35NfmQqtnkenV7KJHJ,1239525.48875242,True
8d28hCPmDBvUzEtLx1pTffDyZx6hyTAdfb,1234030.54255421,True
8WqgUEzMY2USiyCZEuTxZbwLQVtRCkcfES,1223605.29836653,True
8FmEyNVRBP5Y83qni4FmqLdCt44R9YDtAJ,1050895.21688688,True
8TwiEc6MY1QKjmwGLWy7jDrazb2CQksywR,1000405.00134706,True
8QGQgpdfG7uahWw9iTVyZtndMkWyM8EbNj,1000270.01006887,True
8ZqwiYS3ZAnoZZrdWDTzPwqJ6fd3ux5Q2N,1000270.00379913,True
8c8cVJmBcSmsbrkMxm3MGemxuBcStKBqF3,1000270.00094296,True
8Q66hQ4pMDLpS6r1v23m8d7W5Qx7JaceeT,1000270.00083563,True
8Xkx1RNAS7zdHH5fmFSFreURKJpbwcnaVw,1000270.00074342,True
8TgQReDkQX3a8zFFUNsu7vN4dTccpuPBUS,1000270.0005792,True
8Vj5cVHGZ6rPkcHpJWUMgbVkeNpzdozLLh,1000270.00057197,True
8TVuCv31MVmKjQbPwaXNooyzr3dStqbhY9,1000270.0,True
8V8epB69taZSr9kbnsgFQa3AiDgjqkLW92,1000135.00536792,True
8Qycy2uCoQ9KM1SLRuQkTmd29M57BMBY5T,1000135.005212,True
8Lr2RpnL5RrZnXwzd9N5j4vJ3mNjUk35TV,1000135.0042601,True
8MXSGcjixVbpCbYXnwWHf7RkiaGc1F2Sz2,1000135.00385401,True
8Q6hh9WhtJFZzrW5fzq3SbkkeFoF7wLh9c,1000135.00346968,True
8VwszPSzgpJ7mDrck3GKdC5EVPpbifyPES,1000135.00299604,True
8X2qTauU7n7uwTGBThf6hiY4LVPpugD8kQ,1000135.00256738,True
8dae7BKSDqJiPoECfWiXY7iuCQoSv2uaWf,1000135.00246172,True
8Z2u6tWWreNkAkD11FLqxTk5Yvn3LnekfE,1000135.001989,True
8LiBz8jzjipCbZ3tMpivWYbP5DjCaK2dCp,1000135.00193543,True
8aSBznCrLc8kWSmy2sLxiiHQgbe3NRKQcB,1000135.00165538,True
8HpxLQMxqDwW161XU5NJF4sRTNXBzSciiH,1000135.00137808,True
8LJTK5zwhN1xdDgA44Zw85BLLgKExsrPxS,1000135.00128216,True
8USwc7rUrYneGjJ9pYNPb5uknZW2WhVULp,1000135.0012757,True
8TkzdYk3yzVgSq7j9ihspW5qD4jZ9da8b6,1000135.0012678,True
8bAS35APdL6MYnmEgGbx8G6sUhLg1crsJ4,1000135.00124692,True
8bLmyseB3FYoWsJjUnysX7PYryxQBqePuH,1000135.0011626,True
8NRKEMSgVUouHHVxtLpcUDxH2bM1oYZ3jo,1000135.00114605,True
8TaKhGxH3APhU11KLgomGuQtBmyRrc8yhm,1000135.00089694,True
8LPbcmUWGwYiRKRkCV2dU5tbF2Vh2WwqPp,1000135.00086507,True
8Pv6Tydvq58f8koa3rEXrz7aRV658SdsCJ,1000135.00084708,True
8dWSVmVV8DMWZUhLK4tJRHyTXRgQwzQSmZ,1000135.00075277,True
8RZg4gcuMBCmHi8UxhbjvTRTwLYATPc7q7,1000135.00073137,True
8W5gWn9tgD8WWZWitJeZGu8HWWjGZukEYY,1000135.00067855,True
8JmTVRQzJzWwHeegDUzofKUvn4FpBxTk5h,1000135.00060062,True
8RKBnFAZWqpycDvVXcib9bfGSgpiQN12G9,1000135.00058491,True
8XJ7iHPCWnL7baLJnuGqCxwCpeGoSFd8UK,1000135.00057624,True
8JFk8o5BKquJUHBmprTGx72yy187RwCqsz,1000135.00056908,True
8Wm14DjR6kiohatcmigKZUsAB6e9padB5j,1000135.00053882,True
8WhYQdnwUuiYyjiCZN7qgmcbpooEn9U7j2,1000135.00053233,True
8MCQ9PvhKgJXzWBgSYTS7JBPGagqguyHPY,1000135.00050279,True
8Ymn7ePDgcrCCyN9Zr4pTWbQrTWHE4nHbd,1000135.00046302,True
8JussthigA1wRpQBPMuRqMkxUG8qrFbpC8,1000135.00045239,True
8FtYNFDaqX98ghshqVyBoV3XXEqBb4RFja,1000135.0004106,True
8JwY4gep99h25M1PropygXgSR2KZVDRKGh,1000135.00038899,True
8dKvEzsfBWymTjNvx13kvjDSYgTdiVSf8w,1000135.00028597,True
8bGJntENwPDCENjFKECJb5KtXbX1CHeXoP,1000135.00025932,True
8NyLWVuvhkBCbLEL83c4RhtBJeAEubQxyy,1000135.00022836,True
8TncLLVdD1tuFNXiLs4iMvyVdFg64Mt9aT,1000135.00020747,True
8cG6F4tsyH7ArCixNEbkdRUtN7WH2D9JgU,1000135.00020747,True
8J37JkRdQfKbsL88iXm9ukTwMsUvGU66s7,1000135.00016353,True
8djAB6gUGhupHiNk1T1CLKC57eeErL2aZK,1000135.00016351,True
8dua9JsoknCYMFea7nUhTtzMezdqwkA27W,1000135.00015557,True
8YphFde8vWbNnFi7V9ELhiGWA2C3GwZhup,1000135.00012246,True
8GarTcQUsmXoPtFN3Ty25Dbn5RgmTpfeAj,1000135.00012246,True
8FvubRDbgkUkuq7cYoT3dHuMJoB7iVT9Zk,1000135.0,True
8LGn8uBXCkx1MjZUSxcpq4CXg2FpBjsYx8,1000135.0,True
8QSkEt2AmnrMipNC4dCTpoTVZMovNvZwAj,1000135.0,True
8Qkng2mKD3L8bFcpxmQF3TmyRVBDwJNiaJ,1000135.0,True
8SUzLKNkLUmgwXtghQ4HsJ4TwjNf2vsiQw,1000135.0,True
8UdHjvi29eU6jEbVDSRsXugJu2k2e3zY2W,1000135.0,True
8NCiGjmuh4pSCqk9ru73GhLhZuCYT3QHX7,1000135.0,True
8V2KZcnVCARSwFkSoDkUW7kxDngptid76d,1000135.0,True
8Fv9QHXGmpc91jkukEY5DVxZ3S7M4W3Lvp,1000135.0,True
8JEXL1rMM6XUWfWCqokFoaDcJWNMzxCdqH,1000135.0,True
8Foi4Wm9UTXYbAdY1diGBnsSeANhrPD3kr,1000135.0,True
8Rfe1YDfskjipT31wNgSbtekAc1BqVSdM7,1000135.0,True
8HRf2Hgvi8xdoGqKwp9kGPMsfM4wG298SG,1000135.0,True
8SWzoyiuG8VvHjj4jHpuzYDLPWBmnnVgUu,1000135.0,True
8SygZNJey81ksvqoLGrE8Hk85Yg5bwp6N4,1000135.0,True
8HwMGphrm1FSzAdAE5TuveuANLrbXtmejz,1000135.0,True
8Zt6SgMT9yDopDNgULGoVid3isUDjVUKUV,1000135.0,True
8d4NWtWWLahp1tgPUB4ieCheu11uMHDjKN,1000135.0,True
8aw7NdLgTMRE7T59U4qPTbQNcuc2cC7rGB,1000135.0,True
8HcrVtXe487sGJxAFceDqP9VG1iV4sbAAB,1000135.0,True
8cTHbL3SdN6HwxGr3RU39KRJfKURcYR35i,1000135.0,True
8VzPyyLHkXpPvfwAqyQo1b6oiRKApu2eGv,1000135.0,True
8SnN9wjiF8QDTbStxGRHXvGUmuCE9pG7vt,1000135.0,True
8aUk4DqSigp9gvfp99UJZLdqWV18CB3DaD,1000135.0,True
8cuBj9KLqphZDK6fmdb7xCh5m6Y4jKHF1v,1000135.0,True
8JcxpXzYWpJUGZXJyWvTdynykbYTUWu43h,1000135.0,True
8aGXT6eWdeGVzPw48eotutpG8PaKj9X873,1000000.0,True
8Ra5EndxsUpTg5q51xNj6cGmKVgSB3Lc1F,1000000.0,True
8Mh39yerjh3KG3PCtaGiEnBN3vFbwEoLvr,1000000.0,True
8YvEn8JsnAhMaxd8CdNfM9ySzFMgtWiA8M,1000000.0,True
8Pyhd746fsFPtAdbCdn2dBkthCeFty9jmX,1000000.0,True
8GDQwiYrQxomXNgtrnn1Rtd2r7sCBsuoDt,1000000.0,True
8dDBEniWkFoPBrECL1bmyjx8xfkg5CdSMa,1000000.0,True
8R5qpGRV4zqwwXJepv7gbZqqjM4t8noM2s,1000000.0,True
8aahtS3p8FYxQro8f7X5J91Tjgv1G1XKFb,1000000.0,True
8FQ5g7nUhb47bCVTaiUpNUnthbiMkA87A6,1000000.0,True
8WhJP9QXJDZcMXuksRWt66fnurwnqvGL4W,1000000.0,True
8LAeTQSqBUZAAYi9u6R7NJZXmLJTuyMg7g,1000000.0,True
8cgybhALvJr8FuFZGGdUY55Yk7AFYwux1S,1000000.0,True
8S96aNtnoWnQR41VVCR4MHCXqpQWtvaLhv,1000000.0,True
8X2TPWJtTHZnjoaicDgenvjMrdk31Qi79X,1000000.0,True
8FGmWpKn2SC4LzXbYRfnpu7f4qeZwoN4we,1000000.0,True
8PaQZrKbb9TK4ijY2fYuQ9cHQ5p88sUvSG,1000000.0,True
8S6dXTmZxb6hxEe9k4DEJbANDmqUqEjtFW,1000000.0,True
8KMEmHneB2k6mdRaV8B9vWhfdWmYafXjK1,1000000.0,True
8SVkMC9526GwbziywCmCa9DnC4D5u1CgqF,1000000.0,True
8VX2iknA6AkX4EwHTYP7efBHAcWskunLnt,1000000.0,True
8L7MJVGGDQDinoh4cvm2tzmxPajncRZczq,1000000.0,True
8YTk7DPRzqXmBYo7f1QB3XVeBKmkVMG565,1000000.0,True
8T7Q3eTTTizJPR6LtBz9mqbUoVAgAwZjWE,1000000.0,True
8YHwQysFeptgGXWGPD9r6DMvosUa6chcjT,1000000.0,True
8NTicx11b1M1ys59o4FRiBfLnM8znUvox1,1000000.0,True
8RXtq1cKEEYRa3E526ksHec5mZFsTH4sze,1000000.0,True
8dB7kZazQgLjDgqkbUTyzqweJn8QPHfDC2,1000000.0,True
8Tw4xJn8p9JDWSwmqZBhvvTdgXgLVemvEp,1000000.0,True
8QkCRZNYeFUbACGyQZ9Yc7yYFk4DWuoh8t,1000000.0,True
8Q2Z3ZjZJpg7gFtzHTryLgtRUMVY1QhT82,1000000.0,True
8J68Y13URUPF4fZcFSjGAr17GXwpEJH4ra,1000000.0,True
8YSLoCRvSKAU25jE7ybyZotxc5mcCjmpJs,1000000.0,True
8MSSTek2wdzrNaCMrTQSXeD436X32xMBJy,1000000.0,True
8MDfg3DPsPpCCZoew8ob14es1AhTzE2U2f,1000000.0,True
8ZgktCDSnKWtPm89KAtZWzTkcd3Qfga2FR,1000000.0,True
8HhK4einTm4pYv2nFeW1qA4izoFTjchUvo,1000000.0,True
8KeF3owaWK3icc37HPWsPtUq5jrCiDa3sK,1000000.0,True
8KYnAR5HTuicz1RTChFHjdrcHfiu8kzFye,1000000.0,True
8FFgJaxnsbv1BrsySJh4tbwjXtBLBXBL52,1000000.0,True
8M2mydsTWDJk3Z6u3RQLiv9iUWN774Xitk,1000000.0,True
