address,balance,mnAddressAPI
dJEbxbfufyPF14SC93yxiquECEfq4YSd9L,273713999.9999,False
dZcHjYhKtEM88TtZLjp314H2xZjkztXtRc,10681790.99608917,False
8HneKgGDnvrYRBkyRA4uTmyEAR9DXWNJHJ,1323806.37222344,True
8GZvfoSDk1hW2BQKziUqzghEErKciuxVb3,1320536.12724771,True
8KNAr7DFGHYWjhbYWzttR3imJEKSbBg3ED,1320511.02119242,True
8R4RbWzW2ntoSFR2gw4qjFENkmDvXXUNYK,1320191.57992998,True
8aHx6hKWzsBDhzWhJXoH5MT9bXBonk8XAi,1312241.28574451,True
8PNruTxeVCQVKVVAEn2DjpAPY72ZHQpLjA,1310941.43512043,True
8FqapPqJPtfu5x8Q8z5r5qHNoemsQJoCat,1310771.33437715,True
8YJooCF2HUJek69RR76TYdoYcLsP1993nU,1306961.06565601,True
8NeXnnxfaiYJVkrP9AfHPyphNUu1nekAhj,1306391.1546855,True
8Jq5mGaDhjjvzwDBZ1KJByanhPDznY83zq,1304936.10567002,True
8Jwby2zCyPjX363JJzxYfKR2HwMCe73w5t,1304576.11485811,True
8eK97Mv7GcqkBTuTyRWD4kCBX3Nxk6pg4Y,1304515.98125438,True
8LbEfZ6S3Ly76o3uHNr9p8DdX8BmWMk7bQ,1301801.10533006,True
8Sf5iz19CttuRTnkVCucTLcSKtzj34vNQm,1301486.20198571,True
8YGok1UussFwLQDhqCy6GCCVsPpb5wWKd5,1300616.14343245,True
8aNtjfQD3NnyGWrR3LbrurSinY5rUZdJ2H,1299896.21650248,True
8crsgK9L83SbbETxGEQXai72j9FDqkpj9E,1297621.20442572,True
8bPQdtuwZ7JAswvVdeFg2Nq96XaLAPXxFS,1297241.02128803,True
8TS5zi3c9UGtKR45hDfHR15kkcpoctGw6L,1296161.04225105,True
8KS5Hw1Mz35uEkd82m8aLDJp5Uy9k3A7bJ,1295891.11742678,True
8XADV3upkWt4jGs1oz8cTBqXskvy3D5nGg,1294915.90813423,True
8U54a5imXzwp3osKe8TpwnyVk33DiKdT6K,1294766.35261164,True
8Qqobg9LcFmqjV4iYAcvB2VbKnUGR6YKsM,1294121.05544011,True
8XXrVgJFY8199ekPnJWDjdpRTzG5D5rf85,1293565.9991665,True
8FQdYATtGcZxSxhM1zYPzBfvEoCZmhSET9,1293341.08436883,True
8F6NQtuNqwhngMn8Jk1k3J6fWYCukR1NtG,1292761.19273304,True
8NbXcEs1tuUuR3Du3evz79p6yvPLfPg2wR,1292740.89135376,True
8GPH7wa9DGnaEa8BvkYmEZpmLQXhxfCi9e,1292335.98321094,True
8W899pWMwVPLCa1tECtoizqtNxCe9sV13X,1291795.96034759,True
8SETdZBDqdUhYMmv7pbFQaCYB7LeDD1M5W,1291210.93092244,True
8WUgJm5o4TaxHisjT9xyvHAvUu3JTpiLUh,1290881.1665362,True
8VEi8C7L52qEQhzkhyM1BC4qSjqy2ftvoe,1290641.0635,True
8ZMnyvoSichvQcjiyM5Do1nobvnnkdwCgJ,1290431.31292863,True
8GZEEWSzJGzfh6aZeryyqhkJswpRxJrKez,1289891.03971614,True
8RYkRt7dBMap1UdvApxwD7WCDvTDycd7YX,1288735.90404362,True
8RUNjYgCHkT56t4C38YaaDvUQcY4HozdcD,1288630.85666311,True
8ThhzS3R94B866Qz2g9bGWWWQc3sVMKzyM,1288615.80471918,True
8HoNzZ8LndkQzUh8TgJgHsv7ifBvvqXBLc,1288571.04643431,True
8L4umCQLBRg2xoFgdBqzKPPuSEn83xdZP4,1288141.05070252,True
